lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1804_translation,version_1805_translation,version_1806_translation,version_1807_translation,version_1808_translation,version_1809_translation,version_1810_translation,version_1811_translation,version_1812_translation,version_1813_translation,english_translation
παῖς,55,unigram,masculine,accusative,singular,pojken,1.1455706130035472,ryckte,,pilten,knuffade,gossen,slet,pojken,pojken,pojken,våldsamt,child
τέκνον,374,unigram,neuter,accusative,plural,barn,46421.31156858791,barn,,barn,barn,barn,barn,barn,barn,barn,barn,child
τέκνον,200,unigram,neuter,accusative,singular,,,,,brodren,Barn,brodern,bror,bror,Barn,,,child
τέκνον,18,unigram,neuter,nominative,plural,barn,7.101610244978551,barn,,brodren,Barn,barn,barn,barn,barn,barn,barn,child
τέκνον,214,unigram,neuter,nominative,singular,barn,1.9952956685343621,barn,,Min,son,son,barn,barn,barn,barn,Mitt,child
παιδίον,16,unigram,neuter,accusative,plural,hindra,1.118260853778936,barnen,,förmener,Skicka,förmenen,hindra,hindra,sådana,små,hindra,child
παιδίον,101,unigram,neuter,accusative,singular,barnet,844.3686800298851,barnet,,barnet,barnet,barnet,barnet,barnet,barnet,barnet,barnet,child
παιδίον,192,unigram,neuter,nominative,plural,barn,91.5014898466928,barnen,,barn,små,barn,barn,barn,barn,barn,barn,child
παιδίον,45,unigram,neuter,nominative,singular,barn,1.679124282880801,barn,,barnet,eget,barn,barn,barnet,barnet,barn,barn,child
πόλις,204,unigram,feminine,accusative,plural,städer,92.47650345855966,städer,,städer,städer,,städer,städer,städer,städer,städer,city
πόλις,72,unigram,feminine,accusative,singular,stad,2.4353755219577136,stad,,staden,staden,stad,stad,stad,stad,stad,staden,city
πύλη,299,unigram,feminine,nominative,plural,församling,1.0966044370282375,,,,församling,,,,,,,city gate
πύλη,230,unigram,feminine,nominative,singular,,,port,,porten,porten,leder,port,port,porten,port,porten,city gate
χιτών,132,unigram,masculine,accusative,plural,livklädnader,2.4424260086236713,skjorta,,kjortlar,vandringsstav,livklädnader,livklädnader,tunikor,,långskjortor,,"clothing, undergarments"
χιτών,33,unigram,masculine,accusative,singular,manteln,1.4207194820969846,också,,kjortelen,,livklädnaden,livklädnad,manteln,manteln,långskjorta,skjortan,"clothing, undergarments"
ἱμάτιον,149,unigram,neuter,accusative,plural,kläder,24.635344340231747,kläder,,kläder,kläder,kläder,kläder,kläder,kläder,kläder,kläder,coat
ἱμάτιον,148,unigram,neuter,accusative,singular,mantel,49.05661430118622,mantel,,kläder,,mantel,mantel,mantel,mantel,mantel,mantel,coat
ἐντολή,89,unigram,feminine,accusative,plural,bud,5.933367722753239,bud,,bud,bud,bud,bud,bud,bud,bud,bud,commandment
ἐντολή,87,unigram,feminine,accusative,singular,bud,6409.640072035765,bud,,bud,bestämt,bud,bud,bud,bud,bud,bud,commandment
συνέδριον,357,unigram,neuter,accusative,plural,domstolar,3.563594035072142,domstolar,,öfverantvarda,domstol,domstolar,domstolar,domstolar,domstolar,domstolar,synagogorna,council
συνέδριον,59,unigram,neuter,accusative,singular,rådet,2.0616654196430146,rådet,,Råd,rådet,,rådet,,Sanhedrin,,rådet,council
χώρα,83,unigram,feminine,accusative,plural,vitnat,1.3169927868348865,vitnat,,,,,vitnat,vitnat,,skörden,,"country, countryside"
χώρα,326,unigram,feminine,accusative,singular,område,2.1283525511372403,land,,,området,land,område,område,område,område,området,"country, countryside"
ὄχλος,64,unigram,masculine,accusative,plural,folket,31067.26730409026,folket,,folket,folket,folket,folket,folket,folket,folket,folket,crowd
ὄχλος,11,unigram,masculine,accusative,singular,folket,251781.77132742206,folket,,folket,folket,folket,folket,folket,folket,folket,folket,crowd
ὄχλος,113,unigram,masculine,nominative,plural,folket,42.755749987554786,folket,,folket,folket,folket,folket,folket,folket,folket,folket,crowd
ὄχλος,316,unigram,masculine,nominative,singular,folket,4.2648860516472675,folk,,folket,folket,folk,folket,folket,stor,folket,folk,crowd
θυγάτηρ,130,unigram,feminine,nominative,plural,döttrar,1.8138831239498303,,,,döttrar,döttrar,döttrar,döttrar,döttrar,,,daughter
θυγάτηρ,351,unigram,feminine,nominative,singular,dotter,816658.0056202682,dotter,,dotter,dotter,dotter,dotter,dotter,dotter,dotter,dotter,daughter
ἡμέρα,81,unigram,feminine,accusative,plural,dagar,850568.4193775115,dagar,,dagar,dagar,dagar,dagar,dagar,dagar,dagar,dagar,day
ἡμέρα,94,unigram,feminine,accusative,singular,dag,223.317026724096,dag,,dag,dag,dag,dag,dag,dag,dag,dag,day
ἡμέρα,2,unigram,feminine,nominative,plural,dagar,1148.53136275186,dagar,,dagar,dagar,dagar,dagar,dagar,dagar,dagar,dagar,day
ἡμέρα,74,unigram,feminine,nominative,singular,dagen,7.204756408467576,förberedelsedag,,dagen,nästa,dagen,dag,dagen,dagen,dag,kväll,day
ὀφειλέτης,281,unigram,masculine,nominative,plural,tornet,1.096057314542422,,,,,,,tornet,,,,debtor
ὀφειλέτης,140,unigram,masculine,nominative,singular,granskningen,2.098584917306854,granskningen,,räkna,,räkenskap,granskningen,granskningen,,,,debtor
δαιμόνιον,34,unigram,neuter,accusative,plural,onda,18.279566176019813,demoner,,djeflar,onda,onda,onda,onda,demoner,demoner,onda,demon
δαιμόνιον,368,unigram,neuter,accusative,singular,besatt,2.3135718591685808,besatt,,djefvulen,besatt,ond,ond,ond,besatt,demon,besatt,demon
δαιμόνιον,216,unigram,neuter,nominative,plural,onda,4.870327956872588,,,djeflarna,onda,onda,onda,onda,demonerna,farit,onda,demon
δαιμόνιον,190,unigram,neuter,nominative,singular,anden,3.7897732258734305,demonen,,djefvulen,anden,onde,anden,anden,demonen,demonen,anden,demon
δηνάριον,343,unigram,neuter,accusative,plural,denarer,40.84125179487447,denarer,,penningar,mer,silverpenningar,denarer,denarer,denarer,dagslöner,denarer,denarius (about a day's wages)
δηνάριον,179,unigram,neuter,accusative,singular,denar,57.29739970288901,denar,,penningen,,penning,denar,denar,denar,,denar,denarius (about a day's wages)
μαθητής,197,unigram,masculine,accusative,plural,lärjungar,94.33342579391444,lärjungar,,Lärjungar,efterföljare,lärjungar,lärjungar,lärjungar,lärjungar,lärjungar,lärjungar,disciple
μαθητής,375,unigram,masculine,accusative,singular,älskade,5.952199116707742,älskade,,Lärjungan,älskade,älskade,älskade,älskade,vänskapsband,älskade,lärjunge,disciple
μαθητής,308,unigram,masculine,nominative,plural,lärjungar,120.6652084949193,lärjungar,,Lärjungar,efterföljare,lärjungar,lärjungar,lärjungar,lärjungar,lärjungar,lärjungar,disciple
μαθητής,373,unigram,masculine,nominative,singular,lärjungen,1.5497161816914833,lärjungen,,Lärjungen,efterföljare,lärjungen,lärjunge,lärjungen,lärjunge,lärjungen,lärjunge,disciple
νόσος,3,unigram,feminine,accusative,plural,sjukdomar,131.67524715354546,sjukdomar,,sjukdomar,sjukdomar,sjukdomar,sjukdomar,sjukdomar,obotliga,sjukdomar,sjukdomar,disease
νόσος,80,unigram,feminine,accusative,singular,krämpor,1.2203752845927842,krämpor,,krankhet,plågor,skröplighet,krämpor,,,krämpor,plågor,disease
περιστερά,112,unigram,feminine,accusative,plural,duvor,1.5436234699222575,duvor,,sålde,duvor,sålde,sålde,sålde,duvor,duvor,duvor,dove
περιστερά,61,unigram,feminine,accusative,singular,duva,47.51861439540255,duva,,dufva,duva,duva,duva,duva,duva,duva,duva,dove
οὖς,167,unigram,neuter,accusative,plural,öron,79.64924599468891,öron,,öron,Lyssna,öron,öron,öron,öron,öron,öron,ear
οὖς,315,unigram,neuter,accusative,singular,taken,2.285570042885297,,,taken,,,taken,taken,taken,taken,,ear
σεισμός,223,unigram,masculine,nominative,plural,jordbävningar,3.5811544690174095,hungersnöd,,,jordbävningar,jordbävningar,jordbävningar,jordbävningar,matkris,jordbävningar,jordbävningar,"earthquakes, storm"
σεισμός,70,unigram,masculine,nominative,singular,,,,,stor,plötsligt,jordbävning,,,jordbävning,,plötsligt,"earthquakes, storm"
τέλος,305,unigram,neuter,accusative,singular,slutet,5.3267379770577685,slutet,,ändan,slutet,,slutet,slutet,slutet,slutet,slutet,end
αἰών,265,unigram,masculine,accusative,plural,Jakobs,1.1892390748388957,välde,,ände,kungamakt,,Jakobs,Jakobs,evig,,,eternity
αἰών,339,unigram,masculine,accusative,singular,någonsin,13.26864525970823,någonsin,,evinnerliga,aldrig,någonsin,någonsin,någonsin,evigt,evighet,evighet,eternity
ὀφθαλμός,25,unigram,masculine,accusative,plural,ögon,3273.7500870421313,ögon,,ögon,ögon,ögon,ögon,ögon,ögon,ögon,ögon,eye
ὀφθαλμός,71,unigram,masculine,nominative,plural,ögon,26514.322522399503,ögon,,ögon,lyckliga,ögon,ögon,ögon,ögon,ögon,ögon,eye
ὀφθαλμός,336,unigram,masculine,nominative,singular,öga,68.72532251820036,öga,,öga,öga,öga,öga,öga,öga,öga,öga,eye
πρόσωπον,139,unigram,neuter,accusative,plural,,,,,ansigte,,ansikten,,,,,,face
πρόσωπον,211,unigram,neuter,accusative,singular,ansikte,12.068120522061935,marken,,ansigte,ansiktet,ansikte,ansikte,ansikte,ansikte,ansikte,påverkas,face
λιμός,7,unigram,feminine,nominative,plural,,,hungersnöd,,,,,,,,jordbävningar,,famine
λιμός,103,unigram,feminine,nominative,singular,,,,,hunger,,,hungersnöd,,,,,famine
γεωργός,280,unigram,masculine,nominative,plural,vinodlarna,4.075932652192816,arrendatorerna,,vingårdsmännerna,lantbrukarna,vingårdsmännen,vingårdsarbetarna,vinodlarna,vinodlarna,vinodlarna,lantbrukarna,"farmer, tenant"
γεωργός,56,unigram,masculine,nominative,singular,vinodlaren,1.7079523287391547,vinodlaren,,,,,vingårdsmannen,vinodlaren,,vinodlaren,trädgårdsmästaren,"farmer, tenant"
πατήρ,217,unigram,masculine,accusative,plural,fäder,1.4942730991036957,,,fäder,stamfar,,,fäder,,löfte,förfäder,father
πατήρ,342,unigram,masculine,accusative,singular,Fadern,1.6808533306782034,Fadern,,fader,Far,fader,Fadern,Fadern,Fadern,Fadern,Fadern,father
πατήρ,350,unigram,masculine,nominative,plural,fäder,468.64960929733553,fäder,,fäder,förfäder,fäder,fäder,fäder,förfäder,fäder,förfäder,father
πατήρ,205,unigram,masculine,nominative,singular,Fadern,2.057736588877851,Fadern,,Fader,Far,Fadern,Fadern,Fadern,Fader,Fadern,Fader,father
σύνδουλος,161,unigram,masculine,accusative,plural,druckna,2.2376709968632458,druckna,,,,,druckna,medtjänare,druckna,berusade,druckna,"fellow-servant, colleague"
σύνδουλος,97,unigram,masculine,accusative,singular,arbetskamrat,1.255508950677359,,,,,,,,arbetskamrat,,,"fellow-servant, colleague"
σύνδουλος,354,unigram,masculine,nominative,plural,medtjänare,1.611571452923527,illa,,,upprörda,medtjänare,medtjänare,medtjänare,smärtade,precis,upprörda,"fellow-servant, colleague"
σύνδουλος,128,unigram,masculine,nominative,singular,,,betala,,medtjenare,arbetskamrat,medtjänare,medtjänare,medtjänare,arbetskamrat,,arbetskamrat,"fellow-servant, colleague"
ἀγρός,367,unigram,masculine,accusative,plural,åkrar,2.4622813013815237,systrar,,åkrar,åkrar,jordagods,åkrar,åkrar,,åkrar,åkrar,field
ἀγρός,44,unigram,masculine,accusative,singular,åker,4.061105902823924,,,åker,åker,,åkern,åker,åker,,åker,field
δάκτυλος,257,unigram,masculine,accusative,plural,,,fingrarna,,,,fingrar,,,fingrar,fingrarna,,finger
δάκτυλος,196,unigram,masculine,accusative,singular,finger,2.695335245078582,sida,,finger,,finger,sida,finger,finger,sida,Tomas,finger
ἰχθύς,171,unigram,masculine,accusative,plural,fiskarna,2.3196547081938483,fiskarna,,fiskar,fem,fiskarna,fiskarna,fiskarna,bröd,fiskarna,fiskarna,fish
ἰχθύς,210,unigram,masculine,accusative,singular,fisk,8.259178635465341,orm,,fisk,metkrok,fisk,fisk,orm,fisk,fisk,fisk,fish
δίκτυον,121,unigram,neuter,accusative,plural,nät,37.79546131093679,näten,,nät,nät,nät,näten,näten,nät,näten,nät,fishing net
δίκτυον,220,unigram,neuter,accusative,singular,nätet,10.335976863237358,nätet,,nätet,nätet,nätet,nätet,nätet,båten,båten,nätet,fishing net
δίκτυον,191,unigram,neuter,nominative,plural,näten,1.991270618532509,,,beslöto,näten,näten,,,,,näten,fishing net
δίκτυον,269,unigram,neuter,nominative,singular,nätet,1.1613810574337249,,,nätet,,,,,,,,fishing net
τροφή,271,unigram,feminine,accusative,plural,köpa,1.4320903552596382,,,gångne,ensam,köpa,köpa,köpa,köpa,köpa,gått,food
τροφή,362,unigram,feminine,accusative,singular,förståndig,1.1550879265510088,uppsikt,,,klok,,förståndig,kloke,,förståndig,ansvara,food
πούς,260,unigram,masculine,accusative,plural,fötter,9811755.51266137,fötter,,fötter,fötter,fötter,fötter,fötter,fötter,fötter,fötter,foot
πούς,125,unigram,masculine,accusative,singular,fot,1.3777995853877467,,,fot,skadar,fot,fot,,stöter,,,foot
καρπός,202,unigram,masculine,accusative,plural,frukt,48.14046649074424,frukt,,frukt,,frukt,frukt,frukt,frukt,frukt,frukt,"fruit, crop, harvest"
καρπός,255,unigram,masculine,accusative,singular,frukt,7424.603562739949,frukt,,frukt,frukt,frukt,frukt,frukt,frukt,frukt,frukt,"fruit, crop, harvest"
πλήρωμα,298,unigram,neuter,accusative,plural,korgar,9.711399845748508,fulla,,korgar,korgar,korgar,korgar,brödbitar,korgar,brödbitar,korgar,fullness
πλήρωμα,361,unigram,neuter,accusative,singular,hålet,1.0595352057902494,,,hålet,,,,,,,,fullness
γενεά,300,unigram,feminine,accusative,plural,släkte,1.317152857045697,,,,tillber,släkte,släkte,,,släkte,generation,generation
γενεά,256,unigram,feminine,accusative,singular,släkte,44.056241674417116,släkte,,slägtet,släkte,släkte,släkte,släktet,här,,släkte,generation
γενεά,166,unigram,feminine,nominative,singular,släkte,1343.8947003256112,släkte,,slägtet,släkte,släkte,släkte,släkte,släkte,släkte,släkte,generation
δῶρον,341,unigram,neuter,accusative,plural,gåvor,6.98820337951176,gåvor,,,,ned,gåvor,gåvor,gåvor,gåvor,gåvor,gift
δῶρον,181,unigram,neuter,accusative,singular,altaret,11.550415482382222,altaret,,altaret,altaret,altaret,altaret,altaret,altaret,altaret,altaret,gift
ἡγεμών,189,unigram,masculine,accusative,plural,ståthållare,1.2636541058065063,,,Förstar,,landshövdingar,landshövdingar,ståthållare,ståthållare,ståthållare,,"governor, ruler"
ἡγεμών,13,unigram,masculine,accusative,singular,landshövdingens,1.2020239003729318,,,landshöfdingen,landshövdingens,landshövdingen,,ståthållaren,,,landshövdingens,"governor, ruler"
ἀσπασμός,353,unigram,masculine,accusative,plural,torgen,1.5198166641512816,hälsade,,torgen,torgen,hälsade,torgen,hälsade,hälsade,torgen,torgen,greeting
ὁδηγός,5,unigram,masculine,nominative,plural,gropen,1.5591959796881538,,,ledare,bry,ledare,gropen,gropen,gropen,ledare,gropen,guide
ὁδηγός,4,unigram,masculine,nominative,singular,ledare,4.116085978187647,ledare,,ledare,blinda,ledare,ledare,ledare,blinda,ledare,blinda,guide
θρίξ,102,unigram,feminine,nominative,plural,,,hårstråna,,hufvudhår,,,,,hårstrån,,,hair
θρίξ,239,unigram,feminine,nominative,singular,hår,2.67644696608257,hår,,hår,,hår,hår,hår,,hårstrå,hårstrå,hair
χείρ,345,unigram,feminine,accusative,plural,händer,126.53339348808265,händer,,händer,händerna,händer,händer,händer,händer,händer,händer,hand
χείρ,243,unigram,feminine,accusative,singular,handen,12.406095659594568,handen,,hand,handen,handen,handen,handen,hand,handen,handen,hand
κεφαλή,158,unigram,feminine,accusative,plural,skakade,2.290641744104504,,,hufvud,skakade,,skakade,skakade,skakade,skakade,skakade,head
κεφαλή,228,unigram,feminine,accusative,singular,huvud,234.05486406184573,huvud,,hufvud,huvud,huvud,huvud,huvud,huvud,huvudet,huvud,head
στάχυς,229,unigram,masculine,accusative,plural,sädesfält,3.2636956689659358,ax,,säd,sädesfält,sädesfält,sädesfält,sädesfält,sädesfält,ax,sädesfält,head of grain
καρδία,37,unigram,feminine,accusative,plural,hjärtan,73.61582752050656,hjärtan,,hjerta,människorna,hjärtan,hjärtan,hjärtan,hjärtan,hjärtan,hjärtan,heart
καρδία,318,unigram,feminine,accusative,singular,hjärtan,16.337532120516126,hjärtan,,hjerta,äta,hjärtan,hjärta,hjärta,hjärtan,hjärtan,hjärtan,heart
καρδία,212,unigram,feminine,nominative,singular,hjärtan,198.48216531573453,,,hjerta,hjärta,hjärtan,hjärtan,hjärtan,hjärtan,hjärtan,hjärtan,heart
οὐρανός,8,unigram,masculine,accusative,plural,duva,2.8488437441358903,duva,,,duva,,duva,duva,duva,duva,,"heaven, sky"
οὐρανός,294,unigram,masculine,accusative,singular,himlen,2385.7267422847335,himlen,,himmelen,himlen,himmelen,himlen,himlen,himlen,himlen,himlen,"heaven, sky"
οὐρανός,380,unigram,masculine,nominative,plural,duva,2.0941397151283727,,,,duva,duva,,,duva,duva,duva,"heaven, sky"
οὐρανός,218,unigram,masculine,nominative,singular,jord,1.4842831890053874,förgå,,jord,gälla,jord,förgå,förgå,jord,jord,,"heaven, sky"
ὥρα,325,unigram,feminine,nominative,plural,timmar,1.6231112406608073,,,timmar,timmar,timmar,,,,,timmar,hour
ὥρα,28,unigram,feminine,nominative,singular,stund,9.095171649099445,stund,,kommen,bestämt,stund,stund,timmen,tid,stund,stund,hour
οἰκία,173,unigram,feminine,accusative,plural,få,1.3094317159987605,,,hus,,hus,få,få,få,få,,house
οἰκία,358,unigram,feminine,accusative,singular,hus,2683.5554734076113,hus,,hus,hus,hus,hus,hus,hus,hus,hus,house
οἶκος,313,unigram,masculine,accusative,plural,avsked,1.2736338300649594,,,fögderi,arbete,,avsked,avsked,,avskedats,,"house, home"
οἶκος,24,unigram,masculine,accusative,singular,hem,189.46898188505446,hem,,hus,hem,hem,hem,hem,hus,hem,hem,"house, home"
κριτής,340,unigram,masculine,nominative,plural,domare,1.7383904742636493,anhängare,,domare,använder,anhängare,vems,domare,vems,domare,domare,judge
κριτής,183,unigram,masculine,nominative,singular,domaren,15.247992288793524,domaren,,domaren,,domaren,domaren,domaren,domaren,domaren,domaren,judge
κλείς,91,unigram,feminine,accusative,plural,nycklar,1.5291327790162363,nycklarna,,nycklar,nycklarna,,nycklar,nycklar,,nycklar,nycklarna,key
βασιλεύς,119,unigram,masculine,accusative,plural,kungar,1.2612933841975804,kungar,,Konungar,kungar,,,kungar,,kungar,,king
βασιλεύς,65,unigram,masculine,accusative,singular,kung,45.16890013560564,kung,,Konung,kung,konung,konung,kung,kung,kung,kung,king
βασιλεία,85,unigram,feminine,accusative,plural,riken,6.75804540038028,riken,,viste,länder,riken,riken,riken,riken,riken,riken,kingdom
βασιλεία,178,unigram,feminine,accusative,singular,rike,117.77379040056896,rike,,rike,eget,rike,rike,rike,rike,rike,rike,kingdom
κόπος,221,unigram,masculine,accusative,plural,kritiserar,1.275190727092118,ledsen,,tillfrids,kritiserar,oroen,oroar,gärning,besvärar,,kritiserar,"labour, work, trouble, difficulty"
λύχνος,279,unigram,masculine,nominative,plural,,,,,omgjordade,redo,,,,,,,lamp
λύχνος,253,unigram,masculine,nominative,singular,ljus,17.017294125306872,lampa,,ljus,lampa,ljus,ljus,ljus,ljus,ljus,lampa,lamp
κλῆρος,109,unigram,masculine,accusative,plural,,,gör.,,kastandes,tärning,lott,lott,lott,gör.,,gör.,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,lott,2.827140141924253,lott,,lott,delade,lott,lott,lott,lott,delade,lott,"lots (casting of lots), inheritance"
ἄνθρωπος,329,unigram,masculine,accusative,plural,människorna,62.19493001788835,människorna,,menniskorna,Ja,människorna,människorna,människorna,människor,människorna,likadant,man
ἄνθρωπος,283,unigram,masculine,accusative,singular,människan,5.203754667288613,människan,,menniskona,inför,människan,människan,människan,människan,människan,människan,man
