lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_572_translation,version_573_translation,version_574_translation,version_575_translation,version_576_translation,version_577_translation,version_578_translation,english_translation
τέκνον,198,unigram,neuter,accusative,singular,lalabanan,1.2074375243285527,ipapapatay,ipapapatay,Ipagkakanulo,kapatid,lalabanan,lalabanan,lalabanan,child
τέκνον,20,unigram,neuter,nominative,plural,anak,1.3373532180705754,anak,anak,Ipagkakanulo,anak,anak,anak,anak,child
τέκνον,213,unigram,neuter,nominative,singular,Anak,53.39364337377264,Anak,Anak,Anak,Anak,Anak,Anak,Anak,child
παιδίον,18,unigram,neuter,accusative,plural,bata,1.1937632032759236,bata,bata,,pigilan,bata,bata,bata,child
παιδίον,103,unigram,neuter,accusative,singular,bata,4.4768134682611525,sanggol,sanggol,sanggol,bata,bata,bata,bata,child
παιδίον,190,unigram,neuter,nominative,plural,bata,1.5384541043785316,bata,bata,bata,maliliit,sagot,bata,sagot,child
παιδίον,47,unigram,neuter,nominative,singular,bata,94.97052581223772,bata,bata,bata,batang,bata,bata,bata,child
πόλις,202,unigram,feminine,accusative,plural,,,bayan,bayan,lunsod,bayan,nayon,nayon,nayon,city
πόλις,73,unigram,feminine,accusative,singular,bayan,1500.6288592516498,bayan,bayan,lunsod,bayan,bayan,bayan,bayan,city
πύλη,297,unigram,feminine,nominative,plural,magtatagumpay,1.3167569176938394,magsisipanaig,magsisipanaig,magwawagi,malulupig,magtatagumpay,magtatagumpay,magtatagumpay,city gate
πύλη,228,unigram,feminine,nominative,singular,makipot,2.079712705670618,,,makipot,makipot,makipot,makipot,makipot,city gate
χιτών,132,unigram,masculine,accusative,plural,,,tunika,tunika,tunika,magdala,bihisan,bihisan,bihisan,"clothing, undergarments"
χιτών,35,unigram,masculine,accusative,singular,tunika,5.229792732143498,tunika,tunika,tunika,damit,panloob,balabal,panloob,"clothing, undergarments"
ἱμάτιον,148,unigram,neuter,accusative,plural,damit,5.138015450672231,damit,damit,damit,damit,balabal,balabal,balabal,coat
ἱμάτιον,147,unigram,neuter,accusative,singular,balabal,536.1758370068463,balabal,balabal,balabal,damit,balabal,balabal,balabal,coat
ἐντολή,92,unigram,feminine,accusative,plural,utos,227.57946258530427,utos,utos,utos,utos,utos,utos,utos,commandment
ἐντολή,90,unigram,feminine,accusative,singular,utos,726.6868487316885,utos,utos,utos,utos,utos,utos,utos,commandment
συνέδριον,355,unigram,neuter,accusative,plural,Sanedrin,1.223874890626621,Sanedrin,Sanedrin,ibibigay,dadakpin,,Kapulungan,,council
συνέδριον,60,unigram,neuter,accusative,singular,,,pangulong,pangulong,punong,namamahalang,Sanedrin,Kapulungan,Sanedrin,council
χώρα,85,unigram,feminine,accusative,plural,mapuputi,1.09612600636564,,,mapuputi,,,,,"country, countryside"
χώρα,323,unigram,feminine,accusative,singular,lupain,27.59495385932674,lupain,lupain,lupain,lupain,lupain,lupain,lupain,"country, countryside"
ὄχλος,65,unigram,masculine,accusative,plural,tao,151.27891934834494,karamihan,karamihan,tao,tao,tao,tao,tao,crowd
ὄχλος,11,unigram,masculine,accusative,singular,tao,32.186021373687566,karamihan,karamihan,tao,tao,tao,tao,tao,crowd
ὄχλος,113,unigram,masculine,nominative,plural,tao,16.534356777635956,karamihan,karamihan,napakaraming,tao,tao,tao,tao,crowd
ὄχλος,313,unigram,masculine,nominative,singular,napakaraming,1.2239995936383372,karamihan,karamihan,tao,tao,napakaraming,napakaraming,napakaraming,crowd
θυγάτηρ,130,unigram,feminine,nominative,plural,tangisan,1.4707822836810522,tangisan,tangisan,iyakan,kababaihan,,,,daughter
θυγάτηρ,349,unigram,feminine,nominative,singular,babae,1.6736572683293716,babae,babae,babae,babae,anak,anak,anak,daughter
ἡμέρα,83,unigram,feminine,accusative,plural,araw,12572.945168450122,araw,araw,araw,araw,araw,araw,araw,day
ἡμέρα,97,unigram,feminine,accusative,singular,araw,2.960102431752848,araw,araw,araw,araw-araw,Araw-araw,araw,Araw-araw,day
ἡμέρα,2,unigram,feminine,nominative,plural,araw,5415.127387650487,araw,araw,araw,araw,araw,araw,araw,day
ἡμέρα,75,unigram,feminine,nominative,singular,araw,113.41435010441779,araw,araw,araw,araw,,araw,,day
ὀφειλέτης,279,unigram,masculine,nominative,plural,,,,,,nabagsakan,,naninirahan,,debtor
ὀφειλέτης,139,unigram,masculine,nominative,singular,milyun-milyong,1.2013309189107515,,,,,milyun-milyong,,milyun-milyong,debtor
δαιμόνιον,36,unigram,neuter,accusative,plural,demonyo,76.91648226146624,demonio,demonio,demonyo,masasamang,demonyo,demonyo,demonyo,demon
δαιμόνιον,365,unigram,neuter,accusative,singular,demonyo,144.89471247639528,demonio,demonio,demonyo,masamang,demonyo,demonyo,demonyo,demon
δαιμόνιον,215,unigram,neuter,nominative,plural,demonyo,23.51698528365236,demonio,demonio,demonyo,espiritu,demonyo,demonyo,demonyo,demon
δαιμόνιον,188,unigram,neuter,nominative,singular,demonyo,118.6215514913943,demonio,demonio,demonyo,masamang,demonyo,demonyo,demonyo,demon
δηνάριον,339,unigram,neuter,accusative,plural,,,denario,denario,denario,,daang,daang,daang,denarius (about a day's wages)
δηνάριον,176,unigram,neuter,accusative,singular,,,denario,denario,denario,Patingin,pilak,pilak,pilak,denarius (about a day's wages)
μαθητής,195,unigram,masculine,accusative,plural,alagad,101751.05515658918,alagad,alagad,alagad,tagasunod,alagad,alagad,alagad,disciple
μαθητής,371,unigram,masculine,accusative,singular,alagad,4.595285787841424,alagad,alagad,alagad,tagasunod,alagad,alagad,alagad,disciple
μαθητής,305,unigram,masculine,nominative,plural,alagad,30884.196240930345,alagad,alagad,alagad,tagasunod,alagad,alagad,alagad,disciple
μαθητής,369,unigram,masculine,nominative,singular,alagad,56012.09867407573,alagad,alagad,alagad,tagasunod,alagad,alagad,alagad,disciple
νόσος,3,unigram,feminine,accusative,plural,sakit,2.632520106118744,sakit,sakit,sakit,sakitat,,,,disease
νόσος,82,unigram,feminine,accusative,singular,karamdaman,3.7918888053951605,karamdaman,karamdaman,karamdaman,karamdaman,karamdaman,uri,karamdaman,disease
περιστερά,112,unigram,feminine,accusative,plural,kalapati,1.7806111508619078,kalapati,kalapati,kalapati,nagtitinda,kalapati,kalapati,kalapati,dove
περιστερά,62,unigram,feminine,accusative,singular,kalapati,15.774783342617589,kalapati,kalapati,kalapati,kalapati,kalapati,kalapati,kalapati,dove
οὖς,165,unigram,neuter,accusative,plural,pandinig,1.1877924188106206,pakinig,pakinig,makinig,pag-isipan,pandinig,pandinig,pandinig,ear
οὖς,312,unigram,neuter,accusative,singular,dilim,1.319354015362634,,,dilim,,dilim,dilim,dilim,ear
σεισμός,222,unigram,masculine,nominative,plural,taggutom,4.108547895508092,magkakagutom,magkakagutom,,taggutom,taggutom,taggutom,taggutom,"earthquakes, storm"
σεισμός,71,unigram,masculine,nominative,singular,,,malakas,malakas,malakas,,Biglang,Biglang,Biglang,"earthquakes, storm"
τέλος,39,unigram,neuter,accusative,plural,nagbabayad,1.2126616763541331,,,,,,nagbabayad,,end
τέλος,302,unigram,neuter,accusative,singular,wakas,14.56827284464957,wakas,wakas,wakas,mananatiling,wakas,wakas,wakas,end
αἰών,265,unigram,masculine,accusative,plural,pangwalang,1.470987742152356,,,,Maghahari,pangwalang,,pangwalang,eternity
αἰών,335,unigram,masculine,accusative,singular,magpakailanman,15.021750209094686,magpakailan,magpakailan,magpakailanman,magpakailanman,magpakailanman,magpakailanman,magpakailanman,eternity
ὀφθαλμός,27,unigram,masculine,accusative,plural,mata,4831.424691599413,mata,mata,mata,mata,mata,mata,mata,eye
ὀφθαλμός,12,unigram,masculine,accusative,singular,Mata,2.016906779023615,Mata,Mata,Mata,Mata,Mata,Mata,Mata,eye
ὀφθαλμός,72,unigram,masculine,nominative,plural,mata,1547.4483537563556,mata,mata,mata,antok,mata,mata,mata,eye
ὀφθαλμός,332,unigram,masculine,nominative,singular,mata,73.52742516421242,mata,mata,mata,mata,mata,mata,mata,eye
πρόσωπον,138,unigram,neuter,accusative,plural,,,mukha,mukha,mukha,,magmukhang,magmukhang,magmukhang,face
πρόσωπον,210,unigram,neuter,accusative,singular,mukha,4.495854896480629,mukha,mukha,mukha,pinapaboran,,itinuturo,,face
λιμός,8,unigram,feminine,nominative,plural,taggutom,3.178801326363618,,,taggutom,,taggutom,taggutom,taggutom,famine
λιμός,344,unigram,masculine,nominative,plural,taggutom,1.096071996175396,,,taggutom,,,,,famine
λιμός,105,unigram,feminine,nominative,singular,taggutom,1.096071996175396,,,,,,taggutom,,famine
γεωργός,278,unigram,masculine,nominative,plural,magsasaka,6.678623367088193,magsasaka,magsasaka,magsasaka,magsasaka,katiwala,magsasaka,katiwala,"farmer, tenant"
γεωργός,57,unigram,masculine,nominative,singular,magsasaka,1.6720853230510577,magsasaka,magsasaka,tagapag-alaga,ubas,,,,"farmer, tenant"
πατήρ,216,unigram,masculine,accusative,plural,,,Kay,Kay,Tulad,,Tinupad,Tulad,Tinupad,father
πατήρ,338,unigram,masculine,accusative,singular,Ama,29.353800149815854,Ama,Ama,Ama,Ama,Ama,Ama,Ama,father
πατήρ,348,unigram,masculine,nominative,plural,ninuno,295.95773686430744,magulang,magulang,ninuno,ninuno,ninuno,ninuno,ninuno,father
πατήρ,204,unigram,masculine,nominative,singular,Ama,79637.6432406736,Ama,Ama,Ama,Ama,Ama,Ama,Ama,father
σύνδουλος,99,unigram,masculine,accusative,singular,,,nahabag,nahabag,nahabag,pagkaawa,Naawa,Naawa,Naawa,"fellow-servant, colleague"
σύνδουλος,352,unigram,masculine,nominative,plural,nangamanglaw,1.4643609043947226,nangamanglaw,nangamanglaw,,isinumbong,,nagsumbong,,"fellow-servant, colleague"
σύνδουλος,128,unigram,masculine,nominative,singular,,,Pagtiisan,Pagtiisan,Pagpasensyahan,babayaran,nagmakaawa,,nagmakaawa,"fellow-servant, colleague"
ἀγρός,364,unigram,masculine,accusative,plural,,,bukid,bukid,bukid,tagapag-alaga,nayon,nayon,nayon,field
ἀγρός,46,unigram,masculine,accusative,singular,bukid,3885.249834609386,bukid,bukid,bukid,bukid,bukid,bukid,bukid,field
δάκτυλος,257,unigram,masculine,accusative,plural,daliri,1.2013845589884997,daliri,daliri,,,,,,finger
δάκτυλος,194,unigram,masculine,accusative,singular,daliri,1.4136610487172458,daliri,daliri,daliri,tagiliran,tagiliran,daliri,tagiliran,finger
ἰχθύς,169,unigram,masculine,accusative,plural,isda,10.576023469298429,isda,isda,isda,isda,isda,isda,isda,fish
ἰχθύς,209,unigram,masculine,accusative,singular,ahas,1.2096012706265535,ahas,ahas,humingi,humihingi,ahas,ahas,ahas,fish
δίκτυον,121,unigram,neuter,accusative,plural,lambat,4988.053929447538,lambat,lambat,lambat,lambat,lambat,lambat,lambat,fishing net
δίκτυον,219,unigram,neuter,accusative,singular,lambat,7.325382336241363,lambat,lambat,lambat,lambat,lambat,lambat,lambat,fishing net
δίκτυον,189,unigram,neuter,nominative,plural,mapunit,1.3168805604559872,nagkampupunit,nagkampupunit,,,mapunit,mapunit,mapunit,fishing net
τροφή,270,unigram,feminine,accusative,plural,bumibili,3.6545677458002146,magsibili,magsibili,bumili,,bumibili,bumibili,bumibili,food
τροφή,359,unigram,feminine,accusative,singular,pinagkatiwalaan,1.3487046393834696,pinagkatiwalaan,pinagkatiwalaan,,pinamamahala,,,,food
πούς,260,unigram,masculine,accusative,plural,paa,2369.744014294906,paa,paa,paa,paa,paa,paa,paa,foot
πούς,125,unigram,masculine,accusative,singular,,,,,,tumama,,masaktan,,foot
καρπός,200,unigram,masculine,accusative,plural,bunga,5.368761772065333,bunga,bunga,bunga,pamimitas,kaparte,bahagi,kaparte,"fruit, crop, harvest"
καρπός,255,unigram,masculine,accusative,singular,bunga,16.016572005650215,nagbubunga,nagbubunga,bunga,bunga,bunga,bunga,bunga,"fruit, crop, harvest"
πλήρωμα,296,unigram,neuter,accusative,plural,kaing,3.9973725711584955,bakol,bakol,pinulot,basket,kaing,kaing,kaing,fullness
γενεά,298,unigram,feminine,accusative,plural,,,lahi't,,,,,salinlahing,,generation
γενεά,256,unigram,feminine,accusative,singular,lahing,7.502822696781871,lahing,lahing,lahing,,,,,generation
γενεά,346,unigram,feminine,nominative,plural,lahi,2.504740214824477,lahi,lahi,salinlahi,henerasyon,,,,generation
γενεά,164,unigram,feminine,nominative,singular,,,lahing,lahing,lahing,henerasyon,Lahing,Lahing,Lahing,generation
δῶρον,337,unigram,neuter,accusative,plural,alay,8.999027822806026,alay,alay,kanilang,pera,,,,gift
δῶρον,178,unigram,neuter,accusative,singular,handog,1.8908665498307347,dambana,dambana,,handog,handog,handog,handog,gift
ἡγεμών,186,unigram,masculine,accusative,plural,gobernador,1.9405227083471834,gobernador,gobernador,gobernador,Iimbestigahan,,gobernador,,"governor, ruler"
ἡγεμών,15,unigram,masculine,accusative,singular,nanggilalas,1.2014275627384847,nanggilalas,nanggilalas,ikinamangha,nagtaka,,,,"governor, ruler"
σταφυλή,203,unigram,feminine,accusative,plural,Makikilala,1.0960524252565438,,,,Makikilala,,,,grapes
σταφυλή,373,unigram,feminine,accusative,singular,halaman,1.1062588450262767,,,,halaman,,,,grapes
ἀσπασμός,351,unigram,masculine,accusative,plural,pamilihan,2.7650943350809793,pamilihan,pamilihan,pamilihan,batiin,,,,greeting
ἀσπασμός,187,unigram,masculine,accusative,singular,pagbati,1.3168098566981707,,,,,pagbati,pagbati,pagbati,greeting
ὁδηγός,6,unigram,masculine,nominative,plural,aakay,1.096057314542422,,,,aakay,,,,guide
ὁδηγός,4,unigram,masculine,nominative,singular,tagaakay,9.52313942274038,tagaakay,tagaakay,taga-akay,tagaakay,tagaakay,taga-akay,tagaakay,guide
θρίξ,104,unigram,feminine,nominative,plural,buhok,12.854408451781678,buhok,buhok,buhok,buhok,buhok,buhok,buhok,hair
θρίξ,237,unigram,feminine,nominative,singular,buhok,1.783065478748297,buhok,buhok,buhok,mapapahamak,,,,hair
χείρ,341,unigram,feminine,accusative,plural,kamay,1046666.3743526937,kamay,kamay,kamay,kamay,kamay,kamay,kamay,hand
χείρ,242,unigram,feminine,accusative,singular,kamay,1042.771285883034,kamay,kamay,kamay,kamay,kamay,kamay,kamay,hand
κεφαλή,157,unigram,feminine,accusative,plural,,,ulo,ulo,nagdaraan,,Ininsulto,nagdaraan,Ininsulto,head
κεφαλή,225,unigram,feminine,accusative,singular,ulo,8103.900893681573,ulo,ulo,ulo,ulo,ulo,ulo,ulo,head
στάχυς,226,unigram,masculine,accusative,plural,triguhan,2.5846849776235996,uhay,uhay,,triguhan,triguhan,triguhan,triguhan,head of grain
καρδία,40,unigram,feminine,accusative,plural,,,puso,puso,puso,,matuwid,matuwid,matuwid,heart
καρδία,315,unigram,feminine,accusative,singular,puso,140.42980080161362,puso,puso,puso,puso,isip,isip,isip,heart
καρδία,211,unigram,feminine,nominative,singular,puso,2753.7058463264457,puso,puso,puso,puso,puso,puso,puso,heart
οὐρανός,292,unigram,masculine,accusative,singular,langit,15248.513479198245,langit,langit,langit,langit,langit,langit,langit,"heaven, sky"
οὐρανός,217,unigram,masculine,nominative,singular,langit,135.77464388886278,langit,langit,langit,langit,langit,langit,langit,"heaven, sky"
ὥρα,322,unigram,feminine,nominative,plural,natitisod,1.0963247953316897,,,,natitisod,,,,hour
ὥρα,30,unigram,feminine,nominative,singular,oras,1377.6215850514159,oras,oras,oras,oras,oras,oras,oras,hour
οἰκία,171,unigram,feminine,accusative,plural,tatanggap,3.9775055232847247,tatanggap,tatanggap,tatanggap,tatanggap,,,,house
οἰκία,356,unigram,feminine,accusative,singular,bahay,458834.84258829796,bahay,bahay,bahay,bahay,bahay,bahay,bahay,house
οἶκος,310,unigram,masculine,accusative,plural,Maalis,1.5679776808843513,mapaalis,mapaalis,Naipasiya,Gagawa,Maalis,Maalis,Maalis,"house, home"
οἶκος,26,unigram,masculine,accusative,singular,bahay,121.40333952518125,bahay,bahay,bahay,bahay,bahay,bahay,bahay,"house, home"
κριτής,336,unigram,masculine,nominative,plural,mali,1.1454672352426896,,,,mali,,,,judge
κριτής,180,unigram,masculine,nominative,singular,hukom,200.74060216674323,hukom,hukom,hukom,hukom,hukom,hukom,hukom,judge
κλείς,94,unigram,feminine,accusative,plural,susi,1.4431959767309506,susi,susi,susi,Anuman,,susi,,key
βασιλεύς,119,unigram,masculine,accusative,plural,hari,1.3945671382229283,hari,hari,hari,Iimbestigahan,,,,king
βασιλεύς,66,unigram,masculine,accusative,singular,hari,5.664302675880413,hari,hari,hari,hari,hari,hari,hari,king
βασιλεία,88,unigram,feminine,accusative,plural,kaharian,4.057174378656775,kaharian,kaharian,kaharian,,napakataas,kaharian,napakataas,kingdom
βασιλεία,175,unigram,feminine,accusative,singular,kaharian,5342.012636853938,kaharian,kaharian,kaharian,kaharian,kaharian,kaharian,kaharian,kingdom
κόπος,220,unigram,masculine,accusative,plural,ginugulo,3.696521164529359,binabagabag,binabagabag,ginugulo,ginugulo,mabuting,ginugulo,mabuting,"labour, work, trouble, difficulty"
λύχνος,277,unigram,masculine,nominative,plural,panatilihing,1.3168098566981707,,,,,panatilihing,panatilihing,panatilihing,lamp
λύχνος,253,unigram,masculine,nominative,singular,liwanag,4.479642641535551,liwanag,liwanag,liwanag,ilaw,ilawan,liwanag,ilawan,lamp
κλῆρος,1,unigram,masculine,accusative,singular,,,pinagsapalaran,pinagsapalaran,pinaghati-hatian,,palabunutan,,palabunutan,"lots (casting of lots), inheritance"
ἄνθρωπος,325,unigram,masculine,accusative,plural,tao,690.2099580263589,tao,tao,tao,tao,tao,tao,tao,man
ἄνθρωπος,281,unigram,masculine,accusative,singular,tao,7.099625165558302,tao,tao,tao,nagpaparumi,nagpaparumi,tao,nagpaparumi,man
ἄνθρωπος,133,unigram,masculine,nominative,plural,tao,92.11350524352517,tao,tao,tao,,tao,tao,tao,man
ἄνθρωπος,193,unigram,masculine,nominative,singular,isang,6.086759516471126,tao,tao,isang,isang,isang,isang,isang,man
ἀνήρ,274,unigram,masculine,accusative,singular,asawa,81.76364142650482,asawa,asawa,asawa,asawa,asawa,asawa,asawa,"man, husband"
ἀνήρ,162,unigram,masculine,nominative,plural,lalaki,1.0505898463400403,lalake,lalake,libong,lalaking,lalaki,lalaki,lalaki,"man, husband"
ἀνήρ,262,unigram,masculine,nominative,singular,isang,1.1951839140997498,lalaking,lalaking,isang,isang,isang,isang,isang,"man, husband"
μνᾶ,328,unigram,feminine,accusative,plural,,,mina,mina,mina,sampu,gintong,gintong,gintong,mina (about 100 days' wages)
μνᾶ,16,unigram,feminine,accusative,singular,sampu,1.6532222405607526,,,mina,sampu,sampu,sampu,sampu,mina (about 100 days' wages)
πρωτοκαθεδρία,117,unigram,feminine,accusative,plural,pandangal,1.1789932267683847,pigingan,pigingan,,,pandangal,pandangal,pandangal,"most important seat, seat of honour"
πρωτοκαθεδρία,42,unigram,feminine,accusative,singular,pagpupugay,1.3486641794439818,pagpupugay,pagpupugay,,matataong,,,,"most important seat, seat of honour"
μήτηρ,108,unigram,feminine,accusative,plural,pag-uusig,1.0299037313985893,,,,pag-uusig,,,,mother
μήτηρ,306,unigram,feminine,accusative,singular,ina,82.12367030041243,ina,ina,ina,ina,ina,ina,ina,mother
ὄρος,236,unigram,neuter,accusative,plural,kabundukan,1.3283114994515848,bundok,bundok,bundok,kabundukan,kabundukan,kabundukan,kabundukan,mountain
ὄρος,290,unigram,neuter,accusative,singular,bundok,101.55414488433544,bundok,bundok,bundok,bundok,bundok,bundok,bundok,mountain
μύρον,32,unigram,neuter,accusative,singular,binuhusan,1.2014275627384847,,,,Binuhusan,binuhusan,,binuhusan,myrrh
