lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1009_translation,version_1010_translation,version_1011_translation,version_1012_translation,version_1013_translation,english_translation
ἱμάτιον,130,unigram,neuter,accusative,singular,,,ebayê,,pʼotê,пʼоте,كوركێ,coat
ἐντολή,81,unigram,feminine,accusative,plural,,,emran,,tʼemîyêd,тʼәмийед,فەرمانان,commandment
ἐντολή,79,unigram,feminine,accusative,singular,,,emrê,,rʼaw-rʼizimêd,рʼаԝ-рʼьзьмед,فەرمانا,commandment
συνέδριον,325,unigram,neuter,accusative,plural,,,hebin,,,,دادگەهان,council
συνέδριον,54,unigram,neuter,accusative,singular,,,civîna,,serekêd,сәрәкед,جڤاتا,council
χώρα,294,unigram,feminine,accusative,singular,,,herêma,,tʼopraxêd,тʼопрахед,دویر،,"country, countryside"
ὄχλος,58,unigram,masculine,accusative,plural,,,elalet,,eʼlalet,әʼлаләт,جەماوەری,crowd
ὄχλος,10,unigram,masculine,accusative,singular,,,elaletê,,eʼlaletê,әʼлаләте,جەماوەری,crowd
ὄχλος,98,unigram,masculine,nominative,plural,,,elaletê,,eʼlalet,әʼлаләт,خڕڤەبووی,crowd
ὄχλος,285,unigram,masculine,nominative,singular,,,elaleteke,,giran,гьран,جەماوەرەكێ,crowd
θυγάτηρ,319,unigram,feminine,nominative,singular,,,keça,,Qîza,Ԛиза,كچا,daughter
ἡμέρα,75,unigram,feminine,accusative,plural,,,rojan,,rʼojarʼa,рʼожарʼа,رۆژان,day
ἡμέρα,85,unigram,feminine,accusative,singular,,,roj,,rʼoj,рʼож,رۆژ,day
ἡμέρα,2,unigram,feminine,nominative,plural,,,rojên,,bên,бен,رۆژ,day
ἡμέρα,68,unigram,feminine,nominative,singular,,,roj,,tʼivdarekkirinêda,тʼьвдарәккьрьнеда,رۆژ,day
ὀφειλέτης,253,unigram,masculine,nominative,plural,,,hejdehên,,gunekʼartir,гӧнәкʼартьр,,debtor
ὀφειλέτης,121,unigram,masculine,nominative,singular,,,deyndarê,,,,قالبێن,debtor
δαιμόνιον,31,unigram,neuter,accusative,plural,,,cinan,,cina,щьна,ئەجنەیان,demon
δαιμόνιον,335,unigram,neuter,accusative,singular,,,cinan,,cina,щьна,ئەجنەی,demon
δαιμόνιον,192,unigram,neuter,nominative,plural,cin,8.080876282231053,cin,,cin,щьн,ئەجنە,demon
δαιμόνιον,169,unigram,neuter,nominative,singular,cin,1.8614395447040641,cin,,cin,щьн,ئەجنەی,demon
δηνάριον,310,unigram,neuter,accusative,plural,zîvî,1.637042419187179,zîvî,,zîvî,зиви,دینار,denarius (about a day's wages)
δηνάριον,158,unigram,neuter,accusative,singular,zîvek,3.3275404117064626,zîvek,,zîvek,зивәк,دینارەك,denarius (about a day's wages)
μαθητής,174,unigram,masculine,accusative,plural,,,şagirtên,,şagirtêd,шагьртед,شاگردێن,disciple
μαθητής,341,unigram,masculine,accusative,singular,şagirtê,2.6211339860923157,şagirtê,,şagirtê,шагьрте,شاگردێ,disciple
μαθητής,278,unigram,masculine,nominative,plural,,,şagirtên,,şagirtêd,шагьртед,شاگردێن,disciple
μαθητής,339,unigram,masculine,nominative,singular,şagirtê,20.37994835422462,şagirtê,,şagirtê,шагьрте,شاگردێ,disciple
νόσος,3,unigram,feminine,accusative,plural,,,,,êşêd,ешед,,disease
νόσος,74,unigram,feminine,accusative,singular,,,êş,,,,لاوازی,disease
περιστερά,97,unigram,feminine,accusative,plural,,,kevokfiroşan,,,,كووترفرۆشان,dove
περιστερά,56,unigram,feminine,accusative,singular,,,danî,,kevotkekê,кәвоткәке,كووترەكێ,dove
οὖς,148,unigram,neuter,accusative,plural,,,guhên,,Guhê,Гӧһе,ببهیسیت,ear
οὖς,284,unigram,neuter,accusative,singular,tariyê,1.022805458138368,tariyê,,,,,ear
σεισμός,199,unigram,masculine,nominative,plural,كولب,1.0810922260060456,,,,,كولب,"earthquakes, storm"
σεισμός,64,unigram,masculine,nominative,singular,,,nişkê,,Nişkêva,Ньшкева,هێز,"earthquakes, storm"
τέλος,275,unigram,neuter,accusative,singular,,,dawiyê,,teyax,тәйах,تا,end
αἰών,239,unigram,masculine,accusative,plural,,,padîşahiyê,,bikeû,бькәу,هەتایێ,eternity
αἰών,306,unigram,masculine,accusative,singular,,,caran,,hʼeta-hʼetayê,һʼәта-һʼәтайе,هەتایێ,eternity
ὀφθαλμός,22,unigram,masculine,accusative,plural,,,çavên,,çʼeʼvêd,чʼәʼвед,چاڤێن,eye
ὀφθαλμός,65,unigram,masculine,nominative,plural,,,çavên,,çʼeʼvêd,чʼәʼвед,چاڤێن,eye
ὀφθαλμός,303,unigram,masculine,nominative,singular,,,çavê,,çʼeʼvê,чʼәʼве,چاڤێ,eye
πρόσωπον,187,unigram,neuter,accusative,singular,,,deverû,,rʼûyê,рʼуйе,دەڤ,face
λιμός,7,unigram,feminine,nominative,plural,كولب,1.0595416318177244,,,,,كولب,famine
λιμός,135,unigram,masculine,nominative,singular,xelayeke,1.096071996175396,xelayeke,,,,,famine
γεωργός,252,unigram,masculine,nominative,plural,,,,,‹Ev,‹Әв,رەزڤانان,"farmer, tenant"
γεωργός,51,unigram,masculine,nominative,singular,,,mêwa,,tirîyêye,тьрийейә,,"farmer, tenant"
πατήρ,193,unigram,masculine,accusative,plural,,,reSoza,,kal-bavêd,кал-бавед,,father
πατήρ,309,unigram,masculine,accusative,singular,,,bavê,,Bavê,Баве,بابێ,father
πατήρ,318,unigram,masculine,nominative,plural,,,kalên,,bavêd,бавед,بابكالێن,father
πατήρ,181,unigram,masculine,nominative,singular,Bavê,2.2077737751627167,Bavê,,Bavê,Баве,بابێ,father
σύνδουλος,142,unigram,masculine,accusative,plural,,,,,xulam-hevalêd,хӧлам-һәвалед,سەرخۆشان,"fellow-servant, colleague"
σύνδουλος,87,unigram,masculine,accusative,singular,بربا،,1.2125536087908515,,,,,بربا،,"fellow-servant, colleague"
σύνδουλος,322,unigram,masculine,nominative,plural,hevalên,1.161328723715616,hevalên,,,,,"fellow-servant, colleague"
σύνδουλος,112,unigram,masculine,nominative,singular,,,Hevalê,,‹Li,‹Ль,‹بێهنا,"fellow-servant, colleague"
ἀγρός,334,unigram,masculine,accusative,plural,,,xwişk,,bajar,бажар,خویشك،,field
δάκτυλος,173,unigram,masculine,accusative,singular,,,newqa,,nekʼsa,нәкʼса,تبلا,finger
ἰχθύς,152,unigram,masculine,accusative,plural,,,,,meʼsî,мәʼси,نان,fish
ἰχθύς,186,unigram,masculine,accusative,singular,,,masî,,meʼr,мәʼр,,fish
δίκτυον,106,unigram,neuter,accusative,plural,,,torên,,tʼorʼêd,тʼорʼед,تۆڕێن,fishing net
δίκτυον,196,unigram,neuter,accusative,singular,,,qeyikê,,tʼorʼ,тʼорʼ,تۆڕ,fishing net
τροφή,244,unigram,feminine,accusative,plural,,,çûbûn,,çûbûne,чубунә,چووبوونە,food
τροφή,329,unigram,feminine,accusative,singular,Xulamê,1.0595448471241755,Xulamê,,,,,food
πούς,234,unigram,masculine,accusative,plural,,,lingên,,nigêd,ньгед,پێیێن,foot
πούς,110,unigram,masculine,accusative,singular,,,,,nekʼeve›,нәкʼәвә›,پێیێ,foot
καρπός,178,unigram,masculine,accusative,plural,berê,2.49564391185065,berê,,berê,бәре,بەرهەمێ,"fruit, crop, harvest"
καρπός,230,unigram,masculine,accusative,singular,,,fêkî,,berê,бәре,بەرهەمی,"fruit, crop, harvest"
πλήρωμα,270,unigram,neuter,accusative,plural,,,parî,,berev,бәрәв,تژی,fullness
γενεά,271,unigram,feminine,accusative,plural,,,nifş,,qirʼne-qirʼne,ԛьрʼнә-ԛьрʼнә,,generation
γενεά,231,unigram,feminine,accusative,singular,,,nifşî,,nisilî,ньсьли,نفشی,generation
γενεά,316,unigram,feminine,nominative,plural,nifş,1.9999486339918595,nifş,,,,,generation
γενεά,147,unigram,feminine,nominative,singular,,,nifş,,nisila,ньсьла,نفشی,generation
δῶρον,308,unigram,neuter,accusative,plural,,,diyariyên,,,,دیت,gift
δῶρον,160,unigram,neuter,accusative,singular,,,diyariya,,hʼedîya,һʼәдийа,پێشكێشیێ,gift
ἡγεμών,168,unigram,masculine,accusative,plural,,,,,welîya,ԝәлийа,حوكمداران,"governor, ruler"
ἡγεμών,12,unigram,masculine,accusative,singular,,,peyvek,,şaş,шаш,والی,"governor, ruler"
ἀσπασμός,321,unigram,masculine,accusative,plural,,,sûkan,,bazarada,базарада,بازاڕان,greeting
ὁδηγός,5,unigram,masculine,nominative,plural,rêberên,1.161311312321613,rêberên,,,,,guide
ὁδηγός,4,unigram,masculine,nominative,singular,,,rêberên,,kor,кор,سەركێشێن,guide
θρίξ,39,unigram,feminine,accusative,singular,,,,,mûkî,муки,مویەكێ,hair
θρίξ,214,unigram,feminine,nominative,singular,,,mûyek,,mûkê,муке,مویەك,hair
χείρ,312,unigram,feminine,accusative,plural,,,destên,,destê,дәсте,دەستێن,hand
χείρ,218,unigram,feminine,accusative,singular,destê,3.5786588886853408,destê,,destê,дәсте,دەستێ,hand
κεφαλή,140,unigram,feminine,accusative,plural,,,dihejandin,,diçûn-dihatin,дьчун-дьһатьн,سەرێ,head
κεφαλή,203,unigram,feminine,accusative,singular,serê,8.286214676759577,serê,,serê,сәре,سەرێ,head
στάχυς,204,unigram,masculine,accusative,plural,,,dexlan,,,,دەخلان,head of grain
καρδία,34,unigram,feminine,accusative,plural,dilê,1.4763848952503473,dilê,,dilê,дьле,,heart
καρδία,287,unigram,feminine,accusative,singular,dilê,3.223654720147203,dilê,,dilê,дьле,دلێ,heart
καρδία,188,unigram,feminine,nominative,singular,dilê,10.710038321105076,dilê,,dilê,дьле,دلێ,heart
οὐρανός,266,unigram,masculine,accusative,singular,,,ezmên,,eʼzmên,әʼзмен,ئەسمانی,"heaven, sky"
οὐρανός,194,unigram,masculine,nominative,singular,,,ezman,,eʼzman,әʼзман,ئەسمان,"heaven, sky"
ὥρα,25,unigram,feminine,nominative,singular,,,wext,,pêrʼa,перʼа,دەم,hour
οἰκία,326,unigram,feminine,accusative,singular,,,xaniyê,,mala,мала,مالا,house
οἶκος,282,unigram,masculine,accusative,plural,,,,,derkʼevim›,дәркʼәвьм›,,"house, home"
οἶκος,21,unigram,masculine,accusative,singular,mala,32.36471372860738,mala,,mala,мала,مالا,"house, home"
κριτής,307,unigram,masculine,nominative,plural,,,,,derdixin,дәрдьхьн,,judge
κριτής,162,unigram,masculine,nominative,singular,,,sûcdarkerê,,hʼakimê,һʼакьме,,judge
βασιλεύς,104,unigram,masculine,accusative,plural,,,,,welîya,ԝәлийа,حوكمداران,king
βασιλεύς,59,unigram,masculine,accusative,singular,,,padîşah,,Pʼadşê,Пʼадше,پاشایێ,king
βασιλεία,78,unigram,feminine,accusative,plural,,,padîşahiyên,,,,پاشایەتیێن,kingdom
βασιλεία,157,unigram,feminine,accusative,singular,,,Padîşahiya,,Pʼadşatîya,Пʼадшатийа,پاشایەتیا,kingdom
κόπος,197,unigram,masculine,accusative,plural,,,diêşînin,,dikʼevin,дькʼәвьн,,"labour, work, trouble, difficulty"
λύχνος,251,unigram,masculine,nominative,plural,,,pêketî,,vêxistî,вехьсти,ناڤتەنگێن,lamp
λύχνος,228,unigram,masculine,nominative,singular,,,ronahî,,rʼonayî,рʼонайи,رۆناهی,lamp
κλῆρος,95,unigram,masculine,accusative,plural,,,pişk,,avîtin,авитьн,,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,,,pişk,,avîtin,авитьн,جلكێن,"lots (casting of lots), inheritance"
ἄνθρωπος,296,unigram,masculine,accusative,plural,,,mirovan,,meriva,мәрьва,مرۆڤان,man
ἄνθρωπος,255,unigram,masculine,accusative,singular,,,mirov,,mêriv,мерьв,مرۆڤی,man
ἄνθρωπος,115,unigram,masculine,nominative,plural,,,xelk,,meriv,мәрьв,مرۆڤ,man
ἄνθρωπος,172,unigram,masculine,nominative,singular,,,mirovekî,,merivekî,мәрьвәки,مرۆڤ,man
ἀνήρ,248,unigram,masculine,accusative,singular,mêrê,6.4224543601246005,mêrê,,mêrê,мере,هەڤژینێ,"man, husband"
ἀνήρ,145,unigram,masculine,nominative,plural,,,hezar,,mêrî,мери,زەڵام,"man, husband"
ἀνήρ,236,unigram,masculine,nominative,singular,,,lava,,merivekî,мәрьвәки,زەڵامەكی,"man, husband"
μνᾶ,299,unigram,feminine,accusative,plural,,,deh,,dehe,дәһә,دە‍‌ھ,mina (about 100 days' wages)
μνᾶ,13,unigram,feminine,accusative,singular,‹زێڕی,1.0960670999999007,,,,,‹زێڕی,mina (about 100 days' wages)
πρωτοκαθεδρία,102,unigram,feminine,accusative,plural,ziyafetan,1.0441014053159638,ziyafetan,,,,,"most important seat, seat of honour"
πρωτοκαθεδρία,36,unigram,feminine,accusative,singular,,,standinê,,,,كورسیكێن,"most important seat, seat of honour"
μήτηρ,94,unigram,feminine,accusative,plural,xwişk,1.096329813773948,xwişk,,,,,mother
μήτηρ,279,unigram,feminine,accusative,singular,dê,1.8783574404885706,dê,,dê,де,دایكا,mother
ὄρος,213,unigram,neuter,accusative,plural,,,çiyan,,,,بڕەڤنە,mountain
ὄρος,264,unigram,neuter,accusative,singular,,,,,çʼîyayê,чʼийайе,چیایێ,mountain
μύρον,86,unigram,neuter,accusative,plural,,,vedan,,bînxweş,бинхԝәш,,myrrh
μύρον,27,unigram,neuter,accusative,singular,,,,,rʼête,рʼетә,,myrrh
ὄνομα,35,unigram,neuter,accusative,singular,navê,18.9874483680308,navê,,navê,наве,ناڤێ,name
ὄνομα,100,unigram,neuter,nominative,plural,,,,,Navê,Наве,ناڤێن,name
ὄνομα,249,unigram,neuter,nominative,singular,Navê,1.345063786378157,Navê,,Navê,Наве,ناڤێ,name
ἔθνος,226,unigram,neuter,accusative,plural,,,miletan,,miletada,мьләтада,مللەتان,nation
ἔθνος,189,unigram,neuter,accusative,singular,,,miletê,,Miletê,Мьләте,,nation
ἔθνος,302,unigram,neuter,nominative,plural,,,milet,,hʼemû,һʼәму,مللەتێن,nation
ἔθνος,26,unigram,neuter,nominative,singular,,,,,Miletê,Мьләте,,nation
νύξ,183,unigram,feminine,accusative,plural,,,roj,,rʼoj,рʼож,شەڤ,night
νύξ,243,unigram,feminine,accusative,singular,şev,2.1465745951327664,şev,,şev,шәв,,night
ὅρκος,60,unigram,masculine,accusative,plural,,,Padîşah,,sond,сонд,,oath
ὅρκος,263,unigram,masculine,accusative,singular,,,xwaribû,,sonda,сонда,,oath
βοῦς,150,unigram,masculine,accusative,plural,,,,,pez,пәз,پەرستگەهێ,ox
παραβολή,259,unigram,feminine,accusative,plural,,,mesele,,mesela,мәсәла,,parable
παραβολή,219,unigram,feminine,accusative,singular,,,mesele,,meselek,мәсәләк,نموونەیێ,parable
μέρος,345,unigram,neuter,accusative,plural,,,herêma,,alîyê,алийе,دەوروبەرێن,part
μέρος,53,unigram,neuter,accusative,singular,,,para,,pʼara,пʼара,پارچە,part
μαργαρίτης,221,unigram,masculine,accusative,plural,,,durên,,durʼêd,дӧрʼед,مراریێن,pearls
μαργαρίτης,38,unigram,masculine,accusative,singular,durekî,1.096057314542422,durekî,,,,,pearls
τόπος,273,unigram,masculine,accusative,plural,كولب,1.044216892134351,,,,,كولب,place
τόπος,295,unigram,masculine,accusative,singular,,,cihê,,cîyê,щийе,جهێ,place
πρωτοκλισία,277,unigram,feminine,accusative,plural,,,cihên,,jorin,жорьн,مێڤانداریان,place of honor
πρωτοκλισία,37,unigram,feminine,accusative,singular,,,,,jorin,жорьн,سەرێ,place of honor
ὄφις,346,unigram,masculine,accusative,plural,,,,,jeʼr,жәʼр,,poison
ὄφις,101,unigram,masculine,accusative,singular,,,mar,,meʼr,мәʼр,,poison
σκεῦος,254,unigram,neuter,accusative,singular,,,nehişt,,pʼaristgehêrʼa,пʼарьстгәһерʼа,كەلوپەلەك,"possession, object, thing, jar, vessel"
σκεῦος,126,unigram,neuter,nominative,plural,,,venegere,,xênî,хени,نەزڤڕیتەڤە,"possession, object, thing, jar, vessel"
δύναμις,103,unigram,feminine,accusative,plural,,,keramet,,kʼeremet,кʼәрәмәт,حنێر,"power, ability, miracle"
δύναμις,47,unigram,feminine,accusative,singular,,,hêza,,qewata,ԛәԝата,هێزا,"power, ability, miracle"
δύναμις,80,unigram,feminine,nominative,plural,,,kerametên,,kʼeremetêd,кʼәрәмәтед,حنێرێن,"power, ability, miracle"
ἱερεύς,240,unigram,masculine,nominative,singular,,,kahînek,,kʼahînek,кʼаһинәк,كاهنەك,priest
φυλακή,256,unigram,feminine,accusative,plural,,,,,xweyîtîya,хԝәйитийа,,prison
φυλακή,24,unigram,feminine,accusative,singular,,,zîndanê,,kelê,кәле,زیندانێ,prison
προφήτης,63,unigram,masculine,accusative,plural,,,pêxemberan,,pʼêxembera,пʼехәмбәра,پێغەمبەران,prophet
προφήτης,195,unigram,masculine,accusative,singular,,,pêxember,,pʼêxember,пʼехәмбәр,پێغەمبەرەكی,prophet
προφήτης,220,unigram,masculine,nominative,plural,,,pêxemberan,,pʼêxembera,пʼехәмбәра,پێغەمبەران,prophet
προφήτης,265,unigram,masculine,nominative,singular,,,pêxember,,pʼêxember,пʼехәмбәр,پێغەمبەر,prophet
βαλλάντιον,19,unigram,neuter,accusative,singular,,,,,tûrik,турьк,,purse
ποταμός,122,unigram,masculine,nominative,plural,,,,,Baran,Баран,,river
ποταμός,165,unigram,masculine,nominative,singular,,,xaniyek,,,,بنیات,river
λῃστής,344,unigram,masculine,accusative,singular,,,hatine,,bêjî,бежи,,robber
λῃστής,323,unigram,masculine,nominative,plural,,,rêbir,,qaçax,ԛачах,,robber
ἄρχων,201,unigram,masculine,accusative,plural,,,serweran,,serwêra,сәрԝера,رێبەرێن,ruler
ἄρχων,67,unigram,masculine,nominative,plural,,,,,kirin,кьрьн,سەرۆكێن,ruler
ἄρχων,317,unigram,masculine,nominative,singular,,,serokê,,serwêrê,сәрԝере,سەرۆكێ,ruler
ἀκοή,8,unigram,feminine,accusative,plural,,,şeran,,şerʼa,шәрʼа,,rumor
ἀκοή,76,unigram,feminine,accusative,singular,,,Mîr,,Hêrodesê,Һеродәсе,دەستهەلاتدار,rumor
ἀκοή,159,unigram,feminine,nominative,plural,,,vebû,,zimanê,зьмане,گرێیا,rumor
ἀκοή,333,unigram,feminine,nominative,singular,,,belav,,bela,бәла,بەڵاڤ,rumor
βιβλίον,55,unigram,neuter,accusative,singular,jinberdanê,1.3936281899225549,jinberdanê,,,,,"scroll, book"
διάκονος,90,unigram,masculine,nominative,singular,,,xizmetkarê,,berdestîyê,бәрдәстийе,خزمەتكارێ,"servant, minister, deacon"
δοῦλος,207,unigram,masculine,accusative,plural,,,xulamên,,xulamêd,хӧламед,بەنیێن,"servant, slave"
δοῦλος,28,unigram,masculine,accusative,singular,xulamê,2.919497412388079,xulamê,,xulamê,хӧламе,بەنیێ,"servant, slave"
δοῦλος,99,unigram,masculine,nominative,plural,,,xulamên,,xulamêd,хӧламед,بەنیێن,"servant, slave"
δοῦλος,202,unigram,masculine,nominative,singular,axayê,1.6327039132090502,axayê,,axayê,ахайе,بەنی,"servant, slave"
πρόβατον,327,unigram,neuter,accusative,plural,,,miyên,,,,پەزێن,sheep
ποιμήν,247,unigram,masculine,nominative,plural,,,şivanan,,,,شڤان,"shepherd, pastor"
ποιμήν,288,unigram,masculine,nominative,singular,,,miyan,,şivanê,шьване,شڤانێ,"shepherd, pastor"
σημεῖον,138,unigram,neuter,accusative,plural,,,nîşan,,nîşanêd,нишанед,نیشانێن,sign
σημεῖον,125,unigram,neuter,accusative,singular,nîşanekê,1.4952249756746117,nîşanekê,,nîşanekê,нишанәке,نیشانەكێ,sign
σημεῖον,44,unigram,neuter,nominative,plural,,,nîşanên,,nîşanê,нишане,بن,sign
σημεῖον,89,unigram,neuter,nominative,singular,nîşana,2.1515053047589308,nîşana,,nîşana,нишана,نیشان,sign
δραχμή,167,unigram,feminine,accusative,singular,,,bibîne,,zîvê,зиве,,"silver coin, drachma"
ἀργύριον,212,unigram,neuter,accusative,plural,zîv,5.162913924733971,zîv,,zîv,зив,زیڤ,"silver, money"
ἀργύριον,336,unigram,neuter,accusative,singular,,,pere,,pʼere,пʼәрә,پارەیان,"silver, money"
ἁμαρτία,283,unigram,feminine,accusative,plural,,,gunehan,,guna,гӧна,گونەهان,sin
ἁμαρτία,216,unigram,feminine,accusative,singular,,,tunebûya,,gunêd,гӧнед,گونەها,sin
ἁμαρτία,292,unigram,feminine,nominative,plural,,,gunehên,,hatine,һатьнә,گونەهێن,sin
ἁμαρτία,289,unigram,feminine,nominative,singular,dibînin›,1.106429265321974,dibînin›,,,,,sin
