lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1599_translation,version_1600_translation,version_1601_translation,version_1602_translation,version_1603_translation,version_1604_translation,version_1605_translation,version_1606_translation,version_1607_translation,version_1608_translation,english_translation
ζώνη,185,unigram,feminine,accusative,plural,brâiele,1.3167216672078015,brâiele,brâiele,aur,,,brâiele,argint,,,брыйеле,belt
ζώνη,242,unigram,feminine,accusative,singular,,,,,hrănea,,mijlocului,,,,,,belt
βλασφημία,34,unigram,feminine,accusative,plural,rostește,1.34872488402202,cugete,,,,rostește,,,,rostește,,blasphemy
βλασφημία,100,unigram,feminine,accusative,singular,,,blasfemiat,,auzit-o,,,,,,,,blasphemy
βλασφημία,222,unigram,feminine,nominative,plural,blasfemiile,7.999388268018119,,hulele,,,blasfemiile,blasfemiile,,,blasfemiile,хулеле,blasphemy
βλασφημία,91,unigram,feminine,nominative,singular,blasfemia,7.549834525390898,blasfemie,hula,,,blasfemia,blasfemia,,hulă,blasfemia,хула,blasphemy
πλοῖον,112,unigram,neuter,accusative,plural,,,corăbiile,corăbiile,bărci,,bărcile,bărcile,bărci,corăbiile,bărcile,корэбииле,boat
πλοῖον,334,unigram,neuter,accusative,singular,corabie,134.62190020452255,corabie,corabie,barcă,corabie,barcă,barcă,corabie,corabie,barcă,корабие,boat
πλοῖον,259,unigram,neuter,nominative,plural,,,,corăbii,,,Lăsând,,,,părăsind,корэбий,boat
πλοῖον,244,unigram,neuter,nominative,singular,corabia,6.818348402518741,corabia,corabia,mării,,barca,barca,corabia,corabia,barca,корабия,boat
σῶμα,231,unigram,neuter,nominative,plural,corpurile,1.887456721027004,,,corpurile,,,,,,,,body
σῶμα,65,unigram,neuter,nominative,singular,trupul,23336.306709728025,trupul,trupul,corpul,trupul,trupul,trupul,trupul,trupul,trupul,трупул,body
κλῆμα,61,unigram,neuter,nominative,plural,,,,,,,,,mlădiţele,,mlădițele,,branch
κλῆμα,158,unigram,neuter,nominative,singular,rămâne,4.54577500863312,rămâne,mlădiţa,tânără,mlădiță,rămâne,rămâne,rămâne,,mlădița,млэдица,branch
ἄρτος,339,unigram,masculine,accusative,plural,pâini,7191.467912556895,pâini,pâini,pâini,pâini,pâini,pâini,pâini,pâini,pâini,пынь,bread
ἄρτος,366,unigram,masculine,accusative,singular,pâine,228.6734670081079,pâine,pâine,pâine,pâine,pâine,pâine,pâine,pâine,pâinea,пыне,bread
ἄρτος,167,unigram,masculine,nominative,plural,pâini,2912.806971030517,pâini,pâini,pâini,pâini,pâini,pâini,pâini,pâini,pâini,пынь,bread
ἄρτος,41,unigram,masculine,nominative,singular,pâinea,99.35124917093333,pâinea,Pâinea,pâinea,pâinea,Pâinea,Pâinea,pâinea,pâinea,pâinea,Пыня,bread
ἀδελφός,324,unigram,masculine,accusative,plural,frați,24.909794471613772,frați,fraţii,frați,frați,frați,frații,fraţi,frați,frați,фраций,brother
ἀδελφός,128,unigram,masculine,accusative,singular,fratele,612.7274136167423,fratele,fratele,frați,Iacov,fratele,fratele,fratele,fratele,fratele,фрателе,brother
ἀδελφός,118,unigram,masculine,nominative,plural,frații,98.74350701658818,frații,fraţii,frații,frații,frații,frații,fraţii,frații,frații,фраций,brother
ἀδελφός,251,unigram,masculine,nominative,singular,fratele,8728.868913489563,fratele,fratele,fratele,frate,fratele,fratele,fratele,fratele,fratele,фрателе,brother
στῆθος,164,unigram,neuter,accusative,plural,Întreg,1.0960622061228922,,,,Întreg,,,,,,,"chest, breast"
στῆθος,308,unigram,neuter,accusative,singular,pieptul,160.65309061730238,pieptul,pieptul,pieptul,Capul,pieptul,pieptul,pieptul,pieptul,pieptul,пептул,"chest, breast"
ἀρχιερεύς,265,unigram,masculine,accusative,plural,,,seamă,seamă,preoților,preoți,seamă,preoților,preoţi,preoților,arhierei,сямэ,chief priest
ἀρχιερεύς,66,unigram,masculine,accusative,singular,marele,1.433283647754831,marele,marele,marele,,marele‑preot,marele,marele,preot,preot,мареле,chief priest
ἀρχιερεύς,127,unigram,masculine,nominative,plural,,,seamă,seamă,preoților,preoții,seamă,preoților,preoţi,preoților,arhiereii,сямэ,chief priest
ἀρχιερεύς,269,unigram,masculine,nominative,singular,preot,271.87731081006086,preot,preot,preot,preot,marele‑preot,preot,preot,preot,preot,преот,chief priest
παῖς,255,unigram,masculine,accusative,plural,copiii,1.4212418510637812,foarte,,,pruncii,,,,copiii,copiii,,child
παῖς,53,unigram,masculine,accusative,singular,zguduit,1.417423516775597,trântit,băiat,redat,,,,zguduit,zguduit,amenințat,бэят,child
τέκνον,359,unigram,neuter,accusative,plural,copii,3.5224976995280817,copii,copiii,copii,copii,copii,copiii,copiii,copii,copiii,копиий,child
τέκνον,191,unigram,neuter,accusative,singular,frate,1.4951312287537877,uciși,și-i,condamna,omorî,și‑i,copil,frate,frate,frate,ши-й,child
τέκνον,17,unigram,neuter,nominative,plural,frate,1.1222263605799017,uciși,frate-său,condamna,omorî,,,frate,frate,Copiii,фрате-сэу,child
τέκνον,205,unigram,neuter,nominative,singular,Fiule,390.9180582711545,Fiule,Fiule,Fiule,fiule,Fiule,Copile,Fiule,Copile,Fiule,Фиуле,child
παιδίον,15,unigram,neuter,accusative,plural,,,,,aparține,copilași,Lăsați,,Lăsaţi,,,,child
παιδίον,97,unigram,neuter,accusative,singular,copilaș,3.39397578081735,copilul,Pruncul,Copilul,copilaș,copilaș,copilaș,pruncul,copilaș,copilul,Прункул,child
παιδίον,183,unigram,neuter,nominative,plural,,,,copilași,,,niște,,copilaşi,,,копилашь,child
παιδίον,43,unigram,neuter,nominative,singular,copilaș,3.343790471568944,copilaș,copilaș,Copilul,copil,întărea,copilaș,copilul,copilaș,copil,копилаш,child
πόλις,195,unigram,feminine,accusative,plural,cetățile,5.092704396788637,,cetăţile,orașele,sate,cetățile,cetățile,cetăţile,cetățile,cetățile,четэциле,city
πόλις,70,unigram,feminine,accusative,singular,cetate,67589.0013441684,cetate,cetate,oraș,cetate,cetate,cetate,cetate,cetate,cetate,четате,city
πύλη,221,unigram,feminine,nominative,singular,poarta,1.189449958564392,,poarta,conduc,calea,poarta,poarta,strâmtă,,strâmtă,поарта,city gate
χιτών,123,unigram,masculine,accusative,plural,haine,2.6751325803881874,haine,haine,două,haine,haine,cămăși,haine,haine,două,хайне,"clothing, undergarments"
χιτών,31,unigram,masculine,accusative,singular,cămașa,26.682024496077073,cămașa,cămașa,cămașa,întorci,cămașa,cămașa,cămaşa,,tunica,кэмаша,"clothing, undergarments"
ἱμάτιον,140,unigram,neuter,accusative,plural,hainele,14613.90582887153,hainele,hainele,hainele,hainele,hainele,hainele,hainele,hainele,hainele,хайнеле,coat
ἱμάτιον,139,unigram,neuter,accusative,singular,haina,421.12409431499424,haina,haina,haina,haina,haina,haina,haina,veșmântul,haina,хайна,coat
ἐντολή,87,unigram,feminine,accusative,plural,poruncile,5046.022661161648,poruncile,poruncile,poruncile,Poruncile,poruncile,poruncile,poruncile,poruncile,poruncile,порунчиле,commandment
ἐντολή,85,unigram,feminine,accusative,singular,porunca,57.41461524558843,porunca,porunca,porunca,poruncă,porunca,porunca,porunca,poruncă,porunca,порунка,commandment
συνέδριον,344,unigram,neuter,accusative,plural,sinedriilor,9.940765901994569,consiliilor,soboarelor,,judecată,sinedriilor,sinedriilor,sinedriilor,sinedrii,sinedriilor,собоарелор,council
συνέδριον,57,unigram,neuter,accusative,singular,adunat,1.9199315308798666,consiliul,adunat,convocat,preoții,Sinedriul,adunat,adunat,sinedriul,Sinedriul,адунат,council
χώρα,313,unigram,feminine,accusative,singular,ținutul,6.1615113844071825,ținutul,ţinutul,țară,,ținutul,ținutul,ţinutul,ținutul,ținutul,цинутул,"country, countryside"
ὄχλος,62,unigram,masculine,accusative,plural,mulțimilor,1.5927059529459862,mulțimilor,noroadelor,ocazia,Noroadelor,mulțimilor,mulțimile,mulţimilor,gloatele,,нороаделор,crowd
ὄχλος,10,unigram,masculine,accusative,singular,mulțimea,1.3013206006347007,mulțimea,norodul,oameni,gloatele,mulțimea,mulțime,mulţimea,,mulțimea,нородул,crowd
ὄχλος,105,unigram,masculine,nominative,plural,mulțimile,5.122822806692014,mulțimi,noroadele,oameni,noroade,,mulțimile,mulţimile,gloatele,mulțimile,нороаделе,crowd
ὄχλος,303,unigram,masculine,nominative,singular,,,mulțimea,norodul,oameni,gloată,mulțime,mulțime,mulţimea,gloata,mulțimea,нородул,crowd
θυγάτηρ,121,unigram,feminine,nominative,plural,,,,,Locuitoare,,,,Fiice,,,,daughter
θυγάτηρ,338,unigram,feminine,nominative,singular,fiica,4.4667021631829265,Fiica,,,fiica,fiica,,fiica,fiica,,,daughter
ἡμέρα,80,unigram,feminine,accusative,plural,zile,267791.8759061665,zile,zile,zile,zile,zile,zile,zile,zile,zile,зиле,day
ἡμέρα,92,unigram,feminine,accusative,singular,zi,17.945337582999482,zi,zilele,zi,zilele,zi,zi,zi,zi,zi,зилеле,day
ἡμέρα,2,unigram,feminine,nominative,plural,zile,523.640112884508,zilele,zile,zile,zile,zile,zile,zile,zile,zile,зиле,day
ἡμέρα,72,unigram,feminine,nominative,singular,ziua,10.684658418635772,ziua,ziua,ziuă,ziuă,ziua,ziua,ziua,ziua,ziua,зиуа,day
ὀφειλέτης,271,unigram,masculine,nominative,plural,turnul,1.2013309189107515,,,,,,,turnul,turnul,,,debtor
ὀφειλέτης,130,unigram,masculine,nominative,singular,galbeni,1.2013309189107515,datora,,,galbeni,socotelile,,galbeni,,conturile,,debtor
δαιμόνιον,32,unigram,neuter,accusative,plural,draci,10.121904058275387,draci,dracii,exorcizări,draci,demoni,,demonii,draci,diavoli,драчий,demon
δαιμόνιον,355,unigram,neuter,accusative,singular,drac,50.02012065701415,drac,drac,demon,drac,demon,demon,posedat,drac,diavol,драк,demon
δαιμόνιον,207,unigram,neuter,nominative,plural,,,dracii,draci,ieșiseră,draci,,,demonii,dracii,diavolii,драчь,demon
δαιμόνιον,181,unigram,neuter,nominative,singular,demonul,5.9590975633915315,dracul,dracul,demonul,certat,demonul,demonul,demonul,dracul,diavolul,дракул,demon
δηνάριον,329,unigram,neuter,accusative,plural,dinari,72.6107651199788,dinari,lei,dinari,lei,dinari,denari,dinari,dinari,dinari,лей,denarius (about a day's wages)
δηνάριον,169,unigram,neuter,accusative,singular,dinar,251.9147090189524,dinar,ban,dinar,Dați-Mi,dinar,denar,dinar,dinar,dinar,бан,denarius (about a day's wages)
μαθητής,188,unigram,masculine,accusative,plural,Săi,1.8064609173816544,săi,Săi,discipolii,ucenici,Săi,ucenici,Săi,ucenicii,discipolii,Сэй,disciple
μαθητής,360,unigram,masculine,accusative,singular,iubea,11.075585982628702,iubea,iubea,iubea,ucenicul,iubea,iubea,iubea,iubea,iubea,юбя,disciple
μαθητής,295,unigram,masculine,nominative,plural,ucenicii,363.0055859631488,discipolii,ucenicii,discipolii,ucenicii,ucenicii,ucenicii,ucenicii,ucenicii,discipolii,ученичий,disciple
μαθητής,358,unigram,masculine,nominative,singular,ucenic,2.749551471485384,discipolul,,discipol,ucenic,ucenicul,ucenic,ucenicul,ucenic,discipolul,,disciple
νόσος,3,unigram,feminine,accusative,plural,bolile,4.434531305306912,boli,bolile,bolile,,,,bolile,,asupra,болиле,disease
νόσος,79,unigram,feminine,accusative,singular,boală,4.930460115567805,,boală,boală,,boală,boală,boală,boală,boală,боалэ,disease
περιστερά,104,unigram,feminine,accusative,plural,porumbei,1.9883883472374426,porumbei,vindeau,porumbei,negoț,vindeau,vindeau,porumbei,porumbei,porumbei,виндяу,dove
περιστερά,58,unigram,feminine,accusative,singular,porumbel,20.7068468176882,porumbel,porumbel,porumbel,porumbel,porumbel,porumbel,porumbel,porumbel,porumbel,порумбел,dove
οὖς,157,unigram,neuter,accusative,plural,urechi,14.92565689095577,urechi,urechi,rețină,urechi,urechi,urechi,urechi,urechi,urechi,урекь,ear
οὖς,302,unigram,neuter,accusative,singular,ureche,1.8178401757921048,ureche,,,la-nălțimea,,,ureche,ureche,,,ear
σεισμός,214,unigram,masculine,nominative,plural,cutremure,1.414389342573076,cutremure,cutremure,cutremure,bântui,,,cutremure,,cutremure,,"earthquakes, storm"
σεισμός,68,unigram,masculine,nominative,singular,iată,1.25485004694458,iată,,,,iată,iată,,iată,iată,,"earthquakes, storm"
τέλος,292,unigram,neuter,accusative,singular,sfârșit,6.117785206533672,sfârșit,răbda,sfârșit,mântuit,răbda,sfârșit,sfârşit,sfârșit,sfârșit,рэбда,end
αἰών,256,unigram,masculine,accusative,plural,,,domni,,dăinui,,,,,,,,eternity
αἰών,325,unigram,masculine,accusative,singular,veci,80.39764398844463,niciodată,veac,niciodată,veci,veac,veci,veci,veac,veci,вяк,eternity
ὀφθαλμός,23,unigram,masculine,accusative,plural,ochii,46912.758068540265,ochii,ochii,ochii,ochii,ochii,ochii,ochii,ochii,ochii,окий,eye
ὀφθαλμός,69,unigram,masculine,nominative,plural,ochii,31975.243000202412,ochii,ochii,învinsese,ochii,ochii,ochii,ochii,ochii,ochii,окий,eye
ὀφθαλμός,322,unigram,masculine,nominative,singular,ochiul,82.53967940372988,ochiul,ochiul,ochiul,ochi,ochiul,ochiul,ochiul,ochiul,ochiul,окюл,eye
πρόσωπον,129,unigram,neuter,accusative,plural,fețele,12.001321216095066,fețele,feţele,fețele,,,fețele,şi-au,fețele,și-au,фецеле,face
πρόσωπον,202,unigram,neuter,accusative,singular,fața,959.3685157566753,fața,faţa,fața,fața,fața,fața,faţa,fața,fața,фаца,face
λιμός,7,unigram,feminine,nominative,plural,foamete,1.0595416318177244,,,foamete,,,,,,,,famine
γεωργός,270,unigram,masculine,nominative,plural,viticultorii,2.5251880797013335,viticultorii,moștenitorul,viticultorii,îl,lucrătorii,,moştenirea,vierii,viticultorii,моштениторул,"farmer, tenant"
γεωργός,54,unigram,masculine,nominative,singular,viticultorul,1.3169336773433742,viticultorul,,,,,viticultorul,viţa,vierul,viticultorul,,"farmer, tenant"
πατήρ,208,unigram,masculine,accusative,plural,seminței,1.2969692018889372,,,,,,,,seminței,,,father
πατήρ,328,unigram,masculine,accusative,singular,Tatăl,90.1406538612141,Tatăl,Tatăl,Tatăl,Tatăl,Tatăl,Tatăl,Tatăl,Tatăl,Tatăl,Татэл,father
πατήρ,337,unigram,masculine,nominative,plural,părinții,2.64982777736137,părinții,părinţii,voștri,Părinții,părinții,voștri,părinţii,părinții,părinții,пэринций,father
πατήρ,196,unigram,masculine,nominative,singular,Tatăl,15151037.223015124,Tatăl,Tatăl,Tatăl,Tatăl,Tatăl,Tatăl,Tatăl,Tatăl,Tatăl,Татэл,father
σύνδουλος,151,unigram,masculine,accusative,plural,bețivii,1.6202596605582793,,beţivii,,,bețivii,bețivii,beţivii,bețivii,bețivii,бецивий,"fellow-servant, colleague"
σύνδουλος,93,unigram,masculine,accusative,singular,tovarășul,1.4580586073036694,,tovarășul,colegul,,tovarășul,confratele,tovarăşul,avut,înduri,товарэшул,"fellow-servant, colleague"
σύνδουλος,341,unigram,masculine,nominative,plural,petrecute,1.668621763433243,,petrecute,prietenii,,tovarășii,,petrecute,petrecute,,петрекуте,"fellow-servant, colleague"
σύνδουλος,119,unigram,masculine,nominative,singular,,,,Tovarășul,,,,,Tovarăşul,Îngăduește‐mă,Căzând,Товарэшул,"fellow-servant, colleague"
ἀγρός,354,unigram,masculine,accusative,plural,surori,1.2434426132882073,pământuri,,surori,satele,,,surori,țarini,,,field
ἀγρός,42,unigram,masculine,accusative,singular,,,câmpul,olarului,câmp,cumpărat,,,,țarina,ogorul,оларулуй,field
δάκτυλος,249,unigram,masculine,accusative,plural,degetele,1.3168098566981707,degetele,,,,,,,degetele,degetele,,finger
δάκτυλος,187,unigram,masculine,accusative,singular,degetul,2.124608191442192,degetul,degetul,,degetul,degetul,degetul,coasta,degetul,degetul,деӂетул,finger
ἰχθύς,161,unigram,masculine,accusative,plural,pâini,1.1944441413628157,pești,pâini,pâini,cinci,pești,pâini,pâini,pești,pâini,пынь,fish
ἰχθύς,201,unigram,masculine,accusative,singular,pește,3.939795212979326,șarpe,șarpe,pește,voitUn,pește,pește,şarpe,șarpe,pește,шарпе,fish
δίκτυον,113,unigram,neuter,accusative,plural,mrejele,108.7753291590309,plasele,mrejele,plasele,mrejele,mrejele,năvoadele,mrejele,mrejile,năvoadele,мрежеле,fishing net
δίκτυον,211,unigram,neuter,accusative,singular,,,plasa,mreaja,plasa,pești,mreaja,năvodul,năvodul,mreaja,năvodul,мряжа,fishing net
δίκτυον,182,unigram,neuter,nominative,plural,,,,,,,,,rupeau,,năvoadele,,fishing net
δίκτυον,260,unigram,neuter,nominative,singular,,,,mreaja,,,,,năvodul,,rupt,мряжа,fishing net
τροφή,262,unigram,feminine,accusative,plural,duseseră,2.558920010999892,duseseră,,duseseră,erauPlecați,duseseră,duseseră,plecaseră,plecaseră,plecaseră,,food
τροφή,349,unigram,feminine,accusative,singular,,,,,,,,,,hotărâtă,hrană,,food
πούς,252,unigram,masculine,accusative,plural,picioarele,4600436.266914331,picioarele,picioarele,picioarele,picioare,picioarele,picioarele,picioarele,picioarele,picioarele,пичоареле,foot
πούς,117,unigram,masculine,accusative,singular,vreo,1.1958661172811496,,,vreo,,,,,,,,foot
καρπός,193,unigram,masculine,accusative,plural,roadele,4.822758771278388,roadele,,,,roade,roadele,roade,roadele,roadele,,"fruit, crop, harvest"
καρπός,247,unigram,masculine,accusative,singular,rod,5344.936098917073,rod,rod,fructe,Grăuntele,rod,rod,rod,rod,rod,род,"fruit, crop, harvest"
πλήρωμα,288,unigram,neuter,accusative,plural,,,frânturi,firimituri,coșuri,coșuri,,firimituri,fărâmituri,umplute,bucăți,фиримитурь,fullness
πλήρωμα,348,unigram,neuter,accusative,singular,,,,postav,ruptură,,,,veche,,,постав,fullness
γενεά,289,unigram,feminine,accusative,plural,,,generație,,,,,,aratăcelor,,,,generation
γενεά,248,unigram,feminine,accusative,singular,generație,6.28647374025165,acestei,neamul,generație,,generația,generație,luminii,neamul,generație,нямул,generation
γενεά,335,unigram,feminine,nominative,plural,generațiile,7.999383623732979,generațiile,,,neamuri,,generațiile,,neamurile,generațiile,,generation
γενεά,156,unigram,feminine,nominative,singular,generație,58.10137695599842,generație,neam,generație,neam,generație,generație,semn,neam,generație,ням,generation
δῶρον,327,unigram,neuter,accusative,plural,daruri,4.033345576355883,vistierie,daruri,,visterie,daruri,,,daruri,oferit,дарурь,gift
δῶρον,171,unigram,neuter,accusative,singular,darul,4630.598723059479,darul,darul,darul,darul,darul,darul,darul,darul,darul,дарул,gift
ἡγεμών,179,unigram,masculine,accusative,plural,guvernatorilor,3.077526238698214,,dregătorilor,guvernatorilor,sinagogi,dregătorilor,guvernatorilor,guvernatorilor,împăraților,,дрегэторилор,"governor, ruler"
ἡγεμών,13,unigram,masculine,accusative,singular,guvernatorul,1.7077653770719858,guvernatorul,dregătorul,pronunțat,,dregătorul,guvernatorul,,,guvernatorul,дрегэторул,"governor, ruler"
ἀσπασμός,340,unigram,masculine,accusative,plural,,,saluturile,plecăciuni,locuri,,piețe,saluturile,,îmbrățișările,piețe,плекэчунь,greeting
ἀσπασμός,180,unigram,masculine,accusative,singular,salutul,1.3168098566981707,salutul,urarea,,,salutul,,,,salutul,ураря,greeting
ὁδηγός,4,unigram,masculine,nominative,singular,,,oarbe,orbi,orbi,orbi,oarbe,oarbe,,orbi,oarbe,орбь,guide
θρίξ,230,unigram,feminine,nominative,singular,păr,2.1494672713940375,păr,păr,păr,,păr,,,păr,,пэр,hair
χείρ,331,unigram,feminine,accusative,plural,mâinile,889107.2522494094,mâinile,mâinile,mâinile,mâinile,mâinile,mâinile,mâinile,mâinile,mâinile,мыниле,hand
χείρ,234,unigram,feminine,accusative,singular,mâna,30841.64635848421,mâna,mâna,mâna,mâna,mâna,mâna,mâna,mâna,mâna,мына,hand
κεφαλή,149,unigram,feminine,accusative,plural,,,,Trecătorii,cap,trecătorii,,,capetele,,,Трекэторий,head
κεφαλή,218,unigram,feminine,accusative,singular,capul,15085.888197278124,capul,capul,capul,capul,capul,capul,capul,capul,capul,капул,head
στάχυς,219,unigram,masculine,accusative,plural,,,sabat,,,,,,spice,,,,head of grain
καρδία,35,unigram,feminine,accusative,plural,inimile,20.81875257982354,inimile,inimile,corecți,fața,inimile,inimile,inimile,inimile,inimile,инимиле,heart
καρδία,305,unigram,feminine,accusative,singular,inima,129683.06680804098,inima,inima,inima,inima,inima,inima,inima,inima,inima,инима,heart
καρδία,203,unigram,feminine,nominative,singular,inima,272462.5153188007,inima,inima,inima,inima,inima,inima,inima,inima,inima,инима,heart
οὐρανός,284,unigram,masculine,accusative,singular,cer,3312.753290647544,cer,cer,cer,cer,cer,cer,cer,cer,cer,чер,"heaven, sky"
οὐρανός,365,unigram,masculine,nominative,plural,cerurile,1.3192174193575739,cerurile,porumbel,,,,,,cerurile,cerurile,порумбел,"heaven, sky"
οὐρανός,209,unigram,masculine,nominative,singular,cerul,2.2442437113473255,cerul,cerul,pământul,cuvântulCare,cerul,cerul,cerul,cerul,pământul,черул,"heaven, sky"
ὥρα,312,unigram,feminine,nominative,plural,ceasuri,1.2019280568590713,,,,,ceasuri,,,ceasuri,,,hour
ὥρα,26,unigram,feminine,nominative,singular,ceasul,150185.2213289167,timpul,ceasul,timpul,ceasul,ceasul,ceasul,ceasul,ceasul,ceasul,часул,hour
οἰκία,163,unigram,feminine,accusative,plural,primi,1.9075166922976536,primi,,primi,surori,primi,mult,primi,lua,primi,,house
οἰκία,345,unigram,feminine,accusative,singular,casa,4.040386109740583,casă,casa,casa,casă,casă,casa,casa,casă,casa,каса,house
οἶκος,300,unigram,masculine,accusative,plural,,,administrație,isprăvnicie,casele,,,,,economie,,испрэвничие,"house, home"
οἶκος,22,unigram,masculine,accusative,singular,acasă,52.514352966437684,acasă,acasă,acasă,acasă,acasă,acasă,casa,casa,casa,акасэ,"house, home"
κριτής,326,unigram,masculine,nominative,plural,judecătorii,2.8974613809348533,judecătorii,judecătorii,Beelzebul,,judecătorii,judecătorii,judecătorii,,judecătorii,жудекэторий,judge
κριτής,173,unigram,masculine,nominative,singular,judecătorul,19.21074329053389,judecătorul,judecătorul,judecătorul,,judecătorul,judecătorul,judecătorul,judecătorul,judecătorul,жудекэторул,judge
κλείς,89,unigram,feminine,accusative,plural,cheile,2.0134153134601482,cheile,cheile,cheile,,cheile,cheile,cheile,cheile,,кеиле,key
βασιλεύς,111,unigram,masculine,accusative,plural,guvernatorilor,2.8816033356702713,,,guvernatorilor,sinagogi,,,guvernatorilor,împăraților,regilor,,king
βασιλεύς,63,unigram,masculine,accusative,singular,regele,2.3888082755911824,,Împăratul,Regele,Împărat,regele,Împăratul,regele,împărat,regele,Ымпэратул,king
βασιλεία,83,unigram,feminine,accusative,plural,împărățiile,3.4911601436203616,împărățiile,împărăţiile,înalt,L-a,împărățiile,regatele,împărăţiile,împărățiile,împărățiile,ымпэрэцииле,kingdom
βασιλεία,168,unigram,feminine,accusative,singular,Împărăția,30.82944697162738,împărăția,Împărăţia,Regatul,,Împărăția,Împărăția,Împărăţia,Împărăția,împărăția,Ымпэрэция,kingdom
κόπος,212,unigram,masculine,accusative,plural,supărare,2.566484342500762,,supărare,frumos,supărare,frumos,necăjiți,necăjiţi,supărare,,супэраре,"labour, work, trouble, difficulty"
λύχνος,245,unigram,masculine,nominative,singular,lumina,3.1226792841384525,lumină,lumina,lumina,lumina,luminat,candela,făclia,candela,luminos,лумина,lamp
κλῆρος,101,unigram,masculine,accusative,plural,iartă-i,1.3167569176938394,,iartă-i,iartă-i,,,,,,iartă-i,яртэ-й,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,,,sorți,sorţi,,împărțit,sorți,sorții,împărţit,hainele,hainele,сорць,"lots (casting of lots), inheritance"
