lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1523_translation,version_1524_translation,version_1525_translation,version_1526_translation,version_1527_translation,version_1528_translation,version_1529_translation,version_1530_translation,version_1531_translation,version_1532_translation,english_translation
ὄχλος,11,unigram,masculine,accusative,singular,multidão,18814274.161551423,multidão,multidão,multidão,multidão,multidão,multidão,multidão,multidão,multidão,multidão,crowd
ὄχλος,113,unigram,masculine,nominative,plural,,,multidões,multidão,multidões,multidões,multidão,multidões,multidões,multidão,multidão,multidão,crowd
ὄχλος,318,unigram,masculine,nominative,singular,multidão,1209890.2938159998,multidão,multidão,multidão,multidão,multidão,multidão,multidão,multidão,multidão,multidão,crowd
θυγάτηρ,354,unigram,feminine,nominative,singular,filha,893101.4728655869,filha,filha,filha,filha,filha,filha,filha,filha,filha,filha,daughter
ἡμέρα,84,unigram,feminine,accusative,plural,dias,11234759.905145861,dias,dias,dias,dias,dias,dias,dias,dias,dias,dias,day
ἡμέρα,96,unigram,feminine,accusative,singular,dia,42.68621358686067,dia,dia,dia,dias,dias,dia,dias,dias,dia,dia,day
ἡμέρα,2,unigram,feminine,nominative,plural,dias,509516.6992889734,dias,dias,dias,dias,dias,dias,dias,dias,dias,dias,day
ἡμέρα,75,unigram,feminine,nominative,singular,dia,1248.3880676780846,dia,dia,dia,dia,dia,dia,dia,sexta-feira,dia,dia,day
ὀφειλέτης,285,unigram,masculine,nominative,plural,culpados,1.2013309189107515,,culpados,culpados,Siloé,,,Torre,,habitantes,,debtor
ὀφειλέτης,139,unigram,masculine,nominative,singular,,,fazê-lo,apresentado,apresentado,,milhões,trouxeram-lhe,foi-lhe,milhões,,,debtor
δαιμόνιον,34,unigram,neuter,accusative,plural,demônios,438988.79331843235,demônios,demônios,demônios,demônios,demônios,demônios,demônios,demônios,demônios,demônios,demon
δαιμόνιον,371,unigram,neuter,accusative,singular,demônio,45005.393123090456,demônio,demônio,demônio,demônio,demônio,demônio,demônio,demônio,demônio,demônio,demon
δαιμόνιον,218,unigram,neuter,nominative,plural,demônios,44164.47065363543,demônios,demônios,demônios,demônios,demônios,demônios,demônios,demônios,demônios,demônios,demon
δαιμόνιον,193,unigram,neuter,nominative,singular,demônio,2253.6175904413844,demônio,demônio,demônio,demônio,demônio,demônio,demônio,demônio,demônio,demônio,demon
δηνάριον,345,unigram,neuter,accusative,plural,denários,27.59501026786274,denários,dinheiros,denários,prata,,denários,moedas,prata,denários,denários,denarius (about a day's wages)
δηνάριον,181,unigram,neuter,accusative,singular,denário,176.4188099207358,denário,moeda,denário,moeda,moeda,denário,denário,moeda,denário,denário,denarius (about a day's wages)
μαθητής,200,unigram,masculine,accusative,plural,discípulos,138928.33124022657,discípulos,discípulos,discípulos,discípulos,discípulos,discípulos,discípulos,discípulos,discípulos,discípulos,disciple
μαθητής,377,unigram,masculine,accusative,singular,amava,1.4114060172704246,discípulo,,amava,amava,,discípulo,amava,amava,amava,amava,disciple
μαθητής,310,unigram,masculine,nominative,plural,discípulos,27873941.21474016,discípulos,discípulos,discípulos,discípulos,discípulos,discípulos,discípulos,discípulos,discípulos,discípulos,disciple
μαθητής,375,unigram,masculine,nominative,singular,discípulo,61067071.48575705,discípulo,discípulo,discípulo,discípulo,discípulo,discípulo,discípulo,discípulo,discípulo,discípulo,disciple
νόσος,3,unigram,feminine,accusative,plural,doenças,12.624287143042368,,enfermidades,doenças,,,doenças,doenças,,,doenças,disease
νόσος,82,unigram,feminine,accusative,singular,doenças,1.8443680074738222,doenças,,enfermidades,tipo,espécie,doenças,doenças,,enfermidades,doenças,disease
περιστερά,112,unigram,feminine,accusative,plural,pombas,1.6686492011199752,pombas,vendiam,pombas,,pombas,pombas,mesas,pombas,,vendiam,dove
περιστερά,62,unigram,feminine,accusative,singular,pomba,79.28446747838424,pomba,pomba,pomba,pomba,pomba,pomba,pomba,pomba,pomba,pomba,dove
οὖς,168,unigram,neuter,accusative,plural,ouvidos,32.29904555408354,ouvidos,ouvidos,ouvidos,ouça,ouça,ouvidos,ouvidos,ouvidos,ouvidos,ouvidos,ear
οὖς,317,unigram,neuter,accusative,singular,telhados,2.59310097054837,,telhados,telhados,,escuras,,telhados,abertamente,telhados,eirados,ear
σεισμός,225,unigram,masculine,nominative,plural,terremotos,1.805354469903877,terremotos,,terremotos,terremotos,terremotos,terremotos,terremotos,,,,"earthquakes, storm"
σεισμός,71,unigram,masculine,nominative,singular,,,eis,eis,grande,repente,grande,eis,repente,repente,,Eis,"earthquakes, storm"
τέλος,37,unigram,neuter,accusative,plural,cobram,1.0961112485594913,,,,,,,cobram,,,,end
τέλος,307,unigram,neuter,accusative,singular,fim,9.42143542191562,fim,fim,fim,salvo,firme,fim,fim,,fim,fim,end
αἰών,269,unigram,masculine,accusative,plural,reinará,2.474294512486201,reinará,,,reinará,,reinará,,acabará,reinará,,eternity
αἰών,341,unigram,masculine,accusative,singular,,,eternamente,sempre,sempre,morrerá,nunca,eternamente,nunca,nunca,sempre,jamais,eternity
ὀφθαλμός,25,unigram,masculine,accusative,plural,olhos,993610.6487261885,olhos,olhos,olhos,olhos,olhos,olhos,olhos,olhos,olhos,olhos,eye
ὀφθαλμός,72,unigram,masculine,nominative,plural,olhos,51264.89560764341,olhos,olhos,olhos,olhos,olhos,olhos,olhos,olhos,olhos,olhos,eye
ὀφθαλμός,338,unigram,masculine,nominative,singular,olhos,9.637161632184556,olhos,olho,olhos,olhos,,olhos,olhos,olhos,olhos,teu,eye
πρόσωπον,138,unigram,neuter,accusative,plural,,,,rosto,,,rostos,estão,,estão,rosto,,face
πρόσωπον,213,unigram,neuter,accusative,singular,rosto,126.09680802540493,rosto,rosto,rosto,rosto,ensina,rosto,rosto,rosto,rosto,rosto,face
λιμός,7,unigram,feminine,nominative,plural,terremotos,1.3739688032348905,,,terremotos,terremotos,terremotos,,terremotos,,,,famine
λιμός,105,unigram,feminine,nominative,singular,,,consumido,,,necessidade,necessidades,consumido,,necessidade,,,famine
λιμός,153,unigram,masculine,nominative,singular,,,,cerrou,fechou,,choveu,,,choveu,fechado,fechou,famine
γεωργός,284,unigram,masculine,nominative,plural,lavradores,85.33089282997011,lavradores,lavradores,agricultores,lavradores,lavradores,lavradores,lavradores,lavradores,lavradores,lavradores,"farmer, tenant"
γεωργός,57,unigram,masculine,nominative,singular,lavrador,1.443655129520374,agricultor,lavrador,agricultor,videira,lavrador,lavrador,videira,lavrador,agricultor,,"farmer, tenant"
πατήρ,219,unigram,masculine,accusative,plural,prometera,1.783815977666875,prometera,posteridade,prometera,prometeu,,,prometera,,antepassados,posteridade,father
πατήρ,344,unigram,masculine,accusative,singular,Pai,24.351437324478077,Pai,Pai,Pai,Pai,Pai,Pai,Pai,Pai,Pai,Pai,father
πατήρ,353,unigram,masculine,nominative,plural,pais,61.062239568025255,pais,pais,pais,antepassados,pais,pais,maná,antepassados,antepassados,pais,father
πατήρ,207,unigram,masculine,nominative,singular,Pai,42775448.610322565,Pai,Pai,Pai,Pai,Pai,Pai,Pai,Pai,Pai,Pai,father
σύνδουλος,162,unigram,masculine,accusative,plural,ébrios,1.2013630877021924,ébrios,,,,,bêbados,,,,ébrios,"fellow-servant, colleague"
σύνδουλος,99,unigram,masculine,accusative,singular,companheiro,1.3951774613602388,,companheiro,,companheiro,tive,conservo,companheiro,,conservo,,"fellow-servant, colleague"
σύνδουλος,357,unigram,masculine,nominative,plural,tristes,1.6529088472443094,,,conservos,Foram,tristes,relatar,tristes,revoltados,tristes,muitíssimo,"fellow-servant, colleague"
σύνδουλος,128,unigram,masculine,nominative,singular,companheiro,1.2014330499676253,,companheiro,,,paciência,conservo,suplicava,companheiro,,,"fellow-servant, colleague"
ἀγρός,370,unigram,masculine,accusative,plural,campos,808.6672212021738,campos,campos,campos,campos,propriedades,campos,propriedades,irmãs,campos,campos,field
ἀγρός,46,unigram,masculine,accusative,singular,campo,14451.614189827415,campo,campo,campo,campo,campo,campo,campo,campo,campo,campo,field
δάκτυλος,261,unigram,masculine,accusative,plural,dedos,1.4434736646686044,,dedos,,,dedos,,,dedos,dedos,,finger
δάκτυλος,199,unigram,masculine,accusative,singular,dedo,7.386954728845457,dedo,dedo,dedo,marca,dedo,dedo,mãos,dedo,dedo,dedo,finger
ἰχθύς,172,unigram,masculine,accusative,plural,peixes,8.93406905236926,peixes,peixes,peixes,peixes,peixes,peixes,peixes,peixes,peixes,peixes,fish
ἰχθύς,212,unigram,masculine,accusative,singular,peixe,42.5805252039531,peixe,peixe,peixe,peixe,peixe,peixe,peixe,peixe,peixe,peixe,fish
δίκτυον,121,unigram,neuter,accusative,plural,redes,22412.296827374867,redes,redes,redes,redes,redes,redes,redes,redes,redes,redes,fishing net
δίκτυον,222,unigram,neuter,accusative,singular,rede,8.982824216124309,rede,rede,rede,rede,rede,rede,rede,rede,rede,rede,fishing net
δίκτυον,194,unigram,neuter,nominative,plural,,,,,Feito,,,,romper-se,rebentando,rasgar-se,,fishing net
δίκτυον,273,unigram,neuter,nominative,singular,,,arrastou,rompeu,,,arrebentou,,,,,,fishing net
τροφή,275,unigram,feminine,accusative,plural,,,,comprar,comprar,ido,comprar,alimentos,,ido,ido,alimentos,food
τροφή,365,unigram,feminine,accusative,singular,,,,constituiu,encarregou,gerir,certas,encarregado,,mantimentos,demais,confiou,food
πούς,264,unigram,masculine,accusative,plural,pés,93308028.35132124,pés,pés,pés,pés,pés,pés,pés,pés,pés,pés,foot
πούς,125,unigram,masculine,accusative,singular,,,,tropeces,,,,tropeceem,,,,,foot
καρπός,204,unigram,masculine,accusative,plural,frutos,4343.030281112911,frutos,frutos,frutos,frutos,frutos,frutos,frutos,colheita,frutos,frutos,"fruit, crop, harvest"
καρπός,259,unigram,masculine,accusative,singular,fruto,26176.646081219882,fruto,fruto,fruto,frutos,frutos,fruto,fruto,frutas,fruto,fruto,"fruit, crop, harvest"
πλήρωμα,302,unigram,neuter,accusative,plural,recolheram,1.3145421438654041,,,cestos,recolheram,cestos,recolheram,recolheram,recolheram,,,fullness
πλήρωμα,364,unigram,neuter,accusative,singular,rotura,1.122614852308986,rotura,,,,,,remendo,,,rotura,fullness
γενεά,304,unigram,feminine,accusative,plural,,,,temem,,,,,geração,,,,generation
γενεά,260,unigram,feminine,accusative,singular,geração,705.8905138726822,geração,geração,geração,geração,,geração,,hoje,geração,geração,generation
γενεά,351,unigram,feminine,nominative,plural,gerações,65.21456631874096,gerações,gerações,gerações,gerações,,desde,gerações,,gerações,gerações,generation
γενεά,167,unigram,feminine,nominative,singular,geração,2565.272733612115,geração,geração,geração,geração,geração,geração,geração,fé,geração,geração,generation
δῶρον,343,unigram,neuter,accusative,plural,ofertas,10.79405310068784,ofertas,ofertas,,,na,ofertas,deram,,deram,ofertas,gift
δῶρον,183,unigram,neuter,accusative,singular,oferta,23.022373779678986,oferta,oferta,oferta,oferta,oferta,oferta,altar,oferta,oferta,oferta,gift
ἡγεμών,191,unigram,masculine,accusative,plural,governadores,2.2293779268148013,governadores,governadores,governadores,,levados,levados,governadores,julgados,governadores,governadores,"governor, ruler"
ἡγεμών,13,unigram,masculine,accusative,singular,surpresa,1.1826333807811074,admirar-se,maravilhado,sequer,surpresa,impressionou,governador,surpresa,Governador,impressionado,maravilhou,"governor, ruler"
σταφυλή,379,unigram,feminine,accusative,singular,espinhosas,1.0960524252565438,,,,,,,espinhosas,,,,grapes
ἀσπασμός,356,unigram,masculine,accusative,plural,saudações,1.9211165735764104,saudações,saudações,público,,gostam,saudações,praças,cumprimentados,saudações,saudações,greeting
ἀσπασμός,192,unigram,masculine,accusative,singular,,,,,,,,,agitou-se,mexeu,saudação,,greeting
ὁδηγός,5,unigram,masculine,nominative,plural,,,,,Deixai-os,,guiando,Esqueçam,,,,,guide
ὁδηγός,4,unigram,masculine,nominative,singular,cegos,32.35428291702306,cegos,cegos,cegos,cegos,guias,cegos,cegos,cegos,cegos,cegos,guide
θρίξ,43,unigram,feminine,accusative,singular,preto,1.096091603901298,,,,,,,preto,,,,hair
θρίξ,104,unigram,feminine,nominative,plural,cabelos,1.5387600842641702,,,,,,,cabelos,,,,hair
θρίξ,241,unigram,feminine,nominative,singular,cabelo,1.5293680948183666,cabelo,,cabelo,fio,fio,cabelo,,,fio,cabelo,hair
χείρ,347,unigram,feminine,accusative,plural,mãos,643775.609814403,mãos,mãos,mãos,mãos,mãos,mãos,mãos,mãos,mãos,mãos,hand
χείρ,246,unigram,feminine,accusative,singular,mão,10216.441187681587,mão,mão,mão,mão,mão,mão,mão,mão,mão,mão,hand
κεφαλή,159,unigram,feminine,accusative,plural,cabeça,9.010372035817285,cabeça,,cabeça,cabeça,,cabeça,cabeça,cabeça,,,head
κεφαλή,230,unigram,feminine,accusative,singular,cabeça,977642.4756902297,cabeça,cabeça,cabeça,cabeça,cabeça,cabeça,cabeça,cabeça,cabeça,cabeça,head
στάχυς,231,unigram,masculine,accusative,plural,espigas,1.3274172365451644,,,cereais,espigas,atravessando,,espigas,,,,head of grain
στάχυς,83,unigram,masculine,accusative,singular,espiga,1.0960622061228922,espiga,,,,,,,,,,head of grain
καρδία,38,unigram,feminine,accusative,plural,coração,26.201437498359205,coração,coração,coração,coração,,coração,coração,,coração,corações,heart
καρδία,320,unigram,feminine,accusative,singular,coração,44046.619759986366,coração,coração,coração,coração,,coração,coração,coração,coração,coração,heart
καρδία,214,unigram,feminine,nominative,singular,coração,570857.4661493473,coração,coração,coração,coração,coração,coração,coração,coração,coração,coração,heart
οὐρανός,8,unigram,masculine,accusative,plural,pomba,1.9556532208382786,,pomba,,pomba,pomba,pomba,pomba,pomba,,,"heaven, sky"
οὐρανός,298,unigram,masculine,accusative,singular,céu,4645929.923333352,céu,céu,céu,céu,céu,céu,céu,céu,céu,céu,"heaven, sky"
οὐρανός,383,unigram,masculine,nominative,plural,pomba,1.5337016456743182,,pomba,pomba,,pomba,pomba,,,,,"heaven, sky"
οὐρανός,220,unigram,masculine,nominative,singular,céu,189.96870854576468,céu,céu,céu,céu,céu,céu,céus,céu,céus,céu,"heaven, sky"
ὥρα,327,unigram,feminine,nominative,plural,tropeça,1.5311149486991658,,,horas,,tropeça,tropeça,horas,tropeça,tropeça,,hour
ὥρα,28,unigram,feminine,nominative,singular,hora,559713.6637607354,hora,hora,hora,hora,hora,hora,hora,hora,hora,hora,hour
οἰκία,174,unigram,feminine,accusative,plural,casas,39.74360547819857,casas,casas,casas,,receberão,casas,longas,Exploram,casas,casas,house
οἰκία,361,unigram,feminine,accusative,singular,casa,64135660.39387439,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,house
οἶκος,315,unigram,masculine,accusative,plural,recebam,1.1617516344858825,,,recebam,,,recebam,cuidarem,fazer…,,,"house, home"
οἶκος,24,unigram,masculine,accusative,singular,casa,133805184.4719898,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,"house, home"
κριτής,342,unigram,masculine,nominative,plural,expulsam,1.3049760474361585,,,,expulsam,,,expulsam,enganados,,,judge
κριτής,185,unigram,masculine,nominative,singular,juiz,3006.1423833077356,juiz,juiz,juiz,juiz,juiz,juiz,juiz,juiz,juiz,juiz,judge
κλείς,178,unigram,feminine,accusative,singular,chave,1.0961161655094454,,,,,,,,chave,,,key
βασιλεύς,119,unigram,masculine,accusative,plural,reis,1.4314505376154272,reis,,governadores,reis,reis,reis,governadores,,,reis,king
βασιλεύς,66,unigram,masculine,accusative,singular,rei,48452.59647039232,rei,rei,rei,rei,rei,rei,rei,rei,rei,rei,king
