lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1089_translation,version_1090_translation,version_1091_translation,version_1092_translation,version_1093_translation,version_1094_translation,english_translation
ἄγγελος,103,unigram,masculine,nominative,singular,malayika,368.73621650800175,malayika,malayika,malayika,malayika,malayika,malayika,angel
ἀπόστολος,41,unigram,masculine,nominative,plural,,,abatume,abatume,Abatume,abatume,Abatume,Abatume,apostle
ἀπόστολος,5,unigram,masculine,nominative,singular,,,,omutume,bukulu,,,,apostle
ἐξουσία,67,unigram,feminine,accusative,plural,munaddamu,1.0962199599997684,,munaddamu,,,,,authority
ἐξουσία,197,unigram,feminine,accusative,singular,obuyinza,7312.132978280393,obuyinza,obuyinza,obuyinza,obuyinza,obuyinza,obuyinza,authority
βρέφος,14,unigram,neuter,accusative,plural,baabalaba,1.3486844045269415,abawere,,,,baabalaba,baabalaba,babies
βρέφος,324,unigram,neuter,accusative,singular,omuwere,1.1062708150644622,omuwere,,,,,,babies
ἀποθήκη,66,unigram,feminine,accusative,singular,eŋŋaano,1.1677560456653007,,eŋŋaano,eŋŋaano,tterekero,,,barn
ἀρχή,69,unigram,feminine,accusative,plural,munaddamu,1.0961063339256685,,munaddamu,,,,,beginning
ἀρχή,180,unigram,feminine,accusative,singular,Ekyamagero,1.1062845238338443,,,,Ekyamagero,,,beginning
ζώνη,171,unigram,feminine,accusative,plural,Temubeeranga,1.0960524252565438,,,Temubeeranga,,,,belt
βλασφημία,30,unigram,feminine,accusative,plural,,,,,eby'okuvvoola,avvoola,,,blasphemy
βλασφημία,206,unigram,feminine,nominative,plural,ebibi,1.7449705120130994,ebibi,ebibi,ebibi,okuvvoola,obubi,obubi,blasphemy
βλασφημία,81,unigram,feminine,nominative,singular,obubi,1.4770852430597634,,,,,obubi,obubi,blasphemy
πλοῖον,101,unigram,neuter,accusative,plural,amaato,331.0386341812705,amaato,amaato,amaato,amaato,amaato,amaato,boat
πλοῖον,308,unigram,neuter,accusative,singular,lyato,939.8308263024752,lyato,lyato,lyato,lyato,lyato,lyato,boat
πλοῖον,240,unigram,neuter,nominative,plural,N'abantu,1.201741803934157,,n'amaato,,,N'abantu,N'abantu,boat
πλοῖον,226,unigram,neuter,nominative,singular,eryato,6.644686561850393,eryato,eryato,eryato,eryato,lyato,lyato,boat
σῶμα,214,unigram,neuter,nominative,plural,emirambo,3.999794625196719,,emirambo,emirambo,,,,body
σῶμα,58,unigram,neuter,nominative,singular,gwonna,1.2349435793359875,omubiri,gwonna,gwonna,omubiri,gwonna,gwonna,body
κλῆμα,54,unigram,neuter,nominative,plural,abala,1.2304631725370956,,abala,abala,,,,branch
κλῆμα,147,unigram,neuter,nominative,singular,ettabi,1.9999490850064168,,,,ettabi,,,branch
ἄρτος,313,unigram,masculine,accusative,plural,emigaati,147.5823264579476,emigaati,emigaati,emigaati,emigaati,emigaati,emigaati,bread
ἄρτος,339,unigram,masculine,accusative,singular,,,omugaati,emmere,emmere,emmere,omugaati,omugaati,bread
ἄρτος,155,unigram,masculine,nominative,plural,emigaati,9.310410732856933,emigaati,emigaati,emigaati,Wano,emmere,emmere,bread
ἄρτος,36,unigram,masculine,nominative,singular,,,mugaati,mmere,mmere,mmere,mugaati,mugaati,bread
ἀδελφός,298,unigram,masculine,accusative,plural,baganda,375.9951749478576,baganda,baganda,baganda,baganda,baganda,baganda,brother
ἀδελφός,115,unigram,masculine,accusative,singular,muganda,51.43380737539817,muganda,muganda,muganda,muganda,muganda,muganda,brother
ἀδελφός,106,unigram,masculine,nominative,plural,baganda,1684.4738157754946,baganda,baganda,baganda,baganda,baganda,baganda,brother
ἀδελφός,232,unigram,masculine,nominative,singular,muganda,2427.9908235458042,muganda,muganda,muganda,muganda,muganda,muganda,brother
στῆθος,283,unigram,neuter,accusative,singular,,,ani,kifuba,kifuba,ekifuba,n'amubuuza,n'amubuuza,"chest, breast"
ἀρχιερεύς,245,unigram,masculine,accusative,plural,abakulu,1.2488793242089944,abakulu,,abakulu,bakabona,abakulu,abakulu,chief priest
ἀρχιερεύς,59,unigram,masculine,accusative,singular,,,kabona,kabona,obukulu,,Ssaabakabona,Ssaabakabona,chief priest
ἀρχιερεύς,114,unigram,masculine,nominative,plural,abakulu,24.830361283659503,abakulu,abakulu,abakulu,abakulu,abakulu,abakulu,chief priest
ἀρχιερεύς,250,unigram,masculine,nominative,singular,Ssaabakabona,21.718809613106167,omukulu,,obukulu,,Ssaabakabona,Ssaabakabona,chief priest
παῖς,236,unigram,masculine,accusative,plural,abaana,1.2595965810827499,,,,abaana,abaana,abaana,child
παῖς,46,unigram,masculine,accusative,singular,amuddiza,1.0961210847775034,,,,amuddiza,,,child
τέκνον,333,unigram,neuter,accusative,plural,abaana,190.41471817651697,abaana,abaana,abaana,abaana,abaana,abaana,child
τέκνον,177,unigram,neuter,accusative,singular,aliwaayo,1.0350120537806575,,,,aliwaayo,,,child
τέκνον,15,unigram,neuter,nominative,plural,Abaana,1.3419696197172462,,,,Abaana,,,child
τέκνον,190,unigram,neuter,nominative,singular,Mwana,2.590621423357075,wange,Mwana,Mwana,Mwana,Mwana,Mwana,child
παιδίον,13,unigram,neuter,accusative,plural,abato,2.4244796996830162,abato,abato,abato,bajje,abato,abato,child
παιδίον,87,unigram,neuter,accusative,singular,omwana,104.0988077373764,omwana,omwana,omwana,omuto,omwana,omwana,child
παιδίον,169,unigram,neuter,nominative,plural,abato,3.7904338568140377,,abato,abato,abaana,abato,abato,child
παιδίον,38,unigram,neuter,nominative,singular,ng'omwana,1.8404038713617488,,ng'omwana,ng'omwana,omuto,ng'omwana,ng'omwana,child
πόλις,181,unigram,feminine,accusative,plural,bibuga,30.97813261460245,byalo,bibuga,bibuga,bibuga,bibuga,bibuga,city
πόλις,62,unigram,feminine,accusative,singular,kibuga,98833.6801585686,kibuga,kibuga,kibuga,kibuga,kibuga,kibuga,city
πύλη,205,unigram,feminine,nominative,singular,,,n'ekkubo,,,omulyango,,,city gate
χιτών,110,unigram,masculine,accusative,plural,yaakubiri,1.1482677967746318,ekkanzu,,,ebbiri,yaakubiri,yaakubiri,"clothing, undergarments"
χιτών,27,unigram,masculine,accusative,singular,n'ekkanzu,3.832661906103723,,n'ekkanzu,n'ekkanzu,,,,"clothing, undergarments"
ἱμάτιον,128,unigram,neuter,accusative,plural,,,ebyambalo,engoye,engoye,ebyambalo,ekkooti,ekkooti,coat
ἱμάτιον,127,unigram,neuter,accusative,singular,,,omunagiro,olugoye,lugoye,olugoye,ekkooti,ekkooti,coat
ἐντολή,78,unigram,feminine,accusative,plural,ebiragiro,18.6187404986301,ebiragiro,ebiragiro,ebiragiro,ebiragiro,ebiragiro,ebiragiro,commandment
ἐντολή,76,unigram,feminine,accusative,singular,ekiragiro,5.39008456936164,ekiragiro,etteeka,etteeka,ekiragiro,ekiragiro,ekiragiro,commandment
συνέδριον,318,unigram,neuter,accusative,plural,nkiiko,1.1226420998431776,nkiiko,,nkiiko,Mwekuume,,,council
συνέδριον,50,unigram,neuter,accusative,singular,bakabona,1.213612369435054,abakulu,bakabona,,bakabona,bakabona,bakabona,council
χώρα,287,unigram,feminine,accusative,singular,nsi,52.88344910468839,nsi,nsi,nsi,nsi,nsi,nsi,"country, countryside"
ὄχλος,55,unigram,masculine,accusative,plural,,,ekibiina,ebibiina,ebibiina,ekibiina,ky'abantu,ky'abantu,crowd
ὄχλος,8,unigram,masculine,accusative,singular,ekibiina,44.13810633893403,ekibiina,ekibiina,ekibiina,ekibiina,ky'abantu,ky'abantu,crowd
ὄχλος,94,unigram,masculine,nominative,plural,,,Ebibiina,ebibiina,ebibiina,Ebibiina,Abantu,Abantu,crowd
ὄχλος,278,unigram,masculine,nominative,singular,ekibiina,32.428643841590855,ekibiina,ekibiina,ekibiina,ekibiina,ky'abantu,ky'abantu,crowd
θυγάτηρ,312,unigram,feminine,nominative,singular,,,Muwala,muwala,muwala,muwala,Muwala,Muwala,daughter
ἡμέρα,72,unigram,feminine,accusative,plural,ennaku,1945.5182018206895,ennaku,ennaku,ennaku,ennaku,ennaku,ennaku,day
ἡμέρα,82,unigram,feminine,accusative,singular,,,lunaku,lunaku,lunaku,olunaku,olunaku,olunaku,day
ἡμέρα,2,unigram,feminine,nominative,plural,ennaku,79.32275365214942,ennaku,ennaku,ennaku,ennaku,ennaku,ennaku,day
ἡμέρα,64,unigram,feminine,nominative,singular,,,,obudde,obudde,olw,bwakya,bwakya,day
ὀφειλέτης,118,unigram,masculine,nominative,singular,,,okubawozesa,,,okubikebera,,,debtor
δαιμόνιον,28,unigram,neuter,accusative,plural,emibi,2.861370538895113,emibi,dayimooni,dayimooni,baddayimooni,emibi,emibi,demon
δαιμόνιον,329,unigram,neuter,accusative,singular,,,omubi,dayimooni,dayimooni,dayimooni,omubi,omubi,demon
δαιμόνιον,192,unigram,neuter,nominative,plural,emibi,7.185585326011429,emibi,badayimooni,badayimooni,baddayimooni,emibi,emibi,demon
δαιμόνιον,168,unigram,neuter,nominative,singular,,,omubi,dayimooni,dayimooni,dayimooni,omubi,omubi,demon
δηνάριον,303,unigram,neuter,accusative,plural,,,dinaari,eddinaali,eddinaali,ddinaali,denaari,denaari,denarius (about a day's wages)
δηνάριον,157,unigram,neuter,accusative,singular,eddinaali,8.544604587093032,dinaari,eddinaali,eddinaali,eddinaali,,,denarius (about a day's wages)
μαθητής,174,unigram,masculine,accusative,plural,abayigirizwa,39.17414261621633,abayigirizwa,abayigirizwa,abayigirizwa,abayigirizwa,abayigirizwa,abayigirizwa,disciple
μαθητής,334,unigram,masculine,accusative,singular,omuyigirizwa,1.667174606526453,omuyigirizwa,omuyigirizwa,omuyigirizwa,,yayagalanga,yayagalanga,disciple
μαθητής,272,unigram,masculine,nominative,plural,abayigirizwa,24.55050768343701,abayigirizwa,abayigirizwa,abayigirizwa,abayigirizwa,abayigirizwa,abayigirizwa,disciple
μαθητής,332,unigram,masculine,nominative,singular,omuyigirizwa,4.827678465986253,Omuyigirizwa,omuyigirizwa,omuyigirizwa,omuyigirizwa,omuyigirizwa,omuyigirizwa,disciple
νόσος,3,unigram,feminine,accusative,plural,endwadde,34.786002245917075,endwadde,endwadde,endwadde,endwadde,endwadde,endwadde,disease
νόσος,71,unigram,feminine,accusative,singular,,,bulwadde,n'obunafu,n'obunafu,ndwadde,n'obuyongobevu,n'obuyongobevu,disease
περιστερά,93,unigram,feminine,accusative,plural,,,,batunda,amayiba,amayiba,enjiibwa,enjiibwa,dove
περιστερά,52,unigram,feminine,accusative,singular,,,ng'enjiibwa,ng'ejjiba,ng'ejjiba,ejjiba,ng'akka,ng'akka,dove
οὖς,146,unigram,neuter,accusative,plural,amatu,1.634980786986655,amatu,amatu,amatu,amatu,awulire,awulire,ear
οὖς,277,unigram,neuter,accusative,singular,,,z'ennyumba,musana,kutu,kaama,,,ear
σεισμός,198,unigram,masculine,nominative,plural,,,,bifo,bifo,musisi,kw'ensi,kw'ensi,"earthquakes, storm"
τέλος,270,unigram,neuter,accusative,singular,nkomerero,2.287666609860758,nkomerero,,,nkomerero,nkomerero,nkomerero,end
αἰών,237,unigram,masculine,accusative,plural,Alifuga,1.3491727581652717,,,,,Alifuga,Alifuga,eternity
αἰών,299,unigram,masculine,accusative,singular,emirembe,9.168272118687323,,emirembe,emirembe,emirembe,emirembe,emirembe,eternity
ὀφθαλμός,20,unigram,masculine,accusative,plural,amaaso,12286.396922979826,amaaso,amaaso,amaaso,amaaso,amaaso,amaaso,eye
ὀφθαλμός,61,unigram,masculine,nominative,plural,amaaso,110.98839698778843,amaaso,amaaso,amaaso,amaaso,amaaso,amaaso,eye
ὀφθαλμός,296,unigram,masculine,nominative,singular,,,eriiso,eriiso,lyo,eriiso,lyo,lyo,eye
πρόσωπον,117,unigram,neuter,accusative,plural,gaabwe,1.056772488687864,,,gaabwe,,,,face
πρόσωπον,187,unigram,neuter,accusative,singular,,,maaso,tososola,tososola,maaso,,,face
λιμός,6,unigram,feminine,nominative,plural,bifo,1.1871227704712433,,bifo,bifo,bulirwana,,,famine
λιμός,132,unigram,masculine,nominative,singular,tetonnya,1.096071996175396,,,,tetonnya,,,famine
γεωργός,251,unigram,masculine,nominative,plural,abalimi,3.5188147733162523,,abalimi,abalimi,abalimi,abapangisa,abapangisa,"farmer, tenant"
γεωργός,47,unigram,masculine,nominative,singular,mulimi,1.456964339078902,,mulimi,mulimi,mulimi,,,"farmer, tenant"
πατήρ,302,unigram,masculine,accusative,singular,Kitange,27.477038497898025,Taata,Kitange,Kitange,Kitange,Kitange,Kitange,father
πατήρ,311,unigram,masculine,nominative,plural,baalya,2.195460956417443,,,,bajjajjammwe,baalya,baalya,father
πατήρ,182,unigram,masculine,nominative,singular,Kitange,412.3807180149663,Taata,Kitange,Kitange,Kitange,Kitange,Kitange,father
σύνδουλος,140,unigram,masculine,accusative,plural,n'abatamiivu,1.3167745555846684,n'abatamiivu,,,,n'abatamiivu,n'abatamiivu,"fellow-servant, colleague"
σύνδουλος,315,unigram,masculine,nominative,plural,banakuwala,1.106276804395426,,,,banakuwala,,,"fellow-servant, colleague"
σύνδουλος,107,unigram,masculine,nominative,singular,Mmanja,1.3486844045269415,,Mmanja,Mmanja,nnaakusasula,,,"fellow-servant, colleague"
ἀγρός,328,unigram,masculine,accusative,plural,byalo,38.08208270084638,byalo,byalo,byalo,byalo,byalo,byalo,field
ἀγρός,37,unigram,masculine,accusative,singular,ennimiro,2.782888811044979,ennimiro,olusuku,olusuku,ennimiro,ennimiro,ennimiro,field
δάκτυλος,173,unigram,masculine,accusative,singular,olunwe,1.1226352830673925,,olunwe,olunwe,ekibatu,,,finger
ἰχθύς,150,unigram,masculine,accusative,plural,n'ebyennyanja,2.41939397539982,n'ebyennyanja,n'ebyennyanja,n'ebyennyanja,ebyennyanja,n'ebyennyanja,n'ebyennyanja,fish
ἰχθύς,186,unigram,masculine,accusative,singular,ekyennyanja,7.431648864949669,ekyennyanja,ekyennyanja,ekyennyanja,ekyennyanja,ekyennyanja,ekyennyanja,fish
δίκτυον,102,unigram,neuter,accusative,plural,obutimba,17.54333193046429,obutimba,obutimba,emigonjo,obutimba,obutimba,obutimba,fishing net
δίκτυον,195,unigram,neuter,accusative,singular,akatimba,5.951751655427033,akatimba,obutimba,omugonjo,akatimba,akatimba,akatimba,fishing net
τροφή,242,unigram,feminine,accusative,plural,okugula,1.0595448471241755,,okugula,,,,,food
τροφή,323,unigram,feminine,accusative,singular,omugezi,1.096071996175396,,,,omugezi,,,food
πούς,233,unigram,masculine,accusative,plural,ebigere,1.3840318617942042,ebigere,ebigere,ebigere,bigere,n'ebigere,n'ebigere,foot
καρπός,179,unigram,masculine,accusative,plural,ebibala,33.36375605301012,ebibala,ebibala,ebibala,ebibala,ebibala,ebibala,"fruit, crop, harvest"
καρπός,229,unigram,masculine,accusative,singular,ebibala,6.005848549583806,ebibala,ebibala,ebibala,ebibala,bibala,bibala,"fruit, crop, harvest"
πλήρωμα,267,unigram,neuter,accusative,plural,ebitundutundu,1.090152930455124,,obukunkumuka,,ebisero,ebitundutundu,ebitundutundu,fullness
πλήρωμα,322,unigram,neuter,accusative,singular,atunga,1.0595352057902494,,,,atunga,,,fullness
γενεά,268,unigram,feminine,accusative,plural,abamutya,1.2015787219043061,,,,mirembeeri,abamutya,abamutya,generation
γενεά,230,unigram,feminine,accusative,singular,,,lino,gino,gino,mulembe,ab'omulembe,ab'omulembe,generation
γενεά,309,unigram,feminine,nominative,plural,gyonna,3.1473952782346997,amazadde,gyonna,gyonna,gyonna,,,generation
γενεά,145,unigram,feminine,nominative,singular,,,lino,gino,gino,omulembe,guno,guno,generation
δῶρον,301,unigram,neuter,accusative,plural,ebirabo,17.790541661547685,ebirabo,ebirabo,ebirabo,ebirabo,bateeka,bateeka,gift
δῶρον,159,unigram,neuter,accusative,singular,,,ekitone,ekitone,ekitone,ekirabo,ekirabo,ekirabo,gift
ἡγεμών,167,unigram,masculine,accusative,plural,,,mulitwalibwa,bakabaka,bakabaka,bagavana,Mulitwalibwa,Mulitwalibwa,"governor, ruler"
ἡγεμών,10,unigram,masculine,accusative,singular,teyamuddamu,1.2014275627384847,,teyamuddamu,teyamuddamu,,,,"governor, ruler"
ἀσπασμός,314,unigram,masculine,accusative,plural,butale,5.759360594627129,n'okulamusibwa,butale,butale,butale,butale,butale,greeting
ὁδηγός,4,unigram,masculine,nominative,singular,,,abazibe,abasaale,abasaale,abazibe,abakulembeze,abakulembeze,guide
θρίξ,88,unigram,feminine,nominative,plural,n'enviiri,1.3121730674342622,mbale,n'enviiri,n'enviiri,,,,hair
χείρ,305,unigram,feminine,accusative,plural,emikono,18.633542501581843,emikono,emikono,emikono,emikono,emikono,emikono,hand
χείρ,217,unigram,feminine,accusative,singular,omukono,165.02616709549903,omukono,omukono,omukono,omukono,omukono,omukono,hand
κεφαλή,137,unigram,feminine,accusative,plural,emitwe,2.3480977105421683,,emitwe,emitwe,bayitawo,,,head
κεφαλή,203,unigram,feminine,accusative,singular,omutwe,2.925052991578483,omutwe,omutwe,omutwe,omutwe,,,head
στάχυς,204,unigram,masculine,accusative,plural,,,,ebirimba,ebirimba,empeke,birimba,birimba,head of grain
καρδία,31,unigram,feminine,accusative,plural,emitima,11.686546422479982,emitima,emitima,emitima,emitima,emitima,emitima,heart
καρδία,280,unigram,feminine,accusative,singular,emitima,1.7317183798321987,mutima,mutima,,emitima,emitima,emitima,heart
καρδία,188,unigram,feminine,nominative,singular,omutima,2.521915200191623,emitima,omutima,omutima,omutima,n'omutima,n'omutima,heart
οὐρανός,263,unigram,masculine,accusative,singular,,,ggulu,ggulu,ggulu,eggulu,eggulu,eggulu,"heaven, sky"
οὐρανός,193,unigram,masculine,nominative,singular,eggulu,1.783114569504236,,,,Eggulu,eggulu,eggulu,"heaven, sky"
ὥρα,23,unigram,feminine,nominative,singular,ekiseera,19.27382924859083,akadde,ekiseera,ekiseera,ekiseera,ekiseera,ekiseera,hour
οἰκία,152,unigram,feminine,accusative,plural,ennyumba,3.03848968494546,,ennyumba,ennyumba,empanvu,,,house
οἰκία,319,unigram,feminine,accusative,singular,nnyumba,286.2384872319929,nnyumba,nnyumba,nnyumba,nnyumba,nnyumba,nnyumba,house
οἶκος,19,unigram,masculine,accusative,singular,nnyumba,96.02127161678945,nnyumba,nnyumba,nnyumba,nnyumba,nnyumba,nnyumba,"house, home"
κριτής,300,unigram,masculine,nominative,plural,babagoba,1.1796107829896338,,,,babagoba,,,judge
κριτής,161,unigram,masculine,nominative,singular,omulamuzi,9.339764727027957,omulamuzi,omulamuzi,omulamuzi,omulamuzi,,,judge
βασιλεύς,100,unigram,masculine,accusative,plural,,,mulitwalibwa,bakabaka,bakabaka,,Mulitwalibwa,Mulitwalibwa,king
βασιλεύς,56,unigram,masculine,accusative,singular,kabaka,9.51392981830246,kabaka,kabaka,kabaka,kabaka,Kabaka,Kabaka,king
βασιλεία,75,unigram,feminine,accusative,plural,n'amulaga,4.269959177295247,n'amwoleka,n'amulaga,n'amulaga,obwakabaka,n'amulaga,n'amulaga,kingdom
βασιλεία,156,unigram,feminine,accusative,singular,bwa,2.257523032532326,bwa,bwa,bwa,bwa,bwa,bwa,kingdom
κόπος,196,unigram,masculine,accusative,plural,ekirungi,2.9625290974382095,,ekirungi,ekirungi,Ankoledde,,,"labour, work, trouble, difficulty"
λύχνος,227,unigram,masculine,nominative,singular,Ettaala,1.1023892715069539,gutangaala,gwonna,Ettabaaza,gujjula,Ettaala,Ettaala,lamp
κλῆρος,1,unigram,masculine,accusative,singular,,,akalulu,ebyambalo,ebyambalo,ebyambalo,akalulu,akalulu,"lots (casting of lots), inheritance"
ἄνθρωπος,289,unigram,masculine,accusative,plural,abantu,65.66036127225942,bantu,abantu,abantu,omuddo,abantu,abantu,man
ἄνθρωπος,253,unigram,masculine,accusative,singular,omuntu,191.11809389769485,omuntu,omuntu,omuntu,omuntu,omuntu,omuntu,man
ἄνθρωπος,111,unigram,masculine,nominative,plural,abantu,11.256072960785689,abantu,abantu,abantu,,Muli,Muli,man
ἄνθρωπος,172,unigram,masculine,nominative,singular,omuntu,58.39650591726824,omuntu,omuntu,omuntu,omusajja,omuntu,omuntu,man
ἀνήρ,243,unigram,masculine,accusative,plural,kya,1.0586958364337826,,,,,kya,kya,"man, husband"
ἀνήρ,247,unigram,masculine,accusative,singular,bba,6.926052744373169,bba,bba,bba,,,,"man, husband"
ἀνήρ,143,unigram,masculine,nominative,plural,abasajja,26.44570503799557,abasajja,abasajja,abasajja,abasajja,abasajja,abasajja,"man, husband"
ἀνήρ,234,unigram,masculine,nominative,singular,omusajja,15.159031990230519,omusajja,eyali,omuntu,omusajja,omusajja,omusajja,"man, husband"
μνᾶ,292,unigram,feminine,accusative,plural,mina,16.227882955115728,mina,siringi,shillings,mina,mina,mina,mina (about 100 days' wages)
μνᾶ,11,unigram,feminine,accusative,singular,mina,1.0960670999999007,,,,mina,,,mina (about 100 days' wages)
πρωτοκαθεδρία,98,unigram,feminine,accusative,plural,manjo,1.0901477445827705,,mwanjo,,Baagala,manjo,manjo,"most important seat, seat of honour"
πρωτοκαθεδρία,33,unigram,feminine,accusative,singular,n'okulamusibwa,1.2013523596909814,mwanjo,,manjo,,n'okulamusibwa,n'okulamusibwa,"most important seat, seat of honour"
μήτηρ,273,unigram,feminine,accusative,singular,nnyina,138.81185827140519,nnyina,nnyina,nnyina,nnyina,nnyina,nnyina,mother
ὄρος,213,unigram,neuter,accusative,plural,nsozi,3.694763447767219,nsozi,nsozi,nsozi,,,,mountain
ὄρος,261,unigram,neuter,accusative,singular,lusozi,33.85432440586872,lusozi,lusozi,lusozi,lusozi,lusozi,lusozi,mountain
ὄνομα,32,unigram,neuter,accusative,singular,erinnya,35.58120258527857,erinnya,erinnya,erinnya,erinnya,erinnya,erinnya,name
ὄνομα,96,unigram,neuter,nominative,plural,amannya,3.9997896673440048,,amannya,amannya,,,,name
ὄνομα,248,unigram,neuter,nominative,singular,erinnya,12.807973538019736,erinnya,erinnya,erinnya,Erinnya,erinnya,erinnya,name
ἔθνος,225,unigram,neuter,accusative,plural,gon,4.933398590322376,gon,gon,gon,gon,gon,gon,nation
ἔθνος,189,unigram,neuter,accusative,singular,eggwanga,2.5868661931135755,eggwanga,eggwanga,eggwanga,lyaffe,,,nation
ἔθνος,295,unigram,neuter,nominative,plural,,,mubyetaaga,amawanga,amawanga,mubyetaaga,,,nation
ἔθνος,24,unigram,neuter,nominative,singular,eggwanga,3.4133556014684614,,eggwanga,eggwanga,,eggwanga,eggwanga,nation
νύξ,184,unigram,feminine,accusative,plural,,,n'ebiro,n'ekiro,n'ekiro,emisana,ekiro,ekiro,night
νύξ,241,unigram,feminine,accusative,singular,emisana,1.7862834426080785,,,,emisana,,,night
ὅρκος,57,unigram,masculine,accusative,plural,olw'ebirayiro,1.4799444774507873,ebirayiro,olw'ebirayiro,olw'ebirayiro,kinakuwaza,,,oath
ὅρκος,260,unigram,masculine,accusative,singular,yalayiriramu,1.0960670999999007,yalayiriramu,,,,,,oath
βοῦς,148,unigram,masculine,accusative,plural,ensimbi,1.1227756027778557,Kiggwa,effeeza,n'endiga,bawaanyisa,ensimbi,ensimbi,ox
παραβολή,256,unigram,feminine,accusative,plural,engero,329.51466852702555,engero,engero,engero,engero,engero,engero,parable
παραβολή,218,unigram,feminine,accusative,singular,olugero,716.7979735370075,olugero,olugero,olugero,olugero,olugero,olugero,parable
μέρος,338,unigram,neuter,accusative,plural,kitundu,3.705419438910438,',',njuyi,kitundu,kitundu,kitundu,part
μέρος,49,unigram,neuter,accusative,singular,omugabo,5.7920255040829085,ekitundu,omugabo,omugabo,omugabo,,,part
μαργαρίτης,220,unigram,masculine,accusative,plural,ag'omuwendo,1.769707779865579,,,,omungi,ag'omuwendo,ag'omuwendo,pearls
τόπος,269,unigram,masculine,accusative,plural,bifo,1.3052738344493484,,bifo,bifo,musisi,,,place
τόπος,288,unigram,masculine,accusative,singular,kifo,1140.0493589315754,kifo,kifo,kifo,kifo,kifo,kifo,place
πρωτοκλισία,271,unigram,feminine,accusative,plural,,,,mwanjo,mwanjo,Baagala,ebyekitiibwa,ebyekitiibwa,place of honor
πρωτοκλισία,34,unigram,feminine,accusative,singular,mbaga,3.2929843876441156,ekitiibwa,mwanjo,mbaga,mbaga,mbaga,mbaga,place of honor
ὄφις,97,unigram,masculine,accusative,singular,omusota,71.69346205282348,omusota,omusota,omusota,omusota,omusota,omusota,poison
σκεῦος,133,unigram,neuter,accusative,plural,ng'asoose,1.1226216593030982,,,,anyaga,ng'asoose,ng'asoose,"possession, object, thing, jar, vessel"
σκεῦος,252,unigram,neuter,accusative,singular,kuyisa,1.2013630877021924,kuyisa,okuyisa,,kuyisa,,,"possession, object, thing, jar, vessel"
σκεῦος,123,unigram,neuter,nominative,plural,kubitwala,1.0960670999999007,kubitwala,,,,,,"possession, object, thing, jar, vessel"
δύναμις,99,unigram,feminine,accusative,plural,bingi,2.0682930961467534,bingi,magero,magero,ebyamagero,bingi,bingi,"power, ability, miracle"
δύναμις,43,unigram,feminine,accusative,singular,amaanyi,25.150826348836482,maanyi,amaanyi,amaanyi,amaanyi,amaanyi,amaanyi,"power, ability, miracle"
δύναμις,77,unigram,feminine,nominative,plural,,,eby'amaanyi,eby'amaanyi,eby'amaanyi,ebyamagero,ebyamagero,ebyamagero,"power, ability, miracle"
δύναμις,108,unigram,feminine,nominative,singular,,,kyonna,n'amaanyi,n'amaanyi,amaanyi,ga,ga,"power, ability, miracle"
ἱερεύς,238,unigram,masculine,nominative,singular,kabona,16.126250617783924,kabona,kabona,kabona,kabona,kabona,kabona,priest
