lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_946_translation,version_947_translation,version_948_translation,version_949_translation,version_950_translation,version_951_translation,version_952_translation,version_953_translation,version_954_translation,english_translation
νόσος,75,unigram,feminine,accusative,singular,magonjwa,2.414890843644319,magonjwa,magonjwa,,magonjwa,udhaifu,maradhi,maradhi,kuponya,,disease
περιστερά,99,unigram,feminine,accusative,plural,njiwa,3.0404937531227727,njiwa,njiwa,,njiwa,,,,,,dove
περιστερά,55,unigram,feminine,accusative,singular,hua,4.165085575834307,,njiwa,,njiwa,hua,hua,hua,hua,,dove
οὖς,153,unigram,neuter,accusative,plural,masikio,3.296603694608179,masikio,masikio,,masikio,masikio,masikio,masikio,masikio,,ear
οὖς,282,unigram,neuter,accusative,singular,,,,mwanga,,mwanga,,masikioni,masikioni,,,ear
σεισμός,205,unigram,masculine,nominative,plural,mitetemeko,1.6481382740590544,matetemeko,mitetemeko,,mitetemeko,matetemeko,mitetemeko,mitetemeko,mitetemeko,,"earthquakes, storm"
σεισμός,64,unigram,masculine,nominative,singular,Ghafula,2.6104555755420695,,,,,,Ghafula,Ghafula,,,"earthquakes, storm"
τέλος,274,unigram,neuter,accusative,singular,mwisho,3.754156920564133,mwisho,mwisho,,mwisho,mwisho,mwisho,mwisho,mwisho,,end
αἰών,242,unigram,masculine,accusative,plural,Ataimiliki,1.2016220959852004,,,,,Ataimiliki,,,Ataimiliki,,eternity
αἰών,304,unigram,masculine,accusative,singular,milele,2440.1653207303552,milele,milele,,milele,milele,milele,milele,milele,,eternity
ὀφθαλμός,23,unigram,masculine,accusative,plural,macho,46303.12594302875,macho,macho,,macho,macho,macho,macho,macho,,eye
ὀφθαλμός,65,unigram,masculine,nominative,plural,macho,1354.4065670341347,macho,macho,,macho,macho,macho,macho,macho,,eye
ὀφθαλμός,301,unigram,masculine,nominative,singular,jicho,1.9136553126022604,Jehanamu,jicho,,jicho,jicho,jicho,jicho,jicho,,eye
πρόσωπον,125,unigram,neuter,accusative,plural,nyuso,4.83965451285262,nyuso,,,,,nyuso,nyuso,,,face
πρόσωπον,193,unigram,neuter,accusative,singular,uso,8.212001130548341,unafundisha,wafundisha,,wafundisha,uso,uso,uso,uso,,face
λιμός,6,unigram,feminine,nominative,plural,mitetemeko,1.3353346825127417,matetemeko,mitetemeko,,mitetemeko,matetemeko,mitetemeko,mitetemeko,mitetemeko,,famine
λιμός,93,unigram,feminine,nominative,singular,,,,kuhangaika,,kuhangaika,,kutumia,kutumia,,,famine
λιμός,139,unigram,masculine,nominative,singular,zilipofungwa,1.3487046393834696,,,,,,zilipofungwa,zilipofungwa,,,famine
γεωργός,254,unigram,masculine,nominative,plural,wakulima,18.149611942405425,wakulima,wakulima,,wakulima,wakulima,wapangaji,wapangaji,wakulima,,"farmer, tenant"
γεωργός,50,unigram,masculine,nominative,singular,mkulima,3.5527476173091985,mkulima,mkulima,,mkulima,mkulima,mkulima,mkulima,mkulima,,"farmer, tenant"
πατήρ,199,unigram,masculine,accusative,plural,alivyowaahidi,1.3208148810224545,alivyowaahidi,alivyowaahidia,,alivyowaahidia,baba,alivyowaahidi,alivyowaahidi,baba,,father
πατήρ,307,unigram,masculine,accusative,singular,Baba,16.79364844818048,Baba,Baba,,Baba,Baba,Baba,Baba,Baba,,father
πατήρ,316,unigram,masculine,nominative,plural,,,Baba,mana,,mana,,baba,baba,Baba,,father
πατήρ,188,unigram,masculine,nominative,singular,Baba,350518.62770891923,Baba,Baba,,Baba,Baba,Baba,Baba,Baba,,father
σύνδουλος,147,unigram,masculine,accusative,plural,walevi,3.2718296122628425,walevi,walevi,,walevi,walevi,walevi,walevi,walevi,,"fellow-servant, colleague"
σύνδουλος,320,unigram,masculine,nominative,plural,,,,walisikitika,,walisikitika,,wakaudhika,wakaudhika,,,"fellow-servant, colleague"
σύνδουλος,115,unigram,masculine,nominative,singular,,,,Unisubiri,,Unisubiri,,univumilie,univumilie,Nivumilie,,"fellow-servant, colleague"
ἀγρός,332,unigram,masculine,accusative,plural,mashambani,1.4725475777899208,mashamba,mashambani,,mashambani,mashambani,vijijini,vijijini,mashambani,,field
ἀγρός,40,unigram,masculine,accusative,singular,shambani,3.2204484047140522,shambani,shambani,,shambani,,shambani,shambani,shamba,,field
δάκτυλος,180,unigram,masculine,accusative,singular,kidole,4.067281102540619,ubavuni,kidole,,kidole,kidole,kidole,kidole,kidole,,finger
ἰχθύς,156,unigram,masculine,accusative,plural,samaki,1.5726214485229304,samaki,mitano,,mitano,mikate,samaki,samaki,mikate,,fish
ἰχθύς,192,unigram,masculine,accusative,singular,samaki,8.803122320993294,samaki,samaki,,samaki,samaki,samaki,samaki,samaki,,fish
δίκτυον,108,unigram,neuter,accusative,plural,nyavu,373.1924057399471,nyavu,nyavu,,nyavu,nyavu,nyavu,nyavu,nyavu,,fishing net
δίκτυον,202,unigram,neuter,accusative,singular,,,nyavu,wavu,,wavu,jarife,samaki,samaki,jarife,,fishing net
τροφή,247,unigram,feminine,accusative,plural,wamekwenda,2.448054091510355,lilitokea,wamekwenda,,wamekwenda,wamekwenda,wamekwenda,wamekwenda,wamekwenda,,food
τροφή,327,unigram,feminine,accusative,singular,,,,atamweka,,atamweka,alimweka,kusimamia,kusimamia,alimweka,,food
πούς,238,unigram,masculine,accusative,plural,miguu,7871.26885498464,miguu,miguu,,miguu,miguu,miguu,miguu,miguu,,foot
πούς,112,unigram,masculine,accusative,singular,ukajikwaa,1.1228619766789363,mguu,ukajikwaa,,ukajikwaa,,,,,,foot
καρπός,186,unigram,masculine,accusative,plural,matunda,53.28608624983873,gawio,matunda,,matunda,matunda,matunda,matunda,matunda,,"fruit, crop, harvest"
καρπός,235,unigram,masculine,accusative,singular,matunda,713.9519046607431,matunda,matunda,,matunda,matunda,matunda,matunda,matunda,,"fruit, crop, harvest"
πλήρωμα,270,unigram,neuter,accusative,plural,vikapu,3.4195803170400416,vikapu,mabaki,,mabaki,vipande,vikapu,vikapu,vikapu,,fullness
γενεά,271,unigram,feminine,accusative,plural,wamchao,1.0961654628313675,wamchao,,,,,,,,,generation
γενεά,236,unigram,feminine,accusative,singular,kizazi,9.500075103961825,,kizazi,,kizazi,kizazi,kizazi,kizazi,kizazi,,generation
γενεά,314,unigram,feminine,nominative,plural,,,kuanzia,tangu,,tangu,vyote,vizazi,vizazi,vyote,,generation
γενεά,152,unigram,feminine,nominative,singular,kizazi,14.504853671711274,kizazi,kizazi,,kizazi,Kizazi,kizazi,kizazi,Kizazi,,generation
δῶρον,306,unigram,neuter,accusative,plural,zao,2.032455475517935,,zao,,zao,hazina,zao,zao,sadaka,,gift
δῶρον,166,unigram,neuter,accusative,singular,sadaka,34.243000477779816,sadaka,madhabahu,,madhabahu,sadaka,sadaka,sadaka,sadaka,,gift
ἡγεμών,174,unigram,masculine,accusative,plural,wafalme,1.2058291895544808,magavana,wafalme,,wafalme,maliwali,wafalme,wafalme,watawala,,"governor, ruler"
ἡγεμών,12,unigram,masculine,accusative,singular,,,hakujibu,akashangaa,,akashangaa,,shtaka,shtaka,,,"governor, ruler"
ἀσπασμός,319,unigram,masculine,accusative,plural,kusalimiwa,1.6331981182275623,kusalimiwa,kusalimiwa,,kusalimiwa,,kusalimiwa,kusalimiwa,,,greeting
ὁδηγός,4,unigram,masculine,nominative,singular,vipofu,7.824144261885846,Mnawaongoza,vipofu,,vipofu,vipofu,vipofu,vipofu,vipofu,,guide
θρίξ,92,unigram,feminine,nominative,plural,nywele,1.0595545022300916,nywele,,,,,,,,,hair
χείρ,310,unigram,feminine,accusative,plural,mikono,175723.54229442094,mikono,mikono,,mikono,mikono,mikono,mikono,mikono,,hand
χείρ,222,unigram,feminine,accusative,singular,mkono,13977.595213792807,mkono,mkono,,mkono,mkono,mkono,mkono,mkono,,hand
κεφαλή,144,unigram,feminine,accusative,plural,vichwa,14.097547924749525,vichwa,vichwa,,vichwa,vichwa,vichwa,vichwa,vichwa,,head
κεφαλή,209,unigram,feminine,accusative,singular,kichwa,511.14408099381944,kichwa,kichwa,,kichwa,kichwa,kichwa,kichwa,kichwa,,head
στάχυς,210,unigram,masculine,accusative,plural,masuke,2.7441571782127547,mashamba,masuke,,masuke,masuke,kuvunja,kuvunja,masuke,,head of grain
καρδία,34,unigram,feminine,accusative,plural,mioyo,4.911853513670528,,,,,mioyo,mioyo,mioyo,mioyo,,heart
καρδία,285,unigram,feminine,accusative,singular,,,kuelewa,,,,mizito,mioyo,mioyo,mizito,,heart
καρδία,194,unigram,feminine,nominative,singular,mioyo,38.68076352329327,ilipo,mioyoni,,mioyoni,mioyo,mioyo,mioyo,mioyo,,heart
οὐρανός,266,unigram,masculine,accusative,singular,mbinguni,178.16158197584545,mbinguni,mbinguni,,mbinguni,mbinguni,mbinguni,mbinguni,mbinguni,,"heaven, sky"
οὐρανός,200,unigram,masculine,nominative,singular,,,anga,dunia,,dunia,mbingu,,,mbingu,,"heaven, sky"
ὥρα,26,unigram,feminine,nominative,singular,saa,1094.4359086651189,wakati,saa,,saa,saa,saa,saa,saa,,hour
οἰκία,158,unigram,feminine,accusative,plural,nyumba,5.0441856798186,nyumba,Huwadhulumu,,Huwadhulumu,nyumba,nyumba,nyumba,nyumba,,house
οἰκία,324,unigram,feminine,accusative,singular,nyumba,331.7644968748271,nyumba,nyumba,,nyumba,nyumba,nyumba,nyumba,nyumba,,house
οἶκος,22,unigram,masculine,accusative,singular,nyumbani,8330.69015556962,nyumbani,nyumbani,,nyumbani,nyumbani,nyumbani,nyumbani,nyumbani,,"house, home"
κριτής,305,unigram,masculine,nominative,plural,watakaowahukumu,1.2602946806553257,watathibitisha,,,,watakaowahukumu,watakaowahukumu,watakaowahukumu,watakaowahukumu,,judge
κριτής,168,unigram,masculine,nominative,singular,hakimu,33.33872421377405,,hakimu,,hakimu,kadhi,hakimu,hakimu,hakimu,,judge
βασιλεύς,106,unigram,masculine,accusative,plural,wafalme,2.130763668011871,magavana,wafalme,,wafalme,wafalme,wafalme,wafalme,wafalme,,king
βασιλεύς,59,unigram,masculine,accusative,singular,mfalme,35.90177876166567,mfalme,Mfalme,,Mfalme,mfalme,mfalme,mfalme,mfalme,,king
βασιλεία,79,unigram,feminine,accusative,plural,,,falme,akamwonesha,,akamwonesha,,mlima,mlima,,,kingdom
βασιλεία,163,unigram,feminine,accusative,singular,ufalme,1176.5341075652336,ufalme,ufalme,,ufalme,ufalme,Ufalme,Ufalme,ufalme,,kingdom
κόπος,203,unigram,masculine,accusative,plural,mnamsumbua,2.6309713653342492,mnamsumbua,mnamsumbua,,mnamsumbua,mnamtaabisha,,,njema,,"labour, work, trouble, difficulty"
λύχνος,233,unigram,masculine,nominative,singular,taa,7.159016616999,taa,taa,,taa,Taa,taa,taa,Taa,,lamp
κλῆρος,1,unigram,masculine,accusative,singular,kura,16.991832372514725,kura,kura,,kura,kura,kura,kura,kura,,"lots (casting of lots), inheritance"
ἄνθρωπος,294,unigram,masculine,accusative,plural,watu,105.63152109913328,mojawapo,watu,,watu,watu,watu,watu,watu,,man
ἄνθρωπος,256,unigram,masculine,accusative,singular,mtu,451.4139596838521,mtu,mtu,,mtu,mtu,mtu,mtu,mtu,,man
ἄνθρωπος,119,unigram,masculine,nominative,plural,watu,3.548918395736016,,Watu,,Watu,watu,watu,watu,watu,,man
ἄνθρωπος,179,unigram,masculine,nominative,singular,mtu,611.5537477003221,mtu,mtu,,mtu,mtu,mtu,mtu,mtu,,man
ἀνήρ,251,unigram,masculine,accusative,singular,mumewe,4.512107297199948,mume,mumewe,,mumewe,,mumewe,mumewe,,,"man, husband"
ἀνήρ,150,unigram,masculine,nominative,plural,wanaume,5.807052863638864,wanaume,wanaume,,wanaume,elfu,wanaume,wanaume,wanaume,,"man, husband"
ἀνήρ,239,unigram,masculine,nominative,singular,mtu,3.625171728591269,mwanaume,mmoja,,mmoja,mtu,mtu,mtu,mtu,,"man, husband"
μνᾶ,297,unigram,feminine,accusative,plural,,,,faida,,faida,mafungu,fedha,fedha,mafungu,,mina (about 100 days' wages)
μνᾶ,13,unigram,feminine,accusative,singular,,,,Mnyanganyeni,,Mnyang'anyeni,,Mnyangʼanyeni,Mnyang,,,mina (about 100 days' wages)
πρωτοκαθεδρία,104,unigram,feminine,accusative,plural,,,wanapenda,heshima,,heshima,kuketi,viti,viti,kuketi,,"most important seat, seat of honour"
πρωτοκαθεδρία,36,unigram,feminine,accusative,singular,,,,mnapenda,,mnapenda,mwapenda,,,mwapenda,,"most important seat, seat of honour"
μήτηρ,96,unigram,feminine,accusative,plural,,,kinachokuja,atapokea,,atapokea,atapewa,hatalipwa,hatalipwa,,,mother
μήτηρ,278,unigram,feminine,accusative,singular,mama,71.96349741148495,mama,mama,,mama,mama,mama,mama,mama,,mother
ὄρος,218,unigram,neuter,accusative,plural,milimani,1.8125145872844886,,,,,milimani,,,milimani,,mountain
ὄρος,264,unigram,neuter,accusative,singular,mlima,4.6879346469786825,Mizeituni,mlima,,mlima,mlima,,,mlima,,mountain
ὄνομα,86,unigram,neuter,accusative,plural,Boanerge,1.2021824975256243,Boanergesi,,,,Boanerge,,,Boanerge,,name
ὄνομα,35,unigram,neuter,accusative,singular,jina,238.5041908530601,sababu,jina,,jina,jina,Jina,Jina,jina,,name
ὄνομα,102,unigram,neuter,nominative,plural,majina,28.487762828502234,majina,,,,majina,majina,majina,majina,,name
ὄνομα,252,unigram,neuter,nominative,singular,jina,12.10216741675508,Jina,jina,,jina,jina,jina,jina,jina,,name
ἔθνος,231,unigram,neuter,accusative,plural,mataifa,120.89949943933459,,mataifa,,mataifa,mataifa,mataifa,mataifa,mataifa,,nation
ἔθνος,195,unigram,neuter,accusative,singular,taifa,51.44668631903739,,taifa,,taifa,taifa,taifa,taifa,taifa,,nation
ἔθνος,300,unigram,neuter,nominative,plural,Mataifa,1.1419538252494414,mnayahitaji,,,,Mataifa,,,Mataifa,,nation
ἔθνος,27,unigram,neuter,nominative,singular,,,,,,,taifa,Taifa,Taifa,taifa,,nation
νύξ,190,unigram,feminine,accusative,plural,usiku,3.8842593639373706,mchana,usiku,,usiku,usiku,usiku,usiku,usiku,,night
νύξ,246,unigram,feminine,accusative,singular,usiku,1.2472685447581915,,mchana,,mchana,usiku,usiku,usiku,usiku,,night
ὅρκος,60,unigram,masculine,accusative,plural,viapo,2.5029496893110594,Mfalme,kiapo,,kiapo,viapo,viapo,viapo,viapo,,oath
ὅρκος,263,unigram,masculine,accusative,singular,alichomwapia,1.2013630877021924,alichomwapiababa,,,,,alichomwapia,alichomwapia,,,oath
βοῦς,155,unigram,masculine,accusative,plural,ng'ombe,1.6255799234163977,ng'ombe,ng'ombe,,ng'ombe,kuvunja,ngʼombe,ombe,kuvunja,,ox
παραβολή,259,unigram,feminine,accusative,plural,mifano,1311.7144317058764,simulizi,mifano,,mifano,mifano,mifano,mifano,mifano,,parable
παραβολή,223,unigram,feminine,accusative,singular,mfano,5784.906068265651,simulizi,mfano,,mfano,mfano,mfano,mfano,mfano,,parable
μέρος,342,unigram,neuter,accusative,plural,pande,4.551279456353267,alikwenda,pande,,pande,pande,sehemu,sehemu,pande,,part
