lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2331_translation,version_2332_translation,version_2333_translation,version_2334_translation,version_2335_translation,version_2336_translation,english_translation
παιδίον,5,unigram,neuter,accusative,plural,让小孩子到我这里来，不要禁止他们，因为,1.9376946628329483,,,,,,让小孩子到我这里来，不要禁止他们，因为,child
παιδίον,17,unigram,neuter,nominative,singular,,,我确实地告诉你们：无论谁不像小孩子一样接受神的国，就绝不能进去。,我实在告诉你们，凡要接受上帝国的，若不像小孩子，绝不能进去。,我实在告诉你们，人若不像小孩子一样接受上帝的国，绝不能进去。,,我实在告诉你们，凡要承受,,child
πύλη,80,unigram,feminine,nominative,singular,,,你们要从窄门进去；因为那通向灭亡,通往生命的门是窄的，路是小的，找到的人也少。,,,,,city gate
χιτών,42,unigram,masculine,accusative,plural,有两件衣裳的，就分给那没有的；有食物的，也该这样做。,1.1234765774267517,,有两件衣裳的，就分给那没有的；有食物的，也该这样做。,,,,,"clothing, undergarments"
ἐντολή,30,unigram,feminine,accusative,plural,,,,诫命你是知道的：,你知道,,,,commandment
συνέδριον,24,unigram,neuter,accusative,singular,,,于是祭司长们和法利赛人召集了议会，说：,祭司长和法利赛人召开议会，说：,祭司长和法利赛人便召开公会会议，说：,,,于是祭司长和法利赛人召开公议会，说：,council
χώρα,114,unigram,feminine,accusative,singular,说：,15611.64840036742,他说：,说：,耶稣说：,,,说：,"country, countryside"
ὄχλος,3,unigram,masculine,accusative,singular,是从人来的,1.8125847895380125,吗？,从人间来的,是从人来的,,,是从人来的,crowd
θυγάτηρ,41,unigram,feminine,nominative,plural,耶稣转过身来，对她们说：,65.35052936490362,耶稣转过身来，对她们说：,耶稣转身对她们说：,耶稣转过身来，对她们说：,,,耶稣转过身来对她们说：,daughter
θυγάτηρ,124,unigram,feminine,nominative,singular,耶稣对她说：,2.4082170781327887,耶稣对她说：,耶稣还在说话的时候，有人从会堂主管的家里来，说：,,,,耶稣对她说：,daughter
δαιμόνιον,11,unigram,neuter,accusative,plural,,,,他是靠着鬼王赶鬼的。,,,我若靠着,我若靠,demon
δαιμόνιον,129,unigram,neuter,accusative,singular,他有鬼魔附身！,1.8950603359876048,他有鬼魔附身！,,,,,,demon
δηνάριον,61,unigram,neuter,accusative,singular,”,1.0912224021975756,,”,”,,,,denarius (about a day's wages)
μαθητής,65,unigram,masculine,accusative,plural,耶稣又对门徒说：,2.251749913954089,耶稣又对门徒们说：,耶稣又对门徒说：,“,,,耶稣又对门徒说：,disciple
μαθητής,106,unigram,masculine,nominative,plural,,,,“,门徒说：,,,门徒对他说：,disciple
νόσος,1,unigram,feminine,accusative,plural,,,,他代替了我们的软弱，担当了我们的疾病。,祂担当了我们的软弱，背负了我们的疾病。,,,,disease
οὖς,56,unigram,neuter,accusative,plural,,,凡是有耳可听的，就应当听！,有耳可听的，就应当听！,,,,有耳可听的，就应当听。,ear
ὀφθαλμός,119,unigram,masculine,nominative,singular,难道我不可随意使用自己的钱吗？因为我慷慨，你就眼红吗？,256.6043047537674,,,难道我不可随意使用自己的钱吗？因为我慷慨，你就眼红吗？,,,,eye
πρόσωπον,46,unigram,neuter,accusative,plural,,,妇女们吓得把脸伏在地上。那两个人对她们说：,妇女们非常害怕，就俯伏在地上。那两个人对她们说：,她们吓得俯伏在地。那两个人对她们说：,,,她们害怕，把脸伏在地上。那两个人对她们说：,face
γεωργός,22,unigram,masculine,nominative,singular,耶稣说：,3.406421062959786,,,耶稣说：,,,,"farmer, tenant"
πατήρ,122,unigram,masculine,accusative,singular,’,2.6235690505293725,’,’,’,,,’,father
πατήρ,71,unigram,masculine,nominative,singular,,,父,耶稣回答他说：,,,,,father
ἀγρός,16,unigram,masculine,accusative,singular,陶匠的田,1.909542693945538,,,,,,陶匠的田,field
ἰχθύς,73,unigram,masculine,accusative,singular,但为了避免得罪这些人，你就去湖边钓鱼，把钓上来的第一条鱼的嘴打开，里面有一个钱币，拿它去缴你我的税好了。,25.06341685176034,,,但为了避免得罪这些人，你就去湖边钓鱼，把钓上来的第一条鱼的嘴打开，里面有一个钱币，拿它去缴你我的税好了。,,,,fish
δίκτυον,76,unigram,neuter,accusative,singular,,,你们把网撒在船的右边，就会捕到。,你们把网撒在船的右边，就会得到。,在船的右边下网就会打到鱼。,,,把网撒在船的右边，就可以得着。,fishing net
πλήρωμα,103,unigram,neuter,accusative,plural,,,那七个饼给四千人的时候，你们收拾的碎块装满了几个筐子呢？,又擘开那七个饼分给四千人，你们收拾的碎屑装满了多少个筐子呢？,,,,那七个饼分给四千人吃，你们收拾的零碎装满了几个大篮子呢？,fullness
γενεά,91,unigram,feminine,accusative,singular,,,于是主人因这个不义的管家做事精明，就称赞他。这样看来，今世的儿女在自己的世代里,我实在告诉你们，这一切的罪都要归到这世代了。,,,,,generation
γενεά,55,unigram,feminine,nominative,singular,,,耶稣回答他们，说：,耶稣回答：,,,,,generation
δῶρον,62,unigram,neuter,accusative,singular,,,你要注意，不可告诉任何人，只要去把自己给祭司看，并且献上摩西所吩咐的祭物，好对他们做见证。,你要注意，不可告诉任何人，只要去，让祭司为你检查，并献上摩西所吩咐的祭物，作为证据给众人看。,不要把这事告诉别人，要去让祭司察看你的身体，并且照摩西的规定献祭，向众人证明你已经洁净了。,,,你千万不可告诉别人，只要去给祭司检查，并且照着摩西所规定的献上供物，好向大家作证。,gift
ἀσπασμός,126,unigram,masculine,accusative,plural,,,,他在教导的时候，说：,耶稣又教导他们，说：,,,,greeting
χείρ,85,unigram,feminine,accusative,singular,,,我愿意，你洁净了吧！,,,,,我肯，你洁净了吧！,hand
κεφαλή,79,unigram,feminine,accusative,singular,,,,狐狸有洞，天空的飞鸟有窝，人子却没有枕头的地方。,狐狸有洞，飞鸟有窝，人子却没有安枕之处。,,,,head
καρδία,13,unigram,feminine,accusative,plural,,,他将藉着以利亚的灵和能力，在主的面前先行，使父亲的心转向儿女，使悖逆的人转向义人的智慧，好为主准备一群预备好了的子民。,他将有以利亚的精神和能力，走在主的前面，叫父亲的心转向儿女，叫悖逆的人转向义人的智慧，又为主预备迎接他的百姓。,他将以先知以利亚的心志和能力做主的先锋，使父亲的心转向儿女，使叛逆的人回转、顺从义人的智慧，为主预备合用的子民。,,,,heart
καρδία,110,unigram,feminine,accusative,singular,主使他们眼瞎、心硬，免得他们眼睛看见，心里明白，回心转意，就得到我的医治。,1.2115426775092306,,,主使他们眼瞎、心硬，免得他们眼睛看见，心里明白，回心转意，就得到我的医治。,,,,heart
καρδία,130,unigram,feminine,nominative,plural,你们要谨慎自守，免得你们的心因宴乐,8.102316196782104,你们要谨慎自守，免得你们的心因宴乐,,,,,,heart
οὐρανός,74,unigram,masculine,nominative,singular,,,,天地要废去，我的话却绝不废去。,耶稣回答说：,,,,"heaven, sky"
ὥρα,113,unigram,feminine,nominative,plural,,,耶稣回答：,耶稣回答：,耶稣说：,,,耶稣说：,hour
οἶκος,8,unigram,masculine,accusative,singular,,,我要回到我离开的那屋里去。,,,,他怎么进了,,"house, home"
κριτής,63,unigram,masculine,nominative,singular,主接着说：,1.828343453500519,主接着说：,主说：,主接着说：,,,某城里有一个法官，不惧怕,judge
κλείς,59,unigram,feminine,accusative,singular,,,你们这些律法师有祸了！因为你们拿去了知识的钥匙，你们自己不进去，还阻止正要进去的人。,,律法教师啊，你们有祸了！你们拿走了知识的钥匙，自己不进去，还阻挡那些正要进去的人。,,,,key
βασιλεία,60,unigram,feminine,accusative,singular,,,,,,,我实在告诉你们，凡要承受,神的国。,kingdom
λύχνος,89,unigram,masculine,nominative,singular,,,,若是你全身光明，毫无黑暗，就必全然光明，如同灯的明光照亮你。,如果你全身光明、毫无黑暗，你整个人就熠熠生辉，好像有灯光照在你身上。,,,你若全身明亮，没有一点黑暗，你就完全明亮，好象明亮的灯光照你一样。,lamp
κλῆρος,35,unigram,masculine,accusative,plural,父啊，赦免他们！因为他们不知道自己所作的是甚么。,2.0458772376667382,,,,,,父啊，赦免他们！因为他们不知道自己所作的是甚么。,"lots (casting of lots), inheritance"
ἄνθρωπος,96,unigram,masculine,accusative,singular,,,我不认识那个人！,,彼得又赌咒又发誓，说：,,,彼得就发咒起誓说：,man
ἄνθρωπος,64,unigram,masculine,nominative,singular,耶稣又说：,1.1333865104365315,,,耶稣又说：,,,,man
μνᾶ,118,unigram,feminine,accusative,plural,‘,15.96558399639693,‘,‘,‘,,,‘,mina (about 100 days' wages)
μήτηρ,107,unigram,feminine,accusative,singular,当孝敬父母,1.0975797343156073,,,,,,当孝敬父母,mother
ὄρος,83,unigram,neuter,accusative,plural,当你们看见,1.401395582915224,当你们看见,当你们看见那,当你们看见,,,当你们看见,mountain
ὄρος,100,unigram,neuter,accusative,singular,橄榄园,1.8661400454534849,橄榄园,,,,,,mountain
ὄνομα,94,unigram,neuter,nominative,singular,耶稣问他：,1.5630488786884147,,耶稣问他：,,,,,name
νύξ,72,unigram,feminine,accusative,plural,耶稣白天在圣殿里教导人，夜间出去到那叫做,1.1133160094489616,耶稣白天在圣殿里教导人，夜间出去到那叫做,,,,,,night
βοῦς,105,unigram,masculine,accusative,singular,主说：,40.95308707502729,主回答他，说：,主回答他：,主说：,,,主说：,ox
παραβολή,97,unigram,feminine,accusative,plural,耶稣又对他们说：,13541.494321329666,耶稣对他们说：,耶稣又对他们说：,耶稣又对他们说：,,,耶稣又对他们说：,parable
παραβολή,86,unigram,feminine,accusative,singular,“,2.1528149948238737,,“,耶稣又给他们讲了一个比喻，说：,,,“,parable
μαργαρίτης,87,unigram,masculine,accusative,plural,不要把圣物给狗，也不要把你们的珍珠丢在猪面前，恐怕它们践踏了珍珠，转过来咬你们。,12.734134630395591,,不要把圣物给狗，也不要把你们的珍珠丢在猪面前，恐怕它们践踏了珍珠，转过来咬你们。,,,,,pearls
τόπος,115,unigram,masculine,accusative,singular,髑髅地,5.0275007513090655,,髑髅地,髑髅地,,,髑髅,place
ὄφις,134,unigram,masculine,accusative,plural,手能拿蛇；若喝了什么毒物，也不会受害；手按病人，病人就好了。,2.7230786095862034,,手能拿蛇；若喝了什么毒物，也不会受害；手按病人，病人就好了。,,,,,poison
δύναμις,21,unigram,feminine,accusative,singular,耶稣说：,1.53196579392834,,耶稣说：,,,,,"power, ability, miracle"
δύναμις,29,unigram,feminine,nominative,plural,星辰要从天上坠落，,1.8915205734403584,星辰要从天上坠落，,,,,,,"power, ability, miracle"
δύναμις,40,unigram,feminine,nominative,singular,,,天使回答她，说：,天使回答她说：,天使回答说：,,,圣灵要临到你，至高者的能力要覆庇你，因此那将要出生的圣者，必称为,"power, ability, miracle"
φυλακή,10,unigram,feminine,accusative,singular,,,,主啊，我已准备好要同你坐牢，与你同死。,主啊，我愿意和你一起坐牢，一起受死！,,,主啊！我已经准备好要跟你一同下监，一同死。,prison
προφήτης,75,unigram,masculine,accusative,singular,是从人来的,3.623904546548263,,从人间来的,是从人来的,,,是从人来的,prophet
προφήτης,101,unigram,masculine,nominative,singular,“,2.878114638080646,“,“,“,,,“,prophet
βαλλάντιον,7,unigram,neuter,accusative,singular,耶稣说：,29.94413682963224,耶稣却对他们说：,耶稣对他们说：,耶稣说：,,,耶稣说：,purse
λῃστής,18,unigram,masculine,accusative,plural,你认为，这三个人中，哪一个是落在强盗手中那人的邻人呢？,14.568253315488803,你认为，这三个人中，哪一个是落在强盗手中那人的邻人呢？,,,,,,robber
δοῦλος,78,unigram,masculine,nominative,singular,,,我的主人会迟延回来,‘,,,,我的主人不会那么快回来,"servant, slave"
πρόβατον,128,unigram,neuter,accusative,plural,约翰的儿子西门，你爱我吗？,6.702149781788178,,约翰的儿子西门，你爱我吗？,约翰的儿子西门，你爱我吗？,,,约翰的儿子西门，你爱我吗？,sheep
σημεῖον,19,unigram,neuter,nominative,plural,在太阳、月亮和星辰中将有征兆出现,24.173322727933922,在太阳、月亮和星辰中将有征兆出现,,,,,,sign
δραχμή,116,unigram,feminine,accusative,plural,或者，如果一个妇人有十个银币,8.095345667736924,或者，如果一个妇人有十个银币,,,,,,"silver coin, drachma"
ἀργύριον,131,unigram,neuter,accusative,singular,,,,为什么不把我的银子存在银行，等我来的时候，连本带利都取回来呢？,,,,那你为甚么不把我的钱存入银行，等我回来的时候，把它连本带利取回来呢？,"silver, money"
ἁμαρτία,109,unigram,feminine,accusative,plural,,,不过为要使你们知道人子在地上有赦免罪的权柄——,但要让你们知道，人子在地上有赦罪的权柄。,如今我要让你们知道人子在世上有赦罪的权柄。,,,神一位以外，谁能赦罪呢？,sin
ἁμαρτία,84,unigram,feminine,accusative,singular,耶稣回答：,1.3312723638696062,耶稣回答：,,,,,,sin
ἁμαρτία,112,unigram,feminine,nominative,plural,,,，或说,,你的罪得到赦免了,,,你的罪赦了,sin
ἁμαρτία,111,unigram,feminine,nominative,singular,如果你们是瞎眼的，就没有罪了。但现在你们自称看得见，所以你们的罪还在。,2.7420297717146127,,,如果你们是瞎眼的，就没有罪了。但现在你们自称看得见，所以你们的罪还在。,,,,sin
ἀδελφή,123,unigram,feminine,accusative,plural,耶稣说：,116.58337814193688,耶稣说：,耶稣说：,耶稣说：,,,耶稣说：,sister
ὀψάριον,69,unigram,neuter,accusative,plural,,,这里有个孩子，带了五个大麦饼和两条鱼。可是对这么多人，这些算什么呢？,这里有一个孩子，带着五个大麦饼和两条鱼，但是分给这么多人还算什么呢？,这里有个小孩子带了五个大麦饼和两条鱼。不过，这么多人，这一点东西实在无济于事。,,,这里有个小孩子，带着五个大麦饼、两条鱼；只是分给这么多人，有甚么用呢？,small fish
υἱός,48,unigram,masculine,accusative,singular,,,他们一定会尊重我的儿子。,他们会尊敬我的儿子。,,,,他们必尊敬我的儿子。,son
υἱός,49,unigram,masculine,nominative,plural,耶稣对他们说：,1.2093173279199743,耶稣对他们说：,耶稣对他们说：,,,,,son
υἱός,82,unigram,masculine,nominative,singular,“,8.639904042380653,“,“,“,,,神的儿子。,son
ἀστήρ,117,unigram,masculine,nominative,plural,星辰要从天上坠落，,1.9999490850064168,星辰要从天上坠落，,,,,,,star
λίθος,14,unigram,masculine,accusative,singular,,,,匠人所丢弃的石头已作了房角的头块石头。这是主所做的，在我们眼中看为奇妙。,’,,,,stone
γραμματεύς,133,unigram,masculine,nominative,plural,律法教师为什么说以利亚必须先来？,1.8494555186344688,,,律法教师为什么说以利亚必须先来？,,,,"teacher, expert in the law, scholar, scribe"
κλέπτης,88,unigram,masculine,nominative,singular,耶稣说：,5.192468628974522,,,耶稣说：,,,,thief
διαλογισμός,43,unigram,masculine,nominative,plural,,,这样，许多人的心思意念将被显露出来；你自己的灵魂也要被剑刺透。,叫许多人心里的意念显露出来；你自己的心也要被剑刺透。,好叫许多人的心思意念暴露出来，你自己则会心如刀割。,,,这样，许多人心中的意念就要被揭露出来。,"thought, argument"
θρόνος,2,unigram,masculine,accusative,plural,耶稣对他们说：,66.0727336339445,耶稣对他们说：,耶稣对他们说：,耶稣说：,,,耶稣对他们说：,throne
χρόνος,102,unigram,masculine,accusative,plural,,,接着，耶稣开始对民众讲这个比喻：,耶稣用这个比喻对百姓说：,接着耶稣对众人讲了个比喻：,,,于是耶稣向众人讲了这个比喻：,time
χρόνος,90,unigram,masculine,accusative,singular,耶稣对他们说：,1.102041646093853,,,耶稣对他们说：,,,,time
καιρός,52,unigram,masculine,nominative,singular,他说：,1.0562343516945116,,,,,,他说：,"time, right time"
μνημεῖον,4,unigram,neuter,accusative,plural,你们有祸了！因为你们建造先知的坟墓,3.720857575102476,你们有祸了！因为你们建造先知的坟墓,,,,,,"tomb, grave"
μνημεῖον,6,unigram,neuter,accusative,singular,后来我们有几个人亲自去坟墓察看，果然像她们所说的，耶稣的遗体不见了。,4382.406017038924,,,后来我们有几个人亲自去坟墓察看，果然像她们所说的，耶稣的遗体不见了。,,,,"tomb, grave"
δένδρον,28,unigram,neuter,accusative,singular,,,它好比一粒芥菜种子，有人拿去种在自己的园子里，种子长大，成了一棵树，天空的飞鸟也在它的枝子上搭窝。,它好比一粒芥菜种，有人拿去种在园子里，长大成树，天上的飞鸟在它的枝上筑巢。,上帝的国就像一粒芥菜种，有人把它种在园里，它长成了一棵树，连飞鸟也来栖息在它的树枝上。,,,它好象一粒芥菜种，人拿去种在自己的园子里。它长大了，成为一棵树，甚至天空的飞鸟也在它的枝头搭窝。,tree	
κώμη,25,unigram,feminine,accusative,singular,对他们说：,4.133788240836486,对他们说：,对他们说：,,,,对他们说：,village
φωνή,127,unigram,feminine,nominative,singular,,,,在旷野有声音呼喊着：预备主的道，修直他的路。,预备主的道，修直祂的路。,,,在旷野有呼喊者的声音：,voice or sound
πόλεμος,98,unigram,masculine,accusative,plural,你们听见打仗和叛乱的事，不要害怕，因为这些事一定会先发生，但末日将不会立刻来临。,24.981551322502767,,,你们听见打仗和叛乱的事，不要害怕，因为这些事一定会先发生，但末日将不会立刻来临。,,,,war
ὕδωρ,32,unigram,neuter,accusative,singular,妇人说：,2.389230306749307,,,妇人说：,,,妇人说：,water
ὁδός,99,unigram,feminine,accusative,plural,,,,主人对仆人说：,主人又说，,,,主人就对仆人说：,way
ὁδός,53,unigram,feminine,accusative,singular,,,,,预备主的道，修直祂的路。,,,在旷野有呼喊者的声音：,way
γυνή,37,unigram,feminine,accusative,plural,耶稣说：,13.92619964087028,耶稣对他们说：,耶稣说：,耶稣说：,,,他说：,"wife, woman"
γυνή,66,unigram,feminine,accusative,singular,,,,老师，摩西为我们写下这话：,那么，到复活的时候，她将是谁的妻子呢？因为七个人都娶过她。,,,老师，摩西曾写给我们说：,"wife, woman"
γυνή,44,unigram,feminine,nominative,plural,后来我们有几个人亲自去坟墓察看，果然像她们所说的，耶稣的遗体不见了。,157.6362703095333,,,后来我们有几个人亲自去坟墓察看，果然像她们所说的，耶稣的遗体不见了。,,,,"wife, woman"
γυνή,47,unigram,feminine,nominative,singular,妇人说：,9.631882956536996,妇人说：,妇人对他说：,妇人说：,,,妇人说：,"wife, woman"
πνεῦμα,9,unigram,neuter,nominative,singular,,,要警醒祷告，免得陷入试探。你们心灵虽然愿意，肉体却是软弱的。,总要警醒祷告，免得陷入试探。你们心灵固然愿意，肉体却软弱了。,你们要警醒祷告，免得陷入诱惑。你们的心灵虽然愿意，肉体却很软弱。,,,应当警醒、祷告，免得陷入试探；你们心灵虽然愿意，肉体却是软弱的。,"wind, breath, spirit"
ῥῆμα,12,unigram,neuter,nominative,plural,,,,这不是被鬼附的人所说的话。鬼岂能开盲人的眼睛呢？,,,,这话不是鬼附的人所说的。鬼怎能使瞎子的眼睛开了呢？,word
λόγος,58,unigram,masculine,accusative,singular,,,’,,,,,他回答他们：,word
λόγος,57,unigram,masculine,nominative,plural,天地要废去，我的话却绝不废去。,2.8768342913720675,,天地要废去，我的话却绝不废去。,,,,,word
ἔργον,20,unigram,neuter,accusative,plural,他们说：,1.169779240764849,他们回答说：,,他们说：,,,他们说：,work
ἔργον,33,unigram,neuter,accusative,singular,,,耶稣对他们说：,,耶稣说：,,,我把许多从父那里来的善事显给你们看，你们因哪一件要用石头打我呢？,work
ἔργον,120,unigram,neuter,nominative,plural,,,耶稣回答：,但实行真理的人就来接近光，为要显明他的行为是靠上帝而行的。,但遵行真理的人喜欢接近光，好显明他所做的是靠上帝做的。,,,,work
ἔργον,108,unigram,neuter,nominative,singular,,,信神所派来的那一位，就是做神的工作。,,信上帝所差来的那位，就是做上帝的工作。,,,,work
μέριμνα,54,unigram,feminine,nominative,singular,那被撒进种子的,1.096057314542422,那被撒进种子的,,,,,,"worry, concern, desire"
ἔτος,67,unigram,neuter,accusative,singular,,,但是园丁回答，对他说：,园丁回答：,园丁请求说，,,,管园的说：,year
