lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1934_translation,version_1935_translation,version_1936_translation,version_1937_translation,version_1938_translation,english_translation
ἡμέρα,99,unigram,feminine,accusative,singular,c'ac'al,13.972924756486735,cꞌacꞌal,c'ac'al,c'ac'al,c'ac'al,cꞌacꞌal,day
ἡμέρα,2,unigram,feminine,nominative,plural,sc'ac'alil,2.187786111286011,scꞌacꞌalil,sc'ac'alil,sc'ac'alil,yorail,cꞌacꞌal,day
ἡμέρα,78,unigram,feminine,nominative,singular,cꞌacꞌale,1.314226847292921,cꞌacꞌale,c'ac'al,isacub,yorail,cꞌacꞌale,day
ὀφειλέτης,141,unigram,masculine,nominative,singular,lajunmil,1.3062436949746812,lajunmil,svinic,yich'an,scajtusbe,lajunmil,debtor
δαιμόνιον,37,unigram,neuter,accusative,plural,pucujetic,54.82007319856809,pucujetic,pucujetique,pucujetic,pucujetic,pucujetic,demon
δαιμόνιον,366,unigram,neuter,accusative,singular,pucuj,179.48212545894847,pucuj,pucuje,pucuj,pucuj,pucuj,demon
δαιμόνιον,222,unigram,neuter,nominative,plural,pucujetic,2.6187383208073984,pucujetic,loq'uesbat,pucujetic,iloq'uesbat,pucujetic,demon
δαιμόνιον,196,unigram,neuter,nominative,singular,pucuje,2.111938342807517,lum,sjajanta,pucuje,pucuje,ijipe,demon
δηνάριον,340,unigram,neuter,accusative,plural,,,staqꞌuin,taq'uin,denario,denariotaq'uin,vinique,denarius (about a day's wages)
δηνάριον,184,unigram,neuter,accusative,singular,,,,Ac'bun,denario,denariotaq'uin,,denarius (about a day's wages)
μαθητής,203,unigram,masculine,accusative,plural,yajchanc'optaque,9.249362824546761,yajchanbalajeltaque,yajchanc'optaque,yajchanc'optaque,yajchanc'opetique,lajchavoꞌe,disciple
μαθητής,373,unigram,masculine,accusative,singular,,,cꞌuxun,jchanc'op,yajchanc'op,c'uxun,scꞌanojon,disciple
μαθητής,307,unigram,masculine,nominative,plural,yajchanc'optaque,7.53688788693665,yajchanbalajeltacuncutique,yajchanc'optaque,yajchanc'optaque,yajchanc'opuntutique,yajchancꞌopoticotique,disciple
μαθητής,371,unigram,masculine,nominative,singular,,,Pedroe,,yajchanc'op,nic'ot,Juanone,disciple
νόσος,3,unigram,feminine,accusative,plural,,,,jlajeltique,,Chiscoltaucutic,,disease
νόσος,85,unigram,feminine,accusative,singular,,,ip,c'usiuc,c'ux,,chamelal,disease
περιστερά,118,unigram,feminine,accusative,plural,,,jeltaqꞌuinetique,jchon-palomaetique,,jeltaq'uinetique,jchonpalomaetique,dove
περιστερά,64,unigram,feminine,accusative,singular,,,jculajteꞌ,paloma,stsumut,culajte,,dove
οὖς,171,unigram,neuter,accusative,plural,nopbeic,1.6097393992173177,nopbeic,xchiquine,snopbe,Nopilanic,nopbeic,ear
οὖς,313,unigram,neuter,accusative,singular,,,chavalic,xvinaj,,,sbatsꞌichiquin,ear
σεισμός,229,unigram,masculine,nominative,plural,niquel,1.3020511612412988,niquel,Buyuc,,chnic,niquel,"earthquakes, storm"
σεισμός,74,unigram,masculine,nominative,singular,batemique,1.106686664731795,batemique,,,,,"earthquakes, storm"
τέλος,40,unigram,neuter,accusative,plural,―xi.Cꞌalal,1.1620571919249745,―xi.Cꞌalal,,,,,end
τέλος,304,unigram,neuter,accusative,singular,,,schibajes,xlaje,slajebe,slajebal,ilbajinele,end
αἰών,271,unigram,masculine,accusative,plural,,,,spajeb,,Sbatel,jꞌisraeloxuque,eternity
αἰών,336,unigram,masculine,accusative,singular,sbatel,2.4361172956688986,sbatel,osil,sbatel,sbatel,sbatel,eternity
ὀφθαλμός,28,unigram,masculine,accusative,plural,sat,1.6313275170247257,sat,sat,sat,ach'el,achꞌel,eye
ὀφθαλμός,13,unigram,masculine,accusative,singular,sc'asbe,1.0963147656546597,,sc'asbe,,,,eye
ὀφθαλμός,75,unigram,masculine,nominative,plural,satic,1.7014552396333158,satic,satique,satic,satic,layacꞌbeic,eye
ὀφθαλμός,333,unigram,masculine,nominative,singular,,,chapajes,sbec,asatique,chaq'uele,asatic,eye
πρόσωπον,218,unigram,neuter,accusative,singular,spatan,1.4189300727435132,,,spatan,spatan,,face
λιμός,8,unigram,feminine,nominative,plural,,,niquel,scontrain,,,viꞌnal,famine
λιμός,345,unigram,masculine,nominative,plural,niquel,1.2017886522054115,niquel,niquel,,,viꞌnal,famine
λιμός,110,unigram,feminine,nominative,singular,,,viꞌnal,,,vi'nal,,famine
λιμός,157,unigram,masculine,nominative,singular,,,itsaqueic,sjunlej,,,,famine
γεωργός,283,unigram,masculine,nominative,plural,,,yajval,jmiltic,,chquich'betic,jchabiejꞌuvae,"farmer, tenant"
γεωργός,59,unigram,masculine,nominative,singular,jchabiej'uvate,1.1063308381770665,,,,jchabiej'uvate,,"farmer, tenant"
πατήρ,223,unigram,masculine,accusative,plural,snitilultaque,1.1639641272654977,snitilultaque,,,,,father
πατήρ,339,unigram,masculine,accusative,singular,Jtote,19.872701003494175,Jtote,Jtote,Jtote,Jtote,Jtote,father
πατήρ,348,unigram,masculine,nominative,plural,,,voꞌonee,maná,vo'onee,sve'ic,moletique,father
πατήρ,212,unigram,masculine,nominative,singular,Jtote,42.89458025119858,Jtote,Jtote,Jtote,Jtote,Jtote,father
σύνδουλος,165,unigram,masculine,accusative,plural,jyacubeletique,1.2729112725742393,,jyacubeletique,jyacubeletique,chyacubic,,"fellow-servant, colleague"
σύνδουλος,104,unigram,masculine,accusative,singular,achi'il,1.0229126649405165,,achi'il,,,,"fellow-servant, colleague"
σύνδουλος,352,unigram,masculine,nominative,plural,,,yile,ts'icbaj,abtele,,opisinae,"fellow-servant, colleague"
σύνδουλος,132,unigram,masculine,nominative,singular,chajsutesbe,1.2021214264282003,chajsutesbe,,,,chajsutesbe,"fellow-servant, colleague"
ἀγρός,365,unigram,masculine,accusative,plural,,,coloniaetic,xnich'nabe,tsobtsobnaetic,,parajeletic,field
ἀγρός,48,unigram,masculine,accusative,singular,,,jpatpꞌine,smanic,,jtuch,jsetꞌ,field
δάκτυλος,263,unigram,masculine,accusative,plural,,,,xjax,sni,,,finger
δάκτυλος,202,unigram,masculine,accusative,singular,Tomase,2.151413576553251,,,Tomase,Tomase,,finger
ἰχθύς,175,unigram,masculine,accusative,plural,cha'cot,1.7365542085462748,chaꞌcot,cha'cot,cha'cot,cha'cot,chaꞌcot,fish
ἰχθύς,217,unigram,masculine,accusative,singular,choy,1.8570316710896222,choy,choy,sc'anboxuc,choy,choye,fish
δίκτυον,126,unigram,neuter,accusative,plural,snutiꞌic,1.6339181381984955,snutiꞌic,smasobil,snuti'ic,slebique,snutiꞌic,fishing net
δίκτυον,226,unigram,neuter,accusative,singular,,,jnutiꞌcutique,xchoyique,canova,jlebtutique,choy,fishing net
δίκτυον,197,unigram,neuter,nominative,plural,xjat,1.1614072804579731,,xjat,,,,fishing net
τροφή,275,unigram,feminine,accusative,plural,,,batemuncutic,smanel,batemic,batemuntutic,batemoticotic,food
τροφή,360,unigram,feminine,accusative,singular,,,smacꞌlan,sts'etan,smac'lin,tsmac'lin,,food
πούς,266,unigram,masculine,accusative,plural,yoc,3.089265811647395,yoc,yoc,yacan,yacan,yoc,foot
πούς,130,unigram,masculine,accusative,singular,avacan,1.6916529409293926,,avacan,,,,foot
καρπός,208,unigram,masculine,accusative,plural,,,sat,sate,sat,sate,chopole,"fruit, crop, harvest"
καρπός,261,unigram,masculine,accusative,singular,sat,3.4758636764752,,sate,sat,sat,,"fruit, crop, harvest"
πλήρωμα,299,unigram,neuter,accusative,plural,,,scomenal,scomelale,moch,xet'elal,sovrae,fullness
πλήρωμα,359,unigram,neuter,accusative,singular,manta,1.0595352057902494,,,manta,,,fullness
γενεά,300,unigram,feminine,accusative,plural,,,cꞌuxubinel,xi'taique,,jujumaquel,xcꞌuxubinatic,generation
γενεά,262,unigram,feminine,accusative,singular,,,oyoxuc,tana,orae,,cuxuloxuc,generation
γενεά,170,unigram,feminine,nominative,singular,,,,Ic'bun,orae,li'oyoxuc,cuxuloxuc,generation
δῶρον,338,unigram,neuter,accusative,plural,smoton,1.8169463742722536,smoton,staq'uinic,smoton,,,gift
δῶρον,186,unigram,neuter,accusative,singular,smoton,5.72051751245182,smoton,matanal,smoton,smoton,smoton,gift
ἡγεμών,194,unigram,masculine,accusative,plural,,,chayiqꞌuic,ajvaliletique,jcoj,,avichꞌojicon,"governor, ruler"
ἡγεμών,16,unigram,masculine,accusative,singular,spac,1.7144833541466067,spac,,xc'opoj,gobernadore,spac,"governor, ruler"
σταφυλή,211,unigram,feminine,accusative,plural,,,chꞌix,tsucum,ch'ixte,,xataic,grapes
ἀσπασμός,351,unigram,masculine,accusative,plural,chꞌivite,1.567602678688249,chꞌivite,ich'bilic,nupbil,plaza,chꞌivite,greeting
ἀσπασμός,195,unigram,masculine,accusative,singular,,,Elisabet,,xijilan,,,greeting
ὁδηγός,6,unigram,masculine,nominative,plural,snitbel,1.096071996175396,,snitbel,,,,guide
ὁδηγός,4,unigram,masculine,nominative,singular,Yan,1.0680409813054197,Yan,,,,,guide
θρίξ,150,unigram,feminine,accusative,plural,xcꞌajben,1.096456061997494,xcꞌajben,,,,,hair
θρίξ,109,unigram,feminine,nominative,plural,,,,atbil,stsotsil,,,hair
θρίξ,244,unigram,feminine,nominative,singular,,,chasmilique,ajolic,stsotsil,chasmiloxuque,chasmilic,hair
χείρ,342,unigram,feminine,accusative,plural,sc'ob,8.704306884939276,scꞌob,sc'ob,sc'ob,sc'ob,scꞌob,hand
χείρ,248,unigram,feminine,accusative,singular,sc'ob,1.5898821001066992,sbicꞌtaltac,sc'obe,sc'ob,sc'ob,sniꞌtac,hand
κεφαλή,162,unigram,feminine,accusative,plural,,,,sjimolan,sjimulan,sjim,,head
κεφαλή,233,unigram,feminine,accusative,singular,sjol,7.758439712895101,sjol,sjol,sjol,sjol,sjol,head
στάχυς,234,unigram,masculine,accusative,plural,trigo,1.1156414043711886,jaychex,trigo,,trigo,jaychev,head of grain
στάχυς,86,unigram,masculine,accusative,singular,,,,,xnich,chyijub,,head of grain
καρδία,41,unigram,feminine,accusative,plural,toj,1.1607075903082948,,,,toj,,heart
καρδία,316,unigram,feminine,accusative,singular,,,,xac,,c'otuc,,heart
καρδία,367,unigram,feminine,nominative,plural,yacubele,1.096630231763422,,,,,yacubele,heart
καρδία,219,unigram,feminine,nominative,singular,,,avoꞌonic,jtojol,avo'ntonic,avo'ntonic,avoꞌonic,heart
οὐρανός,9,unigram,masculine,accusative,plural,,,jculajteꞌ,ijam,stsumut,Sq'ueloj,ichiꞌine,"heaven, sky"
οὐρανός,295,unigram,masculine,accusative,singular,vinajel,14.410159383056238,vinajel,vinajel,vinajel,vinajel,vinajel,"heaven, sky"
οὐρανός,378,unigram,masculine,nominative,plural,,,jculajteꞌ,paloma,stsumut,sq'ueloj,ichiꞌine,"heaven, sky"
οὐρανός,224,unigram,masculine,nominative,singular,vinajele,1.7600531451765322,caloje,vinajele,vinajel,vinajele,chlaj,"heaven, sky"
ὥρα,323,unigram,feminine,nominative,plural,sbosi,1.0963247953316897,,,sbosi,,,hour
ὥρα,31,unigram,feminine,nominative,singular,yorail,8.156498531851357,scꞌacꞌalil,yorail,yorail,yorail,yora,hour
οἰκία,177,unigram,feminine,accusative,plural,sloꞌlobeic,1.6287632130701,sloꞌlobeic,xich'ic,Xchi'uc,,sloꞌlobeic,house
οἰκία,356,unigram,feminine,accusative,singular,sna,4.351773332743057,sna,na,sna,sna,sna,house
οἶκος,311,unigram,masculine,accusative,plural,,,,xiyiq'uic,,chixc'uxubinun,,"house, home"
οἶκος,27,unigram,masculine,accusative,singular,sna,5.194539621575147,sna,sna,sna,sna,sna,"house, home"
κριτής,337,unigram,masculine,nominative,plural,,,,avinictac,,chastojobtasoxuc,,judge
κριτής,188,unigram,masculine,nominative,singular,,,,,jchapanvanej,,jmeltsanejcꞌop,judge
κλείς,96,unigram,feminine,accusative,plural,,,xcꞌotic,syavial,,Chacac'be,,key
κλείς,181,unigram,feminine,accusative,singular,,,,sna'el,,abolibtasbeic,Chapajesic,key
βασιλεύς,124,unigram,masculine,accusative,plural,,,chayiqꞌuic,ajvaliletique,jcoj,,avichꞌojicon,king
βασιλεύς,69,unigram,masculine,accusative,singular,ajvalil,11.355695948763527,ajvalil,ajvalil,ajvalil,ajvalil,chaspasic,king
βασιλεία,91,unigram,feminine,accusative,plural,toyol,1.2314066260548742,iyacꞌbe,toyol,toyol,sp'ijilique,jyuꞌeletique,kingdom
βασιλεία,183,unigram,feminine,accusative,singular,mantal,2.2693908161823044,mantal,xventainvan,ventainel,mantal,mantal,kingdom
κόπος,227,unigram,masculine,accusative,plural,spasbune,1.49904870209586,yacꞌbune,yutsil,spasbune,spasbune,liyacꞌbee,"labour, work, trouble, difficulty"
κόπος,101,unigram,masculine,accusative,singular,antse,1.092326682715001,antse,,,,antse,"labour, work, trouble, difficulty"
λύχνος,259,unigram,masculine,nominative,singular,lámpara,2.077299571717213,lámparae,lámpara,abec'talique,lámpara,avoꞌonic,lamp
κλῆρος,115,unigram,masculine,accusative,plural,jlicucal,1.0960622061228922,,,jlicucal,,,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,,,jlicucal,soldadoetique,,al,solteroetique,"lots (casting of lots), inheritance"
ἄνθρωπος,326,unigram,masculine,accusative,plural,,,crixchanoetique,buch'uuc,bu,yal,,man
ἄνθρωπος,285,unigram,masculine,accusative,singular,vinic,5.205689106588175,chayilic,vinic,vinic,chavale,vinic,man
ἄνθρωπος,136,unigram,masculine,nominative,plural,,,jechoxuc,Cesarea,cristianoetique,crixchanoetique,chavil,man
ἄνθρωπος,201,unigram,masculine,nominative,singular,vinic,3.888463333857593,jun,vinic,vinic,vinic,jun,man
ἀνήρ,276,unigram,masculine,accusative,plural,viniquetic,1.3468438481713403,,viniquetic,,,,"man, husband"
ἀνήρ,280,unigram,masculine,accusative,singular,,,Itacꞌav,smalal,amalal,jmalal,,"man, husband"
ἀνήρ,168,unigram,masculine,nominative,plural,viniquetic,4.194021223419688,viniquetic,viniquetic,viniquetic,viniquetic,viniquetic,"man, husband"
ἀνήρ,268,unigram,masculine,nominative,singular,vinic,14.066245058797303,vinic,vinic,vinic,vinic,vinic,"man, husband"
μνᾶ,329,unigram,feminine,accusative,plural,xut,1.3586783520436028,xut,velta,xut,libra,,mina (about 100 days' wages)
μνᾶ,17,unigram,feminine,accusative,singular,jolil,1.0960817954296525,,jolil,,,,mina (about 100 days' wages)
πρωτοκαθεδρία,122,unigram,feminine,accusative,plural,,,,chotlebaletic,sliqueb,chnaquiic,xchotiic,"most important seat, seat of honour"
πρωτοκαθεδρία,43,unigram,feminine,accusative,singular,cꞌoponbiloxuc,1.202110334240935,cꞌoponbiloxuc,,,,cꞌoponbiloxuc,"most important seat, seat of honour"
μήτηρ,308,unigram,feminine,accusative,singular,sme,11.014382392995458,stot,sme,sme,sme,stot,mother
ὄρος,243,unigram,neuter,accusative,plural,,,jatavanic,jatavicuc,,Judeae,nacꞌ,mountain
ὄρος,293,unigram,neuter,accusative,singular,vits,325.94849147257645,vits,vits,vits,vits,vits,mountain
μύρον,102,unigram,neuter,accusative,plural,xtuib,1.2021880931528768,xtuib,,vomoletic,,xtuib,myrrh
μύρον,33,unigram,neuter,accusative,singular,smalbun,1.2018272346696404,smalbun,,smalbun,scajmalbun,,myrrh
ὄνομα,100,unigram,neuter,accusative,plural,Boanerges,1.096456061997494,,Boanerges,,,,name
ὄνομα,42,unigram,neuter,accusative,singular,jventa,3.3402196874261882,avichꞌojicun,jventa,jbie,jventa,sbiin,name
ὄνομα,281,unigram,neuter,nominative,singular,sbi,45.69813069394791,sbi,sbi,sbi,sbi,sbi,name
ἔθνος,257,unigram,neuter,accusative,plural,,,spꞌejel,muc'tiquil,cristianoetic,crixchanoetic,sjunlej,nation
ἔθνος,220,unigram,neuter,accusative,singular,,,yantic,scontrain,xlic,ajvaliletique,sliquesic,nation
ἔθνος,332,unigram,neuter,nominative,plural,,,xojtaquinic,yo'ntonic,sna'oj,,chat,nation
ἔθνος,32,unigram,neuter,nominative,singular,,,yantic,scontrain,ajvaliletic,ajvaliletique,sliquesic,nation
νύξ,214,unigram,feminine,accusative,plural,ac'ubal,4.886384152605605,acꞌubal,ac'ubal,ac'ubal,ac'ubal,acꞌubal,night
ὅρκος,70,unigram,masculine,accusative,plural,,,stꞌabbe,sva'an,Herodese,Scoj,rextico,oath
ὅρκος,292,unigram,masculine,accusative,singular,,,,jmolmuc'totic,chiscoltautic,jc'opilaltic,,oath
βοῦς,173,unigram,masculine,accusative,plural,,,jchonvacaxetic,,ch'ulna,,tiꞌ,ox
παραβολή,288,unigram,feminine,accusative,plural,,,loꞌil,albatic,lo'il,lo'il,loꞌil,parable
παραβολή,249,unigram,feminine,accusative,singular,,,loꞌil,babac'op,lo'il,lo'il,loꞌil,parable
μέρος,377,unigram,neuter,accusative,plural,yosilal,2.7378295613443924,,yosilal,yosilal,slumal,stsꞌel,part
μέρος,61,unigram,neuter,accusative,singular,,,Chjul,stsitse,xchi'in,xch'acbe,acꞌbatuc,part
μαργαρίτης,251,unigram,masculine,accusative,plural,,,natsꞌil,,nats'il,toyol,stojole,pearls
μαργαρίτης,45,unigram,masculine,accusative,singular,perla,1.329041387798695,,perla,,perla,leclec,pearls
τόπος,302,unigram,masculine,accusative,plural,niquel,1.2475348827900374,niquel,Buyuc,,chnic,niquel,place
τόπος,325,unigram,masculine,accusative,singular,bu,3.056162154507923,,sts'ijlajan,bu,bu,,place
πρωτοκλισία,306,unigram,feminine,accusative,plural,xchotiic,1.7059886333283618,xchotiic,chotlebaletic,,chnaquiic,xchotiic,place of honor
πρωτοκλισία,44,unigram,feminine,accusative,singular,chotlebal,2.051278589651552,qꞌuine,chotlebal,chotlebal,q'uin,bail,place of honor
