lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2098_translation,version_2099_translation,version_2100_translation,version_2101_translation,version_2102_translation,version_2103_translation,english_translation
σῶμα,189,unigram,neuter,nominative,plural,mitumbi,1.999948655640119,,mitumbi,,,,,body
σῶμα,51,unigram,neuter,nominative,singular,muviri,18.834427190026197,muʋiri,muviri,muviri,muviri,,muviri,body
κλῆμα,47,unigram,neuter,nominative,plural,,,Unogara,achabereka,,,,Anogara,branch
κλῆμα,129,unigram,neuter,nominative,singular,mandiri,4.172348289131175,mandiri,mandiri,,,,mandiri,branch
ἄρτος,283,unigram,masculine,accusative,plural,zvingwa,23.388787152192755,ɀiŋgwa,zvingwa,zvingwa,zvingwa,,zvingwa,bread
ἄρτος,308,unigram,masculine,accusative,singular,chingwa,502.54355732555575,ciŋgwa,chingwa,chingwa,chingwa,,chingwa,bread
ἄρτος,135,unigram,masculine,nominative,plural,chingwa,3.42039201613007,ɀiŋgwa,chingwa,chingwa,chingwa,,zvingwa,bread
ἄρτος,30,unigram,masculine,nominative,singular,chingwa,99.358953279113,ciŋgwa,chingwa,chingwa,chingwa,,chingwa,bread
ἀδελφός,267,unigram,masculine,accusative,plural,navanun'una,1.4395200760342002,,vanunʼuna,navanun'una,navanun'una,,vanun'una,brother
ἀδελφός,103,unigram,masculine,accusative,singular,munun'una,6.708637752743612,munuŋuna,nomununʼuna,munun'una,munun'una,,munun'una,brother
ἀδελφός,95,unigram,masculine,nominative,plural,navanun'una,6.977724660812262,naʋanuŋuna,navanunʼuna,navanun'una,navanun'una,,navanun'una,brother
ἀδελφός,207,unigram,masculine,nominative,singular,munun'una,3.5782268710198353,munuŋuna,mununʼuna,munun'una,munun'una,,munun'una,brother
στῆθος,253,unigram,neuter,accusative,singular,,,pacifuʋa,ndianiko,,,,pachipfuva,"chest, breast"
ἀρχιερεύς,218,unigram,masculine,accusative,plural,kuvapristi,1.0223443191802728,ʋakuru,kuvaprista,kuvapristi,kuvapristi,,vakuru,chief priest
ἀρχιερεύς,52,unigram,masculine,accusative,singular,mukuru,1.145145328231959,kunaKayafasi,Kayafasi,mukuru,mukuru,,Kaifasi,chief priest
ἀρχιερεύς,102,unigram,masculine,nominative,plural,vakuru,16.891132748559134,ʋakuru,vakuru,vakuru,vakuru,,vakuru,chief priest
ἀρχιερεύς,222,unigram,masculine,nominative,singular,mukuru,3.5171417040543367,muprista,mukuru,mukuru,mukuru,,mupristi,chief priest
παῖς,210,unigram,masculine,accusative,plural,vana,1.0862688736013175,,vana,,,,,child
τέκνον,302,unigram,neuter,accusative,plural,vana,21.731046832449618,ʋana,vana,vana,vana,,vana,child
τέκνον,156,unigram,neuter,accusative,singular,,,munuŋuna,mununʼuna,,,,munun'una,child
τέκνον,168,unigram,neuter,nominative,singular,Mwanangu,3.9159193647684236,Mŋana,zvako,Mwanangu,Mwanangu,,Mwana,child
παιδίον,11,unigram,neuter,accusative,plural,vaduku,2.8420263786433777,ʋaɗuku,vaduku,vaduku,vaduku,,vaduku,child
παιδίον,76,unigram,neuter,accusative,singular,mwana,104.56843480794993,mŋana,mwana,mwana,mwana,,mwana,child
παιδίον,150,unigram,neuter,nominative,plural,vaduku,2.3125069126906026,ʋaɗuku,vaduku,,,,vaduku,child
παιδίον,32,unigram,neuter,nominative,singular,somwana,1.8221323002320715,Mŋana,somwana,somwana,somwana,,Mwana,child
πόλις,159,unigram,feminine,accusative,plural,nomumaguta,3.0245346810594307,,nomumaguta,nomumaguta,nomumaguta,,,city
πόλις,55,unigram,feminine,accusative,singular,muguta,13.931828325189384,muguta,muguta,muguta,muguta,,muguta,city
πύλη,180,unigram,feminine,nominative,singular,yacho,1.2323006842427546,,,yacho,yacho,,,city gate
χιτών,98,unigram,masculine,accusative,plural,mbiri,7.3810627523103705,mbiri,nguo,mbiri,mbiri,,mbiri,"clothing, undergarments"
χιτών,23,unigram,masculine,accusative,singular,rako,1.7238710824329377,neŋguʋo,yomukati,rako,rako,,nenguo,"clothing, undergarments"
ἱμάτιον,112,unigram,neuter,accusative,plural,,,ŋguʋo,nguo,hanzu,hanzu,,nguo,coat
ἱμάτιον,111,unigram,neuter,accusative,singular,,,ŋguʋo,nguo,rake,rake,,nguo,coat
ἐντολή,69,unigram,feminine,accusative,plural,,,mirairo,mirayiro,mitemo,mitemo,,mirayiro,commandment
ἐντολή,67,unigram,feminine,accusative,singular,,,murairo,murayiro,mutemo,mutemo,,murayiro,commandment
συνέδριον,288,unigram,neuter,accusative,plural,mumasinagogu,2.1330751577888414,ʋacakuisai,kumatare,mumasinagogu,mumasinagogu,,vachakuisai,council
συνέδριον,43,unigram,neuter,accusative,singular,vakuru,1.171292323254585,ʋakuru,vaprista,vakuru,vakuru,,vakuru,council
χώρα,257,unigram,feminine,accusative,singular,kunyika,93.98759604211088,kunyika,kunyika,kunyika,kunyika,,kunyika,"country, countryside"
ὄχλος,48,unigram,masculine,accusative,plural,,,ʋazhinji,vazhinji,ravanhu,ravanhu,,vazhinji,crowd
ὄχλος,7,unigram,masculine,accusative,singular,ravanhu,2.7214294220249546,ʋazhinji,vanhu,ravanhu,ravanhu,,vazhinji,crowd
ὄχλος,84,unigram,masculine,nominative,plural,,,ʋazhinji,vazhinji,ravanhu,ravanhu,,vazhinji,crowd
ὄχλος,248,unigram,masculine,nominative,singular,,,ʋazhinji,vazhinji,chavanhu,chavanhu,,vazhinji,crowd
θυγάτηρ,282,unigram,feminine,nominative,singular,Mwanasikana,10.052365829037853,Mukunda,Mwanasikana,Mwanasikana,Mwanasikana,,Mukunda,daughter
ἡμέρα,63,unigram,feminine,accusative,plural,memazuva,1.7686598530678368,mazuʋa,kwamazuva,memazuva,memazuva,,mazuva,day
ἡμέρα,72,unigram,feminine,accusative,singular,zuva,4.615525805446461,zuʋa,zuva,zuva,zuva,,zuva,day
ἡμέρα,2,unigram,feminine,nominative,plural,mazuva,19.185655629140697,mazuʋa,ichasvika,mazuva,mazuva,,mazuva,day
ἡμέρα,57,unigram,feminine,nominative,singular,zuva,12.130820128219758,zuʋa,zuva,zuva,zuva,,zuva,day
δαιμόνιον,24,unigram,neuter,accusative,plural,yakaipa,1.9577212490876454,yakaipa,madhimoni,yakaipa,yakaipa,,yakaipa,demon
δαιμόνιον,298,unigram,neuter,accusative,singular,,,wakaipa,dhimoni,mweya,mweya,,wakaipa,demon
δαιμόνιον,170,unigram,neuter,nominative,plural,yakaipa,17.04230443616206,yakaipa,madhimoni,yakaipa,yakaipa,,yakaipa,demon
δαιμόνιον,148,unigram,neuter,nominative,singular,wakaipa,4.748667239688711,wakaipa,dhimoni,wakaipa,wakaipa,,wakaipa,demon
δηνάριον,272,unigram,neuter,accusative,plural,chamadhenari,1.6642210326322306,camadenari,chamadhenari,,,,chamadhenari,denarius (about a day's wages)
δηνάριον,137,unigram,neuter,accusative,singular,dhenari,3.338582849812588,denari,,dhenari,dhenari,,dhenari,denarius (about a day's wages)
μαθητής,154,unigram,masculine,accusative,plural,vadzidzi,3.841534518735006,ʋadzidzi,vake,vadzidzi,vadzidzi,,vadzidzi,disciple
μαθητής,303,unigram,masculine,accusative,singular,wapamwoyo,1.6815215656571283,waiɗikanwa,mudzidzi,wapamwoyo,wapamwoyo,,aidikanwa,disciple
μαθητής,243,unigram,masculine,nominative,plural,vadzidzi,6.109108438428039,ʋadzidzi,vadzidzi,vadzidzi,vadzidzi,,vadzidzi,disciple
μαθητής,301,unigram,masculine,nominative,singular,mudzidzi,1062.6991751248995,mudzidzi,mudzidzi,mudzidzi,mudzidzi,,mudzidzi,disciple
νόσος,3,unigram,feminine,accusative,plural,zvirwere,7.549764921117082,,zvirwere,zvirwere,zvirwere,,,disease
νόσος,62,unigram,feminine,accusative,singular,zvirwere,2.3479972453979494,,achiporesa,zvirwere,zvirwere,,,disease
περιστερά,83,unigram,feminine,accusative,plural,,,,njiva,,,,vaitengesa,dove
περιστερά,45,unigram,feminine,accusative,singular,senjiva,3.396030728603965,senjiʋa,senjiva,senjiva,senjiva,,senjiva,dove
οὖς,128,unigram,neuter,accusative,plural,nzeve,1.203845978443853,,nzeve,nzeve,nzeve,,nzeve,ear
οὖς,247,unigram,neuter,accusative,singular,munzeve,1.0481705934231191,,munzeve,,,,,ear
σεισμός,176,unigram,masculine,nominative,plural,,,kwenyika,,nedzinzara,nedzinzara,,kwenyika,"earthquakes, storm"
τέλος,241,unigram,neuter,accusative,singular,pakuguma,1.519336166345576,pakuguma,achaponeswa,,,,pakuguma,end
αἰών,268,unigram,masculine,accusative,singular,nokusingaperi,44.00685423746717,nokusiŋgaperi,nokusingaperi,nokusingaperi,nokusingaperi,,nokusingaperi,eternity
ὀφθαλμός,17,unigram,masculine,accusative,plural,meso,18.328840065896554,meso,meso,maziso,maziso,,meso,eye
ὀφθαλμός,54,unigram,masculine,nominative,plural,meso,24.43289549359077,meso,meso,maziso,maziso,,meso,eye
ὀφθαλμός,265,unigram,masculine,nominative,singular,rako,1.216294290563584,rako,rako,ziso,ziso,,rako,eye
πρόσωπον,104,unigram,neuter,accusative,plural,uso,3.267589008575122,ɀaʋo,zviso,uso,uso,,zvavo,face
πρόσωπον,165,unigram,neuter,accusative,singular,nouso,1.736383927348608,ɀinoʋonekwa,munodzidzisa,nouso,nouso,,zvinoonekwa,face
λιμός,6,unigram,feminine,nominative,plural,,,dzicaʋa,dzakasiyana-siyana,,,,dzichavapo,famine
λιμός,277,unigram,masculine,nominative,plural,dzakasiyana-siyana,1.096071996175396,,dzakasiyana-siyana,,,,,famine
λιμός,78,unigram,feminine,nominative,singular,kushayiwa,1.16133743562475,kushaiwa,kushayiwa,,,,kushayiwa,famine
γεωργός,223,unigram,masculine,nominative,plural,munda,1.433890443252407,ʋarimi,mudyi,munda,munda,,varimi,"farmer, tenant"
γεωργός,40,unigram,masculine,nominative,singular,mudzambiringa,1.1063308381770665,,,,,,mudzambiringa,"farmer, tenant"
πατήρ,271,unigram,masculine,accusative,singular,Baba,2.861496228938932,ɓaɓa,Baba,Baba,Baba,,baba,father
πατήρ,281,unigram,masculine,nominative,plural,enyu,1.488753026643799,Madziɓaɓa,akadya,enyu,enyu,,Madzibaba,father
πατήρ,160,unigram,masculine,nominative,singular,Baba,99.17616221542094,Ƃaɓa,Baba,Baba,Baba,,baba,father
σύνδουλος,285,unigram,masculine,nominative,plural,,,ʋaiɓata,,,,,vaishanda,"fellow-servant, colleague"
ἀγρός,297,unigram,masculine,accusative,plural,,,naparuwa,nguruve,,,,vakoma,field
ἀγρός,31,unigram,masculine,accusative,singular,munda,5.3922458174567005,munda,munda,munda,munda,,munda,field
δάκτυλος,153,unigram,masculine,accusative,singular,munwe,2.0544206889486447,murutiʋi,munwe,munwe,munwe,,murutivi,finger
ἰχθύς,131,unigram,masculine,accusative,plural,nehove,3.6548526146582265,nehoʋe,nehove,nehove,nehove,,nehove,fish
ἰχθύς,164,unigram,masculine,accusative,singular,hove,6.481084990150551,hoʋe,hove,hove,hove,,hove,fish
δίκτυον,92,unigram,neuter,accusative,plural,usvasvi,4.090212678892817,ʋutaʋa,mambure,usvasvi,usvasvi,,hwavo,fishing net
δίκτυον,173,unigram,neuter,accusative,singular,usvasvi,6.319472449963523,rutaʋa,mambure,usvasvi,usvasvi,,usvasvi,fishing net
δίκτυον,149,unigram,neuter,nominative,plural,kubvaruka,1.0960965115985384,,kubvaruka,,,,,fishing net
τροφή,215,unigram,feminine,accusative,plural,kundotenga,1.3700039478414558,kundoteŋga,vandotenga,kundotenga,kundotenga,,kundotenga,food
τροφή,292,unigram,feminine,accusative,singular,akaiswa,1.096071996175396,,akaiswa,,,,,food
πούς,208,unigram,masculine,accusative,plural,tsoka,23.570027063000424,tsoka,tsoka,tsoka,tsoka,,tsoka,foot
καρπός,158,unigram,masculine,accusative,plural,muchero,4.371686482236737,ɀiɓereko,zvibereko,muchero,muchero,,michero,"fruit, crop, harvest"
καρπός,205,unigram,masculine,accusative,singular,muchero,16.804734484241525,ɀiɓereko,zvibereko,muchero,muchero,,michero,"fruit, crop, harvest"
πλήρωμα,239,unigram,neuter,accusative,plural,akazadzwa,1.090152930455124,akazadzwa,matengu,,,,akazadzwa,fullness
γενεά,206,unigram,feminine,accusative,singular,urwu,4.387848090396152,urwu,urwu,,,,urwu,generation
γενεά,279,unigram,feminine,nominative,plural,zvizvarwa,1.9230378848075467,marudzi,,zvizvarwa,zvizvarwa,,kubva,generation
γενεά,127,unigram,feminine,nominative,singular,,,Rudzi,rudzi,chizvarwa,chizvarwa,,Rudzi,generation
δῶρον,270,unigram,neuter,accusative,plural,zvipo,6.794184649304616,ɀipo,zvipo,zvipo,zvipo,,zvipo,gift
δῶρον,138,unigram,neuter,accusative,singular,chipo,8.303734540674379,cipo,chipo,chipo,chipo,,chipo,gift
ἡγεμών,146,unigram,masculine,accusative,plural,pamberi,1.4580979177076923,nokuɗa,pamberi,pamberi,pamberi,,nokuda,"governor, ruler"
ἡγεμών,9,unigram,masculine,accusative,singular,zvakamukatyamadza,1.2014329445805427,haana‐kuʋapindura,akasapindura,zvakamukatyamadza,zvakamukatyamadza,,,"governor, ruler"
ἀσπασμός,284,unigram,masculine,accusative,plural,pamisika,5.645330075375437,paɗare,pamisika,pamisika,pamisika,,padare,greeting
ἀσπασμός,147,unigram,masculine,accusative,singular,azadzwa,1.84090709911658,,,azadzwa,azadzwa,,,greeting
ὁδηγός,4,unigram,masculine,nominative,singular,,,ʋakapofumara,vatungamiri,,,,vakapofumara,guide
θρίξ,77,unigram,feminine,nominative,plural,rakaverengwa,1.9999489569121105,,rakaverengwa,,,,,hair
χείρ,274,unigram,feminine,accusative,plural,maoko,30.41402236699734,maʋoko,maoko,maoko,maoko,,maoko,hand
χείρ,192,unigram,feminine,accusative,singular,ruoko,26.233742541653317,ruʋoko,ruoko,ruoko,ruoko,,ruoko,hand
κεφαλή,120,unigram,feminine,accusative,plural,misoro,3.445923199348693,misoro,misoro,vaipfuura,vaipfuura,,misoro,head
κεφαλή,179,unigram,feminine,accusative,singular,musoro,293.17453601254925,musoro,musoro,musoro,musoro,,musoro,head
καρδία,27,unigram,feminine,accusative,plural,,,mŋoyo,mwoyo,pamberi,pamberi,,mwoyo,heart
καρδία,250,unigram,feminine,accusative,singular,,,nokunzwisisa,mumwoyo,mwoyo,mwoyo,,nokunzwisisa,heart
καρδία,166,unigram,feminine,nominative,singular,mwoyo,11.096201693540307,mŋoyo,mwoyo,mwoyo,mwoyo,,mwoyo,heart
οὐρανός,235,unigram,masculine,accusative,singular,kudenga,20.388369562173633,kuɗeŋga,kudenga,kudenga,kudenga,,kudenga,"heaven, sky"
οὐρανός,171,unigram,masculine,nominative,singular,denga,1.4049931136828366,ɗeŋga,denga,,,,denga,"heaven, sky"
ὥρα,20,unigram,feminine,nominative,singular,nguva,8.839727851211915,ŋguʋa,nguva,nguva,nguva,,nguva,hour
οἰκία,133,unigram,feminine,accusative,plural,dzimba,3.713474252195756,dzimba,dzimba,,,,dzimba,house
οἰκία,289,unigram,feminine,accusative,singular,mumba,2.128275540382611,mumba,mumba,mumba,mumba,,mumba,house
οἶκος,16,unigram,masculine,accusative,singular,kumba,22.179496044165237,kumba,kumba,kumusha,kumusha,,kumba,"house, home"
κριτής,269,unigram,masculine,nominative,plural,vanoabudisa,1.0595416318177244,,vanoabudisa,,,,,judge
κριτής,140,unigram,masculine,nominative,singular,,,mutoŋgi,,,,,mutongi,judge
βασιλεύς,90,unigram,masculine,accusative,plural,pamberi,1.470306066576119,nokuɗa,pamberi,pamberi,pamberi,,nokuda,king
βασιλεύς,49,unigram,masculine,accusative,singular,mambo,21.947145095308286,Mambo,mambo,mambo,mambo,,mambo,king
βασιλεία,66,unigram,feminine,accusative,plural,akamuratidza,1.0598675820699466,,akamuratidza,,,,,kingdom
βασιλεία,136,unigram,feminine,accusative,singular,hwaMwari,2.3229245839456945,bgaMŋari,hwaMwari,hwaMwari,hwaMwari,,hwaMwari,kingdom
κόπος,174,unigram,masculine,accusative,plural,aita,1.231978041504135,ɓasa,chinhu,aita,aita,,rakanaka,"labour, work, trouble, difficulty"
λύχνος,203,unigram,masculine,nominative,singular,mwenje,1.8723702014833326,,,mwenje,mwenje,,,lamp
κλῆρος,1,unigram,masculine,accusative,singular,mijenya,3.597796865789302,mijenya,mijenya,chin'ange,chin'ange,,mijenya,"lots (casting of lots), inheritance"
ἄνθρωπος,259,unigram,masculine,accusative,plural,vanhu,19.34518407536377,ʋanhu,vamwe,vanhu,vanhu,,vanhu,man
ἄνθρωπος,225,unigram,masculine,accusative,singular,munhu,331.36746195334547,munhu,munhu,munhu,munhu,,munhu,man
ἄνθρωπος,99,unigram,masculine,nominative,plural,vanhu,1.7484679508469876,ʋanhu,woMunhu,vanhu,vanhu,,vanhu,man
ἄνθρωπος,152,unigram,masculine,nominative,singular,munhu,59.838105857942935,munhu,murume,munhu,munhu,,munhu,man
ἀνήρ,216,unigram,masculine,accusative,plural,,,naʋarume,,,,,navarume,"man, husband"
ἀνήρ,220,unigram,masculine,accusative,singular,murume,126.26682289739183,murume,murume,murume,murume,,murume,"man, husband"
ἀνήρ,125,unigram,masculine,nominative,plural,varume,5.64085793379724,ʋarume,varume,varume,varume,,varume,"man, husband"
ἀνήρ,209,unigram,masculine,nominative,singular,murume,39.95857748698668,murume,akanga,murume,murume,,murume,"man, husband"
μνᾶ,261,unigram,feminine,accusative,plural,,,,zviuru,,,,pondo,mina (about 100 days' wages)
πρωτοκαθεδρία,88,unigram,feminine,accusative,plural,,,pamitambo,nezvigaro,pamabiko,pamabiko,,pamitambo,"most important seat, seat of honour"
μήτηρ,244,unigram,feminine,accusative,singular,namai,5.185935769180281,namai,namai,naamai,naamai,,namai,mother
ὄρος,188,unigram,neuter,accusative,plural,kumakomo,1.8768561501889982,kumakomo,,,,,kumakomo,mountain
ὄρος,233,unigram,neuter,accusative,singular,,,mugomo,reMiorivhi,kugomo,kugomo,,mugomo,mountain
ὄνομα,28,unigram,neuter,accusative,singular,zita,18.21536237393751,zita,zita,zita,zita,,zita,name
ὄνομα,86,unigram,neuter,nominative,plural,mazita,1.9999474161447357,,mazita,,,,,name
ὄνομα,221,unigram,neuter,nominative,singular,zita,11.974657478784145,zita,zita,zita,zita,,zita,name
ἔθνος,201,unigram,neuter,accusative,plural,ose,2.6072937213878,ose,dzose,ose,ose,,ose,nation
ἔθνος,167,unigram,neuter,accusative,singular,rudzi,7.571874972925459,rudzi,rudzi,rudzi,rudzi,,rudzi,nation
ἔθνος,264,unigram,neuter,nominative,plural,,,munoshaiwa,,,,,munoshayiwa,nation
ἔθνος,21,unigram,neuter,nominative,singular,rudzi,1.4423144312832812,rudzi,rudzi,rudzi,rudzi,,rudzi,nation
νύξ,162,unigram,feminine,accusative,plural,nousiku,2.546681995654416,noʋusiku,nousiku,,,,nousiku,night
νύξ,214,unigram,feminine,accusative,singular,namasikati,2.2453497213743203,namasikati,namasikati,,,,namasikati,night
ὅρκος,50,unigram,masculine,accusative,plural,kwokupika,1.1336605380765834,kwokupika,kwemhiko,,,,kwokupika,oath
ὅρκος,232,unigram,masculine,accusative,singular,nechitsidzo,1.2013684542390686,,,nechitsidzo,nechitsidzo,,,oath
βοῦς,130,unigram,masculine,accusative,plural,,,mari,vachitsinhana,nehwai,nehwai,,mari,ox
παραβολή,228,unigram,feminine,accusative,plural,mifananidzo,16.51555732651606,mifananidzo,mifananidzo,mienzaniso,mienzaniso,,mifananidzo,parable
παραβολή,193,unigram,feminine,accusative,singular,mufananidzo,102.49933621615789,mufananidzo,mufananidzo,muenzaniso,muenzaniso,,mufananidzo,parable
μέρος,307,unigram,neuter,accusative,plural,kudunhu,19.41123498015673,kumatiʋi,kudunhu,kudunhu,kudunhu,,kumativi,part
μέρος,42,unigram,neuter,accusative,singular,mugove,2.961691185474667,mugoʋe,agomuisa,mugove,mugove,,mugove,part
μαργαρίτης,195,unigram,masculine,accusative,plural,,,maparera,maparera,amapera,amapera,,,pearls
τόπος,240,unigram,masculine,accusative,plural,,,kwenyika,dzakasiyana-siyana,nedzinzara,nedzinzara,,kwenyika,place
τόπος,258,unigram,masculine,accusative,singular,kunzvimbo,4.061377215914781,kunɀimbo,kunzvimbo,kunzvimbo,kunzvimbo,,kunzvimbo,place
πρωτοκλισία,242,unigram,feminine,accusative,plural,zvigaro,2.3479702441502326,ɀapamberi,dzinokudzwa,zvigaro,zvigaro,,zvapamberi,place of honor
ὄφις,87,unigram,masculine,accusative,singular,nyoka,19.891914145523927,nyoka,nyoka,nyoka,nyoka,,nyoka,poison
σκεῦος,116,unigram,neuter,accusative,plural,asunga,1.0595384180401852,,asunga,,,,,"possession, object, thing, jar, vessel"
σκεῦος,224,unigram,neuter,accusative,singular,,,nhumbi,,apfuure,apfuure,,nhumbi,"possession, object, thing, jar, vessel"
σκεῦος,108,unigram,neuter,nominative,plural,kuzozvitora,1.2013684542390686,,,kuzozvitora,kuzozvitora,,,"possession, object, thing, jar, vessel"
δύναμις,89,unigram,feminine,accusative,plural,,,esimba,zvishamiso,,,,,"power, ability, miracle"
δύναμις,37,unigram,feminine,accusative,singular,simba,82.41440108916592,simba,simba,simba,simba,,simba,"power, ability, miracle"
δύναμις,68,unigram,feminine,nominative,plural,zvishamiso,8.059853220049542,esimba,zvishamiso,zvishamiso,zvishamiso,,esimba,"power, ability, miracle"
δύναμις,96,unigram,feminine,nominative,singular,simba,2.1240235547355613,simba,simba,,,,simba,"power, ability, miracle"
ἱερεύς,211,unigram,masculine,nominative,singular,mupristi,3.575299152539738,muprista,muprista,mupristi,mupristi,,mupristi,priest
φυλακή,19,unigram,feminine,accusative,singular,,,mutoroŋgo,mutorongo,mujeri,mujeri,,mutorongo,prison
προφήτης,53,unigram,masculine,accusative,plural,vaporofita,17.561480036547106,ʋaprofita,vaprofita,vaporofita,vaporofita,,vaporofita,prophet
προφήτης,172,unigram,masculine,accusative,singular,muporofita,41.019073413446314,muprofita,muprofita,muporofita,muporofita,,muporofita,prophet
προφήτης,194,unigram,masculine,nominative,plural,,,naʋaprofita,navaprofita,,,,navaporofita,prophet
προφήτης,234,unigram,masculine,nominative,singular,muporofita,32.74241318614107,muprofita,muprofita,muporofita,muporofita,,muporofita,prophet
βαλλάντιον,14,unigram,neuter,accusative,singular,chikwama,8.849442646199225,,chikwama,chikwama,chikwama,,chikwama,purse
ποταμός,143,unigram,masculine,nominative,singular,ugaro,2.1128915354171016,wakaʋaka,hwaro,ugaro,ugaro,,akavaka,river
λῃστής,306,unigram,masculine,accusative,singular,netsvimbo,2.008858510877222,,,netsvimbo,netsvimbo,,,robber
λῃστής,286,unigram,masculine,nominative,plural,,,namakororo,pamwe,,,,pamwechete,robber
ἄρχων,177,unigram,masculine,accusative,plural,,,akaʋuŋganidza,akaunganidza,,,,,ruler
ἄρχων,56,unigram,masculine,nominative,plural,vatongi,1.874920992349198,naʋaɓati,vatongi,vatongi,vatongi,,Kristu,ruler
ἄρχων,280,unigram,masculine,nominative,singular,,,mucinda,muchinda,mutongi,mutongi,,muchinda,ruler
ἀκοή,64,unigram,feminine,accusative,singular,,,wakanzwa,akanzwa,,,,mukurumbira,rumor
ἀκοή,296,unigram,feminine,nominative,singular,Mukurumbira,2.1256905209247456,ukanzwika,Mukurumbira,Mukurumbira,Mukurumbira,,yose,rumor
βιβλίον,44,unigram,neuter,accusative,singular,bhuku,1.2199131660713194,buku,rugwaro,bhuku,bhuku,,bhuku,"scroll, book"
διάκονος,75,unigram,masculine,nominative,singular,mushandiri,2.8421858342339084,ŋgaaʋe,muranda,mushandiri,mushandiri,,ngaave,"servant, minister, deacon"
δοῦλος,182,unigram,masculine,accusative,plural,varanda,283.89063753892015,ʋaranda,varanda,varanda,varanda,,varanda,"servant, slave"
δοῦλος,22,unigram,masculine,accusative,singular,muranda,174.43932781756024,muranda,muranda,muranda,muranda,,muranda,"servant, slave"
δοῦλος,85,unigram,masculine,nominative,plural,varanda,10.079973665733393,ʋaranda,varanda,varanda,varanda,,varanda,"servant, slave"
δοῦλος,178,unigram,masculine,nominative,singular,muranda,75.22570042370347,muranda,muranda,muranda,muranda,,muranda,"servant, slave"
πρόβατον,290,unigram,neuter,accusative,plural,makwai,56.378555501460625,makwai,makwai,hwai,hwai,,makwai,sheep
πρόβατον,122,unigram,neuter,accusative,singular,hwai,3.2674100156462664,,gwai,hwai,hwai,,,sheep
ποιμήν,219,unigram,masculine,nominative,plural,vafudzi,19.853646286666603,ʋafudzi,vafudzi,vafudzi,vafudzi,,vafudzi,"shepherd, pastor"
