lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_693_translation,version_694_translation,version_695_translation,version_696_translation,version_697_translation,version_698_translation,version_699_translation,version_700_translation,version_701_translation,version_702_translation,english_translation
ἄρτος,366,unigram,masculine,accusative,singular,aran,76.04827628210619,aran,aran,aran,,,,,,,aran,bread
ἄρτος,170,unigram,masculine,nominative,plural,aran,2.894843937940779,aran,aran,aran,,,,,,,aran,bread
ἄρτος,42,unigram,masculine,nominative,singular,t‑aran,1.0872832872151648,t‑aran,t‑aran,,,,,,,,nuas,bread
ἀδελφός,324,unigram,masculine,accusative,plural,bhràithrean,3.5219232559715596,bhràithrean,bhràithrean,bhràithrean,,,,,,,bhraithrean,brother
ἀδελφός,130,unigram,masculine,accusative,singular,bhràthair,8.554761257901033,bhràthair,bhràthair,bhràthair,,,,,,,bhrathair,brother
ἀδελφός,121,unigram,masculine,nominative,plural,bhràithrean,11.534764230408914,bhràithrean,bhràithrean,bhràithrean,,,,,,,bhraithrean,brother
ἀδελφός,249,unigram,masculine,nominative,singular,bhràthair,10.662159483220936,bhràthair,bhràthair,bhràthair,,,,,,,bhrathair,brother
στῆθος,167,unigram,neuter,accusative,plural,t‑seallaidh,1.2013523596909814,t‑seallaidh,t‑seallaidh,,,,,,,,t-seallaidh,"chest, breast"
στῆθος,308,unigram,neuter,accusative,singular,uchd,3.7443367847986053,uchd,uchd,sìneadh,,,,,,,ʼuchd,"chest, breast"
ἀρχιερεύς,264,unigram,masculine,accusative,plural,,,h‑àrd-shagartan,h‑àrd‐shagartan,h‑àrd‑shagartan,,,,,,,ard-shagart,chief priest
ἀρχιερεύς,68,unigram,masculine,accusative,singular,,,t‑àrd-shagart,t‑àrd‐shagart,t‑àrd‑shagart,,,,,,,t-ard-shagart,chief priest
ἀρχιερεύς,129,unigram,masculine,nominative,plural,,,h‑àrd-shagartan,h‑àrd‐shagartan,h‑àrd‑shagartan,,,,,,,h-ard-shagairt,chief priest
ἀρχιερεύς,269,unigram,masculine,nominative,singular,,,t‑àrd-shagart,t‑àrd‐shagart,t‑àrd‑shagart,,,,,,,t-ard-shagart,chief priest
παῖς,254,unigram,masculine,accusative,plural,ʼsa,1.0231973156079937,,,,,,,,,,ʼsa,child
παῖς,54,unigram,masculine,accusative,singular,reub,1.1313982503928164,reub,reub,chrath,,,,,,,riab,child
τέκνον,359,unigram,neuter,accusative,plural,,,clann,clann,chlann,,,,,,,chlann,child
τέκνον,193,unigram,neuter,accusative,singular,bràthair,2.235981965299118,bràthair,bràthair,bràthair,,,,,,,brathair,child
τέκνον,17,unigram,neuter,nominative,plural,chlann,3.8355069848722736,chlann,chlann,pàrantan,,,,,,,parantan,child
τέκνον,206,unigram,neuter,nominative,singular,mhic,31.840841996833838,mhic,mhic,mhic,,,,,,,mhic,child
παιδίον,15,unigram,neuter,accusative,plural,leanaban,1.9208181429315778,leanaban,leanaban,leithidean,,,,,,,bhig,child
παιδίον,100,unigram,neuter,accusative,singular,leanabh,20.20768939434113,leanabh,leanabh,leanabh,,,,,,,leanabh,child
παιδίον,186,unigram,neuter,nominative,plural,chlann,2.278815352229078,chlann,chlann,leanabanan,,,,,,,chlann,child
παιδίον,44,unigram,neuter,nominative,singular,leanabh,11.322374262625937,leanabh,leanabh,leanabh,,,,,,,leanabh,child
πόλις,197,unigram,feminine,accusative,plural,,,bhailtean,bhailtean,bailtean,,,,,,,bailtean,city
πόλις,72,unigram,feminine,accusative,singular,bhaile,1.4791734381974062,bhaile,bhaile,baile,,,,,,,bhaile,city
πύλη,222,unigram,feminine,nominative,singular,,,treòrachadh,treòrachadh,geata,,,,,,,geata,city gate
χιτών,125,unigram,masculine,accusative,plural,chòta,2.532819977717685,chòta,chòta,lèine‑fhada,,,,,,,chota,"clothing, undergarments"
χιτών,31,unigram,masculine,accusative,singular,chòta,4.07900400388333,chòta,chòta,lèine‑fhada,,,,,,,chleoc,"clothing, undergarments"
ἱμάτιον,142,unigram,neuter,accusative,plural,fallaingean,1.671052209855729,fallaingean,fallaingean,aodaich,,,,,,,aodach,coat
ἱμάτιον,141,unigram,neuter,accusative,singular,fhallaing,6.785903514565357,fhallaing,fhallaing,aodaich,,,,,,,chota,coat
ἐντολή,90,unigram,feminine,accusative,plural,h‑àitheantan,2.818484047194252,h‑àitheantan,h‑àitheantan,h‑àitheantan,,,,,,,faintean,commandment
ἐντολή,88,unigram,feminine,accusative,singular,àithne,79.86318082414444,àithne,àithne,àithne,,,,,,,fainte,commandment
συνέδριον,342,unigram,neuter,accusative,plural,chomhairlean,3.9122076375604995,chomhairlean,chomhairlean,chomhairlean,,,,,,,chomhairlean,council
συνέδριον,58,unigram,neuter,accusative,singular,comhairle,1.093642236019067,comhairle,comhairle,chruinnich,,,,,,,thionail,council
χώρα,85,unigram,feminine,accusative,plural,seallaibh,1.3489278702860206,seallaibh,seallaibh,foghar,,,,,,,,"country, countryside"
χώρα,313,unigram,feminine,accusative,singular,dhùthaich,1.0875483216680049,dhùthaich,dhùthaich,dùthaich,,,,,,,duthaich,"country, countryside"
ὄχλος,64,unigram,masculine,accusative,plural,sluagh,11.931144488751421,sluagh,sluagh,sluagh,,,,,,,sluagh,crowd
ὄχλος,9,unigram,masculine,accusative,singular,sluagh,2.2989927783021336,sluagh,sluagh,sluagh,,,,,,,t-sluaigh,crowd
ὄχλος,110,unigram,masculine,nominative,plural,sluagh,175.07253178390351,sluagh,sluagh,sluagh,,,,,,,sluagh,crowd
ὄχλος,303,unigram,masculine,nominative,singular,sluagh,154.9943460809787,sluagh,sluagh,sluagh,,,,,,,sluagh,crowd
θυγάτηρ,336,unigram,feminine,nominative,singular,nighean,381.6109989496405,nighean,nighean,nighean,,,,,,,nighean,daughter
ἡμέρα,83,unigram,feminine,accusative,plural,,,làithean,làithean,latha,,,,,,,latha,day
ἡμέρα,94,unigram,feminine,accusative,singular,,,là,là,latha,,,,,,,latha,day
ἡμέρα,2,unigram,feminine,nominative,plural,làithean,173.93764127679856,làithean,làithean,làithean,,,,,,,laithean,day
ἡμέρα,74,unigram,feminine,nominative,singular,,,là,là,latha,,,,,,,latha,day
ὀφειλέτης,132,unigram,masculine,nominative,singular,tàlann,1.1687399523295585,tàlann,tàlann,,,,,,,,talann,debtor
δαιμόνιον,32,unigram,neuter,accusative,plural,dheamhan,2.5714790363713274,dheamhan,dheamhan,dheamhan,,,,,,,dheomhan,demon
δαιμόνιον,353,unigram,neuter,accusative,singular,deamhan,189.4325865337727,deamhan,deamhan,deamhan,,,,,,,deomhan,demon
δαιμόνιον,208,unigram,neuter,nominative,plural,deamhain,15.646079130573378,deamhain,deamhain,deamhain,,,,,,,deomhain,demon
δαιμόνιον,184,unigram,neuter,nominative,singular,deamhan,9.7929732269472,deamhan,deamhan,deamhan,,,,,,,deomhan,demon
δηνάριον,329,unigram,neuter,accusative,plural,pèighinn,1.4335490869768448,pèighinn,pèighinn,denarius,,,,,,,peighinn,denarius (about a day's wages)
δηνάριον,172,unigram,neuter,accusative,singular,pèighinn,6.7423245519575365,pèighinn,pèighinn,bonn,,,,,,,sgilinn,denarius (about a day's wages)
μαθητής,190,unigram,masculine,accusative,plural,dheisciobail,58.00253055939534,dheisciobail,dheisciobail,dheisciobail,,,,,,,dheisciopuil,disciple
μαθητής,360,unigram,masculine,accusative,singular,deisciobal,1.8695629824161295,deisciobal,deisciobal,deisciobal,,,,,,,deisciopul,disciple
μαθητής,296,unigram,masculine,nominative,plural,dheisciobail,6.476859699756675,dheisciobail,dheisciobail,dheisciobail,,,,,,,dheisciopuil,disciple
μαθητής,358,unigram,masculine,nominative,singular,deisciobal,16.37016888119247,deisciobal,deisciobal,deisciobal,,,,,,,deisciopul,disciple
νόσος,3,unigram,feminine,accusative,plural,tinneasan,1.9999489569121105,,,tinneasan,,,,,,,,disease
νόσος,82,unigram,feminine,accusative,singular,eucail,2.6619236092367835,eucail,eucail,bochdainn,,,,,,,easlaint,disease
περιστερά,109,unigram,feminine,accusative,plural,chalaman,1.26009100859534,chalaman,chalaman,reic,,,,,,,luchd-reic,dove
περιστερά,60,unigram,feminine,accusative,singular,chalaman,2.485950615426139,chalaman,chalaman,chalman,,,,,,,chalaman,dove
οὖς,160,unigram,neuter,accusative,plural,cluasan,4.455228341703513,cluasan,cluasan,cluasan,,,,,,,cluasan,ear
οὖς,302,unigram,neuter,accusative,singular,chluais,1.5515592065099266,chluais,chluais,chluais,,,,,,,chluais,ear
σεισμός,215,unigram,masculine,nominative,plural,,,crithean-talmhainn,crithean‐talmhainn,crithean‑talmhainn,,,,,,,crithean-talmhuinn,"earthquakes, storm"
σεισμός,70,unigram,masculine,nominative,singular,mhòr,2.1621244066551317,mhòr,mhòr,mhòr,,,,,,,mhor,"earthquakes, storm"
τέλος,35,unigram,neuter,accusative,plural,choigrich,1.1455438158397078,,,,,,,,,,choigrich,end
τέλος,293,unigram,neuter,accusative,singular,,,,,crìche,,,,,,,sabhailte,end
αἰών,255,unigram,masculine,accusative,plural,bràth,1.0902886478027773,bràth,bràth,riaghlaidh,,,,,,,crioch,eternity
αἰών,325,unigram,masculine,accusative,singular,bràth,3.0727257839054203,bràth,bràth,bràth,,,,,,,bràth,eternity
ὀφθαλμός,24,unigram,masculine,accusative,plural,shùilean,2.7841080999861285,shùilean,shùilean,shùilean,,,,,,,shuilean,eye
ὀφθαλμός,71,unigram,masculine,nominative,plural,sùilean,41.27646510885497,sùilean,sùilean,sùilean,,,,,,,suilean,eye
ὀφθαλμός,322,unigram,masculine,nominative,singular,shùil,8.350984991439732,shùil,shùil,shùil,,,,,,,shuil,eye
πρόσωπον,131,unigram,neuter,accusative,plural,aghaidh,1.1567256470675482,aghaidh,aghaidh,aghaidhean,,,,,,,duaichnichidh,face
πρόσωπον,203,unigram,neuter,accusative,singular,aghaidh,2.2945116418475022,aghaidh,aghaidh,aghaidh,,,,,,,eisimeil,face
λιμός,102,unigram,feminine,nominative,singular,gort,1.5763401816878182,gort,gort,,,,,,,,,famine
λιμός,146,unigram,masculine,nominative,singular,gorta,1.3167922019170277,gorta,gorta,gorta,,,,,,,,famine
γεωργός,271,unigram,masculine,nominative,plural,tuath,3.843298536954008,tuath,tuath,tuathanaich,,,,,,,tuath,"farmer, tenant"
γεωργός,55,unigram,masculine,nominative,singular,treabhaiche,1.201459869218647,treabhaiche,treabhaiche,,,,,,,,tuathanach,"farmer, tenant"
πατήρ,209,unigram,masculine,accusative,plural,n‑athraichean,1.4848449403195092,n‑athraichean,n‑athraichean,n‑athraichean,,,,,,,,father
πατήρ,328,unigram,masculine,accusative,singular,athair,2.5862289243426266,athair,athair,athair,,,,,,,Athair,father
πατήρ,335,unigram,masculine,nominative,plural,n‑athraichean,5.625396146853201,n‑athraichean,n‑athraichean,n‑athraichean,,,,,,,n-aithrichean,father
πατήρ,198,unigram,masculine,nominative,singular,Athair,1.5074889570760712,Athair,Athair,t‑Athair,,,,,,,t-Athair,father
σύνδουλος,96,unigram,masculine,accusative,singular,cho-sheirbhiseach,1.3486844045269415,cho-sheirbhiseach,cho‐sheirbhiseach,cho‑sheirbheiseach,,,,,,,cho-sheirbhiseach,"fellow-servant, colleague"
σύνδουλος,339,unigram,masculine,nominative,plural,cho-sheirbhisich,1.2013630877021924,cho-sheirbhisich,cho‐sheirbhisich,cho‑sheirbheisich,,,,,,,cho-sheirbhisich,"fellow-servant, colleague"
σύνδουλος,122,unigram,masculine,nominative,singular,cho-sheirbhiseach,1.2013630877021924,cho-sheirbhiseach,cho‐sheirbhiseach,cho‑sheirbheiseach,,,,,,,cho-sheirbhiseach,"fellow-servant, colleague"
ἀγρός,352,unigram,masculine,accusative,plural,peathraichean,1.6012240817659453,peathraichean,peathraichean,achaidhean,,,,,,,peathraichean,field
ἀγρός,43,unigram,masculine,accusative,singular,,,fearann,fearann,achadh,,,,,,,achadh,field
δάκτυλος,247,unigram,masculine,accusative,plural,mheoir,1.0960768946513286,,,,,,,,,,mheoir,finger
δάκτυλος,189,unigram,masculine,accusative,singular,mheur,1.3915070751628584,mheur,mheur,chorrag,,,,,,,mhiar,finger
ἰχθύς,164,unigram,masculine,accusative,plural,iasg,3.990211142669126,iasg,iasg,iasg,,,,,,,iasg,fish
ἰχθύς,202,unigram,masculine,accusative,singular,iasg,3.146983478214207,iasg,iasg,iasg,,,,,,,nathair,fish
δίκτυον,117,unigram,neuter,accusative,plural,lìon,1.1604759886916884,lìon,lìon,lìn,,,,,,,lion,fishing net
δίκτυον,212,unigram,neuter,accusative,singular,èisg,1.4526639122198606,èisg,èisg,dh'èisg,,,,,,,dhʼiasg,fishing net
δίκτυον,185,unigram,neuter,nominative,plural,chuairtich,1.0960965115985384,,,,,,,,,,chuairtich,fishing net
δίκτυον,259,unigram,neuter,nominative,singular,mhòra,1.1226693996360995,mhòra,mhòra,,,,,,,,sthrac,fishing net
τροφή,261,unigram,feminine,accusative,plural,cheannach,1.6413728476737688,cheannach,cheannach,cheannach,,,,,,,bìdh,food
τροφή,347,unigram,feminine,accusative,singular,glic,1.1677780288409092,glic,glic,bìdh,,,,,,,theaghlaich,food
πούς,250,unigram,masculine,accusative,plural,chasan,17.484813675260764,chasan,chasan,chasan,,,,,,,chasan,foot
καρπός,195,unigram,masculine,accusative,plural,,,,,toradh,,,,,,,mheas,"fruit, crop, harvest"
καρπός,245,unigram,masculine,accusative,singular,toradh,24.79796323765678,toradh,toradh,toradh,,,,,,,toradh,"fruit, crop, harvest"
πλήρωμα,288,unigram,neuter,accusative,plural,bhiadh,1.773042405111754,bhiadh,bhiadh,chriomagan,,,,,,,thog,fullness
πλήρωμα,346,unigram,neuter,accusative,singular,,,,,tuthag,,,,,,,dhʼaodach,fullness
γενεά,289,unigram,feminine,accusative,plural,,,thròcair-san,thròcair‐san,,,,,,,,throcair,generation
γενεά,246,unigram,feminine,accusative,singular,ginealach,6.617280238765478,ginealach,ginealach,,,,,,,,ginealach,generation
γενεά,159,unigram,feminine,nominative,singular,ginealach,6.94856544425625,ginealach,ginealach,ginealach,,,,,,,ginealach,generation
δῶρον,327,unigram,neuter,accusative,plural,tìodhlacan,2.851762490487025,tìodhlacan,tìodhlacan,tiodhlacan,,,,,,,,gift
δῶρον,174,unigram,neuter,accusative,singular,h‑altarach,1.1417167026693715,h‑altarach,h‑altarach,thiodhlac,,,,,,,altair,gift
ἡγεμών,182,unigram,masculine,accusative,plural,rìghrean,1.6125453555357805,rìghrean,rìghrean,rìghrean,,,,,,,righrean,"governor, ruler"
ἡγεμών,12,unigram,masculine,accusative,singular,t‑uachdaran,1.671948219188826,t‑uachdaran,t‑uachdaran,chor,,,,,,,,"governor, ruler"
ἀσπασμός,338,unigram,masculine,accusative,plural,margaidhean,1.1965088582963914,margaidhean,margaidhean,fàilte,,,,,,,mhargadh,greeting
ἀσπασμός,183,unigram,masculine,accusative,singular,naoidhean,1.0960768946513286,,,naoidhean,,,,,,,,greeting
ὁδηγός,4,unigram,masculine,nominative,singular,luchd‑treòrachaidh,1.1062588450262767,,,luchd‑treòrachaidh,,,,,,,,guide
θρίξ,101,unigram,feminine,nominative,plural,cinn,1.2463096049286688,cinn,cinn,cinn,,,,,,,,hair
χείρ,331,unigram,feminine,accusative,plural,làmhan,138.6470128309324,làmhan,làmhan,làmhan,,,,,,,lamhan,hand
χείρ,233,unigram,feminine,accusative,singular,làmh,30.7391216857228,làmh,làmh,làmh,,,,,,,lamh,hand
κεφαλή,152,unigram,feminine,accusative,plural,,,crathadh,crathadh,cinn,,,,,,,cinn,head
κεφαλή,219,unigram,feminine,accusative,singular,cheann,19.143340195603926,cheann,cheann,cheann,,,,,,,cheann,head
στάχυς,220,unigram,masculine,accusative,plural,dhias,1.5323061560754436,,,,,,,,,,dhias,head of grain
καρδία,36,unigram,feminine,accusative,plural,cridheachan,3.6146131512805706,,,cridheachan,,,,,,,cridheachan,heart
καρδία,305,unigram,feminine,accusative,singular,cridhe,107.44689186633555,cridhe,cridhe,cridhe,,,,,,,cridhe,heart
καρδία,204,unigram,feminine,nominative,singular,cridhe,130.29643608085524,cridhe,cridhe,cridhe,,,,,,,cridhe,heart
οὐρανός,6,unigram,masculine,accusative,plural,nèamhan,1.5814943356601205,nèamhan,nèamhan,,,,,,,,,"heaven, sky"
οὐρανός,284,unigram,masculine,accusative,singular,nèamh,21.811808402083944,nèamh,nèamh,nèamh,,,,,,,neamh,"heaven, sky"
οὐρανός,365,unigram,masculine,nominative,plural,tùirling,1.4743129285398442,tùirling,tùirling,nèamhan,,,,,,,,"heaven, sky"
οὐρανός,210,unigram,masculine,nominative,singular,nèamh,3.0631414523331446,nèamh,nèamh,nèamh,,,,,,,neamh,"heaven, sky"
ὥρα,312,unigram,feminine,nominative,plural,choisicheas,1.0963247953316897,,,choisicheas,,,,,,,,hour
ὥρα,27,unigram,feminine,nominative,singular,uair,48.95842440953531,uair,uair,uair,,,,,,,uair,hour
οἰκία,166,unigram,feminine,accusative,plural,taighean,3.615912287017429,taighean,taighean,taighean,,,,,,,tighean,house
οἰκία,343,unigram,feminine,accusative,singular,taigh,2.2364894843284593,taigh,taigh,taigh,,,,,,,tigh,house
οἶκος,300,unigram,masculine,accusative,plural,stiùbhardachd,1.1692677280380566,stiùbhardachd,stiùbhardachd,chuirear,,,,,,,stiubhartachd,"house, home"
οἶκος,23,unigram,masculine,accusative,singular,thaigh,11.893819609725327,thaigh,thaigh,thaigh,,,,,,,thigh,"house, home"
κριτής,326,unigram,masculine,nominative,plural,Beelsebub,1.1315437072578778,,,,,,,,,,Beelsebub,judge
κριτής,176,unigram,masculine,nominative,singular,britheamh,18.14823860002492,britheamh,britheamh,britheamh,,,,,,,britheamh,judge
κλείς,92,unigram,feminine,accusative,plural,iuchraichean,1.2013309189107515,iuchraichean,iuchraichean,,,,,,,,,key
κλείς,169,unigram,feminine,accusative,singular,iuchair,1.1613026128296644,,,,,,,,,,iuchair,key
βασιλεύς,115,unigram,masculine,accusative,plural,rìghrean,2.2288919405276997,rìghrean,rìghrean,rìghrean,,,,,,,righrean,king
βασιλεύς,65,unigram,masculine,accusative,singular,rìgh,18.2686854920816,rìgh,rìgh,rìgh,,,,,,,righ,king
βασιλεία,86,unigram,feminine,accusative,plural,rìoghachdan,1.8027801790759737,rìoghachdan,rìoghachdan,rìoghachdan,,,,,,,rioghachdan,kingdom
βασιλεία,171,unigram,feminine,accusative,singular,rìoghachd,33.609663563390185,rìoghachd,rìoghachd,rìoghachd,,,,,,,rioghachd,kingdom
κόπος,213,unigram,masculine,accusative,plural,dragh,13.390864857818116,dragh,dragh,dragh,,,,,,,dragh,"labour, work, trouble, difficulty"
λύχνος,270,unigram,masculine,nominative,plural,crioslaichte,1.2013845589884997,crioslaichte,crioslaichte,,,,,,,,,lamp
λύχνος,243,unigram,masculine,nominative,singular,chorp,1.4961448474862622,chorp,chorp,lampa,,,,,,,soilleir,lamp
κλῆρος,106,unigram,masculine,accusative,plural,croinn,1.6716291126142686,croinn,croinn,,,,,,,,,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,thrusgan,2.1538017829366156,thrusgan,thrusgan,eatarra,,,,,,,aodach,"lots (casting of lots), inheritance"
ἄνθρωπος,315,unigram,masculine,accusative,plural,daoine,41.10733961684844,daoine,daoine,dhaoine,,,,,,,daoine,man
ἄνθρωπος,273,unigram,masculine,accusative,singular,duine,835.1163893844518,duine,duine,duine,,,,,,,duine,man
ἄνθρωπος,126,unigram,masculine,nominative,plural,daoine,255.73244346741728,daoine,daoine,daoine,,,,,,,daoine,man
ἄνθρωπος,188,unigram,masculine,nominative,singular,duine,14182.2977971077,duine,duine,duine,,,,,,,duine,man
ἀνήρ,262,unigram,masculine,accusative,plural,fhear,2.221139703931732,fhear,fhear,,,,,,,,,"man, husband"
ἀνήρ,266,unigram,masculine,accusative,singular,,,fear,fear,Moire,,,,,,,Moire,"man, husband"
ἀνήρ,157,unigram,masculine,nominative,plural,mìle,4.000133043858602,mìle,mìle,mìle,,,,,,,mile,"man, husband"
ἀνήρ,252,unigram,masculine,nominative,singular,duine,4.265676541257099,duine,duine,duine,,,,,,,seall,"man, husband"
μνᾶ,318,unigram,feminine,accusative,plural,puinnd,3.9491138936287253,puinnd,puinnd,minathan,,,,,,,puinnd,mina (about 100 days' wages)
μνᾶ,13,unigram,feminine,accusative,singular,puinnd,1.161328723715616,,,,,,,,,,puinnd,mina (about 100 days' wages)
πρωτοκαθεδρία,113,unigram,feminine,accusative,plural,fèillean,1.669989132497031,fèillean,fèillean,,,,,,,,chathraichean,"most important seat, seat of honour"
πρωτοκαθεδρία,38,unigram,feminine,accusative,singular,,,àitheachan-suidhe,àiteachan‐suidhe,shuidheachain,,,,,,,,"most important seat, seat of honour"
μήτηρ,297,unigram,feminine,accusative,singular,mhàthair,2.4698334839988707,mhàthair,mhàthair,mhàthair,,,,,,,mhathair,mother
ὄρος,230,unigram,neuter,accusative,plural,beann,1.1554964311448617,beann,beann,beanntan,,,,,,,beann,mountain
ὄρος,282,unigram,neuter,accusative,singular,beinn,1.1879494102399875,beinn,beinn,,,,,,,,sliabh,mountain
μύρον,95,unigram,neuter,accusative,plural,h‑àithne,1.2014275627384847,h‑àithne,h‑àithne,,,,,,,,,myrrh
μύρον,29,unigram,neuter,accusative,singular,h‑ola,1.2014275627384847,h‑ola,h‑ola,acfhainn,,,,,,,dhortadh,myrrh
ὄνομα,37,unigram,neuter,accusative,singular,ainm,77.88198167164657,ainm,ainm,ainm,,,,,,,ainm,name
ὄνομα,267,unigram,neuter,nominative,singular,ainm,17.63993802719645,ainm,ainm,t‑ainm,,,,,,,ainm,name
ἔθνος,241,unigram,neuter,accusative,plural,chinneach,1.1419538252494414,chinneach,chinneach,nàisean,,,,,,,h-uile,nation
ἔθνος,205,unigram,neuter,accusative,singular,cinneach,1.990751839342692,cinneach,cinneach,nàisean,,,,,,,cinneadh,nation
ἔθνος,321,unigram,neuter,nominative,plural,Cinnich,3.0904100460473085,Cinnich,Cinnich,Cinnich,,,,,,,cinnich,nation
ἔθνος,28,unigram,neuter,nominative,singular,cinneach,2.01062381357497,cinneach,cinneach,nàisean,,,,,,,cinneadh,nation
νύξ,200,unigram,feminine,accusative,plural,oidhche,7.252739456535744,oidhche,oidhche,oidhche,,,,,,,oidhche,night
νύξ,260,unigram,feminine,accusative,singular,oidhche,3.56264577402936,oidhche,oidhche,dh'oidhche,,,,,,,,night
ὅρκος,66,unigram,masculine,accusative,plural,mhionnan,8.107452319739883,mhionnan,mhionnan,mionnan,,,,,,,mhionnan,oath
ὅρκος,281,unigram,masculine,accusative,singular,mhionnaich,1.2013630877021924,mhionnaich,mhionnaich,,,,,,,,,oath
