lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_620_translation,version_621_translation,version_622_translation,version_623_translation,version_624_translation,version_625_translation,version_626_translation,version_627_translation,english_translation
ἀδελφός,123,unigram,masculine,accusative,singular,vraar,4.455306000167532,,,,,,,vraar,vraar,brother
ἀδελφός,114,unigram,masculine,nominative,plural,vraaraghyn,3.0246461752399614,,,,,,,vraaraghyn,vraaraghyn,brother
ἀδελφός,244,unigram,masculine,nominative,singular,vraar,3.993222825860194,,,,,,,vraar,vraar,brother
στῆθος,160,unigram,neuter,accusative,plural,gleeau,1.6716291126142686,,,,,,,gleeau,gleeau,"chest, breast"
στῆθος,294,unigram,neuter,accusative,singular,oghrish,1.8745169315678096,,,,,,,oghrish,oghrish,"chest, breast"
ἀρχιερεύς,256,unigram,masculine,accusative,plural,,,,,,,,,ard‐saggyrtyn,ard-saggyrtyn,chief priest
ἀρχιερεύς,61,unigram,masculine,accusative,singular,,,,,,,,,ard‐saggyrt,ard-saggyrt,chief priest
ἀρχιερεύς,122,unigram,masculine,nominative,plural,,,,,,,,,ard‐saggyrtyn,ard-saggyrtyn,chief priest
ἀρχιερεύς,260,unigram,masculine,nominative,singular,,,,,,,,,ard‐saggyrt,ard-saggyrt,chief priest
παῖς,48,unigram,masculine,accusative,singular,strepyn,1.2014814324938108,,,,,,,strepyn,strepyn,child
τέκνον,339,unigram,neuter,accusative,plural,cloan,2.0911068186099957,,,,,,,cloan,cloan,child
τέκνον,186,unigram,neuter,accusative,singular,braar,1.3057857325575963,,,,,,,braar,braar,child
τέκνον,12,unigram,neuter,nominative,plural,baaish,1.5004701796534603,,,,,,,baaish,baaish,child
τέκνον,201,unigram,neuter,nominative,singular,Vac,11.316056136347193,,,,,,,Vac,Vac,child
παιδίον,11,unigram,neuter,accusative,plural,aegey,1.288182159853417,,,,,,,aegey,aegey,child
παιδίον,91,unigram,neuter,accusative,singular,lhiannoo,14.624954747713563,,,,,,,lhiannoo,lhiannoo,child
παιδίον,178,unigram,neuter,nominative,plural,veggey,1.9656109795365233,,,,,,,veggey,veggey,child
παιδίον,39,unigram,neuter,nominative,singular,lhiannoo,7.855104735967429,,,,,,,lhiannoo,lhiannoo,child
πόλις,190,unigram,feminine,accusative,plural,,,,,,,,,ard‐valjyn,ard-valjyn,city
πόλις,65,unigram,feminine,accusative,singular,,,,,,,,,ard‐valley,ard-valley,city
πύλη,215,unigram,feminine,nominative,singular,giat,1.122614852308986,,,,,,,giat,giat,city gate
χιτών,118,unigram,masculine,accusative,plural,chooat,3.2935027076107297,,,,,,,chooat,chooat,"clothing, undergarments"
χιτών,27,unigram,masculine,accusative,singular,chooat,2.00891698081524,,,,,,,chooat,chooat,"clothing, undergarments"
ἱμάτιον,137,unigram,neuter,accusative,plural,gharmadyn,3.799753739430885,,,,,,,gharmadyn,gharmadyn,coat
ἱμάτιον,136,unigram,neuter,accusative,singular,gharmad,1.3605304243389142,,,,,,,gharmad,gharmad,coat
ἐντολή,82,unigram,feminine,accusative,plural,annaghyn,8.824746931930761,,,,,,,annaghyn,annaghyn,commandment
ἐντολή,80,unigram,feminine,accusative,singular,sarey,1.7189235754149148,,,,,,,sarey,sarey,commandment
συνέδριον,325,unigram,neuter,accusative,plural,coonceilyn,2.2125211623022927,,,,,,,coonceilyn,coonceilyn,council
συνέδριον,52,unigram,neuter,accusative,singular,choonceil,2.924427560344316,,,,,,,choonceil,choonceil,council
χώρα,299,unigram,feminine,accusative,singular,cheer,10.011811778766136,,,,,,,cheer,cheer,"country, countryside"
ὄχλος,57,unigram,masculine,accusative,plural,pobble,12.4939863108278,,,,,,,pobble,pobble,crowd
ὄχλος,7,unigram,masculine,accusative,singular,pobble,19.68581731407397,,,,,,,pobble,pobble,crowd
ὄχλος,101,unigram,masculine,nominative,plural,pobble,4.546466623367057,,,,,,,pobble,pobble,crowd
ὄχλος,289,unigram,masculine,nominative,singular,pobble,9.268340678528322,,,,,,,pobble,pobble,crowd
θυγάτηρ,320,unigram,feminine,nominative,singular,inneen,14.233420288672981,,,,,,,inneen,inneen,daughter
ἡμέρα,75,unigram,feminine,accusative,plural,laa,7.971622449858041,,,,,,,laa,laa,day
ἡμέρα,85,unigram,feminine,accusative,singular,laa,6.701390172168761,,,,,,,laa,laa,day
ἡμέρα,2,unigram,feminine,nominative,plural,laghyn,24.06707297652019,,,,,,,laghyn,laghyn,day
ἡμέρα,67,unigram,feminine,nominative,singular,laa,18.656485389443638,,,,,,,laa,laa,day
ὀφειλέτης,261,unigram,masculine,nominative,plural,,,,,,,,,hoght‐jeig,hoght-jeig,debtor
ὀφειλέτης,126,unigram,masculine,nominative,singular,talent,1.072093170982862,,,,,,,talent,talent,debtor
δαιμόνιον,28,unigram,neuter,accusative,plural,,,,,,,,,drogh‐spyrrydyn,drogh-spyrrydyn,demon
δαιμόνιον,334,unigram,neuter,accusative,singular,,,,,,,,,drogh‐spyrryd,drogh-spyrryd,demon
δαιμόνιον,203,unigram,neuter,nominative,plural,,,,,,,,,drogh‐spyrrydyn,drogh-spyrrydyn,demon
δαιμόνιον,176,unigram,neuter,nominative,singular,,,,,,,,,drogh‐spyrryd,drogh-spyrryd,demon
δηνάριον,313,unigram,neuter,accusative,plural,ping,1.5163174329070073,,,,,,,ping,ping,denarius (about a day's wages)
δηνάριον,165,unigram,neuter,accusative,singular,ping,5.191428360356974,,,,,,,ping,ping,denarius (about a day's wages)
μαθητής,183,unigram,masculine,accusative,plural,ostyllyn,5.591831653708867,,,,,,,ostyllyn,ostyllyn,disciple
μαθητής,340,unigram,masculine,accusative,singular,bynney,1.6634031519645318,,,,,,,bynney,bynney,disciple
μαθητής,282,unigram,masculine,nominative,plural,ostyllyn,9.805077494961436,,,,,,,ostyllyn,ostyllyn,disciple
μαθητής,338,unigram,masculine,nominative,singular,ostyl,8.794961921841889,,,,,,,ostyl,ostyl,disciple
νόσος,3,unigram,feminine,accusative,plural,eaghtyrys,1.2238256766097337,,,,,,,eaghtyrys,eaghtyrys,disease
νόσος,74,unigram,feminine,accusative,singular,hingys,1.1688013587413533,,,,,,,hingys,hingys,disease
περιστερά,100,unigram,feminine,accusative,plural,calmaneyn,1.3536751074859414,,,,,,,calmaneyn,calmaneyn,dove
περιστερά,54,unigram,feminine,accusative,singular,calmane,2.3035577771609703,,,,,,,calmane,calmane,dove
οὖς,153,unigram,neuter,accusative,plural,cleayshyn,1.90401592093872,,,,,,,cleayshyn,cleayshyn,ear
οὖς,288,unigram,neuter,accusative,singular,hannish,1.245615994803345,,,,,,,hannish,hannish,ear
σεισμός,63,unigram,masculine,nominative,singular,mooar,1.112810313396599,,,,,,,mooar,mooar,"earthquakes, storm"
τέλος,31,unigram,neuter,accusative,plural,custom,1.3488668711007852,,,,,,,custom,custom,end
τέλος,280,unigram,neuter,accusative,singular,jerrey,4.504188311728769,,,,,,,jerrey,jerrey,end
αἰών,249,unigram,masculine,accusative,plural,earishyn,1.3491727581652717,,,,,,,earishyn,earishyn,eternity
αἰών,309,unigram,masculine,accusative,singular,bragh,26.654924090469333,,,,,,,bragh,bragh,eternity
ὀφθαλμός,19,unigram,masculine,accusative,plural,hooillyn,1.1534365485128153,,,,,,,hooillyn,hooillyn,eye
ὀφθαλμός,64,unigram,masculine,nominative,plural,sooillyn,7.115205473535979,,,,,,,sooillyn,sooillyn,eye
ὀφθαλμός,307,unigram,masculine,nominative,singular,hooill,4.818981264478508,,,,,,,hooill,hooill,eye
πρόσωπον,125,unigram,neuter,accusative,plural,eddin,3.2676068869762878,,,,,,,eddin,eddin,face
πρόσωπον,198,unigram,neuter,accusative,singular,eddin,8.144722873985591,,,,,,,eddin,eddin,face
λιμός,93,unigram,feminine,nominative,singular,genney,1.3487046393834696,,,,,,,genney,genney,famine
λιμός,140,unigram,masculine,nominative,singular,genney,1.1613374356247497,,,,,,,,genney,famine
γεωργός,49,unigram,masculine,nominative,singular,eirinnagh,1.201459869218647,,,,,,,eirinnagh,eirinnagh,"farmer, tenant"
πατήρ,204,unigram,masculine,accusative,plural,luight,1.2038193011107579,,,,,,,luight,luight,father
πατήρ,312,unigram,masculine,accusative,singular,Ayr,1.576437662040574,,,,,,,Ayr,Ayr,father
πατήρ,319,unigram,masculine,nominative,plural,ayraghyn,4.018347373651158,,,,,,,ayraghyn,ayraghyn,father
πατήρ,192,unigram,masculine,nominative,singular,Ayr,39.44501265287957,,,,,,,Ayr,Ayr,father
σύνδουλος,87,unigram,masculine,accusative,singular,,,,,,,,,heshey‐harvaant,heshey-harvaant,"fellow-servant, colleague"
σύνδουλος,115,unigram,masculine,nominative,singular,,,,,,,,,heshey‐harvaant,heshey-harvaant,"fellow-servant, colleague"
ἀγρός,333,unigram,masculine,accusative,plural,cheer,2.192055032964989,,,,,,,cheer,cheer,field
ἀγρός,38,unigram,masculine,accusative,singular,magher,1.9772790310905302,,,,,,,magher,magher,field
δάκτυλος,242,unigram,masculine,accusative,plural,veïr,1.2013845589884997,,,,,,,veïr,veïr,finger
δάκτυλος,182,unigram,masculine,accusative,singular,vair,1.65668046678444,,,,,,,vair,vair,finger
ἰχθύς,157,unigram,masculine,accusative,plural,eeast,1.2552583958380517,,,,,,,eeast,eeast,fish
ἰχθύς,197,unigram,masculine,accusative,singular,eeast,2.0405416019599127,,,,,,,eeast,eeast,fish
δίκτυον,109,unigram,neuter,accusative,plural,lieen,5.254423501168728,,,,,,,lieen,lieen,fishing net
δίκτυον,207,unigram,neuter,accusative,singular,lieen,3.502863722556271,,,,,,,lieen,lieen,fishing net
δίκτυον,177,unigram,neuter,nominative,plural,chruinnee,1.2239280134432773,,,,,,,chruinnee,chruinnee,fishing net
τροφή,254,unigram,feminine,accusative,plural,valley,1.1707848512771717,,,,,,,valley,valley,food
πούς,245,unigram,masculine,accusative,plural,chassyn,2.1522696430767487,,,,,,,chassyn,chassyn,foot
πούς,113,unigram,masculine,accusative,singular,bwoaill,1.2243027933760229,,,,,,,bwoaill,bwoaill,foot
καρπός,188,unigram,masculine,accusative,plural,mess,2.397482087977445,,,,,,,mess,mess,"fruit, crop, harvest"
καρπός,240,unigram,masculine,accusative,singular,mess,16.74742573516617,,,,,,,mess,mess,"fruit, crop, harvest"
πλήρωμα,277,unigram,neuter,accusative,plural,hrog,2.080871514126172,,,,,,,hrog,hrog,fullness
πλήρωμα,329,unigram,neuter,accusative,singular,laane,1.2394550836499054,,,,,,,laane,laane,fullness
γενεά,278,unigram,feminine,accusative,plural,sheeloghe,1.1227653630581502,,,,,,,sheeloghe,sheeloghe,generation
γενεά,241,unigram,feminine,accusative,singular,cheeloghe,3.1602961745016933,,,,,,,cheeloghe,cheeloghe,generation
γενεά,152,unigram,feminine,nominative,singular,cheeloghe,1.871329634674602,,,,,,,cheeloghe,cheeloghe,generation
δῶρον,311,unigram,neuter,accusative,plural,giootyn,2.851762490487025,,,,,,,giootyn,giootyn,gift
δῶρον,167,unigram,neuter,accusative,singular,oural,1.1484695165228995,,,,,,,oural,oural,gift
ἡγεμών,175,unigram,masculine,accusative,plural,reeaghyn,1.2626764503860897,,,,,,,reeaghyn,reeaghyn,"governor, ruler"
ἡγεμών,9,unigram,masculine,accusative,singular,kiannoort,1.7595499144593876,,,,,,,kiannoort,kiannoort,"governor, ruler"
σταφυλή,191,unigram,feminine,accusative,plural,onnaneyn,1.2013309189107515,,,,,,,onnaneyn,onnaneyn,grapes
σταφυλή,342,unigram,feminine,accusative,singular,,,,,,,,,thammag‐ghress,thammag-ghress,grapes
ἀσπασμός,322,unigram,masculine,accusative,plural,vannaghey,1.1011373904618578,,,,,,,vannaghey,vannaghey,greeting
ὁδηγός,4,unigram,masculine,nominative,singular,leeideilee,1.8817362790679268,,,,,,,leeideilee,leeideilee,guide
θρίξ,92,unigram,feminine,nominative,plural,renaigyn,1.3121730674342622,,,,,,,renaigyn,renaigyn,hair
θρίξ,224,unigram,feminine,nominative,singular,renaig,1.348785676714494,,,,,,,renaig,renaig,hair
χείρ,315,unigram,feminine,accusative,plural,laueyn,30.109262579655795,,,,,,,laueyn,laueyn,hand
χείρ,228,unigram,feminine,accusative,singular,laue,7.12816122424864,,,,,,,laue,laue,hand
κεφαλή,145,unigram,feminine,accusative,plural,ghing,2.3480977105421683,,,,,,,ghing,ghing,head
κεφαλή,213,unigram,feminine,accusative,singular,chione,8.689730224895248,,,,,,,chione,chione,head
καρδία,32,unigram,feminine,accusative,plural,creeaghyn,2.7957101226824457,,,,,,,creeaghyn,creeaghyn,heart
καρδία,291,unigram,feminine,accusative,singular,cree,3.7063914027840132,,,,,,,cree,cree,heart
καρδία,199,unigram,feminine,nominative,singular,cree,21.209239126362817,,,,,,,cree,cree,heart
οὐρανός,273,unigram,masculine,accusative,singular,niau,8.954496071876429,,,,,,,niau,niau,"heaven, sky"
οὐρανός,205,unigram,masculine,nominative,singular,aer,3.6831411642710927,,,,,,,aer,aer,"heaven, sky"
ὥρα,298,unigram,feminine,nominative,plural,snapperal,1.6740735141377872,,,,,,,snapperal,snapperal,hour
ὥρα,22,unigram,feminine,nominative,singular,oor,37.86492079779686,,,,,,,oor,oor,hour
οἰκία,159,unigram,feminine,accusative,plural,thieyn,3.746156990991613,,,,,,,thieyn,thieyn,house
οἰκία,326,unigram,feminine,accusative,singular,thie,3.509167759045519,,,,,,,thie,thie,house
οἶκος,286,unigram,masculine,accusative,plural,,,,,,,,,chaill‐ym,chaill-ym,"house, home"
οἶκος,18,unigram,masculine,accusative,singular,thie,1.816521405145038,,,,,,,thie,thie,"house, home"
κριτής,310,unigram,masculine,nominative,plural,briwnyn,1.4643609043947226,,,,,,,briwnyn,briwnyn,judge
κριτής,169,unigram,masculine,nominative,singular,briw,4.260074952395195,,,,,,,briw,briw,judge
βασιλεύς,107,unigram,masculine,accusative,plural,reeaghyn,1.658393206482527,,,,,,,reeaghyn,reeaghyn,king
βασιλεύς,58,unigram,masculine,accusative,singular,ree,13.340163459614514,,,,,,,ree,ree,king
βασιλεία,78,unigram,feminine,accusative,plural,reeriaghtyn,2.076845700719388,,,,,,,reeriaghtyn,reeriaghtyn,kingdom
βασιλεία,164,unigram,feminine,accusative,singular,reeriaght,10.42877541476516,,,,,,,reeriaght,reeriaght,kingdom
κόπος,208,unigram,masculine,accusative,plural,obbyr,1.0336021463504614,,,,,,,obbyr,obbyr,"labour, work, trouble, difficulty"
λύχνος,238,unigram,masculine,nominative,singular,soilshey,1.4797904665102513,,,,,,,soilshey,soilshey,lamp
κλῆρος,98,unigram,masculine,accusative,plural,lottyn,1.4702572047957105,,,,,,,lottyn,lottyn,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,lottyn,3.0314361975340303,,,,,,,lottyn,lottyn,"lots (casting of lots), inheritance"
ἄνθρωπος,301,unigram,masculine,accusative,plural,deiney,8.057574307923984,,,,,,,deiney,deiney,man
ἄνθρωπος,263,unigram,masculine,accusative,singular,dooinney,14.117325509988337,,,,,,,dooinney,dooinney,man
ἄνθρωπος,119,unigram,masculine,nominative,plural,deiney,15.262603121072978,,,,,,,deiney,deiney,man
ἄνθρωπος,181,unigram,masculine,nominative,singular,dooinney,62.46185132350401,,,,,,,dooinney,dooinney,man
ἀνήρ,258,unigram,masculine,accusative,singular,sheshey,8.121784753512715,,,,,,,sheshey,sheshey,"man, husband"
ἀνήρ,150,unigram,masculine,nominative,plural,thousane,1.8921769421423005,,,,,,,thousane,thousane,"man, husband"
ἀνήρ,247,unigram,masculine,nominative,singular,,,,,,,,,cur‐my‐ner,cur-my-ner,"man, husband"
μνᾶ,303,unigram,feminine,accusative,plural,puint,3.3693831458354944,,,,,,,puint,puint,mina (about 100 days' wages)
πρωτοκαθεδρία,105,unigram,feminine,accusative,plural,,,,,,,,,ynnydyn‐soie,ynnydyn-soie,"most important seat, seat of honour"
πρωτοκαθεδρία,34,unigram,feminine,accusative,singular,,,,,,,,,ard‐stuill,ard-stuill,"most important seat, seat of honour"
μήτηρ,96,unigram,feminine,accusative,plural,moiraghyn,1.1726780401018249,,,,,,,moiraghyn,moiraghyn,mother
μήτηρ,283,unigram,feminine,accusative,singular,voir,2.032104693364942,,,,,,,voir,voir,mother
ὄρος,223,unigram,neuter,accusative,plural,sleityn,2.059611005475596,,,,,,,sleityn,sleityn,mountain
ὄρος,271,unigram,neuter,accusative,singular,slieau,2.0919403489697426,,,,,,,slieau,slieau,mountain
μύρον,86,unigram,neuter,accusative,plural,ooilyn,1.3488059605658769,,,,,,,ooilyn,ooilyn,myrrh
μύρον,24,unigram,neuter,accusative,singular,ooil,1.2239280134432773,,,,,,,ooil,ooil,myrrh
ὄνομα,33,unigram,neuter,accusative,singular,ennym,25.66909644088527,,,,,,,ennym,ennym,name
ὄνομα,103,unigram,neuter,nominative,plural,enmyn,4.361710416405975,,,,,,,enmyn,enmyn,name
ὄνομα,259,unigram,neuter,nominative,singular,ennym,2.579624327187963,,,,,,,ennym,ennym,name
ἔθνος,236,unigram,neuter,accusative,plural,ashoon,4.33444248646583,,,,,,,ashoon,ashoon,nation
ἔθνος,200,unigram,neuter,accusative,singular,ashoon,5.712642056749128,,,,,,,ashoon,ashoon,nation
ἔθνος,306,unigram,neuter,nominative,plural,Ashoonee,2.2209256075855786,,,,,,,Ashoonee,Ashoonee,nation
ἔθνος,23,unigram,neuter,nominative,singular,ashoon,3.852278343556676,,,,,,,ashoon,ashoon,nation
νύξ,194,unigram,feminine,accusative,plural,oie,3.2250697931752748,,,,,,,oie,oie,night
νύξ,253,unigram,feminine,accusative,singular,oie,4.176072015352967,,,,,,,oie,oie,night
ὅρκος,59,unigram,masculine,accusative,plural,,,,,,,,,ny‐yeih,loo,oath
ὅρκος,270,unigram,masculine,accusative,singular,breearrey,1.7592291376140186,,,,,,,breearrey,breearrey,oath
βοῦς,155,unigram,masculine,accusative,plural,dew,1.3120757408451078,,,,,,,dew,dew,ox
παραβολή,266,unigram,feminine,accusative,plural,,,,,,,,,coraaghyn‐dorraghey,coraaghyn-dorraghey,parable
παραβολή,229,unigram,feminine,accusative,singular,,,,,,,,,coraa‐dorraghey,coraa-dorraghey,parable
μέρος,345,unigram,neuter,accusative,plural,ardjyn,9.316615691090053,,,,,,,ardjyn,ardjyn,part
μέρος,51,unigram,neuter,accusative,singular,ayrn,3.612273921027618,,,,,,,ayrn,ayrn,part
μαργαρίτης,231,unigram,masculine,accusative,plural,pearlyn,3.999796427775453,,,,,,,pearlyn,pearlyn,pearls
τόπος,300,unigram,masculine,accusative,singular,ynnyd,13.84200896130117,,,,,,,ynnyd,ynnyd,place
πρωτοκλισία,281,unigram,feminine,accusative,plural,,,,,,,,,ynnydyn‐soie,ynnydyn-soie,place of honor
πρωτοκλισία,35,unigram,feminine,accusative,singular,,,,,,,,,ynnydyn‐soie,ynnydyn-soie,place of honor
ὄφις,104,unigram,masculine,accusative,singular,,,,,,,,,ard‐nieu,ard-nieu,poison
σκεῦος,141,unigram,neuter,accusative,plural,treanagh,2.0210686307754404,,,,,,,treanagh,treanagh,"possession, object, thing, jar, vessel"
σκεῦος,262,unigram,neuter,accusative,singular,,,,,,,,,lhowagh,lowagh,"possession, object, thing, jar, vessel"
σκεῦος,132,unigram,neuter,nominative,plural,sthie,1.391481599345417,,,,,,,sthie,sthie,"possession, object, thing, jar, vessel"
δύναμις,106,unigram,feminine,accusative,plural,dobbree,1.2241857191609233,,,,,,,dobbree,dobbree,"power, ability, miracle"
δύναμις,45,unigram,feminine,accusative,singular,pooar,2.6475973127081405,,,,,,,pooar,pooar,"power, ability, miracle"
δύναμις,81,unigram,feminine,nominative,plural,yindyssagh,1.0764809288141794,,,,,,,yindyssagh,yindyssagh,"power, ability, miracle"
δύναμις,116,unigram,feminine,nominative,singular,pooar,1.3444114865070962,,,,,,,pooar,pooar,"power, ability, miracle"
ἱερεύς,15,unigram,masculine,nominative,plural,saggyrtyn,1.20141680414292,,,,,,,saggyrtyn,saggyrtyn,priest
ἱερεύς,250,unigram,masculine,nominative,singular,saggyrt,3.999795830253839,,,,,,,saggyrt,saggyrt,priest
φυλακή,21,unigram,feminine,accusative,singular,pryssoon,7.745316145878334,,,,,,,pryssoon,pryssoon,prison
προφήτης,62,unigram,masculine,accusative,plural,phadeyryn,19.641119583193554,,,,,,,phadeyryn,phadeyryn,prophet
προφήτης,206,unigram,masculine,accusative,singular,phadeyr,8.671123515203568,,,,,,,phadeyr,phadeyr,prophet
προφήτης,230,unigram,masculine,nominative,plural,phadeyryn,9.220585040610148,,,,,,,phadeyryn,phadeyryn,prophet
προφήτης,272,unigram,masculine,nominative,singular,phadeyr,17.403982789852673,,,,,,,phadeyr,phadeyr,prophet
βαλλάντιον,131,unigram,neuter,accusative,plural,Creck-jee,1.0960622061228922,,,,,,,,Creck-jee,purse
βαλλάντιον,14,unigram,neuter,accusative,singular,sporran,1.8718755228879647,,,,,,,sporran,sporran,purse
ποταμός,127,unigram,masculine,nominative,plural,thooillaghyn,1.1336766852815494,,,,,,,thooillaghyn,thooillaghyn,river
ποταμός,172,unigram,masculine,nominative,singular,undin,1.3121146427497776,,,,,,,undin,undin,river
λῃστής,40,unigram,masculine,accusative,plural,droor,1.2238521842091032,,,,,,,droor,droor,robber
λῃστής,344,unigram,masculine,accusative,singular,cliwenyn,1.087948649852693,,,,,,,cliwenyn,cliwenyn,robber
λῃστής,323,unigram,masculine,nominative,plural,maarlee,3.0696307440764476,,,,,,,maarlee,maarlee,robber
λῃστής,161,unigram,masculine,nominative,singular,roosteyr,3.999795658923141,,,,,,,roosteyr,roosteyr,robber
ἄρχων,211,unigram,masculine,accusative,plural,,,,,,,,,fir‐reil,fir-reill,ruler
ἄρχων,66,unigram,masculine,nominative,plural,,,,,,,,,fir‐reill,fir-reill,ruler
ἄρχων,318,unigram,masculine,nominative,singular,prince,3.605804393286211,,,,,,,prince,prince,ruler
ἀκοή,76,unigram,feminine,accusative,singular,Tetrarch,1.3121535829512527,,,,,,,Tetrarch,Tetrarch,rumor
ἀκοή,166,unigram,feminine,nominative,plural,streng,1.4703734879022974,,,,,,,streng,streng,rumor
ἀκοή,332,unigram,feminine,nominative,singular,trooid,1.1164802303045633,,,,,,,trooid,trooid,rumor
βιβλίον,53,unigram,neuter,accusative,singular,,,,,,,,,screeuyn‐scarree,screeuyn-scarree,"scroll, book"
διάκονος,90,unigram,masculine,nominative,singular,shirveishagh,3.9048610049362575,,,,,,,shirveishagh,shirveishagh,"servant, minister, deacon"
δοῦλος,217,unigram,masculine,accusative,plural,sharvaantyn,3.614640056912556,,,,,,,sharvaantyn,sharvaantyn,"servant, slave"
δοῦλος,25,unigram,masculine,accusative,singular,,,,,,,,,fer‐mooinjerey,fer-mooinjerey,"servant, slave"
δοῦλος,102,unigram,masculine,nominative,plural,sharvaantyn,5.015850669696283,,,,,,,sharvaantyn,sharvaantyn,"servant, slave"
δοῦλος,212,unigram,masculine,nominative,singular,charvaant,4.485526148148403,,,,,,,charvaant,charvaant,"servant, slave"
πρόβατον,327,unigram,neuter,accusative,plural,kirree,3.38814916648173,,,,,,,kirree,kirree,sheep
πρόβατον,147,unigram,neuter,accusative,singular,cheyrrey,3.999794278418312,,,,,,,cheyrrey,cheyrrey,sheep
