lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1123_translation,version_1124_translation,version_1125_translation,version_1126_translation,version_1127_translation,version_1128_translation,english_translation
ὄχλος,52,unigram,masculine,accusative,plural,sokaságot,139.52090453586888,embereket,sokaságot,sokaságot,sokaságot,sokaságot,sokaságot,crowd
ὄχλος,7,unigram,masculine,accusative,singular,sokaságot,11.05023641293055,embereket,tömeget,sokaságot,sokaságot,sokaságot,sokaságot,crowd
ὄχλος,89,unigram,masculine,nominative,plural,sokaság,1289.8268830631753,tömeg,tömeg,sokaság,sokaság,sokaság,sokaság,crowd
ὄχλος,256,unigram,masculine,nominative,singular,sokaság,429.4875439937885,tömeg,tömeg,sokaság,sokaság,sokaság,sokaság,crowd
θυγάτηρ,290,unigram,feminine,nominative,singular,leánya,27.5571627033578,leánya,leánya,leánya,leánya,leánya,leánya,daughter
ἡμέρα,68,unigram,feminine,accusative,plural,nap,11.390776710905572,nap,nap,nap,nap,nap,nap,day
ἡμέρα,77,unigram,feminine,accusative,singular,,,nap,szenthelyen,templomban,naponként,naponként,templomban,day
ἡμέρα,2,unigram,feminine,nominative,plural,napok,18.10562113154281,idő,napok,napok,napok,napok,napok,day
ἡμέρα,62,unigram,feminine,nominative,singular,nap,16.694676227814824,este,nappal,nap,nap,nap,nap,day
ὀφειλέτης,112,unigram,masculine,nominative,singular,talentummal,1.0960524252565438,talentummal,,,,,,debtor
δαιμόνιον,27,unigram,neuter,accusative,plural,ördögöket,29.01957313854216,gonosz,ördögi,ördögöket,ördögöket,ördögöket,ördögöket,demon
δαιμόνιον,305,unigram,neuter,accusative,singular,Ördög,1.140541765683466,szellem,ördögi,Ördög,ördög,Ördög,Ördög,demon
δαιμόνιον,179,unigram,neuter,nominative,plural,ördögök,6.060815459243488,gonosz,ördögi,ördögök,ördögök,ördögök,ördögök,demon
δαιμόνιον,157,unigram,neuter,nominative,singular,ördög,19.301528970535916,gonosz,ördögi,ördög,ördög,ördög,ördög,demon
δηνάριον,281,unigram,neuter,accusative,plural,,,ezüstpénzzel,,adós,,,dénárral,denarius (about a day's wages)
δηνάριον,147,unigram,neuter,accusative,singular,dénárt,17.507110833078503,ezüstpénzt,dénárt,pénzt,dénárt,dénárt,,denarius (about a day's wages)
μαθητής,163,unigram,masculine,accusative,plural,tanítványait,14.344439791891924,tanítványait,tanítványaihoz,tanítványait,tanítványait,tanítványait,tanítványait,disciple
μαθητής,310,unigram,masculine,accusative,singular,szeretett,2.462779701495976,szeretett,akit,szeret,szeretett,szeretett,szeretett,disciple
μαθητής,250,unigram,masculine,nominative,plural,tanítványai,15.016860340590307,tanítványai,tanítványai,tanítványai,tanítványai,tanítványai,tanítványai,disciple
μαθητής,308,unigram,masculine,nominative,singular,tanítvány,1584.9977776946496,tanítvány,tanítvány,tanítvány,tanítvány,tanítvány,tanítvány,disciple
νόσος,67,unigram,feminine,accusative,singular,betegséget,1.5323167238096254,,,betegséget,,,,disease
περιστερά,88,unigram,feminine,accusative,plural,templomban,1.403477664584068,pénzváltók,,templomban,templomban,templomban,templomban,dove
περιστερά,50,unigram,feminine,accusative,singular,galamb,5.769616689468802,galamb,galamb,galambot,galamb,galamb,galambot,dove
οὖς,136,unigram,neuter,accusative,plural,füle,1.6206751544292444,füle,füle,,füle,füle,hallásra,ear
οὖς,255,unigram,neuter,accusative,singular,,,háztetőkről,fülbe,,,,,ear
σεισμός,185,unigram,masculine,nominative,plural,,,helyeken,éhínségek,,,,lesznek,"earthquakes, storm"
σεισμός,58,unigram,masculine,nominative,singular,támadt,2.678210038887012,támadt,Egyszerre,lőn,íme,támadt,támadt,"earthquakes, storm"
τέλος,247,unigram,neuter,accusative,singular,mindvégig,6.582919877732232,,állhatatos,mindvégig,mindvégig,mindvégig,mindvégig,end
αἰών,277,unigram,masculine,accusative,singular,soha,15.672547672458014,soha,soha,örökké,soha,soha,soha,eternity
ὀφθαλμός,19,unigram,masculine,accusative,plural,szemét,8.937726887100487,szemét,szemét,szemeit,szemét,szemét,szemeit,eye
ὀφθαλμός,59,unigram,masculine,nominative,plural,,,,szemükre,szemeik,szemük,szemük,szemeik,eye
ὀφθαλμός,274,unigram,masculine,nominative,singular,szemed,52.265397156831675,szemed,szemed,szemed,szemed,szemed,szemed,eye
πρόσωπον,111,unigram,neuter,accusative,plural,arcukat,3.9997947117184753,,arcukat,ők,,,arcukat,face
λιμός,5,unigram,feminine,nominative,plural,,,,éhínségek,,,,nemzet,famine
λιμός,124,unigram,masculine,nominative,singular,,,Mondhatom,,éhség,,,,famine
γεωργός,230,unigram,masculine,nominative,plural,munkások,8.846601237824146,bérlők,örökös,munkások,munkások,munkások,munkások,"farmer, tenant"
γεωργός,46,unigram,masculine,nominative,singular,,,szőlősgazda,szőlőműves,szőlőműves,szőlősgazda,szőlősgazda,szőlőműves,"farmer, tenant"
πατήρ,280,unigram,masculine,accusative,singular,,,Atyát,Atyát,atyját,apját,apját,atyját,father
πατήρ,289,unigram,masculine,nominative,plural,,,ettek,atyáitok,,,,,father
πατήρ,170,unigram,masculine,nominative,singular,Atya,71.19857060479987,Atya,Atya,Atya,Atya,Atya,Atya,father
σύνδουλος,130,unigram,masculine,accusative,plural,részegesekkel,1.0960670999999007,részegesekkel,,,,,,"fellow-servant, colleague"
σύνδουλος,293,unigram,masculine,nominative,plural,szolgatársai,1.0960670999999007,,,szolgatársai,,,,"fellow-servant, colleague"
σύνδουλος,102,unigram,masculine,nominative,singular,Szolgatársa,1.3167745555846684,,,szolgatársa,Szolgatársa,Szolgatársa,Szolgatársa,"fellow-servant, colleague"
ἀγρός,304,unigram,masculine,accusative,plural,falvakba,2.388500075931142,falvakban,,falvakba,településekre,tanyákra,falvakba,field
ἀγρός,36,unigram,masculine,accusative,singular,fazekas,1.0766521848584762,,fazekas,,,,,field
δάκτυλος,162,unigram,masculine,accusative,singular,kezemet,1.8078099263355247,,kezemet,,,,,finger
ἰχθύς,140,unigram,masculine,accusative,plural,két,1.103891063227907,tört,két,két,tanítványoknak,tanítványoknak,két,fish
ἰχθύς,174,unigram,masculine,accusative,singular,halat,10.558903474852473,halat,halat,halat,halat,halat,halat,fish
δίκτυον,97,unigram,neuter,accusative,plural,hálóikat,36.25831298632419,hálóikat,hálóikat,hálóikat,hálóikat,hálóikat,hálóikat,fishing net
δίκτυον,182,unigram,neuter,accusative,singular,hálót,21.176267652316877,hálót,hálót,hálót,hálót,hálót,hálót,fishing net
τροφή,223,unigram,feminine,accusative,plural,ennivalót,1.3037583807793505,,,,ennivalót,ennivalót,ennivalót,food
τροφή,300,unigram,feminine,accusative,singular,házanépén,1.096071996175396,,,házanépén,,,,food
πούς,215,unigram,masculine,accusative,plural,lábát,1.5125217447652732,lábamat,lábát,lábait,lábát,lábát,lábait,foot
πούς,100,unigram,masculine,accusative,singular,üsd,1.6484144998907733,,,,,,üsd,foot
καρπός,167,unigram,masculine,accusative,plural,gyümölcsöt,1.2587709147366593,,,gyümölcsöt,,,,"fruit, crop, harvest"
καρπός,211,unigram,masculine,accusative,singular,gyümölcsöt,166.59572697453004,gyümölcsöt,gyümölcsöt,gyümölcsöt,gyümölcsöt,gyümölcsöt,gyümölcsöt,"fruit, crop, harvest"
πλήρωμα,245,unigram,neuter,accusative,plural,tele,8.001756890381749,maradékot,,tele,tele,tele,tele,fullness
γενεά,212,unigram,feminine,accusative,singular,nemzedéket,1.9576793561013976,nemzedéket,,,,,,generation
γενεά,287,unigram,feminine,nominative,plural,nemzedék,7.999383623732979,,nemzedék,,nemzedék,nemzedék,,generation
γενεά,135,unigram,feminine,nominative,singular,nemzedék,49.258595692929866,nemzedék,nemzedék,nemzetség,nemzedék,nemzedék,,generation
δῶρον,279,unigram,neuter,accusative,plural,áldozati,2.9623737463941477,gazdagok,adományaikat,,áldozati,áldozati,ajándékot,gift
δῶρον,148,unigram,neuter,accusative,singular,,,ajándékot,adományt,,,,,gift
ἡγεμών,156,unigram,masculine,accusative,plural,helytartók,1.5381467519185426,királyok,,helytartók,helytartók,helytartók,helytartók,"governor, ruler"
ἡγεμών,9,unigram,masculine,accusative,singular,helytartó,1.3488059605658769,vádra,,,helytartó,helytartó,szóra,"governor, ruler"
ἀσπασμός,292,unigram,masculine,accusative,plural,tereken,2.6373317672448753,tisztelettel,piacokon,köszöntéseket,tereken,tereken,köszöntik,greeting
ὁδηγός,3,unigram,masculine,nominative,singular,vezetők,14.251074971381742,vagytok,vezetők,vezérek,vezetők,vezetők,vezetők,guide
θρίξ,83,unigram,feminine,nominative,plural,számolva,1.5768795760029908,,számolva,,,,,hair
χείρ,283,unigram,feminine,accusative,plural,kezét,18.352423631492428,kezét,kezét,kezeit,kezét,kezét,kezeit,hand
χείρ,201,unigram,feminine,accusative,singular,kezét,11.485450841270035,kinyújtotta,kezét,kezét,kezét,kezét,kezét,hand
κεφαλή,128,unigram,feminine,accusative,plural,szidalmazták,1.2316248891652963,szidalmazták,,,,,,head
κεφαλή,188,unigram,feminine,accusative,singular,fejét,457.41732357806404,fejét,fejét,fejét,fejét,fejét,fejét,head
στάχυς,189,unigram,masculine,accusative,plural,kalászokat,2.165915487462627,keresztül,kalászokat,,,,kalászokat,head of grain
καρδία,30,unigram,feminine,accusative,plural,előtt,1.1607075903082948,,,,,,előtt,heart
καρδία,258,unigram,feminine,accusative,singular,szívébe,13.737337230631246,,,szívébe,szívébe,szívébe,szívébe,heart
καρδία,175,unigram,feminine,nominative,singular,szívetek,20.54799586651783,,szívetek,szívetek,szívetek,szívetek,szívetek,heart
οὐρανός,241,unigram,masculine,accusative,singular,égre,8.656897021960733,égre,égre,mennybe,égre,égre,égre,"heaven, sky"
οὐρανός,180,unigram,masculine,nominative,singular,ég,49.157431920030824,ég,ég,ég,ég,ég,ég,"heaven, sky"
ὥρα,22,unigram,feminine,nominative,singular,óra,174.844119002159,idő,óra,óra,óra,óra,óra,hour
οἰκία,142,unigram,feminine,accusative,plural,házát,3.116606324072927,kapni,,,házát,házát,házát,house
οἰκία,297,unigram,feminine,accusative,singular,házba,5.323307292249183,házba,házba,házba,házba,házba,házba,house
οἶκος,18,unigram,masculine,accusative,singular,haza,3.476333436237071,haza,házába,haza,haza,haza,házába,"house, home"
κριτής,278,unigram,masculine,nominative,plural,űzik,1.106276804395426,űzik,,,,,,judge
κριτής,150,unigram,masculine,nominative,singular,bíró,74.82360668640946,bíró,bíró,bíró,bíró,bíró,bíró,judge
βασιλεύς,95,unigram,masculine,accusative,plural,,,királyok,,helytartók,,,,king
βασιλεύς,53,unigram,masculine,accusative,singular,Pilátus,1.6457760823815488,Pilátus,,Pilátus,zsidók,Pilátus,Pilátus,king
βασιλεία,70,unigram,feminine,accusative,plural,országát,1.3561471279585473,királyságát,megmutatta,magas,országát,országát,országát,kingdom
βασιλεία,146,unigram,feminine,accusative,singular,országát,1.3636782399557346,Királyságába,,országát,országát,,Isten,kingdom
κόπος,183,unigram,masculine,accusative,plural,velem,1.5923841687587257,jót,velem,velem,velem,velem,bántjátok,"labour, work, trouble, difficulty"
λύχνος,209,unigram,masculine,nominative,singular,világos,1.7773313826738908,,világos,világos,világos,világos,világos,lamp
κλῆρος,1,unigram,masculine,accusative,singular,sorsot,2.81093139453302,kisorsolták,sorsot,sorsot,,,sorsot,"lots (casting of lots), inheritance"
ἄνθρωπος,267,unigram,masculine,accusative,plural,embereket,628.8182093337213,,embereket,embereket,embereket,embereket,embereket,man
ἄνθρωπος,232,unigram,masculine,accusative,singular,embert,2173.5257431437276,tisztátalanná,embert,embert,embert,embert,embert,man
ἄνθρωπος,106,unigram,masculine,nominative,plural,emberek,1657.4445661639006,mondanak,emberek,emberek,emberek,emberek,emberek,man
ἄνθρωπος,161,unigram,masculine,nominative,singular,ember,154623.26236432404,ember,ember,ember,ember,ember,ember,man
ἀνήρ,227,unigram,masculine,accusative,singular,férjét,6.509898736787066,igaz,férjét,férjét,,,férjét,"man, husband"
ἀνήρ,133,unigram,masculine,nominative,plural,férfiak,11.323400123173895,ötezer,férfiak,férfiak,férfiak,férfiak,férfiak,"man, husband"
ἀνήρ,216,unigram,masculine,nominative,singular,ember,19.425430070729195,ember,férfi,ember,ember,ember,ember,"man, husband"
μνᾶ,270,unigram,feminine,accusative,plural,minát,2.1376907610182045,zacskó,minát,gírát,minát,minát,minát,mina (about 100 days' wages)
μνᾶ,10,unigram,feminine,accusative,singular,zacskó,1.0595416318177246,zacskó,,,,,,mina (about 100 days' wages)
πρωτοκαθεδρία,93,unigram,feminine,accusative,plural,lakomákon,1.6103589477770495,vacsorákon,lakomákon,lakomákon,,,lakomákon,"most important seat, seat of honour"
πρωτοκαθεδρία,32,unigram,feminine,accusative,singular,,,,,előlülést,,,köszöntéseket,"most important seat, seat of honour"
μήτηρ,251,unigram,feminine,accusative,singular,anyját,10.281564690829052,anyját,anyját,anyját,anyját,anyját,anyját,mother
ὄρος,198,unigram,neuter,accusative,plural,hegyekre,1.3699839963258689,,,hegyekre,,,,mountain
ὄρος,239,unigram,neuter,accusative,singular,hegyre,18.61469567501098,hegyre,hegyre,hegyre,hegyre,hegyre,hegyre,mountain
μύρον,78,unigram,neuter,accusative,plural,készítének,1.0960965115985384,,,készítének,,,,myrrh
ὄνομα,31,unigram,neuter,accusative,singular,nevemért,1.8864669041322442,,nevemért,nevében,nevemért,nevemért,nevemért,name
ὄνομα,91,unigram,neuter,nominative,plural,nevetek,1.2388312291556534,nevetek,,,,,,name
ὄνομα,228,unigram,neuter,nominative,singular,neve,179.99932800078352,nevű,neve,neve,neve,neve,neve,name
ἔθνος,207,unigram,neuter,accusative,plural,,,minden,összes,pogányok,nép,nép,minden,nation
ἔθνος,176,unigram,neuter,accusative,singular,nemzet,1.6992373433377068,,nemzet,nemzet,nemzet,nemzet,nemzet,nation
ἔθνος,273,unigram,neuter,nominative,plural,,,ismerik,mindezekre,pogányok,kérdezgetik,törik,,nation
ἔθνος,23,unigram,neuter,nominative,singular,nemzet,2.2459754922816293,ország,nemzet,nemzet,nemzet,nemzet,nemzet,nation
νύξ,172,unigram,feminine,accusative,plural,éjjel,9.10883117550279,éjjel,,éjjel,éjjel,éjjel,éjjel,night
νύξ,222,unigram,feminine,accusative,singular,éjjel,1.3600692232541294,éjjel-nappal,,éjjel,éjjel,éjjel,éjjel,night
ὅρκος,54,unigram,masculine,accusative,plural,,,,esküje,vendégek,,,,oath
βοῦς,138,unigram,masculine,accusative,plural,pénzváltók,1.4362037637353489,pénzváltók,,,,,,ox
παραβολή,235,unigram,feminine,accusative,plural,jelképes,1.0512072351295805,jelképes,,,,,,parable
παραβολή,202,unigram,feminine,accusative,singular,példázatot,942.2060420637298,történetet,példázatot,példázatot,példázatot,példázatot,példázatot,parable
μέρος,314,unigram,neuter,accusative,plural,vidékére,6.383372112284299,vidékére,vidékére,vidékeire,területére,vidékére,,part
μαργαρίτης,33,unigram,masculine,accusative,singular,gyöngyöt,1.096057314542422,gyöngyöt,,,,,,pearls
τόπος,246,unigram,masculine,accusative,plural,,,helyeken,éhínségek,,,,lesznek,place
τόπος,266,unigram,masculine,accusative,singular,helyre,106.88820248295909,helyre,helyre,helyre,helyre,helyre,helyre,place
πρωτοκλισία,249,unigram,feminine,accusative,plural,,,helyeket,lakomákon,,,,főhelyeket,place of honor
ὄφις,92,unigram,masculine,accusative,singular,kígyót,12.308101917832762,kígyót,kígyót,kígyót,kígyót,kígyót,kígyót,poison
σκεῦος,231,unigram,neuter,accusative,singular,átvigyen,1.0960670999999007,átvigyen,,,,,,"possession, object, thing, jar, vessel"
σκεῦος,116,unigram,neuter,nominative,plural,háztetőn,1.0595416318177246,háztetőn,,,,,,"possession, object, thing, jar, vessel"
δύναμις,94,unigram,feminine,accusative,plural,csodát,3.1216149099724686,csodát,,sok,csodát,csodát,sok,"power, ability, miracle"
δύναμις,42,unigram,feminine,accusative,singular,hatalmát,1.5938032481778694,,hatalmát,,,,,"power, ability, miracle"
δύναμις,73,unigram,feminine,nominative,plural,csodák,2.7813643445591745,,hatalmas,lőnek,csodák,csodák,csodák,"power, ability, miracle"
δύναμις,103,unigram,feminine,nominative,singular,ereje,6.616425428010077,ereje,hatalma,,ereje,ereje,,"power, ability, miracle"
ἱερεύς,219,unigram,masculine,nominative,singular,pap,63.99020035239917,pap,pap,pap,pap,pap,pap,priest
φυλακή,21,unigram,feminine,accusative,singular,börtönbe,11.957133871083188,börtönbe,,tömlöczbe,börtönbe,börtönbe,tömlöcbe,prison
προφήτης,57,unigram,masculine,accusative,plural,prófétákat,568.3426344111228,prófétákat,prófétákat,prófétákat,prófétákat,prófétákat,prófétákat,prophet
προφήτης,181,unigram,masculine,accusative,singular,prófétának,4.201351034666236,prófétának,próféta,,prófétának,prófétának,prófétának,prophet
προφήτης,203,unigram,masculine,nominative,plural,próféták,52.04288001677612,próféták,próféták,próféták,próféták,próféták,próféták,prophet
προφήτης,240,unigram,masculine,nominative,singular,próféta,2901.7773427878647,próféta,próféta,próféta,próféta,próféta,próféta,prophet
βαλλάντιον,16,unigram,neuter,accusative,singular,,,,,táskát,tarisznyát,tarisznyát,táskát,purse
ποταμός,153,unigram,masculine,nominative,singular,,,épített,,folyóvíz,,,,river
λῃστής,313,unigram,masculine,accusative,singular,rabló,1.119431105225799,rabló,haramiára,Mint,rabló,rabló,,robber
λῃστής,294,unigram,masculine,nominative,plural,együtt,1.1542973299426933,,haramiák,együtt,,,együtt,robber
λῃστής,143,unigram,masculine,nominative,singular,,,,haramia,tolvaj,rabló,rabló,tolvaj,robber
ἄρχων,61,unigram,masculine,nominative,plural,főemberek,5.531631265227486,vezetők,elöljárók,főemberek,főemberek,Krisztus,főemberek,ruler
ἄρχων,288,unigram,masculine,nominative,singular,fejedelme,4.597968358923464,világnak,elöljáró,fejedelme,fejedelme,fejedelme,fejedelme,ruler
ἀκοή,69,unigram,feminine,accusative,singular,,,fejedelme,,hírét,,,fejedelem,rumor
ἀκοή,303,unigram,feminine,nominative,singular,híre,12.361010772511944,híre,egész,híre,híre,híre,híre,rumor
βιβλίον,49,unigram,neuter,accusative,singular,,,válólevelet,tekercset,,Mózes,könyvtekercset,,"scroll, book"
διάκονος,81,unigram,masculine,nominative,singular,szolgátok,1.3698807752459252,lenni,lenni,szolgátok,szolgátok,szolgátok,szolgátok,"servant, minister, deacon"
δοῦλος,192,unigram,masculine,accusative,plural,szolgáit,100.1900775903427,szolgáit,rabszolgáit,szolgáit,szolgáit,szolgáit,szolgáit,"servant, slave"
δοῦλος,24,unigram,masculine,accusative,singular,,,szolgáját,rabszolgát,szolgáját,szolgát,szolgát,,"servant, slave"
δοῦλος,90,unigram,masculine,nominative,plural,szolgák,340.7539879659142,szolgák,rabszolgák,szolgák,szolgák,szolgák,szolgák,"servant, slave"
δοῦλος,187,unigram,masculine,nominative,singular,szolga,821.8279829597695,szolga,rabszolga,szolga,szolga,szolga,szolga,"servant, slave"
πρόβατον,298,unigram,neuter,accusative,plural,juhokat,15.862125960156565,juhokat,juhokat,juhokat,juhokat,juhokat,juhokat,sheep
ποιμήν,226,unigram,masculine,nominative,plural,pásztorok,27.07857947453923,pásztorok,pásztorok,pásztorok,pásztorok,pásztorok,pásztorok,"shepherd, pastor"
