lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1327_translation,version_1328_translation,version_1329_translation,version_1330_translation,version_1331_translation,version_1332_translation,english_translation
βλασφημία,96,unigram,feminine,nominative,singular,lastering,3.9997960867405626,,godslastering,lastering,,,lastering,blasphemy
πλοῖον,124,unigram,neuter,accusative,plural,,,boten,boten,schepen,boten,schepen,schepen,boat
πλοῖον,361,unigram,neuter,accusative,singular,,,boot,boot,schip,boot,schip,schip,boat
πλοῖον,281,unigram,neuter,nominative,plural,,,,boten,scheepjes,,schepen,,boat
πλοῖον,265,unigram,neuter,nominative,singular,schip,7.027390479988877,boot,boot,schip,,schip,schip,boat
σῶμα,252,unigram,neuter,nominative,plural,lichamen,7.999383883498751,hangen,,lichamen,,lichamen,lichamen,body
σῶμα,68,unigram,neuter,nominative,singular,lichaam,3876.081533791465,lichaam,lichaam,lichaam,lichaam,lichaam,lichaam,body
κλῆμα,64,unigram,neuter,nominative,plural,ranken,1.93597134520396,wijnstruik,ranken,ranken,ranken,ranken,ranken,branch
κλῆμα,175,unigram,neuter,nominative,singular,rank,9.16941526731005,blijven,rank,rank,rank,rank,rank,branch
ἄρτος,366,unigram,masculine,accusative,plural,broden,106.98266845955915,broden,broden,broden,brood,broden,broden,bread
ἄρτος,395,unigram,masculine,accusative,singular,brood,29171.962873800356,brood,brood,brood,brood,brood,brood,bread
ἄρτος,185,unigram,masculine,nominative,plural,broden,17.99512412991724,broden,brood,broden,brood,broden,broden,bread
ἄρτος,44,unigram,masculine,nominative,singular,brood,151.41537239014923,brood,brood,brood,brood,brood,Brood,bread
ἀδελφός,351,unigram,masculine,accusative,plural,broers,26.510513207737294,broers,broers,broers,broers,broeders,broeders,brother
ἀδελφός,141,unigram,masculine,accusative,singular,broer,8.930638628086562,broer,broer,broer,broer,broeder,broeder,brother
ἀδελφός,130,unigram,masculine,nominative,plural,,,broers,broeders,broers,broers,broeders,broeders,brother
ἀδελφός,272,unigram,masculine,nominative,singular,broer,138.01614973611387,broer,broer,broer,broer,broeder,broeder,brother
στῆθος,181,unigram,neuter,accusative,plural,borst,1.1613200159490846,wrongen,,borst,borst,schouwspel,,"chest, breast"
στῆθος,335,unigram,neuter,accusative,singular,borst,28.86019989910531,dicht,borst,borst,zich,borst,borst,"chest, breast"
ἀρχιερεύς,287,unigram,masculine,accusative,plural,overpriesters,58.98349381883219,priesters,opperpriesters,overpriesters,leidende,overpriesters,overpriesters,chief priest
ἀρχιερεύς,69,unigram,masculine,accusative,singular,hogepriester,12.140293466990245,hogepriester,hogepriester,hogepriester,hogepriester,hogepriester,hogepriester,chief priest
ἀρχιερεύς,140,unigram,masculine,nominative,plural,overpriesters,57.49694859330322,priesters,opperpriesters,overpriesters,priesters,overpriesters,overpriesters,chief priest
ἀρχιερεύς,293,unigram,masculine,nominative,singular,hogepriester,2385.0343043395765,hogepriester,hogepriester,hogepriester,hogepriester,hogepriester,hogepriester,chief priest
παῖς,277,unigram,masculine,accusative,plural,,,,knapen,,,,zeer,child
παῖς,55,unigram,masculine,accusative,singular,,,,,stuiptrekken,stuiptrekkend,knaap,toekwam,child
τέκνον,387,unigram,neuter,accusative,plural,kinderen,10370.947052170683,kinderen,kinderen,kinderen,kinderen,kinderen,kinderen,child
τέκνον,210,unigram,neuter,accusative,singular,broer,1.4956912656732024,broer,broer,broer,broer,kind,kinderen,child
τέκνον,17,unigram,neuter,nominative,plural,kinderen,1.560780910683041,Kinderen,kinderen,kinderen,Vaders,kinderen,kinderen,child
τέκνον,225,unigram,neuter,nominative,singular,Kind,8.562301730509308,'Zoon,Kind,Kind,Jongen,Kind,Kind,child
παιδίον,15,unigram,neuter,accusative,plural,kinderen,1.4880650776282667,kinderen,kinderen,,Houd,,kinderkens,child
παιδίον,105,unigram,neuter,accusative,singular,kind,192.85837518473352,kind,kind,kind,kind,kind,kindeken,child
παιδίον,202,unigram,neuter,nominative,plural,kinderen,4.547329162351255,'Stoor,kinderen,kinderen,,kinderen,kinderkens,child
παιδίον,46,unigram,neuter,nominative,singular,kind,708.0010872045538,kind,kind,kind,kind,kind,kindeken,child
πόλις,214,unigram,feminine,accusative,plural,steden,91.18208506289754,steden,steden,steden,steden,steden,steden,city
πόλις,73,unigram,feminine,accusative,singular,stad,29625.52835905441,stad,stad,stad,stad,stad,stad,city
πύλη,241,unigram,feminine,nominative,singular,poort,4.269642586754835,poort,poort,poort,poort,,poort,city gate
χιτών,136,unigram,masculine,accusative,plural,extra,1.2054013932141436,extra,geen,,extra,hemden,rokken,"clothing, undergarments"
χιτών,32,unigram,masculine,accusative,singular,hemd,2.51042056505742,hemd,onderkleed,onderkleed,hemd,hemd,rok,"clothing, undergarments"
ἱμάτιον,154,unigram,neuter,accusative,plural,klederen,29.563853964992987,mantels,klederen,kleren,kleren,klederen,klederen,coat
ἱμάτιον,153,unigram,neuter,accusative,singular,mantel,5.600370289848833,mantel,mantel,bovenkleed,jas,mantel,kleed,coat
ἐντολή,92,unigram,feminine,accusative,plural,geboden,51.283757615563275,steel,geboden,geboden,geboden,geboden,geboden,commandment
ἐντολή,90,unigram,feminine,accusative,singular,gebod,135.53534440075023,wet,gebod,gebod,zet,gebod,gebod,commandment
συνέδριον,371,unigram,neuter,accusative,plural,raadsvergaderingen,1.6208596813381724,rechter,overleveren,raadsvergaderingen,synagogen,gerechtshoven,raadsvergaderingen,council
συνέδριον,59,unigram,neuter,accusative,singular,Raad,3.5453432537879985,priesters,Raad,Raad,,Raad,raad,council
χώρα,85,unigram,feminine,accusative,plural,kijkt,1.09612600636564,,kijkt,,,,,"country, countryside"
χώρα,340,unigram,feminine,accusative,singular,land,67.7345468041006,streek,land,land,land,land,land,"country, countryside"
ὄχλος,65,unigram,masculine,accusative,plural,,,mensen,menigte,menigte,mensen,scharen,scharen,crowd
ὄχλος,10,unigram,masculine,accusative,singular,,,mensen,menigte,menigte,mensen,schare,schare,crowd
ὄχλος,117,unigram,masculine,nominative,plural,scharen,44.43121088269246,groepen,scharen,menigte,mensen,scharen,scharen,crowd
ὄχλος,330,unigram,masculine,nominative,singular,,,groep,menigte,menigte,mensen,schare,schare,crowd
θυγάτηρ,134,unigram,feminine,nominative,plural,,,,Dochters,,,,dochters,daughter
θυγάτηρ,365,unigram,feminine,nominative,singular,dochter,1178.703997022252,dochter,dochter,dochter,dochter,dochter,dochter,daughter
ἡμέρα,83,unigram,feminine,accusative,plural,dagen,9172.99548044687,dagen,dagen,dagen,dagen,dagen,dagen,day
ἡμέρα,97,unigram,feminine,accusative,singular,dag,100.96234287236865,dag,dag,dag,dag,dag,dag,day
ἡμέρα,2,unigram,feminine,nominative,plural,dagen,2296.3768218200703,tijd,dagen,dagen,dagen,dagen,dagen,day
ἡμέρα,75,unigram,feminine,nominative,singular,dag,1169.960282683694,dag,dag,dag,dag,dag,dag,day
ὀφειλέτης,296,unigram,masculine,nominative,plural,,,,,Siloam,,schuldiger,,debtor
ὀφειλέτης,144,unigram,masculine,nominative,singular,rekenen,1.5531764631543703,,,rekenen,miljoenen,rekenen,rekenen,debtor
δαιμόνιον,33,unigram,neuter,accusative,plural,geesten,1.1468560981004083,geesten,duivels,demonen,geesten,boze,duivelen,demon
δαιμόνιον,381,unigram,neuter,accusative,singular,,,gek,duivel,demon,bezeten,bezeten,duivel,demon
δαιμόνιον,227,unigram,neuter,nominative,plural,geesten,2.860742979802861,geesten,duivels,demonen,geesten,geesten,duivelen,demon
δαιμόνιον,200,unigram,neuter,nominative,singular,duivel,1.8921498003106574,duivelse,duivel,demon,geest,boze,duivel,demon
δηνάριον,356,unigram,neuter,accusative,plural,penningen,3.210038031523374,betalen,tienlingen,penningen,geld,schellingen,penningen,denarius (about a day's wages)
δηνάριον,187,unigram,neuter,accusative,singular,penning,6.0410516532511025,munt,tienling,penning,geldstuk,schelling,penning,denarius (about a day's wages)
μαθητής,207,unigram,masculine,accusative,plural,,,leerlingen,leerlingen,discipelen,leerlingen,discipelen,discipelen,disciple
μαθητής,388,unigram,masculine,accusative,singular,,,vriend,leerling,,vriend,liefhad,liefhad,disciple
μαθητής,322,unigram,masculine,nominative,plural,,,leerlingen,leerlingen,discipelen,leerlingen,discipelen,discipelen,disciple
μαθητής,386,unigram,masculine,nominative,singular,,,leerling,leerling,discipel,leerling,discipel,discipel,disciple
νόσος,3,unigram,feminine,accusative,plural,ziekten,16.77933238486711,ziekten,,ziekten,ziekten,ziekten,ziekten,disease
νόσος,82,unigram,feminine,accusative,singular,kwalen,1.2973292180714564,kwalen,kwalen,kwaal,kwalen,ziekte,,disease
περιστερά,116,unigram,feminine,accusative,plural,duiven,1.1762946119451856,duiven,duivenverkopers,duiven,,duiven,duiven,dove
περιστερά,61,unigram,feminine,accusative,singular,duif,10.569913420002521,duif,duif,duif,duif,duif,duif,dove
οὖς,174,unigram,neuter,accusative,plural,oren,18.412400589167856,oren,oren,oren,oren,oren,oren,ear
οὖς,329,unigram,neuter,accusative,singular,daken,4.299086829732434,daken,daken,daken,daken,daken,daken,ear
σεισμός,234,unigram,masculine,nominative,plural,aardbevingen,1.0810922260060456,,aardbevingen,,,,,"earthquakes, storm"
σεισμός,71,unigram,masculine,nominative,singular,grote,1.201448790104183,aardbeving,hevige,grote,hevige,grote,grote,"earthquakes, storm"
τέλος,36,unigram,neuter,accusative,plural,tol,1.0961112485594913,,,,tol,,,end
τέλος,319,unigram,neuter,accusative,singular,einde,18.446767077997865,einde,einde,einde,gered,einde,einde,end
αἰών,278,unigram,masculine,accusative,plural,eeuwigheid,1.8032417728648151,heerschappij,koningschap,eeuwigheid,regeren,,eeuwigheid,eternity
αἰών,352,unigram,masculine,accusative,singular,eeuwigheid,159.45019210731567,eeuwig,eeuwigheid,eeuwigheid,nooit,eeuwigheid,eeuwigheid,eternity
ὀφθαλμός,24,unigram,masculine,accusative,plural,ogen,4828.04541009252,ogen,ogen,ogen,ogen,ogen,ogen,eye
ὀφθαλμός,72,unigram,masculine,nominative,plural,ogen,1048.004298074004,ogen,ogen,ogen,ogen,ogen,ogen,eye
ὀφθαλμός,349,unigram,masculine,nominative,singular,oog,14.611889980682427,ogen,oog,oog,oog,oog,oog,eye
πρόσωπον,143,unigram,neuter,accusative,plural,,,,,gezicht,,aangezicht,,face
πρόσωπον,222,unigram,neuter,accusative,singular,,,gezicht,aangezicht,gezicht,gezicht,aangezicht,aangezicht,face
λιμός,107,unigram,feminine,nominative,singular,hongersnood,1.2729094412984348,hongersnood,,,hongersnood,,,famine
λιμός,158,unigram,masculine,nominative,singular,hongersnood,1.5663011873168013,,,hongersnood,,hongersnood,hongersnood,famine
γεωργός,295,unigram,masculine,nominative,plural,landbouwers,3.0183399254360266,wijnboeren,landbouwers,landbouwers,boeren,pachters,landlieden,"farmer, tenant"
γεωργός,56,unigram,masculine,nominative,singular,,,wijnboer,wijngaardenier,Wijngaardenier,wijnbouwer,landman,Landman,"farmer, tenant"
πατήρ,228,unigram,masculine,accusative,plural,vaderen,2.4056032749872007,ná,vaderen,vaderen,belofte,,vaderen,father
πατήρ,355,unigram,masculine,accusative,singular,Vader,7.154526541580935,Vader,Vader,Vader,Vader,Vader,Vader,father
πατήρ,364,unigram,masculine,nominative,plural,,,voorouders,vaders,vaderen,voorouders,vaderen,vaders,father
πατήρ,216,unigram,masculine,nominative,singular,Vader,25149.578086438883,Vader,Vader,Vader,Vader,Vader,Vader,father
σύνδουλος,167,unigram,masculine,accusative,plural,,,dronkenlappen,,,bedrinkt,,,"fellow-servant, colleague"
σύνδουλος,101,unigram,masculine,accusative,singular,,,Had,,,Moest,,,"fellow-servant, colleague"
σύνδουλος,368,unigram,masculine,nominative,plural,,,vertelden,medeknechten,mededienaren,verschrikkelijk,,,"fellow-servant, colleague"
σύνδουλος,132,unigram,masculine,nominative,singular,,,'Geef,medeknecht,,uitstel,medeslaaf,mededienstknecht,"fellow-servant, colleague"
ἀγρός,380,unigram,masculine,accusative,plural,akkers,1.9928923550630104,omgeving,akkers,akkers,bezittingen,akkers,,field
ἀγρός,45,unigram,masculine,accusative,singular,akker,57.6580568751711,akker,akker,akker,land,akker,akker,field
δάκτυλος,270,unigram,masculine,accusative,plural,vingers,1.5292720595707552,vingers,vingers,vingers,,vingers,,finger
δάκτυλος,206,unigram,masculine,accusative,singular,vinger,1.6287769015896472,vingers,vinger,vinger,zie,vinger,vinger,finger
ἰχθύς,178,unigram,masculine,accusative,plural,vissen,3.0468681394712087,vissen,vissen,vissen,broden,vissen,vissen,fish
ἰχθύς,221,unigram,masculine,accusative,singular,vis,9.756389879054534,vis,vis,vis,vis,vis,vis,fish
δίκτυον,125,unigram,neuter,accusative,plural,netten,328.6419474223228,netten,netten,netten,netten,netten,netten,fishing net
δίκτυον,231,unigram,neuter,accusative,singular,net,1.7365794672436863,visnet,net,net,boord,net,net,fishing net
δίκτυον,201,unigram,neuter,nominative,plural,,,,vingen,hoeveelheid,,,besloten,fishing net
δίκτυον,282,unigram,neuter,nominative,singular,honderddrieënvijftig,1.0960965115985384,,,honderddrieënvijftig,,,,fishing net
τροφή,284,unigram,feminine,accusative,plural,kopen,1.2961126248090569,gegaan,levensmiddelen,kopen,kopen,voedsel,spijze,food
τροφή,375,unigram,feminine,accusative,singular,,,leiding,,,,dienstvolk,,food
πούς,273,unigram,masculine,accusative,plural,voeten,89735.87707314079,voeten,voeten,voeten,voeten,voeten,voeten,foot
πούς,129,unigram,masculine,accusative,singular,,,stoten,stoten,stoot,dragen,stoot,voet,foot
καρπός,212,unigram,masculine,accusative,plural,vruchten,425.9066868093615,vruchten,vruchten,vruchten,vruchten,vruchten,vruchten,"fruit, crop, harvest"
καρπός,268,unigram,masculine,accusative,singular,vrucht,96.2353681808379,groeien,vrucht,vrucht,vruchten,vrucht,vrucht,"fruit, crop, harvest"
πλήρωμα,313,unigram,neuter,accusative,plural,,,manden,brokken,manden,opgehaald,brokken,volle,fullness
γενεά,314,unigram,feminine,accusative,plural,vrezen,1.5799728597851368,vriendelijk,,vrezen,ontzag,vrezen,vrezen,generation
γενεά,269,unigram,feminine,accusative,singular,geslacht,16.243846664326995,,geslacht,geslacht,Ja,geslacht,geslacht,generation
γενεά,362,unigram,feminine,nominative,plural,geslachten,13.179170627037253,,geslachten,geslachten,,geslachten,geslachten,generation
γενεά,173,unigram,feminine,nominative,singular,geslacht,38.43647931453041,teken,geslacht,geslacht,,geslacht,geslacht,generation
δῶρον,354,unigram,neuter,accusative,plural,,,,hun,hun,rijken,gaven,gaven,gift
δῶρον,189,unigram,neuter,accusative,singular,gave,3.0743690838159505,offer,altaar,gave,offer,gave,gave,gift
ἡγεμών,198,unigram,masculine,accusative,plural,stadhouders,1.4744901757824496,bestuurders,landvoogden,stadhouders,koningen,stadhouders,stadhouders,"governor, ruler"
ἡγεμών,12,unigram,masculine,accusative,singular,stadhouder,1.2968263245382334,enkele,,stadhouder,verbazing,stadhouder,stadhouder,"governor, ruler"
σταφυλή,215,unigram,feminine,accusative,plural,doornstruiken,1.1613026128296644,,,,doornstruiken,,,grapes
σταφυλή,390,unigram,feminine,accusative,singular,,,doornstruiken,,,doornstruik,druif,,grapes
ἀσπασμός,367,unigram,masculine,accusative,plural,begroetingen,1.1040565091841876,gegroet,markt,begroetingen,eerbiedig,begroetingen,markten,greeting
ἀσπασμός,199,unigram,masculine,accusative,singular,,,,sprong,,,opsprong,,greeting
ὁδηγός,5,unigram,masculine,nominative,plural,,,leidt,,,,leiden,leidslieden,guide
ὁδηγός,4,unigram,masculine,nominative,singular,blinde,1.4850942729254684,blinde,,leiders,blinde,wegwijzers,leidslieden,guide
θρίξ,42,unigram,feminine,accusative,singular,zwart,1.994034838580319,zwart,zwart,zwart,wit,zwart,zwart,hair
θρίξ,106,unigram,feminine,nominative,plural,haren,1.9366070615739799,haren,geteld,,haren,,,hair
θρίξ,250,unigram,feminine,nominative,singular,verloren,1.504715772068843,verloren,verloren,beslist,gekrenkt,teloor,verloren,hair
χείρ,358,unigram,feminine,accusative,plural,handen,46612.706155922424,handen,handen,handen,handen,handen,handen,hand
χείρ,255,unigram,feminine,accusative,singular,hand,1767.4993000581082,hand,hand,hand,hand,hand,hand,hand
κεφαλή,164,unigram,feminine,accusative,plural,,,scholden,schudden,hoofd,voorbijkwamen,,hoofden,head
κεφαλή,238,unigram,feminine,accusative,singular,hoofd,4674.465960018329,hoofd,hoofd,hoofd,hoofd,hoofd,hoofd,head
στάχυς,239,unigram,masculine,accusative,plural,korenveld,1.2743616909399822,korenveld,,,,,,head of grain
καρδία,37,unigram,feminine,accusative,plural,harten,6.125659618657809,hart,harten,hart,,harten,harten,heart
καρδία,332,unigram,feminine,accusative,singular,hart,580.9532085052188,hart,hart,hart,hart,hart,hart,heart
καρδία,223,unigram,feminine,nominative,singular,hart,5269.157851079143,hart,hart,hart,hart,hart,hart,heart
οὐρανός,7,unigram,masculine,accusative,plural,duif,1.0967444846296657,,,duif,,,,"heaven, sky"
οὐρανός,309,unigram,masculine,accusative,singular,hemel,3720.919497788896,hemel,hemel,hemel,hemel,hemel,hemel,"heaven, sky"
οὐρανός,394,unigram,masculine,nominative,plural,duif,1.202848464565591,,duif,duif,,,,"heaven, sky"
οὐρανός,229,unigram,masculine,nominative,singular,hemel,12.301555774211481,,hemel,hemel,hemel,hemel,hemel,"heaven, sky"
ὥρα,339,unigram,feminine,nominative,plural,uren,1.488731587869838,,uren,,,,uren,hour
ὥρα,27,unigram,feminine,nominative,singular,uur,13.48486016074338,tijd,uur,uur,uur,ure,ure,hour
οἰκία,180,unigram,feminine,accusative,plural,huizen,7.564130486890431,krijgen,,huizen,,huizen,huizen,house
οἰκία,372,unigram,feminine,accusative,singular,huis,210635.82558974955,huis,huis,huis,huis,huis,huis,house
οἶκος,327,unigram,masculine,accusative,plural,afgezet,1.8881939367444174,Weet,afgezet,afgezet,,rentmeesterschap,afgezet,"house, home"
οἶκος,23,unigram,masculine,accusative,singular,huis,13919.625887377719,huis,huis,huis,huis,huis,huis,"house, home"
κριτής,353,unigram,masculine,nominative,plural,rechters,1.6732803911941976,rechters,,rechters,oordelen,rechters,rechters,judge
κριτής,191,unigram,masculine,nominative,singular,rechter,75.83678045477882,rechter,rechter,rechter,rechter,rechter,rechter,judge
κλείς,94,unigram,feminine,accusative,plural,sleutels,1.4431959767309506,,sleutels,sleutels,sleutels,sleutels,sleutelen,key
κλείς,184,unigram,feminine,accusative,singular,tegengehouden,1.1454417825320882,tegengehouden,,,,,,key
βασιλεύς,123,unigram,masculine,accusative,plural,koningen,1.7464663672749874,,landvoogden,,koningen,,koningen,king
βασιλεύς,66,unigram,masculine,accusative,singular,koning,6.692852980400563,koning,koning,,koning,Koning,Koning,king
βασιλεία,88,unigram,feminine,accusative,plural,koninkrijken,1.5818187252738836,koninkrijken,koninkrijken,koninkrijken,duivel,koninkrijken,koninkrijken,kingdom
βασιλεία,186,unigram,feminine,accusative,singular,Koninkrijk,319.46654894165164,Koninkrijk,koninkrijk,Koninkrijk,Koninkrijk,Koninkrijk,Koninkrijk,kingdom
κόπος,232,unigram,masculine,accusative,plural,lastig,4.921134665531453,goeds,lastig,lastig,lastig,lastig,moeite,"labour, work, trouble, difficulty"
κόπος,98,unigram,masculine,accusative,singular,niets,1.0225481487294268,niets,,,,,,"labour, work, trouble, difficulty"
λύχνος,294,unigram,masculine,nominative,plural,brandend,1.0960768946513286,,brandend,,,,,lamp
λύχνος,266,unigram,masculine,nominative,singular,lamp,11.568256716301399,lamp,lamp,lamp,lamp,lamp,kaars,lamp
κλῆρος,113,unigram,masculine,accusative,plural,verdeelden,1.2304631725370956,,verdeelden,verdeelden,,verdelen,,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,lot,2.6236907813082926,,lot,lot,erom,lot,lot,"lots (casting of lots), inheritance"
ἄνθρωπος,342,unigram,masculine,accusative,plural,mensen,2771.520585263148,mensen,mensen,mensen,mannen,mensen,mensen,man
ἄνθρωπος,298,unigram,masculine,accusative,singular,mens,84.22954933869282,onrein,mens,mens,onrein,mens,mens,man
ἄνθρωπος,137,unigram,masculine,nominative,plural,mensen,1749.9382622863125,mensen,mensen,mensen,,mensen,mensen,man
ἄνθρωπος,205,unigram,masculine,nominative,singular,,,man,man,mens,man,mens,mens,man
ἀνήρ,285,unigram,masculine,accusative,plural,mannen,15.317770873315624,mannen,mannen,mannen,samenleeft,mannen,mannen,"man, husband"
ἀνήρ,289,unigram,masculine,accusative,singular,man,456.670425615696,man,man,man,man,man,man,"man, husband"
ἀνήρ,171,unigram,masculine,nominative,plural,mannen,854.4533322147261,mannen,mannen,mannen,mannen,mannen,mannen,"man, husband"
ἀνήρ,275,unigram,masculine,nominative,singular,man,125.45207697730318,man,man,man,was,man,man,"man, husband"
μνᾶ,345,unigram,feminine,accusative,plural,ponden,3.948145034830804,ponden,pond,ponden,winst,ponden,ponden,mina (about 100 days' wages)
μνᾶ,13,unigram,feminine,accusative,singular,ponden,1.4782486040849379,'Neem,ponden,ponden,lijfwacht,ponden,,mina (about 100 days' wages)
πρωτοκαθεδρία,121,unigram,feminine,accusative,plural,,,,zetels,,voornaamste,,,"most important seat, seat of honour"
πρωτοκαθεδρία,39,unigram,feminine,accusative,singular,,,vooraan,,voorste,,ereplaats,,"most important seat, seat of honour"
μήτηρ,111,unigram,feminine,accusative,plural,Huizen,1.096329813773948,,,,Huizen,,,mother
μήτηρ,323,unigram,feminine,accusative,singular,moeder,50.62327675983183,moeder,moeder,moeder,moeder,moeder,moeder,mother
ὄρος,249,unigram,neuter,accusative,plural,bergen,6.056450529234699,bergen,vluchten,bergen,bergen,bergen,bergen,mountain
ὄρος,307,unigram,neuter,accusative,singular,berg,6.681515814326517,berg,berg,berg,Olijfberg,berg,berg,mountain
μύρον,99,unigram,neuter,accusative,plural,rustten,1.4784215081995735,rustten,,rustten,verplicht,rustten,,myrrh
μύρον,29,unigram,neuter,accusative,singular,,,,,,,uitgoot,gegoten,myrrh
ὄνομα,38,unigram,neuter,accusative,singular,,,haten,naam,Naam,omdat,naam,Naam,name
ὄνομα,119,unigram,neuter,nominative,plural,namen,5.00574128019618,,namen,namen,namen,namen,namen,name
ὄνομα,290,unigram,neuter,nominative,singular,naam,117.54588250498762,heette,naam,naam,naam,naam,naam,name
ἔθνος,264,unigram,neuter,accusative,plural,volken,33.17018117368933,volken,volken,volken,volken,volken,volken,nation
ἔθνος,224,unigram,neuter,accusative,singular,volk,4.726623222352543,oorlog,volk,volk,volk,volk,volk,nation
ἔθνος,348,unigram,neuter,nominative,plural,,,volken,,heidenen,hemelse,,,nation
ἔθνος,28,unigram,neuter,nominative,singular,volk,1.9673525495404423,oorlog,Volk,volk,,volk,volk,nation
νύξ,218,unigram,feminine,accusative,plural,nachten,41.39165793034999,dagen,nachten,nachten,nachten,nachten,nachten,night
νύξ,283,unigram,feminine,accusative,singular,nacht,5.3090505252878195,zonder,,nacht,Dag,nacht,nacht,night
ὅρκος,67,unigram,masculine,accusative,plural,eden,6.529691088673223,gezworen,eed,eden,gezworen,eden,eden,oath
ὅρκος,306,unigram,masculine,accusative,singular,,,plechtig,,,plechtige,,eed,oath
βοῦς,176,unigram,masculine,accusative,plural,runderen,2.5046743366176285,koeien,runderen,runderen,tafeltjes,runderen,ossen,ox
βοῦς,318,unigram,masculine,accusative,singular,os,1.3290401175818027,os,,,,os,,ox
παραβολή,302,unigram,feminine,accusative,plural,gelijkenissen,8.970187099599617,verhaal,,gelijkenissen,gelijkenis,gelijkenissen,gelijkenissen,parable
παραβολή,256,unigram,feminine,accusative,singular,gelijkenis,1270.2464866728378,verhaal,gelijkenis,gelijkenis,gelijkenis,gelijkenis,gelijkenis,parable
μέρος,393,unigram,neuter,accusative,plural,gebied,4.440960053290568,gebied,,gebied,boot,omgeving,delen,part
μέρος,58,unigram,neuter,accusative,singular,deel,5.953050080857249,deel,deel,deel,,deel,deel,part
