lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2215_translation,version_2216_translation,version_2217_translation,version_2218_translation,version_2219_translation,version_2220_translation,version_2221_translation,version_2222_translation,version_2223_translation,version_2224_translation,version_2225_translation,english_translation
ἀπόστολος,4,unigram,masculine,nominative,singular,سيّدِهِ،,1.3487451384510556,,الرَّسُولُ,,سيّدِهِ،,سيّدِهِ،,,,,رَسُولٍ,,,apostle
ἐξουσία,171,unigram,feminine,accusative,singular,سُلطانًا,2.6349175495241486,,السُّلْطَةَ,سُلطانًا,سُلطانًا,سُلطانًا,,سُلْطَانًا,سُلطانًا,سُلطَانًا,سُلْطَةٍ,,authority
βρέφος,13,unigram,neuter,accusative,plural,اَنتَهرُوهُم,1.2013630877021924,,يَلْمِسَهُمْ,,اَنتَهرُوهُم,اَنتَهرُوهُم,,,,,,,babies
βρέφος,283,unigram,neuter,accusative,singular,مُضجَعًا,3.9997962573930907,,,,,,مُضجَعًا,مُضْجَعًا,مُضجَعًا,مَوضُوعًا,,,babies
ἀποθήκη,231,unigram,feminine,accusative,plural,مِنها,1.222902412498602,,,مِنها,,,,,,,,,barn
ἀποθήκη,60,unigram,feminine,accusative,singular,القَمحَ,2.153791179937594,,,نارٍ,القَمحَ,القَمحَ,,,,,,,barn
φραγμός,95,unigram,masculine,accusative,singular,وتابَعَ,1.240348145135051,,,وتابَعَ,,,,,,,,,"barrier, wall"
ζώνη,149,unigram,feminine,accusative,plural,,,,,,,,,تَقْتَنُوا,تقتَنوا,,,,belt
ζώνη,194,unigram,feminine,accusative,singular,وَيَشُدُّ,1.0960524252565438,,,,,,,,,,وَيَشُدُّ,,belt
βλασφημία,29,unigram,feminine,accusative,plural,,,,بِالْكُفْرِ؟,,,,,,,بِكَلَامِهِ؟,,,blasphemy
πλοῖον,88,unigram,neuter,accusative,plural,فَجَاءُوا,1.6345714911218767,,,,,,,,,فَجَاءُوا,,,boat
πλοῖον,267,unigram,neuter,accusative,singular,القارِبَ,16.10963109776159,,الْقَارِبَ,القارِبَ,القارِبَ,القارِبَ,السَّفينَةَ,ٱلسَّفِينَةَ,السَّفينَةَ,القَارِبَ,الْقَارِبَ,,boat
πλοῖον,196,unigram,neuter,nominative,singular,القارِبُ,8.999014531997588,,,,القارِبُ,القارِبُ,السَّفينَةُ,ٱلسَّفِينَةُ,السَّفينَةُ,القَارِبُ,الْقَارِبُ,,boat
σῶμα,51,unigram,neuter,nominative,singular,,,,جِسْمُكَ,عَينُكَ,جسَدُكَ,جسَدُكَ,كُلُّه,كُلُّهُ,كُلُّهُ,,جَسَدُكَ,,body
κλῆμα,128,unigram,neuter,nominative,singular,فيّ,2.8745925929302802,,,,فيّ,فيّ,يَثْبُتْ,فِيَّ,فيَّ,,فِيَّ,,branch
ἄρτος,272,unigram,masculine,accusative,plural,,,,وَأَعْطَى,الخُبزِ,الأرغِفَةَ,الأرغِفَةَ,الأَرغِفَةَ,وَأَعْطَى,وأعطَى,الخُبْزِ,الأَرْغِفَةَ,,bread
ἄρτος,298,unigram,masculine,accusative,singular,خُبْزًا,4.510440460776746,,خُبْزًا,,,,خُبزًا,خُبْزًا,خُبزًا,خُبْزًا,الْخُبْزَ,,bread
ἄρτος,136,unigram,masculine,nominative,plural,,,,خُبْزًا,خُبزًا,,,,خُبْزٌ,خُبزٌ,خُبْزٍ,,,bread
ἄρτος,33,unigram,masculine,nominative,singular,الخُبزُ,3.68868862801232,,الْخُبْزُ,الخُبزُ,,,الخُبزُ,ٱلْخُبْزُ,الخُبزُ,الخُبْزُ,الْخُبْزُ,,bread
ἀδελφός,258,unigram,masculine,accusative,plural,إخوَةً,1.3686583926688682,,إِخْوَةً,شَقيقَينِ,إخوَةً,إخوَةً,بَنينَ,,,إخْوَةً,,,brother
ἀδελφός,103,unigram,masculine,accusative,singular,,,,,,,,أَخاهُ,أَخَاهُ,أخاهُ,,وَيُوحَنَّا,,brother
ἀδελφός,94,unigram,masculine,nominative,plural,,,,أُمِّي,هُم,أُمّي,أُمّي,أُمِّي,أُمِّي,أُمّي,أُمِّي,أُمِّي,,brother
ἀδελφός,201,unigram,masculine,nominative,singular,,,,أَخِي,أخيهِ,أخي,أخي,أَخي,أَخِي,أخي,الأخُ,أَخِي,,brother
στῆθος,244,unigram,neuter,accusative,singular,صَدرِ,5.280050232926365,,صَدْرِ,صَدرِ,صَدرِ,صَدرِ,صَدرِ,صَدْرِهِ,صَدرِهِ,,صَدْرِ,,"chest, breast"
ἀρχιερεύς,211,unigram,masculine,accusative,plural,الكَهَنَةِ,4.353213514248763,,الْأَحْبَارِ,رِجالِ,,,الكَهَنَةِ,ٱلْكَهَنَةِ,الكهنةِ,الكَهَنَةِ,الْكَهَنَةِ,,chief priest
ἀρχιερεύς,52,unigram,masculine,accusative,singular,,,,,,رَئيسِ,رَئيسِ,عَظيمِ,رَئِيسِ,رَئيسِ,رَئِيسِ,رَئِيسِ,,chief priest
ἀρχιερεύς,102,unigram,masculine,nominative,plural,,,,الْأَحْبَارِ,الأحبارِ,الكَهنَةِ,الكَهنَةِ,الكَهَنَةِ,ٱلْكَهَنَةِ,الكهنةِ,الكَهَنَةِ,الْكَهَنَةِ,,chief priest
ἀρχιερεύς,215,unigram,masculine,nominative,singular,,,,رَئِيسُ,الأحبارِ,الكَهنَةِ,الكَهنَةِ,الكَهَنَةِ,ٱلْكَهَنَةِ,الكهنةِ,الكَهَنَةِ,الْكَهَنَةِ,,chief priest
παῖς,204,unigram,masculine,accusative,plural,,,,,,,,رأَى,رَأَى,رأى,,,,child
τέκνον,292,unigram,neuter,accusative,plural,,,,أَوْلَادًا,,إخوَةً,إخوَةً,بَنينَ,أَوْلَادًا,أولادًا,أبْنَاءً,أَباً,,child
τέκνον,154,unigram,neuter,accusative,singular,,,,,أخيهِ,,,,,,الأخُ,,,child
τέκνον,14,unigram,neuter,nominative,plural,المَوتِ,1.388246798157309,,,المَوتِ,,,,,,,,,child
τέκνον,164,unigram,neuter,nominative,singular,بُنَيَّ،,6.885632945161624,,ابْنِي،,يا,اَبني،,اَبني،,بُنَيَّ،,,يا,بُنَيَّ،,بُنَيَّ،,,child
παιδίον,12,unigram,neuter,accusative,plural,,,,,الأطفالَ,,,,,,الأطْفَالَ,,,child
παιδίον,76,unigram,neuter,accusative,singular,,,,الطِّفْلَ,الطِّفلَ,الطّفْلَ,الطّفْلَ,الطِّفْلَ,ٱلصَّبِيَّ,الصَّبيَّ,الطِّفْلَ,بِالصَّبِيِّ,,child
παιδίον,35,unigram,neuter,nominative,singular,يَدخُلُهُ,1.322182892371083,,يَدْخُلَهَا.,,يَدخُلُهُ,يَدخُلُهُ,,ٱلصَّبِيُّ,الصَّبيُّ,,,,child
πόλις,156,unigram,feminine,accusative,plural,المُدُنِ,5.937055905394079,,الْمُدُنِ,المُدُنِ,المُدُنِ,المُدُنِ,المُدُنَ,,,وَالقُرَى،,الْمُدُنِ,,city
πόλις,56,unigram,feminine,accusative,singular,,,,إِلَى,إلى,المدينةِ,المدينةِ,مَدينَةٍ,مَدِينَةٍ,مدينةٍ,إلَى,مَدِينَةٍ,,city
πύλη,177,unigram,feminine,nominative,singular,المؤدّيةَ,1.2238218710170874,,,,المؤدّيةَ,المؤدّيةَ,المُؤَدِّيَ,يُؤَدِّي,يؤَدّي,يُؤَدِّي,الْمُؤَدِّيَ,,city gate
χιτών,98,unigram,masculine,accusative,plural,عصًا،,2.8165224960843784,,ثَوْبًا,,عصًا،,عصًا،,مِزوَدًا,,,عُكَّازًا,ثَوْبَيْنِ,,"clothing, undergarments"
χιτών,26,unigram,masculine,accusative,singular,ثَوْبَكَ,5.044435340749532,,ثَوْبَكَ,ومَن,أيضًا,أيضًا,رِداءَكَ,ثَوْبَكَ,ثَوْبَكَ,يَأْخُذُ,وَمَنْ,,"clothing, undergarments"
ἱμάτιον,111,unigram,neuter,accusative,plural,ثِيَابَهُ,3.4492175072981537,,ثِيَابَهُ,ثِيابِهِ,ثيابَهُ,ثيابَهُ,ثِيابَه,ثِيَابَهُ,ثيابَهُ,ثِيَابَهُ,ثِيَابَهُ,,coat
ἱμάτιον,110,unigram,neuter,accusative,singular,ومَنْ,1.6643798884217182,,ثَوْبَهُ,,ومَنْ,ومَنْ,ومَن,,,رِدَاءَهُ,وَمَنْ,,coat
ἐντολή,70,unigram,feminine,accusative,plural,الوَصايا,2.0839770175939396,,,,,,الوَصايا,ٱلْوَصَايَا,الوَصايا,وَصَايَايَ,,,commandment
ἐντολή,68,unigram,feminine,accusative,singular,,,,وَصِيَّةَ,,هذِهِ,هذِهِ,الوَصِيَّة,وَصِيَّةَ,وصيَّةَ,الوَصِيَّةَ,وَصِيَّةَ,,commandment
συνέδριον,277,unigram,neuter,accusative,plural,,,,,المَحاكِمِ,,,,مَجَالِسَ،,مَجالِسَ،,,,,council
συνέδριον,44,unigram,neuter,accusative,singular,,,,رُؤَسَاءُ,الأحبارِ,رُؤساءُ,رُؤساءُ,,رُؤَسَاءُ,رؤَساءُ,الكَهَنَةِ,الْكَهَنَةِ,,council
χώρα,247,unigram,feminine,accusative,singular,إلى,1.2513212744033588,,إِلَى,مِنطقةٍ,إلى,إلى,ناحِيَةِ,كُورَةِ,كورَةِ,مَنْطِقَةِ,بَلْدَةِ,,"country, countryside"
ὄχλος,48,unigram,masculine,accusative,plural,الجُموعَ,520.7224847569219,,الْجُمْهُورَ,الجُموعَ,الجُموعَ,الجُموعَ,الجُموعَ,ٱلْجُمُوعَ,الجُموعَ,جُمُوعَ,الْجُمُوعَ,,crowd
ὄχλος,7,unigram,masculine,accusative,singular,,,,الْجُمْهُورَ,,الجُموعَ,الجُموعَ,الجَمعَ,ٱلْجَمْعَ,الجَمعَ,النَّاسِ،,الْجَمْعَ,,crowd
ὄχλος,82,unigram,masculine,nominative,plural,الجُموعُ,11.223526945630198,,,الجُموعُ,الجُموعُ,الجُموعُ,الجُموعُ,ٱلْجُمُوعُ,الجُموعُ,النَّاسِ,الْجُمُوعُ,,crowd
ὄχλος,240,unigram,masculine,nominative,singular,الجَمعُ,1.53922176381858,,جُمْهُورٌ,حَشدٌ,الجَمعُ,الجَمعُ,الجَمعُ,ٱلْجَمْعُ,الجَمعُ,كَبِيرٌ,جَمْعٌ,,crowd
θυγάτηρ,271,unigram,feminine,nominative,singular,,,,إِيمَانُكِ,ابنَتي,ماتَتِ,ماتَتِ,وبَينَما,إِيمَانُكِ,إيمانُكِ,يَتَكَلَّمُ،,,,daughter
ἡμέρα,64,unigram,feminine,accusative,plural,أيّامٍ,5.823434606253715,,أَيَّامٍ,أيّامٍ,أيّامٍ,أيّامٍ,وبَعدَ,أَيَّامٍ,أيّامٍ,أيَّامٍ,وَبَعْدَ,,day
ἡμέρα,73,unigram,feminine,accusative,singular,يَوْمٍ,5.269623810312426,,يَوْمٍ,الحَرَمِ,يومٍ,يومٍ,يَومٍ,يَوْمٍ,يومٍ,يَوْمٍ,يَوْمٍ,,day
ἡμέρα,2,unigram,feminine,nominative,plural,يُرفَعُ,1.1416315980681522,,,فيهِ,يُرفَعُ,يُرفَعُ,أَيَّامٌ,أَيَّامٌ,أيّامٌ,سَيَأْتِي,فِيهَا,,day
ἡμέρα,58,unigram,feminine,nominative,singular,النّهارُ,1.4526926946524417,,,اليَومُ,النّهارُ,النّهارُ,,ٱلنَّهَارُ,النَّهارُ,النَّهَارُ،,النَّهَارُ,,day
δαιμόνιον,27,unigram,neuter,accusative,plural,الشّياطينَ,4.8862363613566595,,الشَّيَاطِينَ,الشَّياطينَ,الشّياطينَ,الشّياطينَ,الشَّياطين,ٱلشَّيَاطِينَ,الشَّياطينَ,الشِّرِّيرَةَ,الشَّيَاطِينَ,,demon
δαιμόνιον,288,unigram,neuter,accusative,singular,,,,شَيْطَانٌ.,شَيطانٌ,شَيطانًا,شَيطانًا,مَسًّا,شَيْطَانٌ,شَيطانٌ,رُوحٌ,شَيْطَاناً,,demon
δαιμόνιον,166,unigram,neuter,nominative,plural,الشّياطينُ,3.8390445203530787,,الشَّيَاطِينُ,الجِنِّ,الشّياطينُ,الشّياطينُ,الشَّياطينُ,ٱلشَّيَاطِينُ,الشَّياطينُ,الأروَاحُ,الشَّيَاطِينُ,,demon
δαιμόνιον,147,unigram,neuter,nominative,singular,,,,الشَّيْطَانُ,الشَّيطانُ,الشّيطانُ,الشّيطانُ,الشَّيطانُ,ٱلشَّيْطَانُ,الشَّيطانُ,الرُّوحَ,الشَّيْطَانُ,,demon
δηνάριον,262,unigram,neuter,accusative,plural,,,,لَهُ,الفِضّةِ,,,,,,,,,denarius (about a day's wages)
δηνάριον,138,unigram,neuter,accusative,singular,دينارًا,59.31377076135309,,دِينَارًا,دينارًا,دينارًا,دينارًا,دينارًا,دِينَارًا,دينارًا,دِينَارًا,دِينَاراً,,denarius (about a day's wages)
μαθητής,152,unigram,masculine,accusative,plural,تلاميذَهُ,2.5463506909453737,,تَلَامِيذَهُ,أتباعَهُ,تلاميذَهُ,تلاميذَهُ,تَلاميذَه,تَلَامِيذَهُ,تلاميذَهُ,لِتَلَامِيذِهِ,تَلامِيذَهُ,,disciple
μαθητής,293,unigram,masculine,accusative,singular,,,,التِّلْمِيذُ,,,,فرأَى,يُحِبُّهُ,يُحِبُّهُ,يُحِبُّهُ,يُحِبُّهُ,,disciple
μαθητής,234,unigram,masculine,nominative,plural,تلاميذُهُ,7.876508550272781,,التَّلَامِيذُ,أتباعُهُ,تلاميذُهُ,تلاميذُهُ,تَلاميذُه,تَلَامِيذُهُ,تلاميذُهُ,تَلَامِيذُهُ,التَّلامِيذُ,,disciple
μαθητής,291,unigram,masculine,nominative,singular,التّلميذُ,3.8589557105646386,,التِّلْمِيذُ,الحَوارِيُّ,التّلميذُ,التّلميذُ,التِّلميذُ,ٱلتِّلْمِيذُ,التِّلميذُ,التِّلمِيذُ,التِّلْمِيذُ,,disciple
νόσος,63,unigram,feminine,accusative,singular,,,,,,النّاسَ,النّاسَ,,مَرَضٍ,مَرَضٍ,,,,disease
περιστερά,81,unigram,feminine,accusative,plural,يَبِيعُونَ,2.0874277086142548,,يَبِيعُونَ,الحَمامِ,,,,يَبِيعُونَ,يَبيعونَ,,الْحَمَامِ,,dove
περιστερά,46,unigram,feminine,accusative,singular,,,,يَنْزِلُ,رُوحِ,كأنّهُ,كأنّهُ,علَيه,حَمَامَةٍ,حَمامَةٍ,حَمَامَةٍ,عَلَيْهِ,,dove
οὖς,127,unigram,neuter,accusative,plural,,,,آذَانٌ,,تَسمَعانِ،,تَسمَعانِ،,,فَلْيَسْمَعْ,فليَسمَعْ,,فَلْيَسْمَعْ,,ear
οὖς,239,unigram,neuter,accusative,singular,السّطوحِ,3.8325808260054846,,,,السّطوحِ,السّطوحِ,,ٱلنُّورِ،,النّورِ،,,وَمَا,,ear
σεισμός,172,unigram,masculine,nominative,plural,,,,وَتَحْدُثُ,أنحاءٍ,,,وتَحدُثُ,وَتَكُونُ,وتَكونُ,زَلَازِلُ,,,"earthquakes, storm"
σεισμός,54,unigram,masculine,nominative,singular,,,,,,,,,وَإِذَا,وإذا,,,,"earthquakes, storm"
τέλος,232,unigram,neuter,accusative,singular,النّهايةِ,3.58788567871122,,يَنْجُو,النِّهايةِ,النّهايةِ,النّهايةِ,يَخلُص,ٱلْمُنْتَهَى,المُنتَهَى,,النِّهَايَةِ،,,end
αἰών,259,unigram,masculine,accusative,singular,أبدًا,1.3468521596386436,,أَبَدًا.,الخُلودَ,أبدًا,أبدًا,لِلأَبَد,ٱلْأَبَدِ,الأبدِ,الأبَدِ,الأَبَدِ,,eternity
ὀφθαλμός,19,unigram,masculine,accusative,plural,,,,فَتَحَ,,فتَحَ,فتَحَ,فَتَحَ,عَيْنَيْهِ,عَينَيهِ,,,,eye
ὀφθαλμός,55,unigram,masculine,nominative,plural,,,,,,,,,أَعْيُنُهُمَا,أعيُنُهُما,,,,eye
ὀφθαλμός,256,unigram,masculine,nominative,singular,عَينُكَ,28.326840414065753,,عَيْنُكَ,جَهَنَّم,عَينُكَ,عَينُكَ,عَينُكَ,عَيْنُكَ,عَينُكَ,عَينُكَ,عَيْنُكَ,,eye
πρόσωπον,104,unigram,neuter,accusative,plural,لقد,1.0216480727455728,,,لقد,,,,,,,,,face
πρόσωπον,161,unigram,neuter,accusative,singular,أنّكَ,1.1110724535573133,,تَهُمُّكَ,,أنّكَ,أنّكَ,,,,,,,face
λιμός,5,unigram,feminine,nominative,plural,زَلَازِلُ,1.0595416318177244,,,,,,,,,زَلَازِلُ,,,famine
γεωργός,216,unigram,masculine,nominative,plural,الوارِثُ,1.038954673944974,,نَقْتُلُهُ,الفَلاّحينَ,الوارِثُ,الوارِثُ,هُوَذا,,,,الْمُزَارِعِينَ,,"farmer, tenant"
πατήρ,261,unigram,masculine,accusative,singular,أَبِي,1.6459915133361016,,الْأَبِ,الأبِ,,,أَبي,أَبِي,أبي,الآبِ,أَبِي,,father
πατήρ,270,unigram,masculine,nominative,plural,,,,,,,,,ٱلْمَنَّ,المَنَّ,,,,father
πατήρ,157,unigram,masculine,nominative,singular,الآبُ,13.676564048533793,,الْأَبُ,الأبُ,الآبُ,الآبُ,الآبَ,ٱلْآبُ,الآبُ,الآبُ,الآبُ,,father
σύνδουλος,121,unigram,masculine,accusative,plural,رِفاقَهُ,1.2013630877021924,,زُمَلَاءَهُ،,,رِفاقَهُ,رِفاقَهُ,أَصحابَه،,,,,,,"fellow-servant, colleague"
σύνδουλος,274,unigram,masculine,nominative,plural,سَيِّدَهُمْ,1.0960670999999007,,سَيِّدَهُمْ,,,,,,,,,,"fellow-servant, colleague"
σύνδουλος,96,unigram,masculine,nominative,singular,,,,أُسَدِّدُهُ,,,,,رَفِيقُهُ,رَفيقُهُ,فَسَجَدَ,,,"fellow-servant, colleague"
ἀγρός,287,unigram,masculine,accusative,plural,,,,الْقُرَى,والأريافِ,حُقولاً,حُقولاً,,,,القُرَى,الْقُرَى,,field
ἀγρός,34,unigram,masculine,accusative,singular,وَبَعْدَ,1.0796679699827751,,,,,,,,,,وَبَعْدَ,,field
δάκτυλος,151,unigram,masculine,accusative,singular,المَساميرِ,1.999949021035427,,,المَساميرِ,,,,,,,,,finger
ἰχθύς,131,unigram,masculine,accusative,plural,الأرغِفَةَ,1.9144699019133646,,,حامِدًا,الأرغِفَةَ,الأرغِفَةَ,الأَرغِفَةَ,وَأَعْطَى,وأعطَى,,الأَرْغِفَةَ,,fish
ἰχθύς,160,unigram,masculine,accusative,singular,أعطاهُ,3.3804233189435036,,طَلَبَ,,أعطاهُ,أعطاهُ,سَمَكَةً,سَمَكَةً،,سمَكَةً،,,فَيُعْطِيهِ,,fish
δίκτυον,89,unigram,neuter,accusative,plural,شِباكَهُما,2.1962367151017026,,الشِّبَاكَ,,شِباكَهُما,شِباكَهُما,الشِّباكَ,ٱلشِّبَاكَ,الشِّباكَ,فَرَأى,الشِّبَاكَ,,fishing net
δίκτυον,169,unigram,neuter,accusative,singular,,,,الشَّبَكَةَ,الشِّباكَ,الشّبكَةَ,الشّبكَةَ,الشَّبَكَةَ,ٱلشَّبَكَةَ,الشَّبَكَةَ,الشَّبَكَةَ,السَّمَكِ,,fishing net
τροφή,208,unigram,feminine,accusative,plural,لِيَشْتَرُوا,1.508353505720554,,لِيَشْتَرُوا,,يَشتَرُونَ,يَشتَرُونَ,لِيَشتَروا,لِيَبْتَاعُوا,ليَبتاعوا,لِيَشْتَرُوا,لِيَشْتَرُوا,,food
τροφή,282,unigram,feminine,accusative,singular,,,,طَعَامَهُمْ,,,,,ٱلطَّعَامَ,الطَّعامَ,,وَالْحَكِيمُ,,food
πούς,202,unigram,masculine,accusative,plural,هيَ,1.1971666664390859,,قَدَمَيْهِ,قَدَمَيّ,هيَ,هيَ,قَدَمَيَّ,رِجْلَيَّ,رِجلَيَّ,عِنْدَ,,,foot
πούς,93,unigram,masculine,accusative,singular,تَصدِمَ,1.2243027933760229,,,,تَصدِمَ,تَصدِمَ,,,,,,,foot
καρπός,155,unigram,masculine,accusative,plural,,,,,,,,,أَثْمَارًا,أثمارًا,ثَمَرًا,الشَّجَرَةُ,,"fruit, crop, harvest"
καρπός,199,unigram,masculine,accusative,singular,ثَمَرًا,311.81838536391786,,ثَمَرًا,ثَمَرًا,ثَمرًا,ثَمرًا,ثَمَرًا,ثَمَرًا,ثَمَرًا,ثَمَرًا,ثَمَراً,,"fruit, crop, harvest"
πλήρωμα,229,unigram,neuter,accusative,plural,,,,,آلافِ,,,الكِسَرِ,,,سَلَّةً,,,fullness
πλήρωμα,281,unigram,neuter,accusative,singular,يُرَقِّعُ,1.0595352057902494,,,يُرَقِّعُ,,,,,,,,,fullness
γενεά,200,unigram,feminine,accusative,singular,,,,,,أبناءَ,أبناءَ,,هَذَا,هذا,هَذَا,,,generation
γενεά,268,unigram,feminine,nominative,plural,,,,الْأَجْيَالِ,,,,,ٱلْأَجْيَالِ,الأجيالِ,,الأَجْيَالِ,,generation
γενεά,126,unigram,feminine,nominative,singular,الجِيلُ,8.40939604955812,,شَعْبٌ,مَتى,الجِيلُ,الجِيلُ,,ٱلْجِيلُ,الجيلُ,الجِيلُ,الْجِيلُ,,generation
δῶρον,139,unigram,neuter,accusative,singular,قُربانَكَ,2.196373468450768,,,,قُربانَكَ,قُربانَكَ,قُربانَكَ,,,المَذْبَحِ،,,,gift
ἡγεμών,146,unigram,masculine,accusative,plural,وتُساقونَ,2.7387678042699073,,وَيُحْضِرُونَكُمْ,أمامَ,,,وتُساقونَ,وَتُسَاقُونَ,وتُساقونَ,وَسَيُسَلِّمُونَكُمْ,لِلْمُثُولِ,,"governor, ruler"
ἡγεμών,9,unigram,masculine,accusative,singular,,,,,,,,,ٱلْوَالِي,الوالي,,,,"governor, ruler"
ἀσπασμός,273,unigram,masculine,accusative,plural,التَّحِيَّاتِ,2.2445435653083305,,السَّاحَاتِ,,,,التَّحِيَّاتِ,وَٱلتَّحِيَّاتِ,والتَّحيّاتِ,يُحَيِّيَهُمُ,التَّحِيَّاتِ,,greeting
ὁδηγός,3,unigram,masculine,nominative,singular,,,,,,,,القادَةُ,,,المُرشِدُونَ,الْقَادَةُ,,guide
θρίξ,77,unigram,feminine,nominative,plural,كُلّهُ,1.3839867753182022,,,رُؤوسِكُم,كُلّهُ,كُلّهُ,مَعدودٌ,,,,,,hair
θρίξ,185,unigram,feminine,nominative,singular,خَوفَ,1.551785858583168,,,خَوفَ,,,,,,,,,hair
χείρ,264,unigram,feminine,accusative,plural,يَدَيهِ,18.506789556105268,,يَدَيْهِ,يَدَيهِ,أيدي,أيدي,يَدَيهِ,يَدَيْهِ,يَدَيهِ,يَدَيهِ,يَدَيْهِ,,hand
χείρ,188,unigram,feminine,accusative,singular,يَدَهُ,12.655707554655764,,يَدَهُ,يَدَكَ,يدَهُ,يدَهُ,يَدَه,يَدَهُ,يَدَهُ,يَدَهُ,يَدَهُ,,hand
κεφαλή,119,unigram,feminine,accusative,plural,رُؤوسَهُم,3.832472174740612,,,,رُؤوسَهُم,رُؤوسَهُم,,,,,,,head
κεφαλή,175,unigram,feminine,accusative,singular,رأسَ,2.167409082889759,,رَأْسَ,رَأسَ,رأسَ,رأسَ,رأسَ,رَأْسَ,رأسَ,رَأسَ,رَأْسَ,,head
στάχυς,176,unigram,masculine,accusative,plural,يَقْطِفُونَ,1.5664314348672441,,,حُقولِ,,,يَقلَعونَ,يَقْطِفُونَ,يَقطِفونَ,أيَّامِ,يَقْطِفُونَ,,head of grain
καρδία,242,unigram,feminine,accusative,singular,قُلتُ,1.652265857284205,,,,قُلتُ,قُلتُ,وفي,,,قُلُوبَكُمْ,,,heart
καρδία,162,unigram,feminine,nominative,singular,,,,,قُلوبِكُم,,,,,,قُلُوبُكُمْ,,,heart
οὐρανός,226,unigram,masculine,accusative,singular,السّماءِ,2.769978347595721,,,السَّماءِ,السّماءِ,السّماءِ,السَّماء،,ٱلسَّمَاءِ,السماءِ,السَّمَاءِ,السَّمَاءِ،,,"heaven, sky"
οὐρανός,167,unigram,masculine,nominative,singular,,,,السَّمَاءُ,,,,السَّماءُ,,السماءُ,,,,"heaven, sky"
ὥρα,22,unigram,feminine,nominative,singular,,,,حَانَ,الوَقتُ,جاءَتِ,جاءَتِ,,ٱلسَّاعَةُ,السّاعَةُ,حَانَ,السَّاعَةُ,,hour
οἰκία,133,unigram,feminine,accusative,plural,أشَدَّ,1.0140787462797038,,,أشَدَّ,,,,,,,,,house
