lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2290_translation,version_2291_translation,version_2292_translation,version_2293_translation,version_2294_translation,version_2295_translation,english_translation
παιδίον,14,unigram,neuter,accusative,plural,จงยอมให้เด็กเล็กๆเข้ามาหาเรา,1.0973728622026753,จง​ยอม​ให้​เด็ก​เล็กๆ,,จงให้เด็กเล็กๆ,,จงยอมให้เด็กเล็กๆเข้ามาหาเรา,จงยอมให้เด็กเล็กๆเข้ามาหาเรา,child
παιδίον,63,unigram,neuter,accusative,singular,,,ถ้า​ผู้ใด​จะ​รับ​เด็ก​เล็กๆ,ลุก​ขึ้น,,จง​ลุกขึ้น​เถิด,,,child
παιδίον,30,unigram,neuter,nominative,singular,คน​นั้น​จะ​ไม่​ได้​เข้า​ใน​อาณาจักร​ของ​พระเจ้า​แน่ๆ,1.8950880157976733,,คน​นั้น​จะ​ไม่​ได้​เข้า​ใน​อาณาจักร​ของ​พระเจ้า​แน่ๆ,,,,,child
πόλις,44,unigram,feminine,accusative,singular,,,ถ้า​ท่าน​จะ​เข้า​ไป​ใน​เมือง​ใดๆ,,จะมีชายคนหนึ่งทูนหม้อน้ำมาพบท่าน,,,ถ้าท่านจะเข้าไปในเมืองใดๆ,city
πύλη,170,unigram,feminine,nominative,plural,เราบอกท่านว่าท่านคือเปโตร,,,,เราบอกท่านว่าท่านคือเปโตร,,,,city gate
πύλη,134,unigram,feminine,nominative,singular,จงเข้าไปทางประตูแคบ,15.877900695024623,,,จงเข้าไปทางประตูแคบ,,,,city gate
ἱμάτιον,92,unigram,neuter,accusative,plural,,,ครั้น​ตรึง​พระ​องค์​ที่​กางเขน​แล้ว,,ฝูงชนเป็นอันมากเอาเสื้อคลุมปูบนทาง,สวม​เสื้อ​ผ้า​ของ​พระ​องค์​คืน​ให้,,แล้วเอาฉลองพระองค์สวมให้,coat
ἱμάτιον,91,unigram,neuter,accusative,singular,ผู้ที่อยู่ตามทุ่งนา,3.577850079748142,ผู้​ที่​อยู่​ตาม​ทุ่ง​นา,,,,ผู้ที่อยู่ตามทุ่งนา,ผู้ที่อยู่ตามทุ่งนา,coat
συνέδριον,204,unigram,neuter,accusative,plural,,,และ​จะ​เฆี่ยน​ท่าน​ใน​ธรรม​ศาลา​ของ​เขา,,,,,เพราะคนเขาจะอายัดท่านทั้งหลายไว้กับศาล,council
συνέδριον,36,unigram,neuter,accusative,singular,พวก​หัวหน้า​นักบวช,1.6526677587431566,,พวก​หัวหน้า​นักบวช,,,,,council
ὄχλος,10,unigram,masculine,accusative,singular,,,,,มาจากมนุษย์,มา​จาก​มนุษย์,,,crowd
ὄχλος,71,unigram,masculine,nominative,plural,ชาย​คน​นั้น​ก็​พูด​ได้,1.8602930186953,,ชาย​คน​นั้น​ก็​พูด​ได้,,,,,crowd
ὄχλος,179,unigram,masculine,nominative,singular,พระองค์ตรัสยังไม่ทันขาดคำ,10.423264605614893,นี่​แน่ะ,,พระองค์ตรัสยังไม่ทันขาดคำ,พระ​องค์​ยัง​กล่าว​ไม่​ทัน​ขาด​คำ,พระองค์ตรัสยังไม่ทันขาดคำ,พระองค์ตรัสยังไม่ทันขาดคำ,crowd
θυγάτηρ,200,unigram,feminine,nominative,singular,ลูก​สาว​ของ​ท่าน​ตาย​เสีย​แล้ว,1.4942265545256248,ลูก​สาว​ของ​ท่าน​ตาย​เสีย​แล้ว,,,,,,daughter
ἡμέρα,53,unigram,feminine,accusative,plural,,,,อีก​สอง​วัน​จะ​ถึง​เทศกาล​วัน​ปลด​ปล่อย,หกวันต่อมาพระเยซูทรงพาเปโตร,3,,,day
ἡμέρα,58,unigram,feminine,accusative,singular,,,วัน,,,ทุก​วัน​เรา​เคย​อยู่​กับ​ท่าน​ใน​บริเวณ​พระ​วิหาร,,,day
ἡμέρα,2,unigram,feminine,nominative,plural,เรา​มี​ใจ​เมตตา​คน​เหล่านี้,1.8702100320309265,เรา​มี​ใจ​เมตตา​คน​เหล่านี้,,,,,,day
ὀφειλέτης,161,unigram,masculine,nominative,plural,,,หรือ​สิบ​แปด​คน​นั้น​ที่​หอ​รบ​ที่​ซีโล​อาม​ได้​พัง​กับ​เขา​ตาย​เสีย​นั้น,หรือ​อย่าง​คน​สิบแปด​คน​ที่​ถูก​หอคอย​สิโลอัม​พัง​ลง​มา​ทับ​ตาย​นั้น,,,,,debtor
ὀφειλέτης,82,unigram,masculine,nominative,singular,เมื่อเริ่มสะสาง,,,,เมื่อเริ่มสะสาง,,,,debtor
δαιμόνιον,23,unigram,neuter,accusative,plural,พวกพ้องของท่านทั้งหลายขับมันออกโดยอำนาจของใครเล่า,2.3959795357830425,,พวก​เรา​ก็​เลย​พยายาม​ห้าม​เขา,ยอห์นทูลว่า,,พวกพ้องของท่านทั้งหลายขับมันออกโดยอำนาจของใครเล่า,พวกพ้องของท่านทั้งหลายขับมันออกโดยอำนาจของใครเล่า,demon
δαιμόνιον,212,unigram,neuter,accusative,singular,,,,,เขามีผีสิง,เขา​มี​มาร​สิงอยู่,,มีผีเข้าสิงอยู่,demon
δηνάριον,111,unigram,neuter,accusative,singular,,,,,,1,”,,denarius (about a day's wages)
μαθητής,116,unigram,masculine,accusative,plural,“,5.201925982994347,พระ​องค์​ตรัส​แก่​เหล่า​สาวก​ของ​พระ​องค์​ว่า,“,พระเยซูตรัสกับเหล่าสาวกว่า,“,“,,disciple
μαθητής,175,unigram,masculine,nominative,plural,“,5.001088889909011,?,“,?,“,“,พวกสาวกทูลพระองค์ว่า,disciple
μαθητής,213,unigram,masculine,nominative,singular,,,,,,ศิษย์​จะ​ไม่​เหนือ​ไป​กว่า​อาจารย์,ศิษย์ไม่ใหญ่กว่าครู,,disciple
νόσος,51,unigram,feminine,accusative,singular,ทรงสั่งสอนในธรรมศาลาของเขา,3.832643918387796,,,ประกาศข่าวประเสริฐเรื่องอาณาจักรของพระเจ้า,,ทรงสั่งสอนในธรรมศาลาของเขา,ทรงสั่งสอนในธรรมศาลาของเขา,disease
περιστερά,70,unigram,feminine,accusative,plural,และคว่ำโต๊ะผู้รับแลกเงิน,1.9378115268663152,,,,,และคว่ำโต๊ะผู้รับแลกเงิน,,dove
οὖς,103,unigram,neuter,accusative,plural,จงฟังเถิด,2.46417584022353,ใคร​มี​หู​จง​ฟัง​เถิด,,ใครมีหูที่จะฟังก็จงฟังเถิด,จง​ฟัง​เถิด,จงฟังเถิด,จงฟังเถิด,ear
σεισμός,130,unigram,masculine,nominative,plural,,,อาณาจักร​ต่อ​อาณาจักร,ชนชาติ​หนึ่ง​จะ​ลุกฮือ​ขึ้น​ต่อสู้​กับ​อีก​ชนชาติ​หนึ่ง,,,เพราะประชาชาติจะลุกขึ้นต่อสู้ประชาชาติ,ราชอาณาจักรต่อราชอาณาจักรจะต่อสู้กัน,"earthquakes, storm"
τέλος,174,unigram,neuter,accusative,singular,,,ผู้​นั้น​จะ​รอด,ทุก​คน​จะ​เกลียด​พวก​คุณ,คนทั้งปวงจะเกลียดชังท่านเพราะเรา,,,,end
αἰών,154,unigram,masculine,accusative,plural,และท่านจะครอบครองพงศ์พันธุ์ของยาโคบสืบไปเป็นนิตย์และแผ่นดินของท่านจะไม่รู้จักสิ้นสุดเลย,6.596327021040965,,,,,,และท่านจะครอบครองพงศ์พันธุ์ของยาโคบสืบไปเป็นนิตย์และแผ่นดินของท่านจะไม่รู้จักสิ้นสุดเลย,eternity
αἰών,192,unigram,masculine,accusative,singular,,,ถ้า​ผู้ใด​ประพฤติ​ตาม​คำ​ของ​เรา,,,พระ​องค์​จึง​พูด​กับ​ต้น​นั้น​ว่า,ถ้าผู้ใดรักษาคำของเรา,ถ้าผู้ใดประพฤติตามคำของเรา,eternity
ὀφθαλμός,20,unigram,masculine,accusative,plural,,,,เขา​ตอบ​ว่า,แล้วเราจะรักษาพวกเขาให้หาย,ก็​จง​ควัก​ทิ้งเสีย,,,eye
ὀφθαλμός,11,unigram,masculine,accusative,singular,ท่าน​ทั้ง​หลาย​ได้​ยิน​คำ​ซึ่ง​กล่าว​ไว้​ว่า,6.894407436693267,ท่าน​ทั้ง​หลาย​ได้​ยิน​คำ​ซึ่ง​กล่าว​ไว้​ว่า,,,,,,eye
ὀφθαλμός,43,unigram,masculine,nominative,plural,ครั้นเสด็จกลับมาก็ทรงเห็นสาวกนอนหลับอยู่,1.891411543684964,,,,,,ครั้นเสด็จกลับมาก็ทรงเห็นสาวกนอนหลับอยู่,eye
ὀφθαλμός,190,unigram,masculine,nominative,singular,,,,,หากตาของท่านดี,ก็​จง​ควัก​ทิ้งเสีย,,จงควักออกทิ้งเสีย,eye
πρόσωπον,122,unigram,neuter,accusative,singular,ข้าพเจ้าทั้งหลายทราบอยู่ว่า,1.070716906155046,,อาจารย์​ครับ,ท่านอาจารย์,พวก​เรา​ทราบ​ว่า,ข้าพเจ้าทั้งหลายทราบอยู่ว่า,ข้าพเจ้าทั้งหลายทราบอยู่ว่า,face
λιμός,6,unigram,feminine,nominative,plural,,,อาณาจักร​ต่อ​อาณาจักร,ชนชาติ​หนึ่ง​จะ​ลุกฮือ​ขึ้น​ต่อสู้​กับ​อีก​ชนชาติ​หนึ่ง,,,เพราะประชาชาติจะลุกขึ้นต่อสู้ประชาชาติ,ราชอาณาจักรต่อราชอาณาจักรจะต่อสู้กัน,famine
λιμός,65,unigram,feminine,nominative,singular,เมื่อ​ผลาญ​ทรัพย์​หมด​แล้ว​ก็​เกิด​กิน​ดาร​อาหาร​ยิ่ง​นัก​ทั่ว​เมือง​นั้น,24.273345921159173,เมื่อ​ผลาญ​ทรัพย์​หมด​แล้ว​ก็​เกิด​กิน​ดาร​อาหาร​ยิ่ง​นัก​ทั่ว​เมือง​นั้น,,,,,,famine
λιμός,95,unigram,masculine,nominative,singular,มีหญิงม่ายหลายคนในพวกอิสราเอลคราวเอลียาห์,1.096071996175396,,,,,มีหญิงม่ายหลายคนในพวกอิสราเอลคราวเอลียาห์,,famine
γεωργός,160,unigram,masculine,nominative,plural,,,ให้​เรา​ฆ่า​เสีย​เถอะ,,นี่ไงทายาท,คน​นี้​เป็น​ทายาท,คนนี้แหละเป็นทายาท,,"farmer, tenant"
γεωργός,34,unigram,masculine,nominative,singular,เราเป็นเถาองุ่นแท้,55.4324819721446,,เรา​เป็น​เถา​องุ่น​ที่​แท้จริง,“,,เราเป็นเถาองุ่นแท้,เราเป็นเถาองุ่นแท้,"farmer, tenant"
πατήρ,127,unigram,masculine,accusative,plural,ต่ออับราฮัมและวงศ์วานของเขาตลอดไปตามที่พระองค์ได้ตรัสไว้กับบรรพบุรุษของเรา,,,,ต่ออับราฮัมและวงศ์วานของเขาตลอดไปตามที่พระองค์ได้ตรัสไว้กับบรรพบุรุษของเรา,,,,father
πατήρ,194,unigram,masculine,accusative,singular,,,จง​นับ​ถือ​บิดา​มารดา​ของ​ตน,’,’,จง​ให้​เกียรติ​บิดา​มารดา​ของ​เจ้า,จงให้เกียรติแก่บิดามารดาของตน,จงให้เกียรติแก่บิดามารดาของตน,father
πατήρ,199,unigram,masculine,nominative,plural,วิบัติแก่เจ้าทั้งหลาย,1.9084247585043888,,,,,,วิบัติแก่เจ้าทั้งหลาย,father
πατήρ,118,unigram,masculine,nominative,singular,,,,พระบิดา,,พระ​บิดา,,,father
σύνδουλος,60,unigram,masculine,accusative,singular,ไม่ควรหรือที่เจ้าจะเมตตาเพื่อนข้าราชบริพารด้วยกันเหมือนที่เราเมตตาเจ้า,3.554639016348134,,,ไม่ควรหรือที่เจ้าจะเมตตาเพื่อนข้าราชบริพารด้วยกันเหมือนที่เราเมตตาเจ้า,,,,"fellow-servant, colleague"
σύνδουλος,77,unigram,masculine,nominative,singular,เพื่อนผู้รับใช้ผู้นั้นได้กราบลงแทบเท้าอ้อนวอนว่า,1.0960670999999007,,,,,เพื่อนผู้รับใช้ผู้นั้นได้กราบลงแทบเท้าอ้อนวอนว่า,,"fellow-servant, colleague"
ἀγρός,211,unigram,masculine,accusative,plural,,,,พี่น้อง​ชาย​หญิง,พี่น้องชายหญิง,ลูกๆ,,,field
ἰχθύς,104,unigram,masculine,accusative,plural,ก้อน​กับ​ปลา,1.231382806314263,,,,ก้อน​กับ​ปลา,,,fish
τροφή,155,unigram,feminine,accusative,plural,,,,,สาวกของพระองค์เข้าไปซื้ออาหารในเมือง,,ขณะนั้นสาวกของพระองค์เข้าไปซื้ออาหารในเมือง,,food
τροφή,209,unigram,feminine,accusative,singular,ใครเป็นทาสสัตย์ซื่อและฉลาด,8.369785013892683,,,,,,ใครเป็นทาสสัตย์ซื่อและฉลาด,food
πούς,151,unigram,masculine,accusative,plural,,,พระ​องค์​เจ้า​ข้า,เปโตร,,ก็​จง​ตัด​ทิ้งเสีย,และเอาผมของเธอเช็ดพระบาทของพระองค์,จงตัดทิ้งเสีย,foot
πούς,75,unigram,masculine,accusative,singular,,,,,,ทูต​สวรรค์​จะ​ช่วย​รับ​ท่าน​ไว้​ใน​มือเพื่อ​ว่า​เท้า​ของ​ท่าน​จะ​ได้​ไม่​กระทบ​แม้​หิน​สัก​ก้อน,เกรงว่าในเวลาหนึ่งเวลาใดเท้าของท่านจะกระแทกหิน,มิให้เท้าของท่านกระทบหิน,foot
καρπός,149,unigram,masculine,accusative,singular,บ้างก็ตกที่ดินดี,2.1213274970725395,บ้าง​ก็​ตก​ที่ดิน​ดี,หกสิบ​เท่า​บ้าง,หกสิบเท่า,100,บ้างก็ตกที่ดินดี,บ้างก็ตกที่ดินดี,"fruit, crop, harvest"
πλήρωμα,208,unigram,neuter,accusative,singular,ไม่มีผู้ใดเอาท่อนผ้าทอใหม่มาปะเสื้อเก่า,3.9997963426180037,,,ไม่มีใครเอาผ้าใหม่ไปปะเสื้อผ้าเก่า,ไม่​มี​ใคร​ปะ​เศษ​ผ้า​ใหม่​ที่​ยัง​ไม่​หด​ตัว​ลง​บน​เสื้อ​เก่า,ไม่มีผู้ใดเอาท่อนผ้าทอใหม่มาปะเสื้อเก่า,ไม่มีผู้ใดเอาท่อนผ้าทอใหม่มาปะเสื้อเก่า,fullness
γενεά,171,unigram,feminine,accusative,plural,พระ​กรุณา​ของ​พระ​องค์​มี​แก่​ผู้​เกรง​กลัว​พระ​องค์​ทุก​ชั่ว​อายุ​สืบๆ,1.0961654628313675,พระ​กรุณา​ของ​พระ​องค์​มี​แก่​ผู้​เกรง​กลัว​พระ​องค์​ทุก​ชั่ว​อายุ​สืบๆ,,,,,,generation
ἡγεμών,12,unigram,masculine,accusative,singular,แต่พระองค์ไม่ตรัสตอบข้อกล่าวหาใดๆ,,,,แต่พระองค์ไม่ตรัสตอบข้อกล่าวหาใดๆ,,,,"governor, ruler"
ἀσπασμός,202,unigram,masculine,accusative,plural,จงระวังพวกธรรมาจารย์,1.9378220587849664,,,จงระวังพวกธรรมาจารย์,,,,greeting
ὁδηγός,3,unigram,masculine,nominative,singular,คนนำทางตาบอด,3.999796427775453,,,,พวก​ผู้​นำทาง​ที่​มี​แต่​ความ​มืดบอด,คนนำทางตาบอด,คนนำทางตาบอด,guide
θρίξ,27,unigram,feminine,accusative,singular,อย่า​สาบาน​อ้าง​ถึง​ศีรษะ​ของ​ตน,24.2645646020854,อย่า​สาบาน​อ้าง​ถึง​ศีรษะ​ของ​ตน,,,,,,hair
θρίξ,64,unigram,feminine,nominative,plural,,,,,อันที่จริงผมทุกเส้นบนศีรษะของท่านก็ทรงนับทั้งหมดไว้แล้ว,แม้แต่​ผม​บน​ศีรษะ​ของ​เจ้า,ถึงผมของท่านทั้งหลายก็ทรงนับไว้แล้วทุกเส้น,,hair
χείρ,196,unigram,feminine,accusative,plural,,,,และ​พูด​ว่า,พวกท่านยังนอนหลับพักผ่อนอยู่อีกหรือ,พวก​เจ้า​ยัง​นอน​หลับ​และ​พักผ่อน​อยู่​หรือ,เดี๋ยวนี้,จงตัดทิ้งเสีย,hand
χείρ,141,unigram,feminine,accusative,singular,,,เรา​พอใจ​แล้ว,เรา​อยาก​ช่วย,,,,,hand
κεφαλή,132,unigram,feminine,accusative,singular,,,,,,,ศิลาซึ่งช่างก่อได้ปฏิเสธเสีย,ศิลาซึ่งช่างก่อได้ทอดทิ้งเสีย,head
στάχυς,133,unigram,masculine,accusative,plural,ในวันสะบาโตวันหนึ่ง,1.9577277211489377,,,,,,ในวันสะบาโตวันหนึ่ง,head of grain
στάχυς,52,unigram,masculine,accusative,singular,ดินทำให้มันงอกเป็นต้นอ่อนแล้วออกรวง,,,,ดินทำให้มันงอกเป็นต้นอ่อนแล้วออกรวง,,,,head of grain
καρδία,181,unigram,feminine,accusative,singular,(,1.1643341537748242,,,,,,(,heart
καρδία,123,unigram,feminine,nominative,singular,,,,เพราะ​ทรัพย์​สมบัติ​ของ​คุณ​อยู่​ที่​ไหน,เพราะทรัพย์สมบัติของท่านอยู่ที่ไหน,,เพราะว่าทรัพย์สมบัติของท่านอยู่ที่ไหน,,heart
οὐρανός,7,unigram,masculine,accusative,plural,ขณะที่พระเยซูขึ้นจากน้ำ,,,,ขณะที่พระเยซูขึ้นจากน้ำ,,,,"heaven, sky"
οὐρανός,169,unigram,masculine,accusative,singular,,,บิดา​เจ้า​ข้า,พ่อ​ครับ,บิดาเจ้าข้า,พระ​องค์​หยิบ​ขนมปัง,,,"heaven, sky"
οὐρανός,128,unigram,masculine,nominative,singular,ฟ้าและดินจะล่วงไป,8.001410267915855,ฟ้า​และ​ดิน​จะ​ล่วง​ไป,สวรรค์​และ​โลก​จะ​สูญสิ้น​ไป,,สวรรค์​และ​โลก​จะ​ดับ​สูญ​ไป,ฟ้าและดินจะล่วงไป,ฟ้าและดินจะล่วงไป,"heaven, sky"
ὥρα,186,unigram,feminine,nominative,plural,กลางวันมีสิบสองชั่วโมงไม่ใช่หรือ,1.8670079072877253,,,กลางวันมีสิบสองชั่วโมงไม่ใช่หรือ,,,,hour
οἰκία,106,unigram,feminine,accusative,plural,เขาริบเอาเรือนของหญิงม่าย,1.937644514928962,,,,,เขาริบเอาเรือนของหญิงม่าย,,house
οἰκία,206,unigram,feminine,accusative,singular,แล้ว​ไม่​ทำ​ตาม,1.1065213072575686,,แล้ว​ไม่​ทำ​ตาม,,,,,house
οἶκος,19,unigram,masculine,accusative,singular,จง​ลุก​ขึ้น,1.2598678991678451,,,,จง​ลุก​ขึ้น,,,"house, home"
κριτής,193,unigram,masculine,nominative,plural,พวกพ้องของท่านทั้งหลายขับมันออกโดยอำนาจของใครเล่า,3.999796172100635,,ดังนั้น,,,พวกพ้องของท่านทั้งหลายขับมันออกโดยอำนาจของใครเล่า,พวกพ้องของท่านทั้งหลายขับมันออกโดยอำนาจของใครเล่า,judge
βασιλεύς,39,unigram,masculine,accusative,singular,ปีลาตถามว่า,1.8991800844726547,,,ปีลาตถามว่า,,,,king
βασιλεία,54,unigram,feminine,accusative,plural,อีกครั้งหนึ่งมารนำพระองค์มายังภูเขาที่สูงมาก,,,,อีกครั้งหนึ่งมารนำพระองค์มายังภูเขาที่สูงมาก,,,,kingdom
βασιλεία,110,unigram,feminine,accusative,singular,,,,เรา​จะ​บอก​ให้​รู้​ว่า,,เรา​ขอบอก​ความ​จริง​กับ​เจ้า​ว่า,เราบอกความจริงแก่ท่านทั้งหลายว่า,,kingdom
κόπος,129,unigram,masculine,accusative,plural,ไป​วุ่นวาย​กับ​เธอ​ทำไม,1.9577254290516817,,ไป​วุ่นวาย​กับ​เธอ​ทำไม,,,,,"labour, work, trouble, difficulty"
λύχνος,159,unigram,masculine,nominative,plural,,,,แต่งตัว​เตรียม​พร้อม​ที่​จะ​รับใช้​อยู่​เสมอ,จงแต่งกายให้พร้อมที่จะรับใช้,,,ท่านทั้งหลายจงคาดเอวของท่านไว้,lamp
λύχνος,148,unigram,masculine,nominative,singular,ตาเป็นประทีปของร่างกาย,3.707169988450305,,,หากตาของท่านดี,,ตาเป็นประทีปของร่างกาย,ตาเป็นประทีปของร่างกาย,lamp
κλῆρος,1,unigram,masculine,accusative,singular,ครั้น​ตรึง​พระ​องค์​ที่​กางเขน​แล้ว,1.9577277211489377,ครั้น​ตรึง​พระ​องค์​ที่​กางเขน​แล้ว,,,,,,"lots (casting of lots), inheritance"
ἄνθρωπος,162,unigram,masculine,accusative,singular,,,แต่​ท่าน​ทั้ง​หลาย​ได้​ไป​ดู​อะไร,,เป็นมลทิน,,,,man
ἄνθρωπος,78,unigram,masculine,nominative,plural,ฟีลิปปี,1.886243216559664,,,,,,ฟีลิปปี,man
ἄνθρωπος,115,unigram,masculine,nominative,singular,,,‘,,,,,<,man
