lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2191_translation,version_2192_translation,version_2193_translation,version_2194_translation,version_2195_translation,version_2196_translation,version_2197_translation,version_2198_translation,english_translation
βλασφημία,90,unigram,feminine,accusative,singular,богохулството,1.5819950289610416,богохулството,,богохулството,богохулството,богохулството,,богохулството,,blasphemy
βλασφημία,205,unigram,feminine,nominative,plural,хули,31.99592189073724,хули,,хули,хули,хули,грехове,хули,,blasphemy
πλοῖον,101,unigram,neuter,accusative,plural,ладии,12.95218906853019,ладии,лодки,ладии,кораба,кораба,,ладии,ладии,boat
πλοῖον,309,unigram,neuter,accusative,singular,ладията,14.502945802891835,ладията,лодката,лодката,кораба,кораба,лодка,ладията,ладията,boat
πλοῖον,239,unigram,neuter,nominative,plural,ладии,1.5590832952001423,разпуснаха,разпуснаха,ладии,,,лодки,ладии,ладии,boat
πλοῖον,225,unigram,neuter,nominative,singular,,,ладията,лодката,лодката,корабът,корабът,лодката,ладията,ладията,boat
σῶμα,58,unigram,neuter,nominative,singular,тяло,13.797779634805595,тяло,тялото,тяло,тяло,тяло,тяло,тяло,тялото,body
κλῆμα,146,unigram,neuter,nominative,singular,,,,,,пръчката,стои,пръчка,,,branch
ἄρτος,314,unigram,masculine,accusative,plural,хляба,90.9788538022227,хляба,хляба,хляба,хляба,хляба,хляба,хляба,хляба,bread
ἄρτος,340,unigram,masculine,accusative,singular,хляб,6087.239026075253,хляб,хляб,хляб,хляб,хляб,хляба,хляб,хляб,bread
ἄρτος,153,unigram,masculine,nominative,plural,хляб,8.925823849443265,хлябове,,хляб,хляб,хляб,,хляб,хлябове,bread
ἄρτος,37,unigram,masculine,nominative,singular,хлябът,95.5119827644764,хлябът,хлябът,хлябът,хлябът,хлябът,хлябът,хлябът,хлябът,bread
ἀδελφός,300,unigram,masculine,accusative,plural,братята,3.1421205441486766,братята,братята,братята,братята,братята,братята,братята,братята,brother
ἀδελφός,115,unigram,masculine,accusative,singular,брат,52.23161029370206,брат,брат,брат,брата,брат,брат,брат,брата,brother
ἀδελφός,106,unigram,masculine,nominative,plural,братята,127.70559258102453,братята,братята,братята,братята,братята,братята,братята,братята,brother
ἀδελφός,231,unigram,masculine,nominative,singular,брат,29923.205346731324,брат,брат,брат,брат,брат,брат,брат,брат,brother
στῆθος,284,unigram,neuter,accusative,singular,гърдите,8.683303163944165,към,кой,облегнал,гърдите,облегнал,гърдите,гърдите,гърдите,"chest, breast"
ἀρχιερεύς,244,unigram,masculine,accusative,plural,свещеници,4.871188301325153,свещеници,първосвещениците,свещеници,първосвещениците,свещеници,главните,свещеници,първосвещениците,chief priest
ἀρχιερεύς,59,unigram,masculine,accusative,singular,първосвещеника,21.437856832405533,първосвещеника,първосвещеника,първосвещеника,първосвещеника,първосвещеника,първосвещеника,първосвещеника,първосвещеника,chief priest
ἀρχιερεύς,114,unigram,masculine,nominative,plural,свещеници,5.8136999952633515,свещеници,първосвещениците,свещеници,първосвещениците,свещеници,свещеници,свещеници,първосвещениците,chief priest
ἀρχιερεύς,248,unigram,masculine,nominative,singular,първосвещеникът,119.5238396480561,първосвещеникът,първосвещеникът,първосвещеникът,първосвещеникът,първосвещеникът,първосвещеникът,първосвещеникът,първосвещеникът,chief priest
παῖς,47,unigram,masculine,accusative,singular,,,,скара,,,,,,момчето,child
τέκνον,334,unigram,neuter,accusative,plural,,,чада,децата,децата,чедата,деца,децата,чада,чада,child
τέκνον,176,unigram,neuter,accusative,singular,,,чадо,брата,деца,брат,деца,брат,чадо,чада,child
τέκνον,14,unigram,neuter,nominative,plural,чада,4.01638066663233,чада,Деца,,чеда,деца,Деца,чада,чада,child
τέκνον,190,unigram,neuter,nominative,singular,Синко,402.6129684173841,Синко,Синко,Синко,чедо,Синко,Синко,Синко,Синко,child
παιδίον,12,unigram,neuter,accusative,plural,пречете,1.2960740519397356,,пречете,,пречете,Оставете,децата,,възпирайте,child
παιδίον,86,unigram,neuter,accusative,singular,детето,2.526311322424838,Младенеца,,,Младенеца,Детето,детето,детето,детето,child
παιδίον,168,unigram,neuter,nominative,plural,децата,2.6824375983605946,,децата,,деца,,децата,,децата,child
παιδίον,39,unigram,neuter,nominative,singular,детенце,11.905644801120848,детенце,дете,детенце,дете,детенце,дете,детенце,детето,child
πόλις,180,unigram,feminine,accusative,plural,градове,12.522045260096295,градове,градове,градове,градове,градове,градове,градове,градовете,city
πόλις,63,unigram,feminine,accusative,singular,град,19.407152993306152,град,град,град,град,град,град,град,град,city
πύλη,204,unigram,feminine,nominative,singular,портата,1.3352941895626949,портата,пътят,портата,пътят,портата,портата,портата,води,city gate
χιτών,111,unigram,masculine,accusative,plural,две,1.431634307289482,ризи,две,две,дрехи,две,ризи,две,дрехи,"clothing, undergarments"
χιτών,27,unigram,masculine,accusative,singular,ризата,5.353010474430291,ризата,ризата,дреха,ризата,дреха,ризата,,ризата,"clothing, undergarments"
ἱμάτιον,127,unigram,neuter,accusative,plural,дрехите,2051.771142881324,дрехите,дрехите,дрехите,дрехите,дрехите,дрехи,дрехите,дрехите,coat
ἱμάτιον,126,unigram,neuter,accusative,singular,дреха,16.66367438970215,дреха,дреха,дреха,дреха,дреха,дреха,дреха,дреха,coat
ἐντολή,79,unigram,feminine,accusative,plural,заповедите,36.490029448111635,заповедите,заповедите,заповедите,заповедите,заповедите,заповедите,заповедите,заповеди,commandment
ἐντολή,77,unigram,feminine,accusative,singular,заповед,3136.33062013644,заповед,заповед,заповед,заповед,заповед,заповед,заповед,заповед,commandment
συνέδριον,319,unigram,neuter,accusative,plural,съдилища,1.6774741829782982,събори,съдилища,съдилища,съдилища,бият,предават,събори,съдовища,council
συνέδριον,51,unigram,neuter,accusative,singular,събраха,3.966009397372611,събраха,събраха,свещеници,събраха,Синедриона,Синедриона,събраха,събраха,council
χώρα,74,unigram,feminine,accusative,plural,нивите,1.201492221831087,нивите,,погледнете,,нивите,,,нивята,"country, countryside"
χώρα,289,unigram,feminine,accusative,singular,страна,134.09227194451262,страна,страна,страна,страна,страна,страна,страна,страна,"country, countryside"
ὄχλος,55,unigram,masculine,accusative,plural,народа,4962.455857268659,народа,народа,народа,народа,множествата,тълпите,народа,народа,crowd
ὄχλος,9,unigram,masculine,accusative,singular,народа,4010.8469263262546,народа,народа,народа,народа,множеството,тълпата,народа,народа,crowd
ὄχλος,94,unigram,masculine,nominative,plural,множества,1.9558200401439918,множества,народ,множества,народът,множествата,тълпи,множества,народът,crowd
ὄχλος,279,unigram,masculine,nominative,singular,множество,7.517117239542318,множество,народ,множество,народ,множество,тълпа,множество,народ,crowd
θυγάτηρ,109,unigram,feminine,nominative,plural,Дъщери,1.0961506491767987,,Дъщери,,,,,,,daughter
θυγάτηρ,313,unigram,feminine,nominative,singular,дъщеря,24.47411664129436,дъщеря,дъщеря,Дъщеря,дъщеря,Дъщеря,дъщеря,дъщеря,дъщеря,daughter
ἡμέρα,72,unigram,feminine,accusative,plural,дни,9365.944433824776,дни,дена,дни,дни,дни,дни,дни,дни,day
ἡμέρα,82,unigram,feminine,accusative,singular,ден,11965.292454239983,ден,ден,ден,ден,ден,ден,ден,ден,day
ἡμέρα,2,unigram,feminine,nominative,plural,дни,13357.96696910682,дни,дни,дни,дни,дни,дни,дни,дни,day
ἡμέρα,65,unigram,feminine,nominative,singular,денят,11.553421152140047,денят,ден,денят,ден,денят,ден,денят,денът,day
ὀφειλέτης,117,unigram,masculine,nominative,singular,преглежда,1.5661602945457032,преглежда,урежда,преглежда,разчистя,преглежда,довели,,,debtor
δαιμόνιον,28,unigram,neuter,accusative,plural,бесове,2.225285418627978,бесове,бесове,бесовете,бесове,демоните,демони,,бесовете,demon
δαιμόνιον,329,unigram,neuter,accusative,singular,Бяс,1.9853997158397247,Бяс,Бяс,Бяс,бяс,демон,демон,Бяс,Бяс,demon
δαιμόνιον,192,unigram,neuter,nominative,plural,бесовете,14.15579813761405,бесовете,бесовете,бесовете,бесовете,демоните,демоните,бесовете,бесовете,demon
δαιμόνιον,166,unigram,neuter,nominative,singular,бесът,6.8587821413239025,бесът,бесът,бесът,бесът,демонът,повали,бесът,бесът,demon
δηνάριον,305,unigram,neuter,accusative,plural,динария,22.634827594019015,динария,динария,динария,динария,динария,динария,дължеше,длъжен,denarius (about a day's wages)
δηνάριον,155,unigram,neuter,accusative,singular,динарий,63.94661991041792,пеняз,динарий,динарий,динарий,динарий,динарий,пеняз,пеняз,denarius (about a day's wages)
μαθητής,173,unigram,masculine,accusative,plural,учениците,6345.098232079873,учениците,учениците,учениците,учениците,учениците,учениците,учениците,учениците,disciple
μαθητής,335,unigram,masculine,accusative,singular,обичаше,11.613787761091745,обичаше,обичаше,обичаше,обичаше,любеше,ученик,обичаше,обичаше,disciple
μαθητής,272,unigram,masculine,nominative,plural,учениците,21331.641329800335,учениците,учениците,учениците,учениците,учениците,учениците,учениците,учениците,disciple
μαθητής,333,unigram,masculine,nominative,singular,ученик,33417.90938359642,ученик,ученик,ученик,ученик,ученик,ученик,ученик,ученик,disciple
νόσος,3,unigram,feminine,accusative,plural,понесе,1.2238256766097337,понесе,,,,,страданията,понесе,,disease
νόσος,71,unigram,feminine,accusative,singular,немощ,1.188490028323535,немощ,болест,болест,немощ,болест,всякаква,немощ,немощ,disease
περιστερά,93,unigram,feminine,accusative,plural,гълъбите,1.2037874610826667,гълъбите,,гълъбите,гълъбопродавците,гълъбите,,гълъбите,продаваха,dove
περιστερά,53,unigram,feminine,accusative,singular,гълъб,225.75705714550162,гълъб,гълъб,гълъб,гълъб,гълъб,гълъб,гълъб,гълъб,dove
οὖς,145,unigram,neuter,accusative,plural,уши,7.556162882811447,уши,уши,уши,уши,уши,уши,уши,уши,ear
οὖς,278,unigram,neuter,accusative,singular,ухо,15.611024672622692,ухо,ухо,ухо,ухо,ухо,светло,ухо,ухо,ear
σεισμός,199,unigram,masculine,nominative,plural,трусове,2.2103486171653834,трусове,трусове,трусове,трусове,земетресения,земетресения,трусове,трусове,"earthquakes, storm"
σεισμός,61,unigram,masculine,nominative,singular,ето,1.264934080676584,ето,ето,ето,,ето,,ето,ето,"earthquakes, storm"
τέλος,269,unigram,neuter,accusative,singular,докрай,2.1064699978146515,докрай,докрай,устои,докрай,докрай,,устои,край,end
αἰών,236,unigram,masculine,accusative,plural,,,,вечни,,довеки,,,,веки,eternity
αἰών,301,unigram,masculine,accusative,singular,века,4.110602761764675,довека,вечни,века,вовеки,века,никога,века,веки,eternity
ὀφθαλμός,20,unigram,masculine,accusative,plural,очите,20.374081803426602,очите,очите,очите,очите,очите,очите,очите,очите,eye
ὀφθαλμός,62,unigram,masculine,nominative,plural,очите,18196.92411434944,очите,очите,очите,очите,очите,очите,очите,очите,eye
ὀφθαλμός,298,unigram,masculine,nominative,singular,око,3.6262406670834766,око,око,око,око,,тяло,око,окото,eye
πρόσωπον,116,unigram,neuter,accusative,plural,лицата,7.999384143057359,лицата,,,,лицата,,лицата,человеците,face
πρόσωπον,187,unigram,neuter,accusative,singular,лицето,780.2511089905615,лицето,лицето,лицето,лицето,лицето,поучаваш,лицето,лицето,face
γεωργός,249,unigram,masculine,nominative,plural,,,земеделците,лозарите,земеделците,лозарите,лозарите,наследникът,земеделците,,"farmer, tenant"
γεωργός,48,unigram,masculine,nominative,singular,лоза,1.0961112485594913,,,,,,лоза,,,"farmer, tenant"
πατήρ,193,unigram,masculine,accusative,plural,бащите,1.5743477887732829,бащите,,бащите,,бащите,,,отците,father
πατήρ,304,unigram,masculine,accusative,singular,Отца,2.758511289459111,Отца,Отец,баща,Отца,баща,Отца,Отца,Отца,father
πατήρ,312,unigram,masculine,nominative,plural,бащите,6.980669451457792,бащите,манната,бащите,бащи,бащите,манна,бащите,,father
πατήρ,181,unigram,masculine,nominative,singular,Отец,291477.69136894174,Отец,Отец,Отец,Отец,Отец,Отец,Отец,Отец,father
σύνδουλος,139,unigram,masculine,accusative,plural,пияниците,1.2728942063495612,пияниците,,,,,пияници,пияниците,,"fellow-servant, colleague"
σύνδουλος,316,unigram,masculine,nominative,plural,съслужителите,1.4432732684933456,съслужителите,,,,съслужителите,,съслужителите,съслужителите,"fellow-servant, colleague"
σύνδουλος,107,unigram,masculine,nominative,singular,Имай,1.2013630877021924,,,Имай,другарят,съслужителят,дължимото,Имай,,"fellow-servant, colleague"
ἀγρός,328,unigram,masculine,accusative,plural,села,1.3532165408987242,,,,,,,,села,field
ἀγρός,38,unigram,masculine,accusative,singular,нива,612.1662079968761,нива,нива,нива,нива,нива,нива,нива,нива,field
δάκτυλος,230,unigram,masculine,accusative,plural,пръстите,1.0960768946513286,,пръстите,,,,,,,finger
δάκτυλος,172,unigram,masculine,accusative,singular,пръста,2.4337484803343656,пръста,пръста,пръста,пръста,пръста,ребрата,ребрата,пръста,finger
ἰχθύς,149,unigram,masculine,accusative,plural,хляба,2.6294865835509014,хляба,хляба,хляба,хляба,хляба,хляба,хляба,хляба,fish
ἰχθύς,186,unigram,masculine,accusative,singular,,,змия,риба,змия,риба,змия,риба,змия,риба,fish
δίκτυον,102,unigram,neuter,accusative,plural,мрежите,25433.462676817002,мрежите,мрежите,мрежите,мрежите,мрежите,мрежите,мрежите,мрежите,fishing net
δίκτυον,196,unigram,neuter,accusative,singular,мрежата,65.84908379502636,мрежата,мрежата,мрежата,мрежата,мрежата,мрежата,мрежата,мрежата,fishing net
δίκτυον,167,unigram,neuter,nominative,plural,,,,мрежите,,,,изтеглиха,,,fishing net
τροφή,241,unigram,feminine,accusative,plural,отишли,2.109251186879485,отишли,отишли,,отишли,отишли,,отишли,отишли,food
τροφή,323,unigram,feminine,accusative,singular,поставил,1.096071996175396,,,,,,,,поставил,food
πούς,232,unigram,masculine,accusative,plural,нозете,14785.645545649892,нозете,нозете,нозете,нозете,краката,краката,нозете,нозете,foot
καρπός,178,unigram,masculine,accusative,plural,плодовете,4.245501472247115,плодовете,плодове,,плодовете,плодовете,реколтата,плодовете,плодовете,"fruit, crop, harvest"
καρπός,228,unigram,masculine,accusative,singular,плод,36455.72224769749,плод,плод,плод,плод,плод,плод,плод,плод,"fruit, crop, harvest"
πλήρωμα,265,unigram,neuter,accusative,plural,къшеи,2.128057822187747,къшеи,къшеи,къшеи,къшеи,къшеи,кошници,къшеи,пълни,fullness
γενεά,266,unigram,feminine,accusative,plural,боят,1.0961654628313675,,,,,,боят,,,generation
γενεά,229,unigram,feminine,accusative,singular,поколение,156.66517243764505,поколение,поколение,поколение,род,поколение,,поколение,род,generation
γενεά,310,unigram,feminine,nominative,plural,родове,58.59689630156289,родове,,родове,родове,родове,,родове,родове,generation
γενεά,144,unigram,feminine,nominative,singular,поколение,9.643120910377291,поколение,род,поколение,род,поколение,поколение,поколение,род,generation
δῶρον,303,unigram,neuter,accusative,plural,даровете,14.689297286498624,даровете,дарения,съкровищницата,приноси,даровете,даренията,даровете,даровете,gift
δῶρον,157,unigram,neuter,accusative,singular,дара,363.45204058586427,дара,дара,дара,дара,дара,дара,дара,дара,gift
ἡγεμών,164,unigram,masculine,accusative,plural,,,извеждат,управници,,управници,управители,царе,извеждат,,"governor, ruler"
ἡγεμών,10,unigram,masculine,accusative,singular,управителят,3.2570194765343166,управителят,зачуди,,управителят,управителят,,управителят,управителят,"governor, ruler"
ἀσπασμός,315,unigram,masculine,accusative,plural,пазарите,2.4868761165879154,пазарите,поздрави,поздравите,поздрави,поздравите,поздравяват,пазарите,пазарите,greeting
ἀσπασμός,165,unigram,masculine,accusative,singular,поздрава,1.161346151680032,,,,,,поздрава,,,greeting
ὁδηγός,5,unigram,masculine,nominative,plural,,,,,ямата,,,ямата.,,,guide
ὁδηγός,4,unigram,masculine,nominative,singular,,,водители,слепи,водачи,слепи,водачи,водачи,водители,слепи,guide
θρίξ,87,unigram,feminine,nominative,plural,,,,преброени,,,,,,космите,hair
θρίξ,213,unigram,feminine,nominative,singular,косъм,6.085893802730105,косъм,косъм,косъм,косъм,косъм,косъм,косъм,косъм,hair
χείρ,306,unigram,feminine,accusative,plural,ръце,4.287473290536842,ръце,ръцете,ръце,ръце,ръце,ръцете,ръце,ръце,hand
χείρ,216,unigram,feminine,accusative,singular,ръка,5.007341820378814,ръка,ръката,ръка,ръка,ръка,ръката,ръка,ръката,hand
κεφαλή,136,unigram,feminine,accusative,plural,,,,,,клатеха,,обиждаха,,,head
κεφαλή,202,unigram,feminine,accusative,singular,главата,49.03974397886597,главата,главата,главата,главата,главата,главата,главата,главата,head
στάχυς,203,unigram,masculine,accusative,plural,,,посевите,,класове,,,,,сеидбите,head of grain
καρδία,31,unigram,feminine,accusative,plural,сърцата,14.396529625265005,сърцата,,сърцата,,,сърцата,сърцата,пред,heart
καρδία,281,unigram,feminine,accusative,singular,сърцето,26.58564785402272,сърцето,сърце,сърцето,сърцето,сърцето,сърцата,сърцето,сърцето,heart
καρδία,188,unigram,feminine,nominative,singular,сърцето,61692.704987530604,сърцето,сърцето,сърцето,сърцето,сърцето,сърцата,сърцето,сърцето,heart
οὐρανός,261,unigram,masculine,accusative,singular,небето,457889.8919336618,небето,небето,небето,небето,небето,небето,небето,небето,"heaven, sky"
οὐρανός,194,unigram,masculine,nominative,singular,небето,3.795670249886801,небето,преминат,небето,небето,небето,,небето,небето,"heaven, sky"
ὥρα,288,unigram,feminine,nominative,plural,препъва,1.444631053865023,,препъва,препъва,препъва,,спъне,препъва,,hour
ὥρα,23,unigram,feminine,nominative,singular,часът,4.537619450202257,час,часът,час,часът,часът,времето,час,часът,hour
οἰκία,320,unigram,feminine,accusative,singular,къщата,11.177511811369468,къщата,къща,къщата,къщата,къщата,къщата,къщата,къщата,house
οἶκος,276,unigram,masculine,accusative,plural,сетих,1.0963047455737722,,сетих,,,,,,,"house, home"
οἶκος,19,unigram,masculine,accusative,singular,дома,18.00507151901006,дома,дома,дома,дома,дома,дома,дома,дома,"house, home"
κριτής,302,unigram,masculine,nominative,plural,съдии,2.181610235829522,съдии,съдии,съдии,съдии,съдии,,съдии,,judge
βασιλεύς,100,unigram,masculine,accusative,plural,царе,1.1064943564556116,,,,,,царе,,,king
βασιλεύς,56,unigram,masculine,accusative,singular,цар,7.536287446713402,Цар,цар,,,Цар,царя,цар,цар,king
βασιλεία,76,unigram,feminine,accusative,plural,царства,1.7884577795225605,царства,царства,царства,царства,царства,царства,царства,,kingdom
βασιλεία,154,unigram,feminine,accusative,singular,царство,14.946232385079671,царство,царство,царство,царството,царство,царство,царство,царството,kingdom
κόπος,197,unigram,masculine,accusative,plural,досаждате,2.5796554139873353,досаждате,обърквате,досаждате,смущавате,досаждате,прекрасно,досаждате,,"labour, work, trouble, difficulty"
λύχνος,226,unigram,masculine,nominative,singular,,,,светило,осветено,,,светлина,светилото,тяло,lamp
κλῆρος,1,unigram,masculine,accusative,singular,жребие,1.647682521182648,,,,,,жребий,жребие,жребие,"lots (casting of lots), inheritance"
ἄνθρωπος,291,unigram,masculine,accusative,plural,човеците,53.18955783067346,човеците,хората,човеците,човеците,хората,хората,човеците,человеците,man
ἄνθρωπος,251,unigram,masculine,accusative,singular,човека,5.727015113838255,човека,човек,човека,човека,човека,човек,човека,человека,man
ἄνθρωπος,112,unigram,masculine,nominative,plural,човеците,213.9402516773068,човеците,хората,човеците,човеците,хората,хората,човеците,человеците,man
ἄνθρωπος,171,unigram,masculine,nominative,singular,човек,3741293.7848184793,човек,човек,човек,човек,човек,човек,човек,человек,man
ἀνήρ,242,unigram,masculine,accusative,plural,мъже,31.995859522125496,мъже,мъже,мъже,,мъже,,мъже,,"man, husband"
ἀνήρ,246,unigram,masculine,accusative,singular,мъжа,7.6202145811207656,мъжа,мъж,мъж,,мъжа,мъжа,мъжа,мъжа,"man, husband"
ἀνήρ,142,unigram,masculine,nominative,plural,мъже,75.31097938414469,мъже,хиляди,мъже,хиляди,мъже,хиляди,мъже,мъже,"man, husband"
ἀνήρ,234,unigram,masculine,nominative,singular,човек,4.907361061414642,човек,беше,човек,човек,човек,човек,човек,человек,"man, husband"
μνᾶ,294,unigram,feminine,accusative,plural,мнаси,22.300823148497642,мнаси,десет,мнаси,мини,мнаси,десет,мнаси,мнаси,mina (about 100 days' wages)
πρωτοκαθεδρία,98,unigram,feminine,accusative,plural,угощенията,1.1382247921208992,угощенията,гощавките,угощенията,,първите,,угощенията,,"most important seat, seat of honour"
πρωτοκαθεδρία,33,unigram,feminine,accusative,singular,столове,1.1226216593030982,,,столове,,,заемате,столове,,"most important seat, seat of honour"
μήτηρ,273,unigram,feminine,accusative,singular,майка,296.97729513473627,майка,майка,майка,майка,майка,майка,майка,майка,mother
ὄρος,212,unigram,neuter,accusative,plural,планините,1.8768561501889982,планините,,,планините,,,,горите,mountain
ὄρος,259,unigram,neuter,accusative,singular,хълма,2.5744764621162637,хълма,планината,хълма,планината,хълма,хълма,,гората,mountain
ὄνομα,32,unigram,neuter,accusative,singular,име,7.263067977990867,име,име,име,име,Име,името,име,име,name
ὄνομα,96,unigram,neuter,nominative,plural,имената,283.2537863378691,имената,имената,имената,имената,имената,имената,имената,имената,name
ὄνομα,247,unigram,neuter,nominative,singular,име,10.203525203737112,име,име,име,името,име,име,име,името,name
ἔθνος,224,unigram,neuter,accusative,plural,народи,156.0686116817294,народи,народи,народи,народи,народи,народи,народи,народи,nation
ἔθνος,189,unigram,neuter,accusative,singular,,,народ,,повдигне,въстане,,,повдигне,народ,nation
ἔθνος,297,unigram,neuter,nominative,plural,народите,1.2203174328683255,,нуждаете,народите,търсят,народите,знае,народите,,nation
ἔθνος,24,unigram,neuter,nominative,singular,народ,14.279091792670144,народ,народ,народ,народ,народ,,народ,народ,nation
νύξ,183,unigram,feminine,accusative,plural,нощи,172.5180470267412,нощи,нощи,нощи,нощи,нощи,нощи,нощи,нощи,night
νύξ,240,unigram,feminine,accusative,singular,нощем,1.122703598140656,нощем,нощем,,,,нощ,,нощя,night
ὅρκος,57,unigram,masculine,accusative,plural,клетвите,3.9677943032814227,клетвите,клетвата,,клетвата,клетвите,клетвите,клетвите,,oath
ὅρκος,258,unigram,masculine,accusative,singular,дадепред,1.0960670999999007,,,,,,дадепред,,,oath
βοῦς,147,unigram,masculine,accusative,plural,храма,2.4656049171714436,храма,пари,пари,храма,разменяха,храма,храма,храма,ox
παραβολή,254,unigram,feminine,accusative,plural,,,притчите,притчи,притчите,притчи,притчите,притчи,притчите,притчи,parable
παραβολή,217,unigram,feminine,accusative,singular,притча,13189.808800187064,притча,притча,притча,притча,притча,притча,притча,притча,parable
μέρος,339,unigram,neuter,accusative,plural,,,предели,пределите,околии,пределите,оттегли,област,страни,страни,part
μέρος,50,unigram,neuter,accusative,singular,,,,наложи,,,,,,част,part
μαργαρίτης,35,unigram,masculine,accusative,singular,бисер,1.8188405419738878,бисер,,бисер,,бисер,,бисер,,pearls
τόπος,267,unigram,masculine,accusative,plural,трусове,2.0815872549728875,трусове,трусове,трусове,трусове,земетресения,земетресения,трусове,трусове,place
τόπος,290,unigram,masculine,accusative,singular,място,193.67665317756936,място,място,място,място,място,място,място,място,place
πρωτοκλισία,271,unigram,feminine,accusative,plural,столове,1.30878102328218,столове,места,столове,места,първите,най-почетните,столове,първите,place of honor
πρωτοκλισία,34,unigram,feminine,accusative,singular,място,1.3781247394539509,,място,,място,,,,първото,place of honor
ὄφις,97,unigram,masculine,accusative,singular,змия,8.434878903667384,змия,змия,змия,змия,змия,змия,змия,змия,poison
σκεῦος,131,unigram,neuter,accusative,plural,ограби,1.2100948548371488,,,,,,ограби,,,"possession, object, thing, jar, vessel"
σκεῦος,250,unigram,neuter,accusative,singular,пренася,1.255508950677359,,,,,,пренася,,,"possession, object, thing, jar, vessel"
σκεῦος,122,unigram,neuter,nominative,plural,вещите,1.7167325647163516,вещите,,вещите,,,вещите,вещите,съдовете,"possession, object, thing, jar, vessel"
δύναμις,99,unigram,feminine,accusative,plural,чудеса,4.510428275344555,велики,,,чудеса,чудеса,чудеса,велики,,"power, ability, miracle"
δύναμις,44,unigram,feminine,accusative,singular,сила,858.6290764963883,сила,сила,сила,силата,сила,сила,сила,сила,"power, ability, miracle"
δύναμις,78,unigram,feminine,nominative,plural,,,сили,,дела,чудеса,сили,,дела,силите,"power, ability, miracle"
