lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2137_translation,version_2138_translation,version_2139_translation,version_2140_translation,version_2141_translation,version_2142_translation,english_translation
ἄρτος,318,unigram,masculine,accusative,singular,ἄρτον,5612.025636672725,αρτον,ἄρτον,ἄρτον,ἄρτον,ἄρτον,,bread
ἄρτος,146,unigram,masculine,nominative,plural,ἄρτοι,167.24309924512116,αρτοι,ἄρτοι,ἄρτοι,ἄρτοι,ἄρτοι,,bread
ἄρτος,32,unigram,masculine,nominative,singular,ἄρτος,83.70952131161638,αρτος,ἄρτος,ἄρτος,ἄρτος,ἄρτος,,bread
ἀδελφός,279,unigram,masculine,accusative,plural,ἀδελφοὺς,3.9525840006079904,αδελφους,ἀδελφοὺς,ἀδελφούς,ἀδελφοὺς,ἀδελφοὺς,,brother
ἀδελφός,111,unigram,masculine,accusative,singular,ἀδελφὸν,17.294520483940694,αδελφον,ἀδελφὸν,ἀδελφὸν,ἀδελφὸν,ἀδελφὸν,,brother
ἀδελφός,101,unigram,masculine,nominative,plural,μήτηρ,1.5499778584561117,αδελφοι,μήτηρ,μήτηρ,μήτηρ,μήτηρ,,brother
ἀδελφός,218,unigram,masculine,nominative,singular,ἀδελφὸς,1.221534515645896,αδελφος,,ἀδελφὸς,ἀδελφὸς,,,brother
στῆθος,264,unigram,neuter,accusative,singular,στῆθος,61.45708796747129,στηθος,στῆθος,στῆθος,στῆθος,στῆθος,,"chest, breast"
ἀρχιερεύς,228,unigram,masculine,accusative,plural,ἀρχιερεῖς,27.607954876414176,αρχιερεις,ἀρχιερεῖς,ἀρχιερεῖς,ἀρχιερεῖς,ἀρχιερεῖς,,chief priest
ἀρχιερεύς,54,unigram,masculine,accusative,singular,ἀρχιερέα,2.348379341076693,,ἀρχιερέα,,ἀρχιερέα,,,chief priest
ἀρχιερεύς,110,unigram,masculine,nominative,plural,ἀρχιερεῖς,45.27658282106344,αρχιερεις,ἀρχιερεῖς,ἀρχιερεῖς,ἀρχιερεῖς,ἀρχιερεῖς,,chief priest
ἀρχιερεύς,232,unigram,masculine,nominative,singular,ἀρχιερεὺς,164.9350435394511,αρχιερευς,ἀρχιερεὺς,ἀρχιερεὺς,ἀρχιερεὺς,ἀρχιερεὺς,,chief priest
παῖς,222,unigram,masculine,accusative,plural,παῖδας,68.0562315734752,παιδας,παῖδας,παῖδας,παῖδας,παῖδας,,child
τέκνον,312,unigram,neuter,accusative,plural,τέκνα,674.7076231498544,τεκνα,τέκνα,τέκνα,τέκνα,τέκνα,,child
τέκνον,166,unigram,neuter,accusative,singular,,,τεκνα,ἀδελφὸς,τέκνα,ἀδελφὸς,τέκνα,,child
τέκνον,13,unigram,neuter,nominative,plural,τέκνα,9.671732187810328,τεκνα,τέκνα,τέκνα,τέκνα,τέκνα,,child
τέκνον,178,unigram,neuter,nominative,singular,,,τεκνον,Τέκνον,Τέκνον,τέκνον,τέκνον,,child
παιδίον,12,unigram,neuter,accusative,plural,παιδία,3.5225890085022677,παιδια,παιδία,παιδία,παιδία,παιδία,,child
παιδίον,82,unigram,neuter,accusative,singular,παιδίον,447.9031191782946,παιδιον,παιδίον,παιδίον,παιδίον,παιδίον,,child
παιδίον,159,unigram,neuter,nominative,plural,παιδία,87.45861588947491,παιδια,παιδία,παιδία,παιδία,παιδία,,child
παιδίον,34,unigram,neuter,nominative,singular,παιδίον,572.632607679034,παιδιον,παιδίον,παιδίον,παιδίον,παιδίον,,child
πόλις,169,unigram,feminine,accusative,plural,πόλεις,20.39214386817789,πολεις,πόλεις,πόλεις,πόλεις,πόλεις,,city
πόλις,58,unigram,feminine,accusative,singular,πόλιν,165.76390522763268,πολιν,πόλιν,πόλιν,πόλιν,πόλιν,,city
πύλη,190,unigram,feminine,nominative,singular,ἀπάγουσα,1.0595352057902494,,ἀπάγουσα,,,,,city gate
χιτών,106,unigram,masculine,accusative,plural,χιτῶνας,31.717728126502404,χιτωνας,χιτῶνας,χιτῶνας,χιτῶνας,χιτῶνας,,"clothing, undergarments"
χιτών,24,unigram,masculine,accusative,singular,χιτῶνα,3.832661906103723,χιτωνα,χιτῶνα,,χιτῶνα,,,"clothing, undergarments"
ἱμάτιον,121,unigram,neuter,accusative,plural,ἱμάτια,14.816277236069936,ιματια,ἱμάτια,ἱμάτια,ἱμάτια,ἱμάτια,,coat
ἱμάτιον,120,unigram,neuter,accusative,singular,ἱμάτιον,241.84780150629885,ιματιον,ἱμάτιον,ἱμάτιον,ἱμάτιον,ἱμάτιον,,coat
ἐντολή,73,unigram,feminine,accusative,plural,ἐντολὰς,3.9080806918119926,εντολας,ἐντολὰς,ἐντολὰς,ἐντολὰς,ἐντολὰς,,commandment
ἐντολή,71,unigram,feminine,accusative,singular,ἐντολὴν,51.882842258207944,εντολην,ἐντολὴν,ἐντολὴν,ἐντολὴν,ἐντολὴν,,commandment
συνέδριον,298,unigram,neuter,accusative,plural,συνέδρια,2.213639397946845,συνεδρια,συνέδρια,,συνέδρια,,,council
συνέδριον,46,unigram,neuter,accusative,singular,συνέδριον,7.838145533859191,συνεδριον,συνέδριον,συνέδριον,συνέδριον,συνέδριον,,council
χώρα,268,unigram,feminine,accusative,singular,χώραν,246.8643377857398,χωραν,χώραν,χώραν,χώραν,χώραν,,"country, countryside"
ὄχλος,50,unigram,masculine,accusative,plural,ὄχλους,17.61019889684891,οχλους,ὄχλους,ὄχλους,ὄχλους,ὄχλους,,crowd
ὄχλος,9,unigram,masculine,accusative,singular,ὄχλον,201.05092429155278,οχλον,ὄχλον,ὄχλον,ὄχλον,ὄχλον,,crowd
ὄχλος,90,unigram,masculine,nominative,plural,ὄχλοι,1367.478767017279,οχλοι,ὄχλοι,ὄχλοι,ὄχλοι,ὄχλοι,,crowd
ὄχλος,259,unigram,masculine,nominative,singular,ὄχλος,1586.5462977045443,οχλος,ὄχλος,ὄχλος,ὄχλος,ὄχλος,,crowd
θυγάτηρ,104,unigram,feminine,nominative,plural,θυγατερες,1.0961506491767987,θυγατερες,,,,,,daughter
θυγάτηρ,293,unigram,feminine,nominative,singular,θυγάτηρ,156.42184818711883,θυγατηρ,θυγάτηρ,θυγάτηρ,θυγάτηρ,θυγάτηρ,,daughter
ἡμέρα,66,unigram,feminine,accusative,plural,ἡμέρας,1239.0166668361137,ημερας,ἡμέρας,ἡμέρας,ἡμέρας,ἡμέρας,,day
ἡμέρα,77,unigram,feminine,accusative,singular,ἡμέραν,35.40733142819163,ημεραν,ἡμέραν,ἡμέραν,ἡμέραν,ἡμέραν,,day
ἡμέρα,2,unigram,feminine,nominative,plural,ἡμέραι,554.2562021579587,ημεραι,ἡμέραι,ἡμέραι,ἡμέραι,ἡμέραι,,day
ἡμέρα,60,unigram,feminine,nominative,singular,ἡμέρα,5073.294854470478,ημερα,ἡμέρα,ἡμέρα,ἡμέρα,ἡμέρα,,day
δαιμόνιον,25,unigram,neuter,accusative,plural,δαιμόνια,257.7168265431843,δαιμονια,δαιμόνια,δαιμόνια,δαιμόνια,δαιμόνια,,demon
δαιμόνιον,307,unigram,neuter,accusative,singular,δαιμόνιον,73.14952316173031,δαιμονιον,δαιμόνιον,δαιμόνιον,δαιμόνιον,δαιμόνιον,,demon
δαιμόνιον,179,unigram,neuter,nominative,plural,δαιμόνια,64.57053248556075,δαιμονια,δαιμόνια,δαιμόνια,δαιμόνια,δαιμόνια,,demon
δαιμόνιον,158,unigram,neuter,nominative,singular,δαιμόνιον,20.11514582815155,δαιμονιον,δαιμόνιον,δαιμόνιον,δαιμόνιον,δαιμόνιον,,demon
δηνάριον,284,unigram,neuter,accusative,plural,δηνάρια,11.889021943829617,δηναρια,δηνάρια,δηνάρια,δηνάρια,δηνάρια,,denarius (about a day's wages)
δηνάριον,148,unigram,neuter,accusative,singular,δηνάριον,23.859847442825796,δηναριον,δηνάριον,δηνάριον,δηνάριον,δηνάριον,,denarius (about a day's wages)
μαθητής,163,unigram,masculine,accusative,plural,μαθητὰς,9.425481521306384,μαθητας,μαθητὰς,μαθητὰς,μαθητὰς,μαθητὰς,,disciple
μαθητής,313,unigram,masculine,accusative,singular,μαθητὴν,6.677367584777111,μαθητην,μαθητὴν,μαθητὴν,μαθητὴν,μαθητὴν,,disciple
μαθητής,253,unigram,masculine,nominative,plural,μαθηταὶ,7.79348095803809,μαθηται,μαθηταὶ,μαθηταὶ,μαθηταὶ,μαθηταὶ,,disciple
μαθητής,311,unigram,masculine,nominative,singular,μαθητὴς,107.34694546427444,μαθητης,μαθητὴς,μαθητὴς,μαθητὴς,μαθητὴς,,disciple
νόσος,3,unigram,feminine,accusative,plural,νόσους,14.250465274573571,νοσους,νόσους,νόσους,νόσους,νόσους,,disease
νόσος,65,unigram,feminine,accusative,singular,,,νοσον,νόσον,,,,,disease
περιστερά,89,unigram,feminine,accusative,plural,πωλοῦντας,2.018019954317002,,,πωλοῦντας,,πωλοῦντας,,dove
περιστερά,48,unigram,feminine,accusative,singular,περιστερὰν,2.621984681233615,περιστεραν,περιστερὰν,περιστερὰν,περιστερὰν,περιστερὰν,,dove
οὖς,137,unigram,neuter,accusative,plural,ὦτα,3.326953146034309,ωτα,,ὦτα,ὦτα,ὦτα,,ear
οὖς,258,unigram,neuter,accusative,singular,οὖς,5.513256352442493,ους,οὖς,οὖς,οὖς,οὖς,,ear
σεισμός,185,unigram,masculine,nominative,plural,λιμοὶ,1.5011594373517785,,σεισμοὶ,λιμοὶ,ἔσονται,λιμοὶ,,"earthquakes, storm"
σεισμός,56,unigram,masculine,nominative,singular,σεισμὸς,15.64635239572654,σεισμος,σεισμὸς,σεισμὸς,σεισμὸς,σεισμὸς,,"earthquakes, storm"
τέλος,251,unigram,neuter,accusative,singular,τέλος,65.23787349347232,τελος,τέλος,τέλος,τέλος,τέλος,,end
αἰών,280,unigram,masculine,accusative,singular,αἰῶνα,59.63936402455597,αιωνα,αἰῶνα,αἰῶνα,αἰῶνα,αἰῶνα,,eternity
ὀφθαλμός,18,unigram,masculine,accusative,plural,ὀφθαλμοὺς,22.685281813309192,οφθαλμους,ὀφθαλμοὺς,ὀφθαλμοὺς,ὀφθαλμοὺς,ὀφθαλμοὺς,,eye
ὀφθαλμός,57,unigram,masculine,nominative,plural,ὀφθαλμοὶ,6.911370520425845,οφθαλμοι,ὀφθαλμοὶ,ὀφθαλμοὶ,ὀφθαλμοὶ,,,eye
ὀφθαλμός,277,unigram,masculine,nominative,singular,ὀφθαλμός,20.687815856686402,οφθαλμος,ὀφθαλμός,ὀφθαλμός,ὀφθαλμός,ὀφθαλμός,,eye
πρόσωπον,112,unigram,neuter,accusative,plural,πρόσωπα,1.9999486772711133,,,,πρόσωπα,,,face
πρόσωπον,175,unigram,neuter,accusative,singular,πρόσωπον,1516.42461072807,προσωπον,πρόσωπον,πρόσωπον,πρόσωπον,πρόσωπον,,face
λιμός,6,unigram,feminine,nominative,plural,σεισμοὶ,1.3693819003046714,,σεισμοὶ,,σεισμοὶ,,,famine
γεωργός,233,unigram,masculine,nominative,plural,γεωργοὶ,7.081216700488171,γεωργοι,γεωργοὶ,γεωργοὶ,γεωργοὶ,γεωργοὶ,,"farmer, tenant"
γεωργός,43,unigram,masculine,nominative,singular,γεωργός,1.0961112485594913,,,,γεωργός,,,"farmer, tenant"
πατήρ,283,unigram,masculine,accusative,singular,πατέρα,51.65166149992005,πατερα,πατέρα,πατέρα,πατέρα,πατέρα,,father
πατήρ,292,unigram,masculine,nominative,plural,πατέρες,34.73955967621541,πατερες,πατέρες,πατέρες,πατέρες,πατέρες,,father
πατήρ,170,unigram,masculine,nominative,singular,πατὴρ,5.0734013943496326,πατηρ,πατὴρ,πατὴρ,πατὴρ,πατὴρ,,father
σύνδουλος,131,unigram,masculine,accusative,plural,συνδουλους,1.0960670999999007,συνδουλους,,,,,,"fellow-servant, colleague"
σύνδουλος,102,unigram,masculine,nominative,singular,σύνδουλος,1.2013630877021924,συνδουλος,,,σύνδουλος,σύνδουλος,,"fellow-servant, colleague"
ἀγρός,306,unigram,masculine,accusative,plural,ἀγροὺς,9.698161887241135,αγρους,ἀγροὺς,ἀγρούς,ἀγροὺς,ἀγροὺς,,field
ἀγρός,33,unigram,masculine,accusative,singular,ἀγρὸν,12.35251457506294,αγρον,,ἀγρὸν,ἀγρὸν,ἀγρὸν,,field
δάκτυλος,162,unigram,masculine,accusative,singular,δάκτυλόν,5.06862196294967,δακτυλον,δάκτυλόν,δάκτυλόν,δάκτυλόν,δάκτυλόν,,finger
ἰχθύς,141,unigram,masculine,accusative,plural,ἰχθύας,3.1946729985076345,αρτους,ἰχθύας,ἰχθύας,ἰχθύας,ἰχθύας,,fish
ἰχθύς,174,unigram,masculine,accusative,singular,ἰχθὺν,1.1337576582578115,ιχθυν,ὄφιν,ἰχθὺν,ἰχθῦν,ἰχθὺν,,fish
δίκτυον,97,unigram,neuter,accusative,plural,δίκτυα,39.08195767164195,δικτυα,δίκτυα,δίκτυα,δίκτυα,δίκτυα,,fishing net
δίκτυον,182,unigram,neuter,accusative,singular,δίκτυον,1.3661205812398145,δικτυον,δίκτυον,δίκτυον,δίκτυον,δίκτυον,,fishing net
πούς,219,unigram,masculine,accusative,plural,πόδας,21.618048232135113,ποδας,πόδας,πόδας,πόδας,πόδας,,foot
καρπός,167,unigram,masculine,accusative,plural,καρποὺς,86.75604335318349,καρπους,καρποὺς,καρποὺς,καρποὺς,καρποὺς,,"fruit, crop, harvest"
καρπός,215,unigram,masculine,accusative,singular,καρπὸν,543.9662409808121,καρπον,καρπὸν,καρπὸν,καρπὸν,καρπὸν,,"fruit, crop, harvest"
πλήρωμα,248,unigram,neuter,accusative,plural,κλασμάτων,3.268283103401211,κλασματων,,κλασμάτων,πληρώματα,κλασμάτων,,fullness
γενεά,216,unigram,feminine,accusative,singular,γενεὰν,29.965157491310976,γενεαν,γενεὰν,γενεὰν,γενεὰν,γενεὰν,,generation
γενεά,290,unigram,feminine,nominative,plural,αἱ,1.3571303429161092,πασαι,αἱ,αἱ,αἱ,αἱ,,generation
γενεά,136,unigram,feminine,nominative,singular,γενεὰ,42.515799249920676,γενεα,γενεὰ,γενεὰ,γενεὰ,γενεὰ,,generation
δῶρον,282,unigram,neuter,accusative,plural,δῶρα,52.84983635651966,δωρα,δῶρα,δῶρα,δῶρα,δῶρα,,gift
δῶρον,149,unigram,neuter,accusative,singular,δωρον,2.064002226436249,δωρον,,,,,,gift
ἡγεμών,157,unigram,masculine,accusative,plural,ἡγεμόνας,1.7218493184996477,ηγεμονας,ἡγεμόνας,ἡγεμόνας,ἡγεμόνας,ἡγεμόνας,,"governor, ruler"
ἀσπασμός,295,unigram,masculine,accusative,plural,ἀσπασμοὺς,3.5253591104355158,ασπασμους,ἀσπασμοὺς,ἀσπασμοὺς,ἀσπασμοὺς,ἀσπασμοὺς,,greeting
ὁδηγός,4,unigram,masculine,nominative,singular,ὁδηγοὶ,8.84939515808424,οδηγοι,ὁδηγοὶ,ὁδηγοὶ,ὁδηγοὶ,ὁδηγοὶ,,guide
θρίξ,83,unigram,feminine,nominative,plural,τρίχες,1.5510122500997656,τριχες,τρίχες,τρίχες,τρίχες,τρίχες,,hair
θρίξ,199,unigram,feminine,nominative,singular,θρὶξ,1.8994892877164662,θριξ,θρὶξ,θρὶξ,θρὶξ,θρὶξ,,hair
χείρ,286,unigram,feminine,accusative,plural,χεῖρας,13.829754441725887,χειρας,χεῖρας,χεῖρας,χεῖρας,χεῖρας,,hand
χείρ,203,unigram,feminine,accusative,singular,χεῖρα,16.111192813745284,χειρα,χεῖρα,χεῖρα,χεῖρα,χεῖρα,,hand
κεφαλή,128,unigram,feminine,accusative,plural,κεφαλὰς,5.513562858253372,κεφαλας,κεφαλὰς,κεφαλὰς,κεφαλὰς,κεφαλὰς,,head
κεφαλή,188,unigram,feminine,accusative,singular,κεφαλὴν,174.7665402834493,κεφαλην,κεφαλὴν,κεφαλὴν,κεφαλὴν,κεφαλὴν,,head
στάχυς,189,unigram,masculine,accusative,plural,στάχυας,3.597796865789302,σποριμων,,στάχυας,στάχυας,στάχυας,,head of grain
καρδία,28,unigram,feminine,accusative,plural,καρδίας,3.644625041263938,καρδιας,καρδίας,καρδίας,καρδίας,καρδίας,,heart
καρδία,261,unigram,feminine,accusative,singular,καρδίαν,122.88245192682257,καρδιαν,καρδίαν,καρδίαν,καρδίαν,καρδίαν,,heart
καρδία,176,unigram,feminine,nominative,singular,καρδία,17.74804353066929,καρδια,καρδία,καρδία,καρδία,καρδία,,heart
οὐρανός,244,unigram,masculine,accusative,singular,οὐρανὸν,34.12253818716313,ουρανον,οὐρανὸν,οὐρανὸν,οὐρανὸν,οὐρανὸν,,"heaven, sky"
οὐρανός,180,unigram,masculine,nominative,singular,οὐρανὸς,3.8749475941317595,ουρανος,οὐρανὸς,οὐρανὸς,οὐρανὸς,οὐρανὸς,,"heaven, sky"
ὥρα,21,unigram,feminine,nominative,singular,ὥρα,1092.2117763466024,ωρα,ὥρα,ὥρα,ὥρα,ὥρα,,hour
οἰκία,143,unigram,feminine,accusative,plural,οἰκίας,12.796956599197655,οικιας,οἰκίας,οἰκίας,οἰκίας,οἰκίας,,house
οἰκία,299,unigram,feminine,accusative,singular,οἰκίαν,515.0512091232293,οικιαν,οἰκίαν,οἰκίαν,οἰκίαν,οἰκίαν,,house
οἶκος,17,unigram,masculine,accusative,singular,οἶκον,38.94081563282419,οικον,οἶκον,οἶκον,οἶκον,οἶκον,,"house, home"
κριτής,281,unigram,masculine,nominative,plural,,,εκβαλλουσιν,ἐκβάλλουσιν,,,,,judge
κριτής,151,unigram,masculine,nominative,singular,,,κριτης,,κριτὴς,,κριτής,,judge
βασιλεύς,51,unigram,masculine,accusative,singular,βασιλέα,222.14776771828477,βασιλεα,βασιλέα,βασιλέα,βασιλέα,βασιλέα,,king
βασιλεία,69,unigram,feminine,accusative,plural,βασιλείας,1.6099883887024533,βασιλειας,βασιλείας,βασιλείας,βασιλείας,βασιλείας,,kingdom
βασιλεία,147,unigram,feminine,accusative,singular,βασιλείαν,107.34411245939145,βασιλειαν,βασιλείαν,βασιλείαν,βασιλείαν,βασιλείαν,,kingdom
κόπος,183,unigram,masculine,accusative,plural,κόπους,5.5129516028485686,κοπους,κόπους,κόπους,κόπους,κόπους,,"labour, work, trouble, difficulty"
κόπος,78,unigram,masculine,accusative,singular,κόπον,15.998370100655777,κοπον,κόπον,κόπον,κόπον,κόπον,,"labour, work, trouble, difficulty"
λύχνος,213,unigram,masculine,nominative,singular,λύχνος,12.917760377459022,λυχνος,λύχνος,λύχνος,λύχνος,λύχνος,,lamp
κλῆρος,86,unigram,masculine,accusative,plural,διαμεριζομενοι,1.0960622061228922,διαμεριζομενοι,,,,,,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,κλῆρον,3.597796865789302,κληρον,κλῆρον,κλῆρον,,κλῆρον,,"lots (casting of lots), inheritance"
ἄνθρωπος,270,unigram,masculine,accusative,plural,ἀνθρώπους,98.0100990215331,ανθρωπους,ἀνθρώπους,ἀνθρώπους,ἀνθρώπους,ἀνθρώπους,,man
ἄνθρωπος,234,unigram,masculine,accusative,singular,ἄνθρωπον,2915.0742786350456,ανθρωπον,ἄνθρωπον,ἄνθρωπον,ἄνθρωπον,ἄνθρωπον,,man
ἄνθρωπος,107,unigram,masculine,nominative,plural,ἄνθρωποι,134.00221988171373,ανθρωποι,ἄνθρωποι,ἄνθρωποι,ἄνθρωποι,ἄνθρωποι,,man
ἄνθρωπος,161,unigram,masculine,nominative,singular,ἄνθρωπος,12089.05358471848,ανθρωπος,ἄνθρωπος,ἄνθρωπος,ἄνθρωπος,ἄνθρωπος,,man
ἀνήρ,226,unigram,masculine,accusative,plural,ἄνδρας,15.998343787419643,ανδρας,ἄνδρας,ἄνδρας,ἄνδρας,ἄνδρας,,"man, husband"
ἀνήρ,230,unigram,masculine,accusative,singular,ἄνδρα,1177.581380633156,ανδρα,ἄνδρα,ἄνδρα,ἄνδρα,ἄνδρα,,"man, husband"
ἀνήρ,134,unigram,masculine,nominative,plural,ἄνδρες,253.38143088788365,ανδρες,ἄνδρες,ἄνδρες,ἄνδρες,ἄνδρες,,"man, husband"
ἀνήρ,220,unigram,masculine,nominative,singular,ἀνὴρ,351.78536709701683,ανηρ,ἀνὴρ,ἀνὴρ,ἀνὴρ,ἀνὴρ,,"man, husband"
μνᾶ,273,unigram,feminine,accusative,plural,μνᾶς,7.051764859884272,δεκα,μνᾶς,μνᾶς,μνᾶς,μνᾶς,,mina (about 100 days' wages)
πρωτοκαθεδρία,94,unigram,feminine,accusative,plural,,,πρωτοκαθεδριας,,πρωτοκαθεδρίας,,,,"most important seat, seat of honour"
μήτηρ,254,unigram,feminine,accusative,singular,μητέρα,22.6350070850185,μητερα,μητέρα,μητέρα,μητέρα,μητέρα,,mother
ὄρος,198,unigram,neuter,accusative,plural,ὄρη,1.8768561501889982,φευγετωσαν,ὄρη,φευγέτωσαν,,ὄρη,,mountain
ὄρος,242,unigram,neuter,accusative,singular,ὄρος,50.749284404149115,ορος,ὄρος,ὄρος,ὄρος,ὄρος,,mountain
ὄνομα,29,unigram,neuter,accusative,singular,ὄνομα,69.94001949195798,ονομα,ὄνομα,ὄνομα,ὄνομα,ὄνομα,,name
ὄνομα,92,unigram,neuter,nominative,plural,ονοματα,1.9999474161447357,ονοματα,,,,,,name
ὄνομα,231,unigram,neuter,nominative,singular,ὄνομα,356.85831845110965,ονομα,ὄνομα,ὄνομα,ὄνομα,ὄνομα,,name
ἔθνος,211,unigram,neuter,accusative,plural,ἔθνη,6.636656183570709,εθνη,ἔθνη,ἔθνη,ἔθνη,ἔθνη,,nation
ἔθνος,177,unigram,neuter,accusative,singular,ἔθνος,70.79746241738737,εθνος,ἔθνος,ἔθνος,ἔθνος,ἔθνος,,nation
ἔθνος,276,unigram,neuter,nominative,plural,ἔθνη,18.151868338246565,εθνη,ἔθνη,ἔθνη,ἔθνη,ἔθνη,,nation
ἔθνος,22,unigram,neuter,nominative,singular,ἔθνος,33.23289073841184,εθνος,ἔθνος,ἔθνος,ἔθνος,ἔθνος,,nation
νύξ,172,unigram,feminine,accusative,plural,νύκτας,6.909174314596032,νυκτας,νύκτας,νύκτας,νύκτας,νύκτας,,night
νύξ,225,unigram,feminine,accusative,singular,νύκτα,7.590928735484941,νυκτα,νύκτα,νύκτα,νύκτα,νύκτα,,night
ὅρκος,52,unigram,masculine,accusative,plural,ὅρκους,11.603685843571727,ορκους,ὅρκους,ὅρκους,ὅρκους,ὅρκους,,oath
βοῦς,139,unigram,masculine,accusative,plural,βόας,2.670743440335815,βοας,βόας,πρόβατα,βόας,βόας,,ox
παραβολή,238,unigram,feminine,accusative,plural,παραβολὰς,19.443756145074868,παραβολας,παραβολὰς,παραβολὰς,παραβολὰς,παραβολὰς,,parable
παραβολή,204,unigram,feminine,accusative,singular,παραβολὴν,577.0357759278198,παραβολην,παραβολὴν,παραβολὴν,παραβολὴν,παραβολὴν,,parable
μέρος,317,unigram,neuter,accusative,plural,μέρη,46.48252039220811,μερη,μέρη,μέρη,μέρη,μέρη,,part
