lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1718_translation,version_1719_translation,version_1720_translation,version_1721_translation,version_1722_translation,version_1723_translation,version_1724_translation,english_translation
ὀφειλέτης,130,unigram,masculine,nominative,singular,detyrohej,1.2870457203668455,detyrohej,detyrohej,detuer,,,,,debtor
δαιμόνιον,33,unigram,neuter,accusative,plural,,,demonët,djajtë,djemënitë,paudhëtë,,,,demon
δαιμόνιον,344,unigram,neuter,accusative,singular,,,demon,djallin,diallinë,xhindosurë,,,,demon
δαιμόνιον,202,unigram,neuter,nominative,plural,,,demonët,djajtë,djemënitë,paudhëtë,,,,demon
δαιμόνιον,177,unigram,neuter,nominative,singular,,,demoni,qortoi,dialli,paudhi,,,,demon
δηνάριον,319,unigram,neuter,accusative,plural,denarë,4.687601717240865,denarë,denarë,dinarë,dhinarë,,,,denarius (about a day's wages)
δηνάριον,165,unigram,neuter,accusative,singular,,,denar,monedhë,dinar,dhinar,,,,denarius (about a day's wages)
μαθητής,184,unigram,masculine,accusative,plural,dishepujt,6.7307357369260705,dishepujt,dishepujt,dishepujt,mathitit,,,,disciple
μαθητής,351,unigram,masculine,accusative,singular,donte,1.8635924686673104,donte,donte,donte,dashurë,,,,disciple
μαθητής,284,unigram,masculine,nominative,plural,dishepujt,113.94306295910113,dishepujt,dishepujt,dishepujt,mathitit,,,,disciple
μαθητής,349,unigram,masculine,nominative,singular,dishepulli,15.458539888531135,dishepulli,dishepulli,dishepulli,mathitiu,,,,disciple
νόσος,3,unigram,feminine,accusative,plural,sëmundjet,3.064855143599759,sëmundjet,sëmundjet,,sëmundëtë,,,,disease
νόσος,77,unigram,feminine,accusative,singular,,,,lëngatë,sëmundëje,Ungjilln,,,,disease
περιστερά,104,unigram,feminine,accusative,plural,shitnë,1.32303936165621,,,,shitnë,,,,dove
περιστερά,59,unigram,feminine,accusative,singular,pëllumb,2.353313959083593,pëllumb,pëllumb,pullump,pëllumbë,,,,dove
οὖς,155,unigram,neuter,accusative,plural,veshë,3.3093987898768105,dëgjojë,veshë,veshë,veshë,,,,ear
οὖς,291,unigram,neuter,accusative,singular,vesh,1.688511962725503,,çatitë,vesh,vesh,,,,ear
σεισμός,209,unigram,masculine,nominative,plural,tërmete,1.4312438609034783,tërmete,tërmete,tërmetëna,tërmete,,,,"earthquakes, storm"
σεισμός,68,unigram,masculine,nominative,singular,tërmet,3.016225773729933,ja,,tërmet,tërmet,,,,"earthquakes, storm"
τέλος,281,unigram,neuter,accusative,singular,fund,1.4423111442570207,fund,fund,së,durojë,,,,end
αἰών,247,unigram,masculine,accusative,plural,,,,,mbëretënuem,mbretërojë,,,,eternity
αἰών,315,unigram,masculine,accusative,singular,,,përjetë,kurrë,jetënë,jetë,,,,eternity
ὀφθαλμός,24,unigram,masculine,accusative,plural,sytë,13.63903040483061,sytë,sytë,sytë,sitë,,,,eye
ὀφθαλμός,69,unigram,masculine,nominative,plural,sytë,15.964745851533873,sytë,sytë,syt,sit,,,,eye
ὀφθαλμός,312,unigram,masculine,nominative,singular,syri,2.874429107156348,syri,syri,syni,siu,,,,eye
πρόσωπον,197,unigram,neuter,accusative,singular,,,fytyrë,,faqen,faqe,,,,face
λιμός,8,unigram,feminine,nominative,plural,,,tërmete,,,ngrihetë,,,,famine
λιμός,99,unigram,feminine,nominative,singular,,,,,mangutë,prishi,,,,famine
λιμός,142,unigram,masculine,nominative,singular,veja,1.2013845614880911,veja,,veja,,,,,famine
γεωργός,260,unigram,masculine,nominative,plural,vreshtarët,2.195076156378118,vreshtarët,vreshtarët,bujqitë,vrasëmë,,,,"farmer, tenant"
γεωργός,54,unigram,masculine,nominative,singular,vreshtari,1.201459869218647,vreshtari,vreshtari,bulku,bujku,,,,"farmer, tenant"
πατήρ,203,unigram,masculine,accusative,plural,atënit,1.1633421739386351,,,atënit,,,,,father
πατήρ,318,unigram,masculine,accusative,singular,Ati,1.2845089046959477,Ati,Ati,atin,babanë,,,,father
πατήρ,326,unigram,masculine,nominative,plural,etërit,1.7831409668428906,etërit,etërit,Atënitë,,,,,father
πατήρ,192,unigram,masculine,nominative,singular,Ati,202.93741027835455,Ati,Ati,Ati,babai,,,,father
σύνδουλος,149,unigram,masculine,accusative,plural,,,pijanecët,dehurit,fillon,dejmitë,,,,"fellow-servant, colleague"
σύνδουλος,94,unigram,masculine,accusative,singular,,,shokun,pata,,,,,,"fellow-servant, colleague"
σύνδουλος,330,unigram,masculine,nominative,plural,pikëlluan,1.3385798480289144,pikëlluan,pikëlluan,,helmuanë,,,,"fellow-servant, colleague"
σύνδουλος,120,unigram,masculine,nominative,singular,,,shok,kthej,,shoku,,,,"fellow-servant, colleague"
ἀγρός,343,unigram,masculine,accusative,plural,ara,1.9125973954995887,fshatra,ara,ara,,,,,field
ἀγρός,43,unigram,masculine,accusative,singular,arë,7.1016180366227815,,arën,arë,arë,,,,field
δάκτυλος,183,unigram,masculine,accusative,singular,gishtin,1.106282796604272,gishtin,,,,,,,finger
ἰχθύς,159,unigram,masculine,accusative,plural,peshqit,1.4733986642547607,peshqit,peshqit,peshqitë,,,,,fish
ἰχθύς,196,unigram,masculine,accusative,singular,gjarpër,1.1883714374540961,gjarpër,gjarpër,,pishk,,,,fish
δίκτυον,113,unigram,neuter,accusative,plural,rrjetat,10.544853080832755,rrjetat,rrjetat,rretatë,,,,,fishing net
δίκτυον,206,unigram,neuter,accusative,singular,rrjetën,2.674264034452072,rrjetën,rrjetën,rrietënë,rrjetnë,,,,fishing net
δίκτυον,178,unigram,neuter,nominative,plural,griseshin,1.1613810574337249,,griseshin,,,,,,fishing net
τροφή,252,unigram,feminine,accusative,plural,,,,,ushqime,blerë,,,,food
τροφή,338,unigram,feminine,accusative,singular,,,shtëpiarët,,mençim,,,,,food
πούς,243,unigram,masculine,accusative,plural,këmbët,36.070546304842615,këmbët,këmbët,,këmbët,,,,foot
πούς,117,unigram,masculine,accusative,singular,,,mbajnë,,kambënë,këmbënë,,,,foot
καρπός,189,unigram,masculine,accusative,plural,fryte,1.4918087989561308,fryte,fryte,pemë,mira,,,,"fruit, crop, harvest"
καρπός,239,unigram,masculine,accusative,singular,fryt,8.71256943654181,fryt,fryt,pemë,pemmë,,,,"fruit, crop, harvest"
πλήρωμα,277,unigram,neuter,accusative,plural,shporta,3.2003074220499497,shporta,shporta,copa,copatë,,,,fullness
πλήρωμα,337,unigram,neuter,accusative,singular,vjetër,1.0810874961044612,vjetër,,,,,,,fullness
γενεά,240,unigram,feminine,accusative,singular,,,brez,brezni,bres,Me,,,,generation
γενεά,324,unigram,feminine,nominative,plural,,,brezat,,brezatë,,,,,generation
γενεά,154,unigram,feminine,nominative,singular,,,brez,brezni,bres,nishan,,,,generation
δῶρον,317,unigram,neuter,accusative,plural,,,tyre,dhuratat,dhunëtiat,dhurëti,,,,gift
δῶρον,167,unigram,neuter,accusative,singular,,,ofertën,dhuratën,dhunëtinë,dhurëtinë,,,,gift
ἡγεμών,175,unigram,masculine,accusative,plural,,,guvernatorëve,,,shpienë,,,,"governor, ruler"
ἡγεμών,14,unigram,masculine,accusative,singular,,,,,guvernatori,Igjemoni,,,,"governor, ruler"
ἀσπασμός,329,unigram,masculine,accusative,plural,,,sheshe,përshëndesin,tregjet,përshëndetjënë,,,,greeting
ἀσπασμός,176,unigram,masculine,accusative,singular,përshëndetjen,1.0960768946513286,përshëndetjen,,,,,,,greeting
ὁδηγός,6,unigram,masculine,nominative,plural,,,,udhëheqin,,dëftoftë,,,,guide
ὁδηγός,4,unigram,masculine,nominative,singular,verbër,1.9348994553305514,verbër,verbër,verbëtë,verbërë,,,,guide
θρίξ,98,unigram,feminine,nominative,plural,qimet,1.2379194890810716,,,qimet,,,,,hair
θρίξ,225,unigram,feminine,nominative,singular,qime,1.3568566715724435,,,,qime,,,,hair
χείρ,320,unigram,feminine,accusative,plural,duart,30.273356237947404,duart,duart,duertë,duartë,,,,hand
χείρ,228,unigram,feminine,accusative,singular,dorën,7.2078925899844215,dorën,dorën,dorën,dorënë,,,,hand
κεφαλή,147,unigram,feminine,accusative,plural,krenët,1.197531477979814,,,krenët,,,,,head
κεφαλή,214,unigram,feminine,accusative,singular,kokën,9.747902687054317,kokën,kokën,kryetë,kriet,,,,head
στάχυς,215,unigram,masculine,accusative,plural,,,kallinj,,kallëza,,,,,head of grain
στάχυς,78,unigram,masculine,accusative,singular,kall,1.1613374356247497,,,kall,,,,,head of grain
καρδία,36,unigram,feminine,accusative,plural,zemrat,3.62459471957865,zemrat,zemrat,,,,,,heart
καρδία,294,unigram,feminine,accusative,singular,,,zemër,zemra,zemrënë,,,,,heart
καρδία,198,unigram,feminine,nominative,singular,zemra,13.462891645436175,zemra,zemra,zemëra,zëmëra,,,,heart
οὐρανός,273,unigram,masculine,accusative,singular,qiellit,3.1354029824522205,qiellit,qiellit,qiell,Qiell,,,,"heaven, sky"
οὐρανός,204,unigram,masculine,nominative,singular,qielli,1.234745007919769,,qielli,qielli,Qielli,,,,"heaven, sky"
ὥρα,301,unigram,feminine,nominative,plural,skondaps,1.1617873204569231,,,,skondaps,,,,hour
ὥρα,27,unigram,feminine,nominative,singular,ora,15.652733812002278,ora,ora,ora,koha,,,,hour
οἰκία,334,unigram,feminine,accusative,singular,shtëpi,8.864852083941102,shtëpinë,shtëpi,shtëpit,shtëpi,,,,house
οἶκος,289,unigram,masculine,accusative,plural,heqin,1.0963047455737722,,heqin,,,,,,"house, home"
οἶκος,23,unigram,masculine,accusative,singular,shtëpinë,6.082390579797916,shtëpinë,shtëpinë,shtëpit,shtëpi,,,,"house, home"
κριτής,316,unigram,masculine,nominative,plural,,,gjykatësit,,,nxjerënë,,,,judge
κριτής,169,unigram,masculine,nominative,singular,gjykatësi,2.270052112041742,gjykatësi,gjykatësi,gjyqtari,gjukatësi,,,,judge
κλείς,88,unigram,feminine,accusative,plural,çelësat,1.1613026128296644,çelësat,,,,,,,key
βασιλεύς,111,unigram,masculine,accusative,plural,,,guvernatorëve,,,shpienë,,,,king
βασιλεύς,63,unigram,masculine,accusative,singular,mbret,5.254661066224763,mbret,mbret,mbëret,mbret,,,,king
βασιλεία,83,unigram,feminine,accusative,plural,mbretëritë,1.6198186279092759,mbretëritë,mbretëritë,mbëretëniat,lartë,,,,kingdom
βασιλεία,164,unigram,feminine,accusative,singular,mbretërinë,6.970641819292145,mbretërinë,mbretërinë,mbëretënin,mbretëri,,,,kingdom
κόπος,207,unigram,masculine,accusative,plural,,,kreu,mundoni,,zahmet,,,,"labour, work, trouble, difficulty"
κόπος,92,unigram,masculine,accusative,singular,munduem,1.8078099263355247,,,munduem,,,,,"labour, work, trouble, difficulty"
λύχνος,237,unigram,masculine,nominative,singular,,,ndriçuar,trupi,kandili,ndriturë,,,,lamp
κλῆρος,1,unigram,masculine,accusative,singular,,,,hodhën,shortë,short,,,,"lots (casting of lots), inheritance"
ἄνθρωπος,305,unigram,masculine,accusative,plural,njerëzit,6.259104951458396,njerëzit,njerëzit,nierëzitë,njerëzitë,,,,man
ἄνθρωπος,262,unigram,masculine,accusative,singular,njeri,4.345553923358431,njeri,njeri,nierinë,njerinë,,,,man
ἄνθρωπος,125,unigram,masculine,nominative,plural,njerëzit,7.63747773376531,njerëzit,njerëzit,nierëzitë,njerëzitë,,,,man
ἄνθρωπος,182,unigram,masculine,nominative,singular,njeri,40.79635743123826,njeri,njeri,nieri,njeri,,,,man
ἀνήρ,253,unigram,masculine,accusative,plural,,,burra,burrave,,burratë,,,,"man, husband"
ἀνήρ,257,unigram,masculine,accusative,singular,burrin,1.4854498871595283,burrin,burrin,burr,burrën,,,,"man, husband"
ἀνήρ,152,unigram,masculine,nominative,plural,burra,5.634358543651615,burra,burra,burra,burra,,,,"man, husband"
ἀνήρ,244,unigram,masculine,nominative,singular,njeri,1.8808692643113563,njeri,ishte,nieri,njeri,,,,"man, husband"
μνᾶ,308,unigram,feminine,accusative,plural,dhjetë,1.1483383042195292,mina,dhjetë,mna,dhjetë,,,,mina (about 100 days' wages)
μνᾶ,15,unigram,feminine,accusative,singular,Merrjani,1.0960670999999007,,Merrjani,,,,,,mina (about 100 days' wages)
πρωτοκαθεδρία,109,unigram,feminine,accusative,plural,,,gosti,festa,darkat,duanë,,,,"most important seat, seat of honour"
πρωτοκαθεδρία,38,unigram,feminine,accusative,singular,,,përshëndetjet,,përshëndetunatë,,,,,"most important seat, seat of honour"
μήτηρ,102,unigram,feminine,accusative,plural,,,përndjekje,,,mëmë,,,,mother
μήτηρ,285,unigram,feminine,accusative,singular,nënën,2.447977880983449,nënën,nënën,t,mëmënë,,,,mother
ὄρος,224,unigram,neuter,accusative,plural,,,,,malet,male,,,,mountain
ὄρος,271,unigram,neuter,accusative,singular,mal,5.625922312111652,mal,mal,,mal,,,,mountain
μύρον,93,unigram,neuter,accusative,plural,mirrë.Të,1.0960965115985384,,mirrë.Të,,,,,,myrrh
μύρον,29,unigram,neuter,accusative,singular,,,,varrim,vorruemit,,,,,myrrh
ὄνομα,37,unigram,neuter,accusative,singular,emrin,5.207699233599791,emrin,emrin,emninë,ëmër,,,,name
ὄνομα,107,unigram,neuter,nominative,plural,emrat,3.9997896673440048,emrat,emrat,,,,,,name
ὄνομα,258,unigram,neuter,nominative,singular,,,emri,emrin,emninë,ëmër,,,,name
ἔθνος,235,unigram,neuter,accusative,plural,,,popujt,kombeve,kombet,filira,,,,nation
ἔθνος,199,unigram,neuter,accusative,singular,,,ngrihet,,,filinë,,,,nation
ἔθνος,311,unigram,neuter,nominative,plural,,,kërkojnë,paganët,kombetë,gjithë,,,,nation
ἔθνος,28,unigram,neuter,nominative,singular,kombi,2.1771715349630583,kombi,kombi,kombi,fili,,,,nation
νύξ,194,unigram,feminine,accusative,plural,net,7.503035198103628,net,net,nett,net,,,,night
νύξ,251,unigram,feminine,accusative,singular,nat,3.9997951432599623,,natë,nat,nat,,,,night
ὅρκος,64,unigram,masculine,accusative,plural,betimit,1.2937219279533274,betimit,betimit,bet,be,,,,oath
ὅρκος,270,unigram,masculine,accusative,singular,betimin,1.776471857170246,betimin,betimin,,,,,,oath
βοῦς,157,unigram,masculine,accusative,plural,parave,1.7459808737029598,,parave,,,,,,ox
παραβολή,266,unigram,feminine,accusative,plural,shëmbëlltyrat,5.657024861699611,shëmbëlltyrat,shëmbëlltyrat,,,,,,parable
παραβολή,229,unigram,feminine,accusative,singular,shëmbëlltyrë,10.201156485043429,shëmbëlltyrë,shëmbëlltyrë,parabullë,paravoli,,,,parable
μέρος,355,unigram,neuter,accusative,plural,,,mbasi,krahinën,anët,,,,,part
μέρος,56,unigram,neuter,accusative,singular,pjesë,2.0288998684280735,pjesë,pjesë,piesën,pjesën,,,,part
μαργαρίτης,40,unigram,masculine,accusative,singular,margaritar,1.316739288237296,margaritar,margaritar,,margaritar,,,,pearls
τόπος,280,unigram,masculine,accusative,plural,,,,,tërmetëna,tërmete,,,,place
τόπος,303,unigram,masculine,accusative,singular,vendin,1.3011334136758825,vendin,vendin,vend,vënd,,,,place
πρωτοκλισία,283,unigram,feminine,accusative,plural,vendet,2.0746992555316957,vendet,vendet,para,vëndet,,,,place of honor
πρωτοκλισία,39,unigram,feminine,accusative,singular,,,vendit,nderit,mësallësë,parë,,,,place of honor
ὄφις,108,unigram,masculine,accusative,singular,gjarpër,1.2937415006187931,gjarpër,gjarpër,,,,,,poison
σκεῦος,143,unigram,neuter,accusative,plural,lidhur,1.0648460672838294,lidhur,,,,,,,"possession, object, thing, jar, vessel"
σκεῦος,261,unigram,neuter,accusative,singular,enë,1.0960768946513286,,,enë,,,,,"possession, object, thing, jar, vessel"
σκεῦος,134,unigram,neuter,nominative,plural,,,,ndodhet,,taracë,,,,"possession, object, thing, jar, vessel"
δύναμις,110,unigram,feminine,accusative,plural,,,vepra,mrekulli,mërekullia,,,,,"power, ability, miracle"
δύναμις,50,unigram,feminine,accusative,singular,,,pushtet,fuqinë,fuqin,fuqi,,,,"power, ability, miracle"
δύναμις,86,unigram,feminine,nominative,plural,,,fuqitë,,mërekullia,tundenë,,,,"power, ability, miracle"
δύναμις,121,unigram,feminine,nominative,singular,,,,shëronte,fuqia,fuqi,,,,"power, ability, miracle"
ἱερεύς,248,unigram,masculine,nominative,singular,prift,15.998366341072087,prift,prift,prift,prift,,,,priest
φυλακή,263,unigram,feminine,accusative,plural,nëpër,1.1304851873078163,,nëpër,,,,,,prison
φυλακή,26,unigram,feminine,accusative,singular,burg,5.685244503987878,burg,burg,burk,hapsanë,,,,prison
προφήτης,67,unigram,masculine,accusative,plural,profetët,10.593910330241888,profetët,profetët,,profitëtë,,,,prophet
προφήτης,205,unigram,masculine,accusative,singular,profet,89.94733441437279,profet,profet,profet,profit,,,,prophet
προφήτης,230,unigram,masculine,nominative,plural,profetët,8.575939591928908,profetët,profetët,profetënitë,profitëritë,,,,prophet
προφήτης,272,unigram,masculine,nominative,singular,profet,13.730863793734637,profet,profet,profet,profit,,,,prophet
βαλλάντιον,21,unigram,neuter,accusative,singular,,,vete,trastë,,kuletë,,,,purse
ποταμός,172,unigram,masculine,nominative,singular,lumi,1.0595448471241755,,,,lumi,,,,river
λῃστής,46,unigram,masculine,accusative,plural,kusarë,1.9999489140783424,,,,kusarë,,,,robber
λῃστής,354,unigram,masculine,accusative,singular,kursarë,1.0811301478527142,,,kursarë,,,,,robber
λῃστής,331,unigram,masculine,nominative,plural,kusarë,3.8326259135058,,kusarë,kursarë,kusarë,,,,robber
λῃστής,161,unigram,masculine,nominative,singular,kusar,7.230673800451929,kusar,kusar,kursar,kusar,,,,robber
ἄρχων,212,unigram,masculine,accusative,plural,,,kryetarët,krerët,parët,arhondëtë,,,,ruler
ἄρχων,71,unigram,masculine,nominative,plural,,,kryetarët,krerët,parëtë,arhondëtë,,,,ruler
ἄρχων,325,unigram,masculine,nominative,singular,,,princi,bote,urdhënari,arhondi,,,,ruler
ἀκοή,9,unigram,feminine,accusative,plural,,,flitet,,,luftëravet,,,,rumor
ἀκοή,80,unigram,feminine,accusative,singular,,,famën,tetrarku,katër-urdhënsi,Tetrahi,,,,rumor
