lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2251_translation,version_2252_translation,version_2253_translation,version_2254_translation,version_2255_translation,version_2256_translation,version_2257_translation,english_translation
παῖς,278,unigram,masculine,accusative,plural,लड़कों,9.923347856700083,लड़कों,लड़कों,लड़कों,लड़कों,,बालकों,बहुत,child
παῖς,58,unigram,masculine,accusative,singular,लड़के,1.3169691311251446,लकड़े,लड़के,लड़के,लड़के,,मरोड़ने,ऐंठन,child
τέκνον,386,unigram,neuter,accusative,plural,बाल-बच्चों,1.7832644733441867,बहिनों,बाल-बच्‍चों,बाल-बच्चों,बाल-बच्चों,बच्चों,सन्‍तान,संतान,child
τέκνον,212,unigram,neuter,accusative,singular,,,सौंपेंगे,लिए,,बच्चे,पकड़वा,सन्‍तान,पकड़वाएगा,child
τέκνον,20,unigram,neuter,nominative,plural,मरवा,1.13725183364309,सौंपेंगे,मरवा,,बच्चे,पकड़वा,मरवा,पकड़वाएगा,child
τέκνον,227,unigram,neuter,nominative,singular,पुत्र,5.240458853945902,पुत्र,पुत्र,पुत्र,पुत्र,तेरे,पुत्र,देख,child
παιδίον,18,unigram,neuter,accusative,plural,बालकों,2.00883257080122,बालकों,बालकों,बालकों,बालकों,ऐसों,बच्‍चों,बालकों,child
παιδίον,109,unigram,neuter,accusative,singular,बालक,7820.5566661225575,बालक,बालक,बालक,बालक,बालक,बालक,बालक,child
παιδίον,204,unigram,neuter,nominative,plural,बालकों,14.576952858057062,बालकों,बालकों,बालकों,बालकों,बालकों,बच्‍चों,बालकों,child
παιδίον,49,unigram,neuter,nominative,singular,बालक,4659.02987943422,बालक,बालक,बालक,बालक,बालक,बालक,बालक,child
πόλις,216,unigram,feminine,accusative,plural,नगरों,232.49943652089283,नगरों,नगरों,नगरों,नगरों,नगरों,नगरों,गांव-गांव,city
πόλις,76,unigram,feminine,accusative,singular,नगर,8681631.166033473,नगर,नगर,नगर,नगर,नगर,नगर,नगर,city
πύλη,311,unigram,feminine,nominative,plural,फाटक,1.443247492135089,फाटक,फाटक,फाटक,फाटक,प्रबल,बनाऊंगा,,city gate
πύλη,243,unigram,feminine,nominative,singular,द्वार,1.5096098603227508,,,फाटक,,द्वार,संख्‍या,द्वार,city gate
χιτών,139,unigram,masculine,accusative,plural,कुरते,10.655800291966337,कुरते,कुरते,कुर्ते,कुरते,झोला,कुरते,वस्त्र,"clothing, undergarments"
χιτών,35,unigram,masculine,accusative,singular,कुरता,4.170961733954271,कुरता,कुरता,कुर्ता,कुरता,कुर्ता,कुरता,,"clothing, undergarments"
ἱμάτιον,157,unigram,neuter,accusative,plural,कपड़े,215.02111616666656,कपड़े,कपड़े,कपड़े,कपड़े,वस्त्र,वस्‍त्र,वस्त्र,coat
ἱμάτιον,156,unigram,neuter,accusative,singular,कपड़ा,1.4107827655963368,कपड़ा,कपड़ा,वस्त्र,कपड़ा,चोगा,चादर,वस्त्र,coat
ἐντολή,97,unigram,feminine,accusative,plural,आज्ञाओं,111.31069539714275,आज्ञाओं,आज्ञाओं,आज्ञाओं,आज्ञाओं,आदेशों,आज्ञाओं,आदेशों,commandment
ἐντολή,95,unigram,feminine,accusative,singular,आज्ञा,376.58530988797924,आज्ञा,आज्ञा,आज्ञा,आज्ञा,आदेश,आज्ञा,आज्ञा,commandment
συνέδριον,369,unigram,neuter,accusative,plural,महासभाओं,2.5510024742642834,महासभाओं,महासभाओं,सभाओं,महासभाओं,देंगे,धर्मसभाओं,न्यायालय,council
συνέδριον,62,unigram,neuter,accusative,singular,महासभा,1.9779879396256201,महासभा,महासभा,प्रधान,,,धर्म-महासभा,बुलाई,council
χώρα,90,unigram,feminine,accusative,plural,पक,2.11335190358792,पक,पक,पक,पक,,पक,,"country, countryside"
χώρα,337,unigram,feminine,accusative,singular,देश,530.16791348478,देश,देश,देश,देश,देश,देश,देश,"country, countryside"
ὄχλος,68,unigram,masculine,accusative,plural,लोगों,5.617526086980525,लोगों,लोगों,लोगों,लोगों,भीड़,लोगों,भीड़,crowd
ὄχλος,12,unigram,masculine,accusative,singular,भीड़,69433.63958650833,भीड़,भीड़,भीड़,भीड़,भीड़,भीड़,भीड़,crowd
ὄχλος,120,unigram,masculine,nominative,plural,भीड़,2004.2417327069338,भीड़,भीड़,भीड़,भीड़,भीड़,जनसमूह,भीड़,crowd
ὄχλος,327,unigram,masculine,nominative,singular,भीड़,558.5197467595383,भीड़,भीड़,भीड़,भीड़,भीड़,भीड़,भीड़,crowd
θυγάτηρ,137,unigram,feminine,nominative,plural,पुत्रियो,1.0961506491767987,,,,,,,पुत्रियो,daughter
θυγάτηρ,363,unigram,feminine,nominative,singular,बेटी,863.2589911427731,बेटी,बेटी,बेटी,बेटी,बेटी,पुत्री,पुत्री,daughter
ἡμέρα,88,unigram,feminine,accusative,plural,दिन,70.28741876781079,दिन,दिन,दिन,दिन,दिन,दिन,दिन,day
ἡμέρα,102,unigram,feminine,accusative,singular,दिन,131.69472445017428,दिन,दिन,दिन,दिन,दिन,प्रतिदिन,प्रतिदिन,day
ἡμέρα,2,unigram,feminine,nominative,plural,दिन,526.9554784378654,दिन,दिन,दिन,दिन,दिन,दिन,दिन,day
ἡμέρα,78,unigram,feminine,nominative,singular,दिन,10100.925670153787,दिन,दिन,दिन,दिन,दिन,दिन,दिन,day
ὀφειλέτης,294,unigram,masculine,nominative,plural,दब,1.3167216672078015,दब,दब,दबकर,दब,,,,debtor
ὀφειλέτης,146,unigram,masculine,nominative,singular,कर्जदार,1.4273712428017613,धारता,क़र्जदार,कर्जदार,कर्जदार,,,,debtor
δαιμόνιον,36,unigram,neuter,accusative,plural,दुष्टात्माओं,7.835104857023391,दुष्टात्माओं,दुष्‍टात्माओं,दुष्टात्माओं,दुष्‍टात्‍माओं,दुष्टात्माओं,भूतों,प्रेतों,demon
δαιμόνιον,380,unigram,neuter,accusative,singular,दुष्टात्मा,139.89504620295324,दुष्टात्मा,दुष्‍टात्मा,दुष्टात्मा,दुष्‍टात्‍मा,दुष्टात्मा,भूत,दुष्टात्मा,demon
δαιμόνιον,229,unigram,neuter,nominative,plural,दुष्टात्माएँ,4.919703272923535,दुष्टात्माएं,दुष्‍टात्माएँ,दुष्टात्माएँ,दुष्टात्माएँ,दुष्टात्माएँ,भूत,प्रेत,demon
δαιμόνιον,202,unigram,neuter,nominative,singular,दुष्टात्मा,20.03718889853705,दुष्टात्मा,दुष्‍टात्मा,दुष्टात्मा,दुष्‍टात्‍मा,दुष्टात्मा,भूत,प्रेत,demon
δηνάριον,354,unigram,neuter,accusative,plural,दीनार,20.151958791317664,दीनार,दीनार,दीनार,दीनार,थे।,सिक्‍कों,दीनार,denarius (about a day's wages)
δηνάριον,189,unigram,neuter,accusative,singular,दीनार,218.65552929773523,दीनार,दीनार,दीनार,दीनार,दीनार,सिक्‍का,दीनार,denarius (about a day's wages)
μαθητής,209,unigram,masculine,accusative,plural,चेलों,867.5310144353118,चेलों,चेलों,चेलों,चेलों,शिष्यों,शिष्‍यों,शिष्यों,disciple
μαθητής,387,unigram,masculine,accusative,singular,चेले,2.547687328109287,चेले,चेले,चेले,चेले,शिष्य,शिष्‍य,शिष्य,disciple
μαθητής,319,unigram,masculine,nominative,plural,चेले,3.982616804101226,चेले,चेले,चेले,चेले,शिष्यों,शिष्‍य,शिष्य,disciple
μαθητής,385,unigram,masculine,nominative,singular,चेला,755.3400938259299,चेला,चेला,चेला,चेला,शिष्य,शिष्‍य,शिष्य,disciple
νόσος,3,unigram,feminine,accusative,plural,,,दुर्बलताओं,बीमारियों,बीमारियों,दुर्बलताओं,संतापों,रोगों,,disease
νόσος,86,unigram,feminine,accusative,singular,प्रकार,1.0272658389338316,प्रकार,दूर,,प्रकार,संतापों,बीमारी,रोग,disease
περιστερά,119,unigram,feminine,accusative,plural,,,बेचने,,बेचनेवालों,बेचनेवालों,बेचने,,,dove
περιστερά,64,unigram,feminine,accusative,singular,कबूतर,14.947096389275655,कबूतर,कबूतर,कबूतर,कबूतर,कबूतर,कपोत,कबूतर,dove
οὖς,176,unigram,neuter,accusative,plural,कान,5.089392174015558,कान,कान,कान,कान,कान,कान,कान,ear
οὖς,326,unigram,neuter,accusative,singular,कान,2.726430380234598,कान,कान,कान,कान,,,,ear
σεισμός,236,unigram,masculine,nominative,plural,,,अकाल,भूकम्प,भूकम्प,अकाल,भूचाल,,,"earthquakes, storm"
σεισμός,74,unigram,masculine,nominative,singular,बड़ा,1.415536087714022,बड़ा,बड़ा,बड़ा,बड़ा,,एकाएक,,"earthquakes, storm"
τέλος,39,unigram,neuter,accusative,plural,किन,1.201459869218647,,,किन,किन,किससे,,,end
τέλος,316,unigram,neuter,accusative,singular,अन्त,10.150442274831187,अन्त,अन्त,अन्त,अन्‍त,अंत,रहेगा,अंत,end
αἰών,279,unigram,masculine,accusative,plural,सदा,1.3671555144532472,सदा,सदा,,सदा,घराने,सदा-सर्वदा,वंश,eternity
αἰών,350,unigram,masculine,accusative,singular,,,सर्वदा,सर्वदा,अनन्तकाल,सर्वदा,कभी,कभी,कभी,eternity
ὀφθαλμός,27,unigram,masculine,accusative,plural,आँखें,40.8783727312464,आंखे,आँखें,आँखें,आँखें,आँखें,आँखें,आंखों,eye
ὀφθαλμός,13,unigram,masculine,accusative,singular,दाँत।,1.4093370337201012,,दाँत।,,आँख,दाँत।,,आंख,eye
ὀφθαλμός,75,unigram,masculine,nominative,plural,आँखें,42.87823588430715,आंखे,आँखें,आँखें,आँखे,आँखें,आँखें,,eye
ὀφθαλμός,347,unigram,masculine,nominative,singular,आँख,2.8213720144607937,आंख,आँख,आँख,आँख,आँख,तुम्‍हारी,आंख,eye
πρόσωπον,145,unigram,neuter,accusative,plural,मुँह,2.6029503241207674,मुंह,मुँह,मुँह,मुँह,लटकाये,,दृष्टि,face
πρόσωπον,224,unigram,neuter,accusative,singular,मुँह,14.867834075054603,मुंह,मुँह,मुँह,मुँह,मुँह,मुँह,मुख,face
λιμός,8,unigram,feminine,nominative,plural,अकाल,1.315884841183646,अकाल,अकाल,अकाल,अकाल,अकाल,,,famine
λιμός,111,unigram,feminine,nominative,singular,अभाव,1.096071996175396,,,,,अभाव,,,famine
γεωργός,293,unigram,masculine,nominative,plural,किसानों,44.61218660527488,किसानों,किसानों,किसानों,किसानों,किसानों,किसानों,किसानों,"farmer, tenant"
γεωργός,59,unigram,masculine,nominative,singular,किसान,1.8194418359532223,किसान,किसान,किसान,किसान,देख-रेख,,दाखलता,"farmer, tenant"
πατήρ,230,unigram,masculine,accusative,plural,वंशजों,1.1633227631441674,,,,,वंशजों,,,father
πατήρ,353,unigram,masculine,accusative,singular,पिता,938430.245521542,पिता,पिता,पिता,पिता,पिता,पिता,पिता,father
πατήρ,362,unigram,masculine,nominative,plural,पूर्वजों,13.061616093603062,,बापदादों,पूर्वजों,बापदादों,पूर्वजों,पूर्वजों,पूर्वजों,father
πατήρ,218,unigram,masculine,nominative,singular,पिता,4008052.4122375753,पिता,पिता,पिता,पिता,पिता,पिता,पिता,father
σύνδουλος,169,unigram,masculine,accusative,plural,,,पियक्कड़ों,पियक्‍कड़ों,पियक्कड़ों,पियक्‍कड़ों,,,,"fellow-servant, colleague"
σύνδουλος,105,unigram,masculine,accusative,singular,संगी,3.816164817733988,संगी,संगी,संगी,संगी,दिखानी,,तुझ,"fellow-servant, colleague"
σύνδουλος,366,unigram,masculine,nominative,plural,संगी,2.1617416692651124,संगी,संगी,संगी,संगी,घटना,सह-सेवक,उदास,"fellow-servant, colleague"
σύνδουλος,135,unigram,masculine,nominative,singular,संगी,1.4432732684933456,संगी,संगी,संगी,संगी,,सह-सेवक,थोड़ा,"fellow-servant, colleague"
ἀγρός,379,unigram,masculine,accusative,plural,गाँवों,1.6470846343880834,गांवों,गाँवों,गाँवों,,खेतों,बस्‍तियों,भाई-बहन,field
ἀγρός,48,unigram,masculine,accusative,singular,खेत,312.3972132138181,खेत,खेत,खेत,खेत,खेत,खेत,खेत,field
δάκτυλος,271,unigram,masculine,accusative,plural,उँगलियाँ,1.0960768946513286,,,उँगलियाँ,,,,,finger
δάκτυλος,208,unigram,masculine,accusative,singular,उँगली,1.792213500858692,उंगली,उँगली,उँगली,उँगली,उँगली,उँगली,पसली,finger
ἰχθύς,180,unigram,masculine,accusative,plural,,,पांच,पाँच,मछलियों,मछलियों,पाँच,मछलियाँ,मछलियां,fish
ἰχθύς,223,unigram,masculine,accusative,singular,मछली,18.176675902735003,मछली,मछली,मछली,मछली,मछली,मछली,मछली,fish
δίκτυον,128,unigram,neuter,accusative,plural,जालों,5.37486312413522,जालों,जालों,जालों,जालों,जाल,जाल,जाल,fishing net
δίκτυον,233,unigram,neuter,accusative,singular,जाल,3.3668200617942947,जाल,जाल,जाल,जाल,जाल,जाल,जाल,fishing net
δίκτυον,203,unigram,neuter,nominative,plural,फटने,1.5968830821312734,फटने,फटने,फटने,फटने,संख्या,,फटने,fishing net
τροφή,283,unigram,feminine,accusative,plural,मोल,1.2981871109390002,मोल,मोल,मोल,मोल,खरीदने,खरीदने,लेने,food
τροφή,374,unigram,feminine,accusative,singular,नौकर-चाकरों,1.557865018657898,,नौकर-चाकरों,नौकर-चाकरों,नौकर-चाकरों,भरोसेमंद,,,food
πούς,274,unigram,masculine,accusative,plural,पाँव,1.6891137070842719,पांव,पाँव,पाँव,पाँव,पैरों,पैर,पांव,foot
πούς,132,unigram,masculine,accusative,singular,ठेस,1.3923549524290806,ठेस,लेंगे,,ठेस,पत्थर,,,foot
καρπός,214,unigram,masculine,accusative,plural,फल,196.65069985967997,फल,फल,फल,फल,,फल,फल,"fruit, crop, harvest"
καρπός,269,unigram,masculine,accusative,singular,फल,1359.4187764179924,फल,फल,फल,फल,फल,फल,फल,"fruit, crop, harvest"
πλήρωμα,310,unigram,neuter,accusative,plural,टुकड़ों,3.9086448432452197,,टुकड़ों,टुकड़ों,टुकडों,टोकरियाँ,टुकड़ों,टोकरे,fullness
πλήρωμα,373,unigram,neuter,accusative,singular,कोरे,1.122614852308986,,कोरे,,कोरे,लगाता,,सिकुड़,fullness
γενεά,312,unigram,feminine,accusative,plural,पीढ़ी,1.1227653630581502,पीढ़ी,,,पीढ़ी,,,,generation
γενεά,270,unigram,feminine,accusative,singular,,,समय,समय,लोगों,समय,पीढ़ी,पीढ़ी,पीढ़ी,generation
γενεά,360,unigram,feminine,nominative,plural,,,,,,,,पीढ़ियाँ,पीढ़ियां,generation
γενεά,175,unigram,feminine,nominative,singular,पीढ़ी,16.22618922254557,ढूंढ़ते,ढूँढ़ते,ढूँढ़ते,सहूँगा,पीढ़ी,पीढ़ी,पीढ़ी,generation
δῶρον,352,unigram,neuter,accusative,plural,दान,11.087691004678888,दान,दान,अपना-अपना,दान,दान,दान,,gift
δῶρον,191,unigram,neuter,accusative,singular,भेंट,2.9094243197056775,भेंट,वेदी,वेदी,वेदी,भेंट,भेंट,भेंट,gift
ἡγεμών,200,unigram,masculine,accusative,plural,,,,,राज्यपालों,,राजाओं,राजाओं,राज्यपालों,"governor, ruler"
ἡγεμών,15,unigram,masculine,accusative,singular,हाकिम,1.135922942526433,हाकिम,हाकिम,राज्यपाल,हाकिम,आरोप,कहा।,आश्चर्यजनक,"governor, ruler"
σταφυλή,217,unigram,feminine,accusative,plural,ऊँटकटारों,1.2013309189107515,,ऊँटकटारों,ऊँटकटारों,,,,,grapes
σταφυλή,389,unigram,feminine,accusative,singular,झड़बेरी,1.4431959767309506,झड़बेरी,झड़बेरी,झड़बेरी,झड़बेरी,,,कंटीले,grapes
ἀσπασμός,365,unigram,masculine,accusative,plural,नमस्कार,1.878087387833637,,,,,नमस्कार,बाजारों,नमस्कार,greeting
ἀσπασμός,201,unigram,masculine,accusative,singular,,,,,उछला,,,,उछल,greeting
ὁδηγός,6,unigram,masculine,nominative,plural,मार्गदर्शक,1.2013416367619456,गड़हे,मार्गदर्शक,दिखानेवाले,,,,मार्गदर्शक,guide
ὁδηγός,4,unigram,masculine,nominative,singular,अगुवों,2.3891009668897443,अगुवों,अगुवो,अगुओं,अगुवों,रहनुमाओं,पथ-प्रदर्शको,अगुवों,guide
θρίξ,45,unigram,feminine,accusative,singular,काला,1.096091603901298,,,,,,,काला,hair
θρίξ,110,unigram,feminine,nominative,plural,गिने,1.2860035344539809,गिने,गिने,,गिने,गिना,,गिना,hair
θρίξ,252,unigram,feminine,nominative,singular,बाँका,1.5084792442219048,बांका,बाँका,,बाँका,बाँका,,बाल,hair
χείρ,356,unigram,feminine,accusative,plural,हाथ,109420.7358485876,हाथ,हाथ,हाथ,हाथ,हाथ,हाथ,हाथ,hand
χείρ,257,unigram,feminine,accusative,singular,हाथ,7423.24156095172,हाथ,हाथ,हाथ,हाथ,हाथ,हाथ,हाथ,hand
κεφαλή,166,unigram,feminine,accusative,plural,सिर,11.768970565549745,सिर,सिर,सिर,सिर,सिर,सिर,हिला-हिला,head
κεφαλή,241,unigram,feminine,accusative,singular,सिर,10328.799256601393,सिर,सिर,सिर,सिर,सिर,सिर,सिर,head
στάχυς,242,unigram,masculine,accusative,plural,बालें,1.9028141040034812,बालें,बालें,बालें,बालें,अनाज,बालें,अन्न,head of grain
στάχυς,87,unigram,masculine,accusative,singular,लाती,1.443247492135089,लाती,लाती,लाती,लाती,उपजाती,,दाना,head of grain
καρδία,40,unigram,feminine,accusative,plural,मन,1.7840161179854772,मन,मन,मन,मन,,,हृदय,heart
καρδία,329,unigram,feminine,accusative,singular,मन,46.789802920456296,मन,मन,मन,मन,हृदय,मन,हृदय,heart
καρδία,225,unigram,feminine,nominative,singular,मन,177.82530840037396,मन,मन,मन,मन,हृदय,मन,हृदय,heart
οὐρανός,9,unigram,masculine,accusative,plural,खुलते,2.1970216852269955,खुलते,खुलते,खुलते,खुलते,,खुलते,खुलते,"heaven, sky"
οὐρανός,306,unigram,masculine,accusative,singular,स्वर्ग,459.53101423365155,स्वर्ग,स्वर्ग,स्वर्ग,स्‍वर्ग,स्वर्ग,स्‍वर्ग,स्वर्ग,"heaven, sky"
οὐρανός,393,unigram,masculine,nominative,plural,उतरते,1.2429249420035033,उतरते,उतरते,उतरते,उतरते,उतरते,कपोत,ठहरते,"heaven, sky"
οὐρανός,231,unigram,masculine,nominative,singular,आकाश,129.50778187043844,आकाश,आकाश,आकाश,आकाश,आकाश,आकाश,आकाश,"heaven, sky"
ὥρα,336,unigram,feminine,nominative,plural,घंटे,1.530891254366754,घंटे,घंटे,घंटे,घंटे,,,घंटे,hour
ὥρα,30,unigram,feminine,nominative,singular,समय,4.57803368217727,घड़ी,घड़ी,समय,घड़ी,समय,समय,समय,hour
οἰκία,182,unigram,feminine,accusative,plural,घरों,4.278751806676461,घरों,घरों,घरों,घरों,,,,house
οἰκία,370,unigram,feminine,accusative,singular,घर,1435469.392853161,घर,घर,घर,घर,घर,घर,घर,house
